Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Schools,Premises,Rep & Maint,200053678,1,202103,Barclaycard - Global Commercial Payments,3.33,2021-06-15
Schools,Premises,Rep & Maint,200053918,1,202103,Barclaycard - Global Commercial Payments,11.74,2021-06-15
Schools,Premises,Rep & Maint,200054332,1,202103,Barclaycard - Global Commercial Payments,54.60,2021-06-15
Schools,Premises,Rep & Maint,200054413,1,202103,Barclaycard - Global Commercial Payments,10.00,2021-06-15
Schools,Premises,Rep & Maint,200054568,1,202103,Barclaycard - Global Commercial Payments,31.01,2021-06-15
Schools,Premises,Rep & Maint,200054806,1,202103,Barclaycard - Global Commercial Payments,20.18,2021-06-15
Schools,Premises,Rep & Maint,200054868,1,202103,Barclaycard - Global Commercial Payments,25.07,2021-06-15
Schools,Premises,Rep & Maint,200054869,1,202103,Barclaycard - Global Commercial Payments,24.42,2021-06-15
Schools,Premises,Rep & Maint,200054289,1,202103,Barclaycard - Global Commercial Payments,98.15,2021-06-15
Schools,Premises,Rep & Maint,200053441,1,202103,Barclaycard - Global Commercial Payments,11.60,2021-06-15
Schools,Premises,Rep & Maint,200053794,1,202103,Barclaycard - Global Commercial Payments,20.90,2021-06-15
Schools,Premises,Rep & Maint,200054132,1,202103,Barclaycard - Global Commercial Payments,20.91,2021-06-15
Schools,Premises,Rep & Maint,200054290,1,202103,Barclaycard - Global Commercial Payments,12.49,2021-06-15
Schools,Premises,Rep & Maint,200054291,1,202103,Barclaycard - Global Commercial Payments,2.16,2021-06-15
Schools,Premises,Rep & Maint,200052294,1,202103,Barclaycard - Global Commercial Payments,26.54,2021-06-15
Schools,Premises,Rep & Maint,200052953,1,202103,Barclaycard - Global Commercial Payments,8.40,2021-06-15
Schools,Premises,Rep & Maint,200053579,1,202103,Barclaycard - Global Commercial Payments,30.25,2021-06-15
Schools,Premises,Rep & Maint,200054351,1,202103,Barclaycard - Global Commercial Payments,49.20,2021-06-15
Schools,Premises,Rep & Maint,200052941,1,202103,Barclaycard - Global Commercial Payments,21.36,2021-06-15
Schools,Premises,Rep & Maint,200053966,1,202103,Barclaycard - Global Commercial Payments,13.33,2021-06-15
Schools,Premises,Rep & Maint,200054218,1,202103,Barclaycard - Global Commercial Payments,11.65,2021-06-15
Schools,Premises,Rep & Maint,200053143,1,202103,Barclaycard - Global Commercial Payments,48.56,2021-06-15
Schools,Premises,Rep & Maint,200053750,1,202103,Barclaycard - Global Commercial Payments,4.17,2021-06-15
Schools,Premises,Rep & Maint,200053823,1,202103,Barclaycard - Global Commercial Payments,16.67,2021-06-15
Schools,Premises,Rep & Maint,200052611,1,202103,Barclaycard - Global Commercial Payments,24.21,2021-06-15
Schools,Premises,Rep & Maint,200053714,1,202103,Barclaycard - Global Commercial Payments,4.00,2021-06-15
Schools,Premises,Rep & Maint,200053958,1,202103,Barclaycard - Global Commercial Payments,2.24,2021-06-15
Schools,Premises,Rep & Maint,200052713,1,202103,Barclaycard - Global Commercial Payments,289.96,2021-06-15
Schools,Premises,Rep & Maint,200052890,1,202103,Barclaycard - Global Commercial Payments,263.52,2021-06-15
Schools,Premises,Rep & Maint,200052960,1,202103,Barclaycard - Global Commercial Payments,32.99,2021-06-15
Schools,Premises,Rep & Maint,200054160,1,202103,Barclaycard - Global Commercial Payments,13.98,2021-06-15
Schools,Premises,Rep & Maint,200054162,1,202103,Barclaycard - Global Commercial Payments,1.38,2021-06-15
Schools,Premises,Rep & Maint,200054163,1,202103,Barclaycard - Global Commercial Payments,19.22,2021-06-15
Schools,Premises,Rep & Maint,200054164,1,202103,Barclaycard - Global Commercial Payments,160.78,2021-06-15
Schools,Premises,Rep & Maint,200054165,1,202103,Barclaycard - Global Commercial Payments,20.97,2021-06-15
Schools,Premises,Rep & Maint,200054242,1,202103,Barclaycard - Global Commercial Payments,24.16,2021-06-15
Schools,Premises,Rep & Maint,200054243,1,202103,Barclaycard - Global Commercial Payments,-15.53,2021-06-15
Schools,Premises,Rep & Maint,200054723,1,202103,Barclaycard - Global Commercial Payments,179.98,2021-06-15
Schools,Premises,Ground Maint,200052931,1,202103,Barclaycard - Global Commercial Payments,354.30,2021-06-15
Schools,Premises,Ground Maint,200052932,1,202103,Barclaycard - Global Commercial Payments,33.32,2021-06-15
Schools,Premises,Ground Maint,200053017,1,202103,Barclaycard - Global Commercial Payments,48.00,2021-06-15
Schools,Premises,Ground Maint,200053164,1,202103,Barclaycard - Global Commercial Payments,35.09,2021-06-15
Schools,Premises,Ground Maint,200053165,1,202103,Barclaycard - Global Commercial Payments,183.24,2021-06-15
Schools,Premises,Ground Maint,200053713,1,202103,Barclaycard - Global Commercial Payments,6.00,2021-06-15
Schools,Premises,Ground Maint,200053715,1,202103,Barclaycard - Global Commercial Payments,18.82,2021-06-15
Schools,Premises,Ground Maint,200053957,1,202103,Barclaycard - Global Commercial Payments,32.82,2021-06-15
Schools,Premises,Cleaning,200052677,1,202103,Barclaycard - Global Commercial Payments,220.83,2021-06-15
"Children, Adults and Families",Premises,Fixtures & Fittings,200053563,1,202103,Barclaycard - Global Commercial Payments,19.48,2021-06-15
Schools,Premises,Fixtures & Fittings,200054186,1,202103,Barclaycard - Global Commercial Payments,229.00,2021-06-15
Schools,Premises,Fixtures & Fittings,200054746,1,202103,Barclaycard - Global Commercial Payments,29.98,2021-06-15
Schools,Premises,Fixtures & Fittings,200053348,1,202103,Barclaycard - Global Commercial Payments,157.91,2021-06-15
Schools,Premises,Fixtures & Fittings,200053633,1,202103,Barclaycard - Global Commercial Payments,32.98,2021-06-15
Schools,Premises,Fixtures & Fittings,200053418,1,202103,Barclaycard - Global Commercial Payments,144.16,2021-06-15
Schools,Premises,Fixtures & Fittings,200053189,1,202103,Barclaycard - Global Commercial Payments,99.60,2021-06-15
Schools,Premises,Fixtures & Fittings,200053530,1,202103,Barclaycard - Global Commercial Payments,51.60,2021-06-15
Schools,Transport,Vehicles and Plant,200054168,1,202103,Barclaycard - Global Commercial Payments,38.30,2021-06-15
Schools,Transport,Vehicles and Plant,200054169,1,202103,Barclaycard - Global Commercial Payments,24.52,2021-06-15
Schools,Transport,Vehicles and Plant,200053585,1,202103,Barclaycard - Global Commercial Payments,45.86,2021-06-15
Schools,Transport,Vehicles and Plant,200054752,1,202103,Barclaycard - Global Commercial Payments,78.17,2021-06-15
Schools,Transport,Vehicles and Plant,200054821,1,202103,Barclaycard - Global Commercial Payments,11.00,2021-06-15
Schools,Transport,Vehicles and Plant,200054822,1,202103,Barclaycard - Global Commercial Payments,11.00,2021-06-15
Schools,Transport,Vehicles and Plant,200054803,1,202103,Barclaycard - Global Commercial Payments,77.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054122,1,202103,Barclaycard - Global Commercial Payments,302.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054123,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054124,1,202103,Barclaycard - Global Commercial Payments,277.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054125,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054126,1,202103,Barclaycard - Global Commercial Payments,302.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054127,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054128,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054129,1,202103,Barclaycard - Global Commercial Payments,302.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054757,1,202103,Barclaycard - Global Commercial Payments,282.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054758,1,202103,Barclaycard - Global Commercial Payments,277.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054759,1,202103,Barclaycard - Global Commercial Payments,277.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054760,1,202103,Barclaycard - Global Commercial Payments,277.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054761,1,202103,Barclaycard - Global Commercial Payments,277.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054762,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054763,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054764,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054765,1,202103,Barclaycard - Global Commercial Payments,342.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054766,1,202103,Barclaycard - Global Commercial Payments,277.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054825,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054826,1,202103,Barclaycard - Global Commercial Payments,302.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054827,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054828,1,202103,Barclaycard - Global Commercial Payments,302.50,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200054829,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
Schools,Transport,Vehicles and Plant,200052754,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
Schools,Transport,Vehicles and Plant,200052755,1,202103,Barclaycard - Global Commercial Payments,167.50,2021-06-15
Schools,Transport,Contract Hire,200053612,1,202103,Barclaycard - Global Commercial Payments,75.00,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200051842,1,202103,Barclaycard - Global Commercial Payments,1.33,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200051922,1,202103,Barclaycard - Global Commercial Payments,2.33,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200054254,1,202103,Barclaycard - Global Commercial Payments,2.33,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200054330,1,202103,Barclaycard - Global Commercial Payments,1.33,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200054331,1,202103,Barclaycard - Global Commercial Payments,1.33,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200054410,1,202103,Barclaycard - Global Commercial Payments,1.33,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200054411,1,202103,Barclaycard - Global Commercial Payments,1.33,2021-06-15
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200054606,1,202103,Barclaycard - Global Commercial Payments,1.33,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053841,1,202103,Barclaycard - Global Commercial Payments,10.20,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053825,1,202103,Barclaycard - Global Commercial Payments,41.40,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054560,1,202103,Barclaycard - Global Commercial Payments,22.48,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054643,1,202103,Barclaycard - Global Commercial Payments,4.20,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054667,1,202103,Barclaycard - Global Commercial Payments,7.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054782,1,202103,Barclaycard - Global Commercial Payments,1.58,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053668,1,202103,Barclaycard - Global Commercial Payments,34.40,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053275,1,202103,Barclaycard - Global Commercial Payments,25.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053320,1,202103,Barclaycard - Global Commercial Payments,-5.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053881,1,202103,Barclaycard - Global Commercial Payments,6.67,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054021,1,202103,Barclaycard - Global Commercial Payments,54.17,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054259,1,202103,Barclaycard - Global Commercial Payments,3.33,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054634,1,202103,Barclaycard - Global Commercial Payments,85.83,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052512,1,202103,Barclaycard - Global Commercial Payments,-1.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052513,1,202103,Barclaycard - Global Commercial Payments,-1.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052514,1,202103,Barclaycard - Global Commercial Payments,-2.99,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053401,1,202103,Barclaycard - Global Commercial Payments,103.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053605,1,202103,Barclaycard - Global Commercial Payments,8.99,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053606,1,202103,Barclaycard - Global Commercial Payments,10.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053831,1,202103,Barclaycard - Global Commercial Payments,32.85,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053833,1,202103,Barclaycard - Global Commercial Payments,62.95,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053834,1,202103,Barclaycard - Global Commercial Payments,15.90,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053965,1,202103,Barclaycard - Global Commercial Payments,25.48,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054016,1,202103,Barclaycard - Global Commercial Payments,16.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054402,1,202103,Barclaycard - Global Commercial Payments,48.20,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054480,1,202103,Barclaycard - Global Commercial Payments,12.25,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054772,1,202103,Barclaycard - Global Commercial Payments,12.98,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054863,1,202103,Barclaycard - Global Commercial Payments,8.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054002,1,202103,Barclaycard - Global Commercial Payments,292.26,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054003,1,202103,Barclaycard - Global Commercial Payments,292.26,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053047,1,202103,Barclaycard - Global Commercial Payments,53.45,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053115,1,202103,Barclaycard - Global Commercial Payments,22.89,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053832,1,202103,Barclaycard - Global Commercial Payments,17.57,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054506,1,202103,Barclaycard - Global Commercial Payments,3.60,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054548,1,202103,Barclaycard - Global Commercial Payments,3.60,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200054588,1,202103,Barclaycard - Global Commercial Payments,3.69,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200046743,1,202103,Barclaycard - Global Commercial Payments,39.95,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200046777,1,202103,Barclaycard - Global Commercial Payments,20.66,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200046845,1,202103,Barclaycard - Global Commercial Payments,42.16,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200046946,1,202103,Barclaycard - Global Commercial Payments,18.10,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047004,1,202103,Barclaycard - Global Commercial Payments,9.99,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047005,1,202103,Barclaycard - Global Commercial Payments,5.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047009,1,202103,Barclaycard - Global Commercial Payments,25.05,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047029,1,202103,Barclaycard - Global Commercial Payments,28.50,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047066,1,202103,Barclaycard - Global Commercial Payments,12.77,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047285,1,202103,Barclaycard - Global Commercial Payments,25.21,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047466,1,202103,Barclaycard - Global Commercial Payments,17.34,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047899,1,202103,Barclaycard - Global Commercial Payments,25.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200047986,1,202103,Barclaycard - Global Commercial Payments,46.30,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053518,1,202103,Barclaycard - Global Commercial Payments,374.98,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053891,1,202103,Barclaycard - Global Commercial Payments,233.33,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053969,1,202103,Barclaycard - Global Commercial Payments,233.33,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052473,1,202103,Barclaycard - Global Commercial Payments,21.98,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052667,1,202103,Barclaycard - Global Commercial Payments,287.99,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052852,1,202103,Barclaycard - Global Commercial Payments,4.75,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053159,1,202103,Barclaycard - Global Commercial Payments,70.97,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053435,1,202103,Barclaycard - Global Commercial Payments,20.99,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053948,1,202103,Barclaycard - Global Commercial Payments,47.61,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053950,1,202103,Barclaycard - Global Commercial Payments,10.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052665,1,202103,Barclaycard - Global Commercial Payments,11.62,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052666,1,202103,Barclaycard - Global Commercial Payments,3.98,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052916,1,202103,Barclaycard - Global Commercial Payments,14.98,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052999,1,202103,Barclaycard - Global Commercial Payments,23.21,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053506,1,202103,Barclaycard - Global Commercial Payments,1500.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053507,1,202103,Barclaycard - Global Commercial Payments,3.08,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053562,1,202103,Barclaycard - Global Commercial Payments,69.99,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053565,1,202103,Barclaycard - Global Commercial Payments,-139.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053827,1,202103,Barclaycard - Global Commercial Payments,16.00,2021-06-15
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200053532,1,202103,Barclaycard - Global Commercial Payments,281.64,2021-06-15
