Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Services & Governance,Employees,Indirect Employee Expenses,200061564,1,202108,Barclaycard - Global Commercial Payments,354.00,2021-11-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,200058869,1,202108,Barclaycard - Global Commercial Payments,32.15,2021-11-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,200059933,1,202108,Barclaycard - Global Commercial Payments,99.57,2021-11-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,200060984,1,202108,Barclaycard - Global Commercial Payments,102.00,2021-11-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,200061562,1,202108,Barclaycard - Global Commercial Payments,251.16,2021-11-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,200061565,1,202108,Barclaycard - Global Commercial Payments,136.71,2021-11-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,200061722,1,202108,Barclaycard - Global Commercial Payments,35.88,2021-11-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,200061795,1,202108,Barclaycard - Global Commercial Payments,71.76,2021-11-23
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200061986,1,202108,Barclaycard - Global Commercial Payments,45.00,2021-11-11
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200061532,1,202108,Barclaycard - Global Commercial Payments,257.00,2021-11-11
Corporate Services & Governance,Employees,Indirect Employee Expenses,200059712,1,202108,Barclaycard - Global Commercial Payments,1148.40,2021-11-11
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200052724,1,202108,Barclaycard - Global Commercial Payments,80.00,2021-11-23
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200060239,1,202108,Barclaycard - Global Commercial Payments,300.00,2021-11-11
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200060705,1,202108,Barclaycard - Global Commercial Payments,75.00,2021-11-04
Resources and Digital,Employees,Indirect Employee Expenses,200062687,1,202108,Barclaycard - Global Commercial Payments,105.00,2021-11-11
Schools,Employees,Indirect Employee Expenses,200061325,1,202108,Barclaycard - Global Commercial Payments,95.00,2021-11-23
Schools,Employees,Indirect Employee Expenses,200061109,1,202108,Barclaycard - Global Commercial Payments,95.00,2021-11-11
Schools,Employees,Indirect Employee Expenses,200061601,1,202108,Barclaycard - Global Commercial Payments,40.00,2021-11-23
Schools,Employees,Indirect Employee Expenses,200061928,1,202108,Barclaycard - Global Commercial Payments,90.00,2021-11-11
Schools,Employees,Indirect Employee Expenses,200062099,1,202108,Barclaycard - Global Commercial Payments,57.51,2021-11-23
Schools,Employees,Indirect Employee Expenses,200060572,1,202108,Barclaycard - Global Commercial Payments,30.00,2021-11-23
Schools,Employees,Indirect Employee Expenses,200060573,1,202108,Barclaycard - Global Commercial Payments,30.00,2021-11-23
Schools,Employees,Indirect Employee Expenses,200059554,1,202108,Barclaycard - Global Commercial Payments,51.98,2021-11-11
Schools,Employees,Indirect Employee Expenses,200061852,1,202108,Barclaycard - Global Commercial Payments,47.75,2021-11-11
Schools,Employees,Indirect Employee Expenses,200059679,1,202108,Barclaycard - Global Commercial Payments,62.49,2021-11-11
Schools,Employees,Indirect Employee Expenses,200060773,1,202108,Barclaycard - Global Commercial Payments,20.83,2021-11-11
Schools,Employees,Indirect Employee Expenses,200061950,1,202108,Barclaycard - Global Commercial Payments,55.00,2021-11-11
Schools,Employees,Indirect Employee Expenses,200062151,1,202108,Barclaycard - Global Commercial Payments,72.00,2021-11-11
Schools,Employees,Indirect Employee Expenses,200059909,1,202108,Barclaycard - Global Commercial Payments,140.00,2021-11-04
Schools,Employees,Indirect Employee Expenses,200060690,1,202108,Barclaycard - Global Commercial Payments,140.00,2021-11-04
Schools,Employees,Indirect Employee Expenses,200059542,1,202108,Barclaycard - Global Commercial Payments,10.00,2021-11-11
