Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Children, Adults and Families",Employees,Indirect Employee Expenses,200051521,1,202102,Barclaycard - Global Commercial Payments,333.18,2021-05-06
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200051912,1,202102,Barclaycard - Global Commercial Payments,85.00,2021-05-06
Office of the Chief Executive,Employees,Indirect Employee Expenses,200052471,1,202102,Barclaycard - Global Commercial Payments,800.00,2021-05-11
Office of the Chief Executive,Employees,Indirect Employee Expenses,200052472,1,202102,Barclaycard - Global Commercial Payments,800.00,2021-05-11
Resources and Digital,Employees,Indirect Employee Expenses,200051465,1,202102,Barclaycard - Global Commercial Payments,175.50,2021-05-06
Schools,Employees,Indirect Employee Expenses,200051416,1,202102,Barclaycard - Global Commercial Payments,135.00,2021-05-06
Schools,Employees,Indirect Employee Expenses,200052518,1,202102,Barclaycard - Global Commercial Payments,-135.00,2021-05-11
Schools,Employees,Indirect Employee Expenses,200051823,1,202102,Barclaycard - Global Commercial Payments,10.00,2021-05-06
Schools,Employees,Indirect Employee Expenses,200053168,1,202102,Barclaycard - Global Commercial Payments,23.25,2021-05-11
Schools,Employees,Indirect Employee Expenses,200052956,1,202102,Barclaycard - Global Commercial Payments,25.00,2021-05-11
Schools,Employees,Indirect Employee Expenses,200052957,1,202102,Barclaycard - Global Commercial Payments,25.00,2021-05-11
Schools,Employees,Indirect Employee Expenses,200052886,1,202102,Barclaycard - Global Commercial Payments,175.50,2021-05-11
Schools,Employees,Indirect Employee Expenses,200052992,1,202102,Barclaycard - Global Commercial Payments,78.70,2021-05-06
Schools,Premises,Rep & Maint,200051796,1,202102,Barclaycard - Global Commercial Payments,117.31,2021-05-06
Public Health and Wellbeing,Premises,Rep & Maint,200053215,1,202102,Barclaycard - Global Commercial Payments,12.13,2021-05-11
Schools,Premises,Rep & Maint,200052547,1,202102,Barclaycard - Global Commercial Payments,14.14,2021-05-11
Schools,Premises,Rep & Maint,200051403,1,202102,Barclaycard - Global Commercial Payments,66.67,2021-05-06
Schools,Premises,Rep & Maint,200052439,1,202102,Barclaycard - Global Commercial Payments,6.67,2021-05-06
Schools,Premises,Rep & Maint,200052864,1,202102,Barclaycard - Global Commercial Payments,9.20,2021-05-11
Schools,Premises,Rep & Maint,200052271,1,202102,Barclaycard - Global Commercial Payments,12.47,2021-05-06
Schools,Premises,Rep & Maint,200052272,1,202102,Barclaycard - Global Commercial Payments,5.00,2021-05-06
Schools,Premises,Rep & Maint,200052663,1,202102,Barclaycard - Global Commercial Payments,17.00,2021-05-06
Schools,Premises,Rep & Maint,200052321,1,202102,Barclaycard - Global Commercial Payments,49.73,2021-05-06
Schools,Premises,Rep & Maint,200052367,1,202102,Barclaycard - Global Commercial Payments,17.50,2021-05-06
Schools,Premises,Rep & Maint,200053276,1,202102,Barclaycard - Global Commercial Payments,45.25,2021-05-11
Schools,Premises,Rep & Maint,200051669,1,202102,Barclaycard - Global Commercial Payments,32.36,2021-05-06
Schools,Premises,Rep & Maint,200053191,1,202102,Barclaycard - Global Commercial Payments,7.96,2021-05-06
Schools,Premises,Rep & Maint,200052023,1,202102,Barclaycard - Global Commercial Payments,30.00,2021-05-06
Schools,Premises,Rep & Maint,200053103,1,202102,Barclaycard - Global Commercial Payments,129.90,2021-05-11
Schools,Premises,Rep & Maint,200052850,1,202102,Barclaycard - Global Commercial Payments,54.99,2021-05-06
Schools,Premises,Rep & Maint,200052925,1,202102,Barclaycard - Global Commercial Payments,10.57,2021-05-06
Schools,Premises,Cleaning,200051916,1,202102,Barclaycard - Global Commercial Payments,200.00,2021-05-06
Schools,Premises,Cleaning,200052996,1,202102,Barclaycard - Global Commercial Payments,12.08,2021-05-06
"Children, Adults and Families",Premises,Fixtures & Fittings,200053273,1,202102,Barclaycard - Global Commercial Payments,10.83,2021-05-11
Schools,Premises,Fixtures & Fittings,200053084,1,202102,Barclaycard - Global Commercial Payments,233.46,2021-05-06
Schools,Premises,Fixtures & Fittings,200053086,1,202102,Barclaycard - Global Commercial Payments,229.00,2021-05-06
Schools,Premises,Fixtures & Fittings,200053087,1,202102,Barclaycard - Global Commercial Payments,19.98,2021-05-06
Schools,Premises,Fixtures & Fittings,200051543,1,202102,Barclaycard - Global Commercial Payments,236.67,2021-05-06
Schools,Premises,Fixtures & Fittings,200052129,1,202102,Barclaycard - Global Commercial Payments,19.60,2021-05-06
Schools,Premises,Fixtures & Fittings,200052583,1,202102,Barclaycard - Global Commercial Payments,115.20,2021-05-11
Schools,Premises,Fixtures & Fittings,200052020,1,202102,Barclaycard - Global Commercial Payments,14.99,2021-05-06
Schools,Premises,Fixtures & Fittings,200052119,1,202102,Barclaycard - Global Commercial Payments,370.00,2021-05-06
Schools,Premises,Fixtures & Fittings,200052389,1,202102,Barclaycard - Global Commercial Payments,58.69,2021-05-06
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052756,1,202102,Barclaycard - Global Commercial Payments,277.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052757,1,202102,Barclaycard - Global Commercial Payments,167.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052758,1,202102,Barclaycard - Global Commercial Payments,302.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052759,1,202102,Barclaycard - Global Commercial Payments,302.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052760,1,202102,Barclaycard - Global Commercial Payments,277.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052761,1,202102,Barclaycard - Global Commercial Payments,302.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052762,1,202102,Barclaycard - Global Commercial Payments,302.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052763,1,202102,Barclaycard - Global Commercial Payments,277.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052764,1,202102,Barclaycard - Global Commercial Payments,302.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052765,1,202102,Barclaycard - Global Commercial Payments,302.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052766,1,202102,Barclaycard - Global Commercial Payments,277.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052767,1,202102,Barclaycard - Global Commercial Payments,277.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052768,1,202102,Barclaycard - Global Commercial Payments,302.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052769,1,202102,Barclaycard - Global Commercial Payments,277.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052770,1,202102,Barclaycard - Global Commercial Payments,302.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052771,1,202102,Barclaycard - Global Commercial Payments,302.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200052772,1,202102,Barclaycard - Global Commercial Payments,302.50,2021-05-11
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200053258,1,202102,Barclaycard - Global Commercial Payments,277.50,2021-05-11
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200051555,1,202102,Barclaycard - Global Commercial Payments,9.00,2021-05-06
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200051644,1,202102,Barclaycard - Global Commercial Payments,12.00,2021-05-06
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200051974,1,202102,Barclaycard - Global Commercial Payments,9.00,2021-05-06
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052295,1,202102,Barclaycard - Global Commercial Payments,0.99,2021-05-06
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052388,1,202102,Barclaycard - Global Commercial Payments,9.00,2021-05-06
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052565,1,202102,Barclaycard - Global Commercial Payments,118.52,2021-05-06
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052695,1,202102,Barclaycard - Global Commercial Payments,6.76,2021-05-06
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200052372,1,202102,Barclaycard - Global Commercial Payments,366.66,2021-05-06
