Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Schools,Employees,Staff Salaries,200063367,1,202110,Barclaycard - Global Commercial Payments,83.94,2022-01-11
Corporate Services & Governance,Employees,Indirect Employee Expenses,200061265,1,202110,Barclaycard - Global Commercial Payments,48.00,2022-01-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200061266,1,202110,Barclaycard - Global Commercial Payments,48.00,2022-01-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200063202,1,202110,Barclaycard - Global Commercial Payments,95.37,2022-01-11
Corporate Services & Governance,Employees,Indirect Employee Expenses,200059693,1,202110,Barclaycard - Global Commercial Payments,222.00,2022-01-11
Corporate Services & Governance,Employees,Indirect Employee Expenses,200061062,1,202110,Barclaycard - Global Commercial Payments,222.00,2022-01-11
Corporate Services & Governance,Employees,Indirect Employee Expenses,200063098,1,202110,Barclaycard - Global Commercial Payments,-222.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200063764,1,202110,Barclaycard - Global Commercial Payments,59.99,2022-01-11
Schools,Employees,Indirect Employee Expenses,200064789,1,202110,Barclaycard - Global Commercial Payments,375.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200065009,1,202110,Barclaycard - Global Commercial Payments,28.50,2022-01-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200061162,1,202110,Barclaycard - Global Commercial Payments,180.00,2022-01-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200061684,1,202110,Barclaycard - Global Commercial Payments,-180.00,2022-01-20
"Children, Adults and Families",Employees,Indirect Employee Expenses,200059703,1,202110,Barclaycard - Global Commercial Payments,90.00,2022-01-11
Corporate Services & Governance,Employees,Indirect Employee Expenses,200065872,1,202110,Barclaycard - Global Commercial Payments,159.17,2022-01-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,200064244,1,202110,Barclaycard - Global Commercial Payments,498.00,2022-01-11
Corporate Services & Governance,Employees,Indirect Employee Expenses,200064559,1,202110,Barclaycard - Global Commercial Payments,1068.00,2022-01-11
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200064273,1,202110,Barclaycard - Global Commercial Payments,349.20,2022-01-11
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200064274,1,202110,Barclaycard - Global Commercial Payments,232.80,2022-01-11
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200063276,1,202110,Barclaycard - Global Commercial Payments,378.00,2022-01-11
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200063393,1,202110,Barclaycard - Global Commercial Payments,270.00,2022-01-11
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200063851,1,202110,Barclaycard - Global Commercial Payments,80.00,2022-01-11
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200064644,1,202110,Barclaycard - Global Commercial Payments,108.90,2022-01-11
Resources and Digital,Employees,Indirect Employee Expenses,200063318,1,202110,Barclaycard - Global Commercial Payments,76.47,2022-01-11
Resources and Digital,Employees,Indirect Employee Expenses,200063319,1,202110,Barclaycard - Global Commercial Payments,271.49,2022-01-11
Schools,Employees,Indirect Employee Expenses,200064131,1,202110,Barclaycard - Global Commercial Payments,45.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200063184,1,202110,Barclaycard - Global Commercial Payments,20.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200063185,1,202110,Barclaycard - Global Commercial Payments,60.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200057495,1,202110,Barclaycard - Global Commercial Payments,25.00,2022-01-20
Schools,Employees,Indirect Employee Expenses,200059695,1,202110,Barclaycard - Global Commercial Payments,25.00,2022-01-20
Schools,Employees,Indirect Employee Expenses,200062828,1,202110,Barclaycard - Global Commercial Payments,35.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200063117,1,202110,Barclaycard - Global Commercial Payments,60.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200063118,1,202110,Barclaycard - Global Commercial Payments,60.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200062834,1,202110,Barclaycard - Global Commercial Payments,95.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200061906,1,202110,Barclaycard - Global Commercial Payments,146.11,2022-01-11
Schools,Employees,Indirect Employee Expenses,200063786,1,202110,Barclaycard - Global Commercial Payments,7.68,2022-01-20
Schools,Employees,Indirect Employee Expenses,200065774,1,202110,Barclaycard - Global Commercial Payments,99.33,2022-01-20
Schools,Employees,Indirect Employee Expenses,200063476,1,202110,Barclaycard - Global Commercial Payments,18.50,2022-01-11
Schools,Employees,Indirect Employee Expenses,200060524,1,202110,Barclaycard - Global Commercial Payments,25.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200061391,1,202110,Barclaycard - Global Commercial Payments,24.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200061392,1,202110,Barclaycard - Global Commercial Payments,20.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200061393,1,202110,Barclaycard - Global Commercial Payments,20.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200061394,1,202110,Barclaycard - Global Commercial Payments,20.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200061395,1,202110,Barclaycard - Global Commercial Payments,20.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200063058,1,202110,Barclaycard - Global Commercial Payments,100.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200063244,1,202110,Barclaycard - Global Commercial Payments,36.79,2022-01-11
Schools,Employees,Indirect Employee Expenses,200063533,1,202110,Barclaycard - Global Commercial Payments,1.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200064756,1,202110,Barclaycard - Global Commercial Payments,40.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200063176,1,202110,Barclaycard - Global Commercial Payments,250.73,2022-01-11
"Children, Adults and Families",Employees,Indirect Employee Expenses,200062717,1,202110,Barclaycard - Global Commercial Payments,250.00,2022-01-11
"Children, Adults and Families",Employees,Indirect Employee Expenses,200053421,1,202110,Barclaycard - Global Commercial Payments,250.00,2022-01-11
"Children, Adults and Families",Employees,Indirect Employee Expenses,200055088,1,202110,Barclaycard - Global Commercial Payments,500.00,2022-01-11
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200062760,1,202110,Barclaycard - Global Commercial Payments,250.00,2022-01-20
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200062759,1,202110,Barclaycard - Global Commercial Payments,250.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200059132,1,202110,Barclaycard - Global Commercial Payments,500.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200059674,1,202110,Barclaycard - Global Commercial Payments,250.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200056897,1,202110,Barclaycard - Global Commercial Payments,500.00,2022-01-11
Schools,Employees,Indirect Employee Expenses,200053864,1,202110,Barclaycard - Global Commercial Payments,500.00,2022-01-11
Schools,Premises,Rep & Maint,200064164,1,202110,Barclaycard - Global Commercial Payments,114.41,2022-01-11
Schools,Premises,Rep & Maint,200065788,1,202110,Barclaycard - Global Commercial Payments,29.99,2022-01-20
Schools,Premises,Rep & Maint,200063444,1,202110,Barclaycard - Global Commercial Payments,9.98,2022-01-11
Schools,Premises,Rep & Maint,200064112,1,202110,Barclaycard - Global Commercial Payments,10.78,2022-01-11
Schools,Premises,Rep & Maint,200062940,1,202110,Barclaycard - Global Commercial Payments,49.99,2022-01-11
Schools,Premises,Rep & Maint,200063038,1,202110,Barclaycard - Global Commercial Payments,87.43,2022-01-11
Schools,Premises,Rep & Maint,200063827,1,202110,Barclaycard - Global Commercial Payments,15.41,2022-01-11
Schools,Premises,Rep & Maint,200064996,1,202110,Barclaycard - Global Commercial Payments,29.17,2022-01-11
Public Health and Wellbeing,Premises,Rep & Maint,200063865,1,202110,Barclaycard - Global Commercial Payments,60.00,2022-01-11
Public Health and Wellbeing,Premises,Rep & Maint,200064892,1,202110,Barclaycard - Global Commercial Payments,7.00,2022-01-20
Schools,Premises,Rep & Maint,200063042,1,202110,Barclaycard - Global Commercial Payments,9.58,2022-01-11
Schools,Premises,Rep & Maint,200063426,1,202110,Barclaycard - Global Commercial Payments,74.99,2022-01-11
Schools,Premises,Rep & Maint,200063898,1,202110,Barclaycard - Global Commercial Payments,4.16,2022-01-11
Schools,Premises,Rep & Maint,200064487,1,202110,Barclaycard - Global Commercial Payments,128.25,2022-01-11
Schools,Premises,Rep & Maint,200061191,1,202110,Barclaycard - Global Commercial Payments,16.80,2022-01-11
Schools,Premises,Rep & Maint,200061290,1,202110,Barclaycard - Global Commercial Payments,12.57,2022-01-11
Schools,Premises,Rep & Maint,200061404,1,202110,Barclaycard - Global Commercial Payments,19.54,2022-01-11
Schools,Premises,Rep & Maint,200062389,1,202110,Barclaycard - Global Commercial Payments,48.18,2022-01-11
Schools,Premises,Rep & Maint,200062557,1,202110,Barclaycard - Global Commercial Payments,31.66,2022-01-11
Schools,Premises,Rep & Maint,200063014,1,202110,Barclaycard - Global Commercial Payments,7.75,2022-01-11
Schools,Premises,Rep & Maint,200063015,1,202110,Barclaycard - Global Commercial Payments,25.80,2022-01-11
