Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Services & Governance,Employees,Indirect Employee Expenses,200039847,1,202006,Barclaycard - Global Commercial Payments,27.48,2020-09-22
Corporate Services & Governance,Employees,Indirect Employee Expenses,200039318,1,202006,Barclaycard - Global Commercial Payments,119.97,2020-09-16
"Children, Adults and Families",Employees,Indirect Employee Expenses,200039942,1,202006,Barclaycard - Global Commercial Payments,50.00,2020-09-01
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200039811,1,202006,Barclaycard - Global Commercial Payments,232.50,2020-09-08
Schools,Employees,Indirect Employee Expenses,200040312,1,202006,Barclaycard - Global Commercial Payments,15.00,2020-09-16
Schools,Employees,Indirect Employee Expenses,200038728,1,202006,Barclaycard - Global Commercial Payments,53.28,2020-09-16
Schools,Employees,Indirect Employee Expenses,200038868,1,202006,Barclaycard - Global Commercial Payments,500.00,2020-09-08
Schools,Premises,Rep & Maint,200040601,1,202006,Barclaycard - Global Commercial Payments,36.39,2020-09-22
Schools,Premises,Rep & Maint,200040957,1,202006,Barclaycard - Global Commercial Payments,5.83,2020-09-22
Schools,Premises,Rep & Maint,200038309,1,202006,Barclaycard - Global Commercial Payments,151.40,2020-09-22
Schools,Premises,Rep & Maint,200038310,1,202006,Barclaycard - Global Commercial Payments,144.50,2020-09-22
Schools,Premises,Rep & Maint,200038311,1,202006,Barclaycard - Global Commercial Payments,464.87,2020-09-22
Schools,Premises,Rep & Maint,200038462,1,202006,Barclaycard - Global Commercial Payments,39.98,2020-09-22
Schools,Premises,Rep & Maint,200039070,1,202006,Barclaycard - Global Commercial Payments,236.70,2020-09-22
Schools,Premises,Rep & Maint,200039903,1,202006,Barclaycard - Global Commercial Payments,5.83,2020-09-16
Public Health and Wellbeing,Premises,Rep & Maint,200039430,1,202006,Barclaycard - Global Commercial Payments,18.06,2020-09-08
Public Health and Wellbeing,Premises,Rep & Maint,200039744,1,202006,Barclaycard - Global Commercial Payments,4.83,2020-09-08
Public Health and Wellbeing,Premises,Rep & Maint,200040864,1,202006,Barclaycard - Global Commercial Payments,15.15,2020-09-22
Schools,Premises,Rep & Maint,200038597,1,202006,Barclaycard - Global Commercial Payments,163.33,2020-09-16
Schools,Premises,Rep & Maint,200038598,1,202006,Barclaycard - Global Commercial Payments,24.00,2020-09-16
Schools,Premises,Rep & Maint,200040173,1,202006,Barclaycard - Global Commercial Payments,49.46,2020-09-16
Schools,Premises,Rep & Maint,200040341,1,202006,Barclaycard - Global Commercial Payments,31.58,2020-09-16
Schools,Premises,Rep & Maint,200040962,1,202006,Barclaycard - Global Commercial Payments,38.18,2020-09-16
Schools,Premises,Rep & Maint,200039766,1,202006,Barclaycard - Global Commercial Payments,82.76,2020-09-08
Schools,Premises,Rep & Maint,200038639,1,202006,Barclaycard - Global Commercial Payments,14.00,2020-09-16
Schools,Premises,Rep & Maint,200038806,1,202006,Barclaycard - Global Commercial Payments,31.65,2020-09-16
Schools,Premises,Rep & Maint,200040339,1,202006,Barclaycard - Global Commercial Payments,22.81,2020-09-16
Schools,Premises,Rep & Maint,200038295,1,202006,Barclaycard - Global Commercial Payments,200.00,2020-09-22
Schools,Premises,Rep & Maint,200038627,1,202006,Barclaycard - Global Commercial Payments,47.46,2020-09-22
Schools,Premises,Rep & Maint,200038476,1,202006,Barclaycard - Global Commercial Payments,54.13,2020-09-16
Schools,Premises,Rep & Maint,200038878,1,202006,Barclaycard - Global Commercial Payments,71.00,2020-09-16
Schools,Premises,Rep & Maint,200039262,1,202006,Barclaycard - Global Commercial Payments,40.00,2020-09-16
Schools,Premises,Rep & Maint,200039996,1,202006,Barclaycard - Global Commercial Payments,19.99,2020-09-08
Schools,Premises,Rep & Maint,200039997,1,202006,Barclaycard - Global Commercial Payments,17.00,2020-09-08
Schools,Premises,Rep & Maint,200039998,1,202006,Barclaycard - Global Commercial Payments,13.24,2020-09-08
Schools,Premises,Rep & Maint,200038402,1,202006,Barclaycard - Global Commercial Payments,411.95,2020-09-16
Schools,Premises,Rep & Maint,200039445,1,202006,Barclaycard - Global Commercial Payments,665.00,2020-09-16
Schools,Premises,Rep & Maint,200040411,1,202006,Barclaycard - Global Commercial Payments,33.32,2020-09-08
Schools,Premises,Rep & Maint,200039131,1,202006,Barclaycard - Global Commercial Payments,54.14,2020-09-16
Schools,Premises,Rep & Maint,200039211,1,202006,Barclaycard - Global Commercial Payments,-22.49,2020-09-16
Schools,Premises,Rep & Maint,200039755,1,202006,Barclaycard - Global Commercial Payments,163.21,2020-09-16
Schools,Premises,Rep & Maint,200039076,1,202006,Barclaycard - Global Commercial Payments,214.12,2020-09-08
Schools,Premises,Rep & Maint,200040934,1,202006,Barclaycard - Global Commercial Payments,237.17,2020-09-16
Schools,Premises,Ground Maint,200038613,1,202006,Barclaycard - Global Commercial Payments,155.83,2020-09-08
"Children, Adults and Families",Premises,Energy,200037311,1,202006,Barclaycard - Global Commercial Payments,106.35,2020-09-22
Schools,Premises,Cleaning,200039482,1,202006,Barclaycard - Global Commercial Payments,116.00,2020-09-16
Schools,Premises,Cleaning,200038486,1,202006,Barclaycard - Global Commercial Payments,19.99,2020-09-16
Schools,Premises,Fixtures & Fittings,200039701,1,202006,Barclaycard - Global Commercial Payments,725.00,2020-09-16
Schools,Premises,Fixtures & Fittings,200040876,1,202006,Barclaycard - Global Commercial Payments,13.95,2020-09-16
Schools,Premises,Fixtures & Fittings,200038023,1,202006,Barclaycard - Global Commercial Payments,303.80,2020-09-22
Schools,Premises,Fixtures & Fittings,200039090,1,202006,Barclaycard - Global Commercial Payments,32.69,2020-09-16
Schools,Premises,Fixtures & Fittings,200040849,1,202006,Barclaycard - Global Commercial Payments,30.00,2020-09-16
Schools,Premises,Fixtures & Fittings,200038471,1,202006,Barclaycard - Global Commercial Payments,23.99,2020-09-01
Schools,Premises,Fixtures & Fittings,200038540,1,202006,Barclaycard - Global Commercial Payments,48.46,2020-09-01
Schools,Premises,Fixtures & Fittings,200038605,1,202006,Barclaycard - Global Commercial Payments,4.16,2020-09-01
Schools,Premises,Fixtures & Fittings,200040464,1,202006,Barclaycard - Global Commercial Payments,150.00,2020-09-16
Schools,Premises,Fixtures & Fittings,200040759,1,202006,Barclaycard - Global Commercial Payments,100.00,2020-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200040160,1,202006,Barclaycard - Global Commercial Payments,273.65,2020-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200039922,1,202006,Barclaycard - Global Commercial Payments,332.50,2020-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200039923,1,202006,Barclaycard - Global Commercial Payments,267.50,2020-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200039924,1,202006,Barclaycard - Global Commercial Payments,167.50,2020-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200039925,1,202006,Barclaycard - Global Commercial Payments,332.50,2020-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200039926,1,202006,Barclaycard - Global Commercial Payments,267.50,2020-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200039927,1,202006,Barclaycard - Global Commercial Payments,267.50,2020-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200039928,1,202006,Barclaycard - Global Commercial Payments,167.50,2020-09-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200039929,1,202006,Barclaycard - Global Commercial Payments,167.50,2020-09-16
"Economy, Innovation and Growth",Transport,Public Transport and Taxi Fares,200028441,1,202006,Barclaycard - Global Commercial Payments,140.00,2020-09-01
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200035532,1,202006,Barclaycard - Global Commercial Payments,282.13,2020-09-16
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200035521,1,202006,Barclaycard - Global Commercial Payments,13.98,2020-09-18
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200037683,1,202006,Barclaycard - Global Commercial Payments,92.92,2020-09-01
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038542,1,202006,Barclaycard - Global Commercial Payments,70.32,2020-09-01
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200038944,1,202006,Barclaycard - Global Commercial Payments,124.57,2020-09-01
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200039461,1,202006,Barclaycard - Global Commercial Payments,15.04,2020-09-08
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",200039976,1,202006,Barclaycard - Global Commercial Payments,33.32,2020-09-08
Schools,Supplies and Services,"Furn, Equip & Mats",200038252,1,202006,Barclaycard - Global Commercial Payments,192.89,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039424,1,202006,Barclaycard - Global Commercial Payments,12.45,2020-09-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039425,1,202006,Barclaycard - Global Commercial Payments,6.32,2020-09-08
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039426,1,202006,Barclaycard - Global Commercial Payments,8.33,2020-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039464,1,202006,Barclaycard - Global Commercial Payments,25.00,2020-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039465,1,202006,Barclaycard - Global Commercial Payments,60.20,2020-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039466,1,202006,Barclaycard - Global Commercial Payments,37.25,2020-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039467,1,202006,Barclaycard - Global Commercial Payments,8.33,2020-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039468,1,202006,Barclaycard - Global Commercial Payments,6.50,2020-09-16
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039500,1,202006,Barclaycard - Global Commercial Payments,108.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039501,1,202006,Barclaycard - Global Commercial Payments,56.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039502,1,202006,Barclaycard - Global Commercial Payments,120.20,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039503,1,202006,Barclaycard - Global Commercial Payments,176.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039504,1,202006,Barclaycard - Global Commercial Payments,139.16,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039546,1,202006,Barclaycard - Global Commercial Payments,59.85,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039547,1,202006,Barclaycard - Global Commercial Payments,39.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039548,1,202006,Barclaycard - Global Commercial Payments,40.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039602,1,202006,Barclaycard - Global Commercial Payments,132.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039603,1,202006,Barclaycard - Global Commercial Payments,144.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039604,1,202006,Barclaycard - Global Commercial Payments,15.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039605,1,202006,Barclaycard - Global Commercial Payments,42.41,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039606,1,202006,Barclaycard - Global Commercial Payments,41.52,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039607,1,202006,Barclaycard - Global Commercial Payments,10.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039608,1,202006,Barclaycard - Global Commercial Payments,3.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039655,1,202006,Barclaycard - Global Commercial Payments,30.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039656,1,202006,Barclaycard - Global Commercial Payments,35.57,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039712,1,202006,Barclaycard - Global Commercial Payments,33.30,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039741,1,202006,Barclaycard - Global Commercial Payments,59.14,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039742,1,202006,Barclaycard - Global Commercial Payments,40.50,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200039892,1,202006,Barclaycard - Global Commercial Payments,31.27,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040015,1,202006,Barclaycard - Global Commercial Payments,31.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040358,1,202006,Barclaycard - Global Commercial Payments,35.00,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040634,1,202006,Barclaycard - Global Commercial Payments,4.40,2020-09-22
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200040722,1,202006,Barclaycard - Global Commercial Payments,11.97,2020-09-22
