Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200043219,1,202012,Barclaycard - Global Commercial Payments,250.00,2021-03-21
Resources and Digital,Employees,Indirect Employee Expenses,200043218,1,202012,Barclaycard - Global Commercial Payments,500.00,2021-03-15
Resources and Digital,Employees,Indirect Employee Expenses,200043106,1,202012,Barclaycard - Global Commercial Payments,250.00,2021-03-25
Resources and Digital,Employees,Indirect Employee Expenses,200043107,1,202012,Barclaycard - Global Commercial Payments,250.00,2021-03-25
Resources and Digital,Employees,Indirect Employee Expenses,200046369,1,202012,Barclaycard - Global Commercial Payments,-250.00,2021-03-18
Resources and Digital,Employees,Indirect Employee Expenses,200046370,1,202012,Barclaycard - Global Commercial Payments,-250.00,2021-03-18
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200044976,1,202012,Barclaycard - Global Commercial Payments,58.29,2021-03-07
Schools,Premises,Rep & Maint,200045038,1,202012,Barclaycard - Global Commercial Payments,27.99,2021-03-07
Schools,Premises,Rep & Maint,200048537,1,202012,Barclaycard - Global Commercial Payments,30.72,2021-03-07
Schools,Premises,Rep & Maint,200048538,1,202012,Barclaycard - Global Commercial Payments,3.98,2021-03-07
Schools,Premises,Rep & Maint,200050545,1,202012,Barclaycard - Global Commercial Payments,3.52,2021-03-18
Schools,Premises,Rep & Maint,200050546,1,202012,Barclaycard - Global Commercial Payments,4.58,2021-03-18
Schools,Premises,Rep & Maint,200046626,1,202012,Barclaycard - Global Commercial Payments,95.81,2021-03-25
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200049946,1,202012,Barclaycard - Global Commercial Payments,27.63,2021-03-25
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200049271,1,202012,Barclaycard - Global Commercial Payments,169.75,2021-03-25
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200049902,1,202012,Barclaycard - Global Commercial Payments,53.13,2021-03-25
"Housing, Environment and Healthy Communities",Premises,Rep & Maint,200046988,1,202012,Barclaycard - Global Commercial Payments,16.74,2021-03-25
Schools,Premises,Rep & Maint,200050318,1,202012,Barclaycard - Global Commercial Payments,10.82,2021-03-16
Schools,Premises,Rep & Maint,200050442,1,202012,Barclaycard - Global Commercial Payments,11.66,2021-03-16
Schools,Premises,Rep & Maint,200050241,1,202012,Barclaycard - Global Commercial Payments,15.82,2021-03-16
Schools,Premises,Rep & Maint,200050605,1,202012,Barclaycard - Global Commercial Payments,21.66,2021-03-16
Schools,Premises,Rep & Maint,200049539,1,202012,Barclaycard - Global Commercial Payments,20.00,2021-03-16
Schools,Premises,Rep & Maint,200050854,1,202012,Barclaycard - Global Commercial Payments,163.80,2021-03-23
Schools,Premises,Rep & Maint,200050388,1,202012,Barclaycard - Global Commercial Payments,10.00,2021-03-29
Schools,Premises,Rep & Maint,200041452,1,202012,Barclaycard - Global Commercial Payments,23.57,2021-03-18
Schools,Premises,Rep & Maint,200046056,1,202012,Barclaycard - Global Commercial Payments,34.12,2021-03-18
Schools,Premises,Rep & Maint,200045275,1,202012,Barclaycard - Global Commercial Payments,16.65,2021-03-07
Schools,Premises,Rep & Maint,200045660,1,202012,Barclaycard - Global Commercial Payments,44.96,2021-03-07
Schools,Premises,Rep & Maint,200046652,1,202012,Barclaycard - Global Commercial Payments,3.49,2021-03-07
Schools,Premises,Rep & Maint,200048467,1,202012,Barclaycard - Global Commercial Payments,4.36,2021-03-18
Schools,Premises,Rep & Maint,200048468,1,202012,Barclaycard - Global Commercial Payments,1.66,2021-03-18
Schools,Premises,Rep & Maint,200048966,1,202012,Barclaycard - Global Commercial Payments,10.83,2021-03-07
Schools,Premises,Rep & Maint,200049051,1,202012,Barclaycard - Global Commercial Payments,4.16,2021-03-07
Schools,Premises,Rep & Maint,200049476,1,202012,Barclaycard - Global Commercial Payments,65.60,2021-03-16
Schools,Premises,Rep & Maint,200049578,1,202012,Barclaycard - Global Commercial Payments,4.87,2021-03-16
Schools,Premises,Rep & Maint,200049676,1,202012,Barclaycard - Global Commercial Payments,10.65,2021-03-16
Schools,Premises,Rep & Maint,200049677,1,202012,Barclaycard - Global Commercial Payments,44.98,2021-03-16
Schools,Premises,Rep & Maint,200049772,1,202012,Barclaycard - Global Commercial Payments,42.50,2021-03-16
Schools,Premises,Rep & Maint,200049807,1,202012,Barclaycard - Global Commercial Payments,12.79,2021-03-16
Schools,Premises,Rep & Maint,200049930,1,202012,Barclaycard - Global Commercial Payments,5.70,2021-03-18
Schools,Premises,Rep & Maint,200050474,1,202012,Barclaycard - Global Commercial Payments,13.32,2021-03-18
Schools,Premises,Rep & Maint,200050668,1,202012,Barclaycard - Global Commercial Payments,30.00,2021-03-18
Schools,Premises,Rep & Maint,200050796,1,202012,Barclaycard - Global Commercial Payments,15.00,2021-03-23
Schools,Premises,Rep & Maint,200048408,1,202012,Barclaycard - Global Commercial Payments,30.99,2021-03-07
Schools,Premises,Rep & Maint,200050699,1,202012,Barclaycard - Global Commercial Payments,12.32,2021-03-16
Schools,Premises,Rep & Maint,200051127,1,202012,Barclaycard - Global Commercial Payments,98.15,2021-03-29
Schools,Premises,Rep & Maint,200051196,1,202012,Barclaycard - Global Commercial Payments,23.98,2021-03-29
Schools,Premises,Rep & Maint,200006842,1,202012,Barclaycard - Global Commercial Payments,57.96,2021-03-18
Schools,Premises,Rep & Maint,200006843,1,202012,Barclaycard - Global Commercial Payments,86.94,2021-03-18
Schools,Premises,Rep & Maint,200042834,1,202012,Barclaycard - Global Commercial Payments,81.48,2021-03-15
Schools,Premises,Rep & Maint,200043163,1,202012,Barclaycard - Global Commercial Payments,79.00,2021-03-15
Schools,Premises,Rep & Maint,200049501,1,202012,Barclaycard - Global Commercial Payments,10.45,2021-03-16
Schools,Premises,Rep & Maint,200049695,1,202012,Barclaycard - Global Commercial Payments,4.28,2021-03-16
Schools,Premises,Rep & Maint,200049966,1,202012,Barclaycard - Global Commercial Payments,8.99,2021-03-16
Schools,Premises,Rep & Maint,200050647,1,202012,Barclaycard - Global Commercial Payments,9.96,2021-03-16
Schools,Premises,Rep & Maint,200051001,1,202012,Barclaycard - Global Commercial Payments,4.52,2021-03-25
Schools,Premises,Rep & Maint,200050111,1,202012,Barclaycard - Global Commercial Payments,2.63,2021-03-16
Schools,Premises,Rep & Maint,200048975,1,202012,Barclaycard - Global Commercial Payments,43.30,2021-03-07
Schools,Premises,Rep & Maint,200050310,1,202012,Barclaycard - Global Commercial Payments,98.33,2021-03-16
Schools,Premises,Rep & Maint,200050397,1,202012,Barclaycard - Global Commercial Payments,52.92,2021-03-16
Schools,Premises,Rep & Maint,200051055,1,202012,Barclaycard - Global Commercial Payments,277.92,2021-03-23
Schools,Premises,Rep & Maint,200049466,1,202012,Barclaycard - Global Commercial Payments,137.50,2021-03-23
Schools,Premises,Rep & Maint,200050360,1,202012,Barclaycard - Global Commercial Payments,109.88,2021-03-23
Schools,Premises,Rep & Maint,200051333,1,202012,Barclaycard - Global Commercial Payments,37.96,2021-03-29
Schools,Premises,Rep & Maint,200048450,1,202012,Barclaycard - Global Commercial Payments,84.10,2021-03-07
Schools,Premises,Rep & Maint,200050025,1,202012,Barclaycard - Global Commercial Payments,23.57,2021-03-16
Schools,Premises,Rep & Maint,200050959,1,202012,Barclaycard - Global Commercial Payments,14.00,2021-03-25
Schools,Premises,Rep & Maint,200050960,1,202012,Barclaycard - Global Commercial Payments,18.33,2021-03-25
Schools,Premises,Rep & Maint,200050393,1,202012,Barclaycard - Global Commercial Payments,58.61,2021-03-18
Schools,Premises,Rep & Maint,200050194,1,202012,Barclaycard - Global Commercial Payments,27.89,2021-03-16
Schools,Premises,Rep & Maint,200050620,1,202012,Barclaycard - Global Commercial Payments,19.99,2021-03-16
Schools,Premises,Rep & Maint,200045895,1,202012,Barclaycard - Global Commercial Payments,25.90,2021-03-07
Schools,Premises,Rep & Maint,200049623,1,202012,Barclaycard - Global Commercial Payments,24.00,2021-03-16
Schools,Premises,Rep & Maint,200050192,1,202012,Barclaycard - Global Commercial Payments,21.80,2021-03-16
Schools,Premises,Rep & Maint,200050435,1,202012,Barclaycard - Global Commercial Payments,34.98,2021-03-16
Schools,Premises,Rep & Maint,200050972,1,202012,Barclaycard - Global Commercial Payments,355.68,2021-03-23
Schools,Premises,Rep & Maint,200050973,1,202012,Barclaycard - Global Commercial Payments,45.96,2021-03-23
Schools,Premises,Rep & Maint,200051195,1,202012,Barclaycard - Global Commercial Payments,10.79,2021-03-29
Schools,Premises,Rep & Maint,200049790,1,202012,Barclaycard - Global Commercial Payments,9.24,2021-03-16
Schools,Premises,Rep & Maint,200049939,1,202012,Barclaycard - Global Commercial Payments,112.97,2021-03-16
Schools,Premises,Rep & Maint,200049940,1,202012,Barclaycard - Global Commercial Payments,23.44,2021-03-16
Schools,Premises,Rep & Maint,200050077,1,202012,Barclaycard - Global Commercial Payments,80.00,2021-03-16
"Children, Adults and Families",Premises,Energy,200045258,1,202012,Barclaycard - Global Commercial Payments,88.02,2021-03-07
"Children, Adults and Families",Premises,Energy,200050928,1,202012,Barclaycard - Global Commercial Payments,6.75,2021-03-23
"Children, Adults and Families",Premises,Cleaning,200049248,1,202012,Barclaycard - Global Commercial Payments,48.00,2021-03-16
"Children, Adults and Families",Premises,Cleaning,200047077,1,202012,Barclaycard - Global Commercial Payments,2.08,2021-03-18
"Children, Adults and Families",Premises,Cleaning,200051010,1,202012,Barclaycard - Global Commercial Payments,2.08,2021-03-25
Schools,Premises,Cleaning,200039043,1,202012,Barclaycard - Global Commercial Payments,176.28,2021-03-07
"Children, Adults and Families",Premises,Fixtures & Fittings,200035850,1,202012,Barclaycard - Global Commercial Payments,69.84,2021-03-29
"Children, Adults and Families",Premises,Fixtures & Fittings,200035974,1,202012,Barclaycard - Global Commercial Payments,29.98,2021-03-29
"Children, Adults and Families",Premises,Fixtures & Fittings,200046266,1,202012,Barclaycard - Global Commercial Payments,19.99,2021-03-29
"Children, Adults and Families",Premises,Fixtures & Fittings,200047212,1,202012,Barclaycard - Global Commercial Payments,176.00,2021-03-23
"Children, Adults and Families",Premises,Fixtures & Fittings,200048889,1,202012,Barclaycard - Global Commercial Payments,39.98,2021-03-29
"Children, Adults and Families",Premises,Fixtures & Fittings,200035476,1,202012,Barclaycard - Global Commercial Payments,4.47,2021-03-21
"Children, Adults and Families",Premises,Fixtures & Fittings,200049136,1,202012,Barclaycard - Global Commercial Payments,12.00,2021-03-21
"Children, Adults and Families",Premises,Fixtures & Fittings,200049395,1,202012,Barclaycard - Global Commercial Payments,55.94,2021-03-23
"Children, Adults and Families",Premises,Fixtures & Fittings,200050998,1,202012,Barclaycard - Global Commercial Payments,62.32,2021-03-23
"Children, Adults and Families",Premises,Fixtures & Fittings,200047317,1,202012,Barclaycard - Global Commercial Payments,111.48,2021-03-07
Schools,Premises,Fixtures & Fittings,200049296,1,202012,Barclaycard - Global Commercial Payments,28.27,2021-03-07
Schools,Premises,Fixtures & Fittings,200050236,1,202012,Barclaycard - Global Commercial Payments,357.75,2021-03-18
Schools,Premises,Fixtures & Fittings,200050157,1,202012,Barclaycard - Global Commercial Payments,306.70,2021-03-16
Schools,Premises,Fixtures & Fittings,200050363,1,202012,Barclaycard - Global Commercial Payments,81.65,2021-03-29
Schools,Premises,Fixtures & Fittings,200050820,1,202012,Barclaycard - Global Commercial Payments,220.00,2021-03-29
Schools,Premises,Fixtures & Fittings,200049645,1,202012,Barclaycard - Global Commercial Payments,604.50,2021-03-18
Schools,Premises,Fixtures & Fittings,200050400,1,202012,Barclaycard - Global Commercial Payments,449.98,2021-03-16
Schools,Premises,Fixtures & Fittings,200051004,1,202012,Barclaycard - Global Commercial Payments,11.90,2021-03-23
Schools,Premises,Fixtures & Fittings,200049567,1,202012,Barclaycard - Global Commercial Payments,222.00,2021-03-16
Schools,Premises,Fixtures & Fittings,200049619,1,202012,Barclaycard - Global Commercial Payments,222.00,2021-03-23
Schools,Premises,Fixtures & Fittings,200049621,1,202012,Barclaycard - Global Commercial Payments,242.00,2021-03-16
Schools,Premises,Fixtures & Fittings,200049761,1,202012,Barclaycard - Global Commercial Payments,222.00,2021-03-16
Schools,Premises,Fixtures & Fittings,200049849,1,202012,Barclaycard - Global Commercial Payments,436.80,2021-03-16
Schools,Premises,Fixtures & Fittings,200050012,1,202012,Barclaycard - Global Commercial Payments,222.00,2021-03-16
Schools,Premises,Fixtures & Fittings,200050213,1,202012,Barclaycard - Global Commercial Payments,585.60,2021-03-16
Schools,Premises,Fixtures & Fittings,200050214,1,202012,Barclaycard - Global Commercial Payments,7.99,2021-03-16
Schools,Premises,Fixtures & Fittings,200050866,1,202012,Barclaycard - Global Commercial Payments,360.00,2021-03-23
Schools,Premises,Miscellaneous Premises,200049224,1,202012,Barclaycard - Global Commercial Payments,33.33,2021-03-07
Schools,Transport,Vehicles and Plant,200049670,1,202012,Barclaycard - Global Commercial Payments,70.00,2021-03-16
Schools,Transport,Vehicles and Plant,200049671,1,202012,Barclaycard - Global Commercial Payments,167.50,2021-03-16
Schools,Transport,Vehicles and Plant,200049672,1,202012,Barclaycard - Global Commercial Payments,167.50,2021-03-16
Schools,Transport,Vehicles and Plant,200050239,1,202012,Barclaycard - Global Commercial Payments,50.00,2021-03-16
Schools,Transport,Vehicles and Plant,200050410,1,202012,Barclaycard - Global Commercial Payments,77.37,2021-03-23
Schools,Transport,Vehicles and Plant,200050411,1,202012,Barclaycard - Global Commercial Payments,87.70,2021-03-23
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049822,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049823,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049824,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049825,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049826,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049827,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049828,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049829,1,202012,Barclaycard - Global Commercial Payments,167.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049830,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049831,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049832,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049833,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049834,1,202012,Barclaycard - Global Commercial Payments,152.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200049835,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050166,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050167,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050168,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050169,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050170,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050171,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050172,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050173,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050174,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050175,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050420,1,202012,Barclaycard - Global Commercial Payments,302.50,2021-03-18
"Housing, Environment and Healthy Communities",Transport,Vehicles and Plant,200050609,1,202012,Barclaycard - Global Commercial Payments,302.50,2021-03-18
Schools,Transport,Vehicles and Plant,200049382,1,202012,Barclaycard - Global Commercial Payments,267.50,2021-03-16
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200042031,1,202012,Barclaycard - Global Commercial Payments,20.00,2021-03-23
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200045986,1,202012,Barclaycard - Global Commercial Payments,50.00,2021-03-23
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200045987,1,202012,Barclaycard - Global Commercial Payments,20.00,2021-03-23
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200046539,1,202012,Barclaycard - Global Commercial Payments,25.80,2021-03-23
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200046579,1,202012,Barclaycard - Global Commercial Payments,20.00,2021-03-25
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200051232,1,202012,Barclaycard - Global Commercial Payments,20.00,2021-03-29
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200031632,1,202012,Barclaycard - Global Commercial Payments,27.95,2021-03-21
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200031633,1,202012,Barclaycard - Global Commercial Payments,103.80,2021-03-21
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200031634,1,202012,Barclaycard - Global Commercial Payments,135.20,2021-03-21
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200033141,1,202012,Barclaycard - Global Commercial Payments,17.60,2021-03-21
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200034296,1,202012,Barclaycard - Global Commercial Payments,275.00,2021-03-21
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200050100,1,202012,Barclaycard - Global Commercial Payments,27.17,2021-03-16
"Housing, Environment and Healthy Communities",Transport,Public Transport and Taxi Fares,200033994,1,202012,Barclaycard - Global Commercial Payments,253.00,2021-03-18
"Children, Adults and Families",Transport,Public Transport and Taxi Fares,200047786,1,202012,Barclaycard - Global Commercial Payments,33.32,2021-03-07
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200044963,1,202012,Barclaycard - Global Commercial Payments,1.17,2021-03-07
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200043113,1,202012,Barclaycard - Global Commercial Payments,2.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200045596,1,202012,Barclaycard - Global Commercial Payments,2.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200047586,1,202012,Barclaycard - Global Commercial Payments,1.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200048721,1,202012,Barclaycard - Global Commercial Payments,4.17,2021-03-07
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200048953,1,202012,Barclaycard - Global Commercial Payments,1.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200049251,1,202012,Barclaycard - Global Commercial Payments,1.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200049673,1,202012,Barclaycard - Global Commercial Payments,3.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200049768,1,202012,Barclaycard - Global Commercial Payments,1.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200049922,1,202012,Barclaycard - Global Commercial Payments,1.17,2021-03-23
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200050021,1,202012,Barclaycard - Global Commercial Payments,3.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200050078,1,202012,Barclaycard - Global Commercial Payments,1.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200050297,1,202012,Barclaycard - Global Commercial Payments,3.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200050368,1,202012,Barclaycard - Global Commercial Payments,2.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200050472,1,202012,Barclaycard - Global Commercial Payments,2.33,2021-03-25
"Housing, Environment and Healthy Communities",Transport,Car Allowances,200051095,1,202012,Barclaycard - Global Commercial Payments,1.33,2021-03-25
Schools,Supplies and Services,"Furn, Equip & Mats",200049342,1,202012,Barclaycard - Global Commercial Payments,191.66,2021-03-07
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200050382,1,202012,Barclaycard - Global Commercial Payments,-3.57,2021-03-23
"Children, Adults and Families",Supplies and Services,"Furn, Equip & Mats",200049333,1,202012,Barclaycard - Global Commercial Payments,24.02,2021-03-07
