Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Schools,Employees,Staff Salaries,200074107,1,202204,Barclaycard - Global Commercial Payments,26.60,2022-07-13
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200074819,1,202204,Barclaycard - Global Commercial Payments,45.00,2022-07-04
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200074281,1,202204,Barclaycard - Global Commercial Payments,75.00,2022-07-04
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200075261,1,202204,Barclaycard - Global Commercial Payments,41.67,2022-07-04
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200073686,1,202204,Barclaycard - Global Commercial Payments,177.60,2022-07-13
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200073689,1,202204,Barclaycard - Global Commercial Payments,42.00,2022-07-13
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200073828,1,202204,Barclaycard - Global Commercial Payments,30.00,2022-07-13
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200073941,1,202204,Barclaycard - Global Commercial Payments,45.00,2022-07-13
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200074897,1,202204,Barclaycard - Global Commercial Payments,84.00,2022-07-13
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200061949,1,202204,Barclaycard - Global Commercial Payments,209.99,2022-07-04
Children's Social Care & Lifelong Learning,Employees,Indirect Employee Expenses,200073577,1,202204,Barclaycard - Global Commercial Payments,36.79,2022-07-04
Children's Social Care & Lifelong Learning,Employees,Indirect Employee Expenses,200072072,1,202204,Barclaycard - Global Commercial Payments,10.00,2022-07-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200074905,1,202204,Barclaycard - Global Commercial Payments,50.00,2022-07-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200075234,1,202204,Barclaycard - Global Commercial Payments,43.00,2022-07-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200076864,1,202204,Barclaycard - Global Commercial Payments,78.00,2022-07-20
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200077509,1,202204,Barclaycard - Global Commercial Payments,43.00,2022-07-20
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200077460,1,202204,Barclaycard - Global Commercial Payments,60.00,2022-07-13
Schools,Employees,Indirect Employee Expenses,200074840,1,202204,Barclaycard - Global Commercial Payments,97.71,2022-07-04
Schools,Employees,Indirect Employee Expenses,200076384,1,202204,Barclaycard - Global Commercial Payments,86.25,2022-07-20
Schools,Employees,Indirect Employee Expenses,200076141,1,202204,Barclaycard - Global Commercial Payments,82.50,2022-07-13
Schools,Employees,Indirect Employee Expenses,200074948,1,202204,Barclaycard - Global Commercial Payments,234.00,2022-07-13
Schools,Employees,Indirect Employee Expenses,200073918,1,202204,Barclaycard - Global Commercial Payments,60.00,2022-07-04
Schools,Employees,Indirect Employee Expenses,200073919,1,202204,Barclaycard - Global Commercial Payments,60.00,2022-07-04
Schools,Employees,Indirect Employee Expenses,200076106,1,202204,Barclaycard - Global Commercial Payments,70.00,2022-07-13
Corporate Services & Governance,Employees,Indirect Employee Expenses,200076436,1,202204,Barclaycard - Global Commercial Payments,191.00,2022-07-13
Corporate Services & Governance,Employees,Indirect Employee Expenses,200076437,1,202204,Barclaycard - Global Commercial Payments,191.00,2022-07-13
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200074358,1,202204,Barclaycard - Global Commercial Payments,250.00,2022-07-04
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200071479,1,202204,Barclaycard - Global Commercial Payments,250.00,2022-07-04
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200074359,1,202204,Barclaycard - Global Commercial Payments,250.00,2022-07-04
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200074362,1,202204,Barclaycard - Global Commercial Payments,250.00,2022-07-04
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200074364,1,202204,Barclaycard - Global Commercial Payments,250.00,2022-07-04
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200074365,1,202204,Barclaycard - Global Commercial Payments,250.00,2022-07-04
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200074361,1,202204,Barclaycard - Global Commercial Payments,250.00,2022-07-04
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200074363,1,202204,Barclaycard - Global Commercial Payments,250.00,2022-07-04
Integrated Adults & Social Care Services,Employees,Indirect Employee Expenses,200074360,1,202204,Barclaycard - Global Commercial Payments,250.00,2022-07-04
Schools,Employees,Indirect Employee Expenses,200075528,1,202204,Barclaycard - Global Commercial Payments,91.25,2022-07-04
Schools,Premises,Rep & Maint,200076518,1,202204,Barclaycard - Global Commercial Payments,60.76,2022-07-13
Schools,Premises,Rep & Maint,200072264,1,202204,Barclaycard - Global Commercial Payments,30.72,2022-07-20
Schools,Premises,Rep & Maint,200076070,1,202204,Barclaycard - Global Commercial Payments,345.84,2022-07-13
Schools,Premises,Rep & Maint,200076163,1,202204,Barclaycard - Global Commercial Payments,50.00,2022-07-13
Schools,Premises,Rep & Maint,200076164,1,202204,Barclaycard - Global Commercial Payments,30.00,2022-07-13
Schools,Premises,Rep & Maint,200076367,1,202204,Barclaycard - Global Commercial Payments,66.89,2022-07-13
Schools,Premises,Rep & Maint,200076556,1,202204,Barclaycard - Global Commercial Payments,123.63,2022-07-13
Schools,Premises,Rep & Maint,200076714,1,202204,Barclaycard - Global Commercial Payments,36.00,2022-07-13
Public Health and Wellbeing,Premises,Rep & Maint,200075856,1,202204,Barclaycard - Global Commercial Payments,3.51,2022-07-04
Public Health and Wellbeing,Premises,Rep & Maint,200074925,1,202204,Barclaycard - Global Commercial Payments,5.83,2022-07-04
Public Health and Wellbeing,Premises,Rep & Maint,200075029,1,202204,Barclaycard - Global Commercial Payments,19.11,2022-07-04
Public Health and Wellbeing,Premises,Rep & Maint,200075964,1,202204,Barclaycard - Global Commercial Payments,33.95,2022-07-13
Schools,Premises,Rep & Maint,200076753,1,202204,Barclaycard - Global Commercial Payments,23.23,2022-07-13
Schools,Premises,Rep & Maint,200077013,1,202204,Barclaycard - Global Commercial Payments,-11.57,2022-07-13
Schools,Premises,Rep & Maint,200077523,1,202204,Barclaycard - Global Commercial Payments,59.66,2022-07-13
Schools,Premises,Rep & Maint,200077011,1,202204,Barclaycard - Global Commercial Payments,58.04,2022-07-13
Schools,Premises,Rep & Maint,200071902,1,202204,Barclaycard - Global Commercial Payments,22.66,2022-07-13
Schools,Premises,Rep & Maint,200072527,1,202204,Barclaycard - Global Commercial Payments,23.30,2022-07-13
Schools,Premises,Rep & Maint,200072528,1,202204,Barclaycard - Global Commercial Payments,63.85,2022-07-13
Schools,Premises,Rep & Maint,200072574,1,202204,Barclaycard - Global Commercial Payments,10.79,2022-07-13
Schools,Premises,Rep & Maint,200072697,1,202204,Barclaycard - Global Commercial Payments,83.33,2022-07-13
Schools,Premises,Rep & Maint,200073025,1,202204,Barclaycard - Global Commercial Payments,9.10,2022-07-13
Schools,Premises,Rep & Maint,200073233,1,202204,Barclaycard - Global Commercial Payments,4.58,2022-07-13
Schools,Premises,Rep & Maint,200073376,1,202204,Barclaycard - Global Commercial Payments,8.24,2022-07-13
Schools,Premises,Rep & Maint,200073610,1,202204,Barclaycard - Global Commercial Payments,5.00,2022-07-13
Schools,Premises,Rep & Maint,200074477,1,202204,Barclaycard - Global Commercial Payments,6.66,2022-07-13
Schools,Premises,Rep & Maint,200075466,1,202204,Barclaycard - Global Commercial Payments,65.63,2022-07-13
