Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Corporate Services & Governance,Employees,Indirect Employee Expenses,200055132,1,202203,Barclaycard - Global Commercial Payments,118.80,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200075501,1,202203,Barclaycard - Global Commercial Payments,71.98,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200075556,1,202203,Barclaycard - Global Commercial Payments,305.09,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200056862,1,202203,Barclaycard - Global Commercial Payments,48.00,2022-06-06
Corporate Services & Governance,Employees,Indirect Employee Expenses,200060206,1,202203,Barclaycard - Global Commercial Payments,36.00,2022-06-06
Corporate Services & Governance,Employees,Indirect Employee Expenses,200072899,1,202203,Barclaycard - Global Commercial Payments,84.00,2022-06-06
Corporate Services & Governance,Employees,Indirect Employee Expenses,200073685,1,202203,Barclaycard - Global Commercial Payments,42.00,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200073687,1,202203,Barclaycard - Global Commercial Payments,42.00,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200073688,1,202203,Barclaycard - Global Commercial Payments,42.00,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200074179,1,202203,Barclaycard - Global Commercial Payments,399.60,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200074594,1,202203,Barclaycard - Global Commercial Payments,42.00,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200074685,1,202203,Barclaycard - Global Commercial Payments,54.00,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200074686,1,202203,Barclaycard - Global Commercial Payments,210.00,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200075502,1,202203,Barclaycard - Global Commercial Payments,223.07,2022-06-16
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200072291,1,202203,Barclaycard - Global Commercial Payments,30.00,2022-06-06
"Economy, Innovation and Growth",Employees,Indirect Employee Expenses,200072371,1,202203,Barclaycard - Global Commercial Payments,300.00,2022-06-06
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200072897,1,202203,Barclaycard - Global Commercial Payments,222.00,2022-06-16
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200072898,1,202203,Barclaycard - Global Commercial Payments,42.00,2022-06-16
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200072900,1,202203,Barclaycard - Global Commercial Payments,270.00,2022-06-16
"Housing, Environment and Healthy Communities",Employees,Indirect Employee Expenses,200061770,1,202203,Barclaycard - Global Commercial Payments,111.00,2022-06-16
Schools,Employees,Indirect Employee Expenses,200072934,1,202203,Barclaycard - Global Commercial Payments,20.00,2022-06-06
Corporate Services & Governance,Employees,Indirect Employee Expenses,200073987,1,202203,Barclaycard - Global Commercial Payments,360.00,2022-06-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,200072623,1,202203,Barclaycard - Global Commercial Payments,205.00,2022-06-06
Corporate Services & Governance,Employees,Indirect Employee Expenses,200072624,1,202203,Barclaycard - Global Commercial Payments,130.00,2022-06-06
Corporate Services & Governance,Employees,Indirect Employee Expenses,200072625,1,202203,Barclaycard - Global Commercial Payments,185.00,2022-06-06
Corporate Services & Governance,Employees,Indirect Employee Expenses,200072626,1,202203,Barclaycard - Global Commercial Payments,185.00,2022-06-06
Corporate Services & Governance,Employees,Indirect Employee Expenses,200072627,1,202203,Barclaycard - Global Commercial Payments,130.00,2022-06-06
Corporate Services & Governance,Employees,Indirect Employee Expenses,200072628,1,202203,Barclaycard - Global Commercial Payments,-156.00,2022-06-06
Corporate Services & Governance,Employees,Indirect Employee Expenses,200072629,1,202203,Barclaycard - Global Commercial Payments,-156.00,2022-06-06
