Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Children, Adults and Families",Employees,Indirect Employee Expenses,200051345,1,202101,Barclaycard - Global Commercial Payments,100.00,2021-04-21
"Children, Adults and Families",Employees,Indirect Employee Expenses,200051346,1,202101,Barclaycard - Global Commercial Payments,100.00,2021-04-21
"Children, Adults and Families",Employees,Indirect Employee Expenses,200051347,1,202101,Barclaycard - Global Commercial Payments,100.00,2021-04-21
"Children, Adults and Families",Employees,Indirect Employee Expenses,200051956,1,202101,Barclaycard - Global Commercial Payments,70.83,2021-04-21
Corporate Services & Governance,Employees,Indirect Employee Expenses,200051864,1,202101,Barclaycard - Global Commercial Payments,1488.00,2021-04-21
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200051835,1,202101,Barclaycard - Global Commercial Payments,207.50,2021-04-21
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200046290,1,202101,Barclaycard - Global Commercial Payments,41.67,2021-04-21
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200047655,1,202101,Barclaycard - Global Commercial Payments,168.00,2021-04-21
Public Health and Wellbeing,Employees,Indirect Employee Expenses,200049979,1,202101,Barclaycard - Global Commercial Payments,195.00,2021-04-21
Schools,Employees,Indirect Employee Expenses,200051438,1,202101,Barclaycard - Global Commercial Payments,180.00,2021-04-21
Schools,Employees,Indirect Employee Expenses,200051865,1,202101,Barclaycard - Global Commercial Payments,50.00,2021-04-21
Schools,Employees,Indirect Employee Expenses,200051895,1,202101,Barclaycard - Global Commercial Payments,101.00,2021-04-21
Schools,Employees,Indirect Employee Expenses,200049443,1,202101,Barclaycard - Global Commercial Payments,40.00,2021-04-21
Public Health and Wellbeing,Premises,Rep & Maint,200051512,1,202101,Barclaycard - Global Commercial Payments,8.62,2021-04-21
Schools,Premises,Rep & Maint,200051871,1,202101,Barclaycard - Global Commercial Payments,219.50,2021-04-21
Schools,Premises,Rep & Maint,200014525,1,202101,Barclaycard - Global Commercial Payments,33.58,2021-04-21
Schools,Premises,Rep & Maint,200042656,1,202101,Barclaycard - Global Commercial Payments,44.00,2021-04-21
Schools,Premises,Rep & Maint,200051480,1,202101,Barclaycard - Global Commercial Payments,10.60,2021-04-21
Schools,Premises,Rep & Maint,200051709,1,202101,Barclaycard - Global Commercial Payments,20.91,2021-04-21
Schools,Premises,Rep & Maint,200051554,1,202101,Barclaycard - Global Commercial Payments,58.58,2021-04-21
Schools,Premises,Rep & Maint,200048941,1,202101,Barclaycard - Global Commercial Payments,89.15,2021-04-21
Schools,Premises,Rep & Maint,200051157,1,202101,Barclaycard - Global Commercial Payments,21.44,2021-04-21
Schools,Premises,Rep & Maint,200051308,1,202101,Barclaycard - Global Commercial Payments,8.33,2021-04-21
Schools,Premises,Rep & Maint,200049553,1,202101,Barclaycard - Global Commercial Payments,36.04,2021-04-21
Schools,Premises,Rep & Maint,200049884,1,202101,Barclaycard - Global Commercial Payments,54.97,2021-04-21
