Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2015-10-01,1884.76,Adult Social Care,Synergy Recruitment Consultancy Ltd,,
2015-10-01,1346.26,Adult Social Care,Synergy Recruitment Consultancy Ltd,,
2015-10-01,916.34,Adult Social Care,Synergy Recruitment Consultancy Ltd,,
2015-10-01,6732.45,Chief Executives,Synergy Recruitment Consultancy Ltd,,
2015-10-01,671.65,Chief Executives,Synergy Recruitment Consultancy Ltd,,
2015-10-01,607.25,Environment and Operations,Osborne Richardson,,
2015-10-01,887.49,Chief Executives,Network Ventures Ltd T/A Topcare,,
2015-10-01,2970.00,Hospitality + Trading Services,John Martin Devine Ltd,,
2015-10-01,714.35,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2015-10-01,651.80,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2015-10-01,630.07,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2015-10-01,627.15,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2015-10-01,592.81,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2015-10-01,569.03,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2015-10-01,556.59,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2015-10-01,552.01,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2015-10-01,6750.00,Chief Executives,DWF LLP,,
2015-10-01,4000.00,Chief Executives,DWF LLP,,
2015-10-01,3500.00,Chief Executives,DWF LLP,,
2015-10-01,11000.00,Adult Social Care,Abney Garsden Mcdonald,,
2015-10-01,7184.30,Adult Social Care,Abney Garsden Mcdonald,,
2015-10-01,600.00,Manchester Leisure,Greater Manchester Community,,
2015-10-01,540.00,Manchester Leisure,Greater Manchester Community,,
2015-10-01,3840.00,Adult Social Care,Addiction Dependency Solutions,,
2015-10-01,1349.63,Regeneration Finance,EDF Energy,,
2015-10-01,15765.27,Adult Social Care,Morrison Facilities Services Ltd,,
2015-10-01,36455.17,Adult Social Care,Morrison Facilities Services Ltd,,
2015-10-01,2733.00,Chief Executives,The Loop t/a Gamma Telecom Ltd,,
2015-10-01,550.00,Adult Social Care,CardBoardFish,,
2015-10-01,530.75,Hospitality + Trading Services,BRAKES (ASHFORD),,
2015-10-01,530.74,Hospitality + Trading Services,BRAKES (ASHFORD),,
2015-10-02,44974.20,Adult Social Care,Cambian Childcare Ltd,,
2015-10-02,2456.10,Regeneration Finance,Mott Macdonald Uk Limited,,
2015-10-02,39075.62,Corporate Services,Marston Group Limited,,
2015-10-02,13153.61,Corporate Services,Marston Group Limited,,
2015-10-02,13153.61,Corporate Services,Marston Group Limited,,
2015-10-02,39075.62,Corporate Services,Marston Group Limited,,
2015-10-02,17202.45,Corporate Services,Equita Ltd,,
2015-10-02,9816.80,Corporate Services,Equita Ltd,,
