Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2016-05-03,2160.00,Adult Social Care,Bibby Factors Manchester Ltd,,
2016-05-03,2160.00,Adult Social Care,Bibby Factors Manchester Ltd,,
2016-05-03,2160.00,Adult Social Care,Bibby Factors Manchester Ltd,,
2016-05-03,535.90,Adult Social Care,Back Care Solutions Ltd,,
2016-05-03,907.65,Corporate Services,Back Care Solutions Ltd,,
2016-05-03,2605.00,Corporate Services,CIPFA Business Ltd,,
2016-05-03,4213.00,Adult Social Care,AECOM Limited,,
2016-05-03,35000.00,Adult Social Care,The Lesbian & Gay Foundation,,
2016-05-03,35000.00,Adult Social Care,The Lesbian & Gay Foundation,,
2016-05-03,5000.00,Chief Executives,Deloitte & Touche Llp,,
2016-05-03,2000.00,Chief Executives,Deloitte & Touche Llp,,
2016-05-03,772.85,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,723.61,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,691.37,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,656.01,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,639.88,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,618.99,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,546.28,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,533.95,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,532.15,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,523.41,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,506.10,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-05-03,563.31,Hospitality + Trading Services,TARMAC,,
2016-05-03,677.50,Hospitality + Trading Services,Ubu Environmental Ltd,,
2016-05-03,1610.00,Adult Social Care,Turning Point Services,,
2016-05-03,1460.41,Adult Social Care,Ladybarn Community Centre,,
