Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2015-04-01,4800.00,Adult Social Care,House Of Grumpy Ltd,,
2015-04-01,1177.10,Adult Social Care,Northmoor Community Association,,
2015-04-01,2080.00,Adult Social Care,Arch Initiatives,,
2015-04-01,11000.00,Chief Executives,DWF LLP,,
2015-04-01,11000.00,Chief Executives,DWF LLP,,
2015-04-01,1800.00,Chief Executives,Political Skills Forum,,
2015-04-01,1725.00,Chief Executives,Redacted Personal Information,,
2015-04-01,1726.01,Housing Revenue Account,SIG Roofing Supplies,,
2015-04-01,1151.49,Housing Revenue Account,JTC Furniture Group,,
2015-04-01,2522.85,Manchester Leisure,Clarity Retail Systems Limited,,
2015-04-01,2710.00,Regeneration Finance,Odd Arts,,
2015-04-01,800.00,Regeneration Finance,Friends of Beech Road Park,,
2015-04-01,758.39,Regeneration Finance,Marketing Manchester,,
2015-04-01,2536.00,Regeneration Finance,Marketing Manchester,,
2015-04-02,13272.00,Adult Social Care,Brighter Beginnings (Cheetham),,
2015-04-02,3556.00,Adult Social Care,Brighter Beginnings (Cheetham),,
2015-04-02,1987.50,Adult Social Care,Central Manchester University Hosp,,
2015-04-02,1020.00,Adult Social Care,Manchester Settlement,,
2015-04-02,2390.40,Adult Social Care,Paint Pots (Manchester) Ltd,,
2015-04-02,598.00,Adult Social Care,Paint Pots (Manchester) Ltd,,
2015-04-02,19091.41,Adult Social Care,Riverside ECHG,,
2015-04-02,16642.92,Adult Social Care,Riverside ECHG,,
2015-04-02,13934.63,Adult Social Care,Riverside ECHG,,
2015-04-02,8604.09,Adult Social Care,Riverside ECHG,,
2015-04-02,7315.09,Adult Social Care,Riverside ECHG,,
2015-04-02,5521.14,Adult Social Care,Riverside ECHG,,
2015-04-02,3979.18,Adult Social Care,Riverside ECHG,,
2015-04-02,3596.52,Adult Social Care,Riverside ECHG,,
2015-04-02,3334.49,Adult Social Care,Riverside ECHG,,
2015-04-02,2092.96,Adult Social Care,Riverside ECHG,,
2015-04-02,1499.20,Adult Social Care,Riverside ECHG,,
2015-04-02,1077.42,Adult Social Care,Riverside ECHG,,
2015-04-02,1042.78,Adult Social Care,Riverside ECHG,,
2015-04-02,954.48,Adult Social Care,Housing 21,,
