Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2011-10-03,660,Adult Social Care,Redacted Personal Information,,
2011-10-03,3001.90,Adult Social Care,Alexian Brothers Care Centre,,
2011-10-03,2950.00,Environment and Operations,APAC,,
2011-10-03,2389.68,Adult Social Care,BT PLC,,
2011-10-03,511.2,Regeneration Finance,BT PLC,,
2011-10-03,695.9,Hospitality + Trading Services,Cemex (Uk) Shared Service Centre,,
2011-10-03,594.38,Hospitality + Trading Services,Cemex (Uk) Shared Service Centre,,
2011-10-03,1218.00,Childrens Services,Community Transport,,
2011-10-03,1218.00,Childrens Services,Community Transport,,
2011-10-03,1475.10,Childrens Services,Cresta Car Hire,,
2011-10-03,921.8,Childrens Services,Cresta Car Hire,,
2011-10-03,829.4,Childrens Services,Cresta Car Hire,,
2011-10-03,929.5,Childrens Services,Cresta Car Hire,,
2011-10-03,27706.49,Chief Executives,Eden Brown Ltd,,
2011-10-03,3559.75,Chief Executives,Eden Brown Ltd,,
2011-10-03,3480.63,Chief Executives,Eden Brown Ltd,,
2011-10-03,2218.17,Chief Executives,Eden Brown Ltd,,
2011-10-03,2194.72,Chief Executives,Eden Brown Ltd,,
2011-10-03,1793.40,Chief Executives,Eden Brown Ltd,,
2011-10-03,1362.75,Chief Executives,Eden Brown Ltd,,
2011-10-03,36085.00,Corporate Services,Emerson Management Services,,
2011-10-03,869294.94,Environment and Operations,Enterprise Manchester Partnership,,
2011-10-03,7141.00,Adult Social Care,Grail Property,,
2011-10-03,554.13,Childrens Services,Intact Project Ltd,,
2011-10-03,4212.00,Hospitality + Trading Services,John Martin Devine Ltd,,
2011-10-03,677,Hospitality + Trading Services,John Martin Devine Ltd,,
2011-10-03,574,Hospitality + Trading Services,John Martin Devine Ltd,,
2011-10-03,509.1,Manchester Leisure,Lancashire Assessement Centre Ltd,,
2011-10-03,988,Chief Executives,Martin Austen Publishing Ltd,,
2011-10-03,900,Manchester Leisure,Morris Visitor Publications,,
2011-10-03,13861.74,Childrens Services,National Autistic Society,,
2011-10-03,2587.00,Childrens Services,National Autistic Society,,
2011-10-03,678.26,Corporate Services,National Car Parks Ltd Season Ticke,,
2011-10-03,9653.00,Regeneration Finance,Proper Job Theatre company,,
2011-10-03,2446.00,Environment and Operations,Ralli Solicitors,,
2011-10-03,642.41,Childrens Services,Redacted Personal Information,,
2011-10-03,4002.17,Corporate Services,Royal Mail Group Plc,,
2011-10-03,2205.83,Corporate Services,Royal Mail Group Plc,,
2011-10-03,784,Mersey Valley Joint Committee,SGM (Uk) Limited,,
2011-10-03,920,Chief Executives,STM UK Ltd,,
2011-10-03,1500.00,Childrens Services,W T Partnership,,
2011-10-03,833,Childrens Services,W T Partnership,,
2011-10-04,656.05,Libraries and Theatres,121 Direct Mail Ltd,,
2011-10-04,4274.10,Libraries and Theatres,121 Direct Mail Ltd,,
2011-10-04,680.76,Childrens Services,3663 (Bfs Group Ltd),,
2011-10-04,1091.00,Hospitality + Trading Services,Advanced Vehicle Technicians Ltd,,
2011-10-04,708.1,Adult Social Care,Aidapt Bathrooms Ltd,,
2011-10-04,4914.16,Learning Disabilities PB,Alternative Futures Group Ltd,,
2011-10-04,909.09,Environment and Operations,Animal Wardens Ltd,,
2011-10-04,909.09,Environment and Operations,Animal Wardens Ltd,,
2011-10-04,22935.00,Manchester Leisure,Ashalls Coaches,,
2011-10-04,4557.46,Chief Executives,Ashberry Recruitment Ltd,,
2011-10-04,16094.00,Libraries and Theatres,Axiell Ltd,,
2011-10-04,8047.00,Libraries and Theatres,Axiell Ltd,,
2011-10-04,8047.00,Libraries and Theatres,Axiell Ltd,,
2011-10-04,8047.00,Libraries and Theatres,Axiell Ltd,,
