Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2013-05-31,3.45,Community Based Services,COMMONWHEELS CIC,,
2013-05-31,5.85,Community Based Services,COMMONWHEELS CIC,,
2013-05-07,1200.00,Community Based Services,REDACTED - Personal Information,,
2013-05-08,72.29,Community Based Services,CLICK TRAVEL LTD,,
2013-05-15,500.00,Community Based Services,VOCAL LTD,,
2013-05-09,34.50,Community Based Services,STREETCARS,,
2013-05-31,1.35,Community Based Services,COMMONWHEELS CIC,,
2013-05-14,48300.00,Community Based Services,OLM SYSTEMS LTD,,
2013-05-14,66510.53,Community Based Services,OLM SYSTEMS LTD,,
2013-05-13,600.00,Community Based Services,NCC SERVICES LTD,,
2013-05-15,500.00,Community Based Services,REDACTED - Personal Information,,
2013-05-22,666.66,Community Based Services,NORTHUMBRIA UNIVERSITY,,
2013-05-08,2166.66,Community Based Services,CARELINE HOMECARE LTD,,
2013-05-15,863.00,Community Based Services,THE LIGHTHOUSE,,
2013-05-15,4323.71,Community Based Services,HIGH SPEN PRIMARY SCHOOL FUND,,
2013-05-15,1400.00,Community Based Services,GROUNDWORK NORTH EAST,,
2013-05-15,1000.00,Community Based Services,GROUNDWORK NORTH EAST,,
2013-05-15,1973.88,Community Based Services,BLAYDON RACES FESTIVAL,,
2013-05-31,3000.00,Community Based Services,LOW FELL FORUM,,
2013-05-31,500.00,Community Based Services,JAZZ IN BIRTLEY SOCIETY,,
2013-05-31,1126.06,Community Based Services,FRIENDS OF CHASE PARK,,
2013-05-31,1200.00,Community Based Services,BIRTLEY COMMUNITY PARTNERSHIP,,
2013-05-31,2554.35,Community Based Services,BIRTLEY COMMUNITY PARTNERSHIP,,
2013-05-31,1380.00,Community Based Services,JASWAY LTD,,
2013-05-17,1545.00,Community Based Services,BELLE TENTS HIRE,,
2013-05-17,438.43,Community Based Services,BRITISH GAS PLC,,
2013-05-15,425.21,Community Based Services,ADT FIRE & SECURITY PLC,,
2013-05-31,494.31,Community Based Services,NORTHUMBRIAN WATER,,
2013-05-15,509.55,Community Based Services,PHS GROUP PLC,,
2013-05-13,484.00,Community Based Services,FURNITURELAND,,
2013-05-21,962.50,Community Based Services,FURNISHING SERVICE LTD,,
2013-05-09,355.00,Community Based Services,VIRGIN MEDIA PAYMENTS LTD,,
2013-05-14,355.00,Community Based Services,VIRGIN MEDIA PAYMENTS LTD,,
2013-05-23,473.62,Community Based Services,VODAFONE CORPORATE LTD,,
2013-05-30,3175.00,Community Based Services,REDHEAD ROOFING LLP,,
2013-05-31,0.75,Community Based Services,COMMONWHEELS CIC,,
2013-05-23,42.90,Community Based Services,CLICK TRAVEL LTD,,
2013-05-08,169.08,Community Based Services,CLICK TRAVEL LTD,,
2013-05-08,169.08,Community Based Services,CLICK TRAVEL LTD,,
2013-05-08,169.08,Community Based Services,CLICK TRAVEL LTD,,
2013-05-08,149.93,Community Based Services,CLICK TRAVEL LTD,,
2013-05-08,149.93,Community Based Services,CLICK TRAVEL LTD,,
2013-05-08,149.93,Community Based Services,CLICK TRAVEL LTD,,
2013-05-16,170.16,Community Based Services,CLICK TRAVEL LTD,,
2013-05-16,170.16,Community Based Services,CLICK TRAVEL LTD,,
2013-05-16,35661.69,Community Based Services,MARSH LTD,,
2013-05-09,72.29,Community Based Services,CLICK TRAVEL LTD,,
2013-05-31,6755.96,Community Based Services,TYNE & WEAR PENSION FUND,,
2013-05-31,4.20,Community Based Services,COMMONWHEELS CIC,,
2013-05-31,4.65,Community Based Services,COMMONWHEELS CIC,,
