Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2021-08-18,16855573.62,RAIL FOR LONDON LIMITED,MTR CROSSRAIL,,
2021-08-06,15377392.72,LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,,
2021-08-18,14419863.23,RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,,
2021-07-30,14091019.55,RAIL FOR LONDON LIMITED,345 RAIL LEASING LIMITED,,
2021-08-06,13534307.12,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
2021-08-06,11994923.04,LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,,
2021-08-06,10926626.59,LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,,
2021-08-06,10239469.16,LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,,
2021-08-06,9278154.79,LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,,
2021-08-16,7578216.20,DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,,
2021-08-11,7368186.74,SURFACE TRANSPORT CORP,METROPOLITAN POLICE,,
2021-08-06,6836908.73,LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,,
2021-08-06,6526513.85,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2021-08-18,6190720.36,RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,,
2021-08-06,5856829.58,TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,,
2021-08-06,5722321.74,LONDON BUS SERVICES LTD,STAGECOACH,,
2021-08-20,5022616.58,LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,,
2021-08-06,4648673.71,LONDON BUS SERVICES LTD,METROLINE WEST LTD,,
2021-08-09,4631571.53,TFL CORPORATE,NETWORK RAIL,,
2021-08-18,4600637.78,LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,,
2021-08-20,4307262.14,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
