Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2017-01,Neighbourhood Services & Resources,Community Services,INDOOR OUTDOOR,0,4330,Other Supplies & Services
2017-01,Neighbourhood Services & Resources,Community Services,INDOOR OUTDOOR,0,5577,Other Supplies & Services
2017-01,Neighbourhood Services & Resources,Community Services,INDOOR OUTDOOR,0,900,Other Supplies & Services
2017-01,Neighbourhood Services & Resources,Community Services,JOHN WADE (HAULAGE) LTD,3089361,950,Vehicle Hire
2017-01,Neighbourhood Services & Resources,Community Services,JOHN WADE (HAULAGE) LTD,3089361,950,Vehicle Hire
2017-01,Neighbourhood Services & Resources,Community Services,KEVIN HUBERY,3081430,700,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Community Services,LONGFIELD ACADEMY OF SPORT,3090649,3941.94,Equipment
2017-01,Neighbourhood Services & Resources,Community Services,M T AUDIO SYSTEMS,3081592,620,Production Costs
2017-01,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,895.65,Bar Provisions For Resale
2017-01,Neighbourhood Services & Resources,Community Services,NORTHUMBRIAN WATER,0,1185.65,Water Charges
2017-01,Neighbourhood Services & Resources,Community Services,NPC TRAINING LTD,3091009,1875,Employee Training Course Costs
2017-01,Neighbourhood Services & Resources,Community Services,OAKHILL PUBLISHING LTD,0,540,Books
2017-01,Neighbourhood Services & Resources,Community Services,OCLC UK LTD,0,2553.08,Books
2017-01,Neighbourhood Services & Resources,Community Services,OIL NRG LTD,3091214,1522.2,Vehicle Fuel
2017-01,Neighbourhood Services & Resources,Community Services,OIL NRG LTD,3090641,17751.88,Vehicle Fuel
2017-01,Neighbourhood Services & Resources,Community Services,OIL NRG LTD,3091075,14379.24,Vehicle Fuel
2017-01,Neighbourhood Services & Resources,Community Services,OIL NRG LTD,3089978,13776,Vehicle Fuel
2017-01,Neighbourhood Services & Resources,Community Services,OIL NRG LTD,3089552,13654.66,Vehicle Fuel
2017-01,Neighbourhood Services & Resources,Community Services,OIL NRG LTD,3089552,1324.84,Vehicle Fuel
2017-01,Neighbourhood Services & Resources,Community Services,PELICAN ROUGE COFFEE SOLUTIONS LIMITED,0,748.01,Catering Provisions
2017-01,Neighbourhood Services & Resources,Community Services,PROQUEST INFORMATION & LEARNING LTD,0,3130,Books
2017-01,Neighbourhood Services & Resources,Community Services,Q20 THEATRE COMPANY,3087632,1067,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Community Services,SCHOTT REMOVALS TRANSPORT LTD,3091187,1081.25,Storage Costs
2017-01,Neighbourhood Services & Resources,Community Services,SECURICOR CASH SERVICES LTD,0,708.53,Security Services
2017-01,Neighbourhood Services & Resources,Community Services,SEWELL & CARR,3091215,600,Equipment
2017-01,Neighbourhood Services & Resources,Community Services,SILVERBAND FALCONRY,0,500,Other Supplies & Services
2017-01,Neighbourhood Services & Resources,Community Services,SOUTH DURHAM SOCIETY OF MODEL ENG,3081439,560,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Community Services,SPORTMAX,0,764.1,Items For Resale
2017-01,Neighbourhood Services & Resources,Community Services,STADIA SPORTS,3090451,544,Equipment
2017-01,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,0,950,Vehicle Hire
2017-01,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3084599,253631.14,Waste Management
2017-01,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3084599,3469.62,Waste Management
2017-01,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,3084599,5137.72,Waste Management
2017-01,Neighbourhood Services & Resources,Community Services,STONEGRAVE AGGREGATES LTD,0,14501.3,Waste Management
2017-01,Neighbourhood Services & Resources,Community Services,THE PHOENIX PARTNERSHIP,3087006,800,Equipment R&M
2017-01,Neighbourhood Services & Resources,Community Services,THE PHOENIX PARTNERSHIP,3091341,4164,Equipment R&M
2017-01,Neighbourhood Services & Resources,Community Services,THE TOURING CONSORTIUM LTD,0,1000,Artist Payments
2017-01,Neighbourhood Services & Resources,Community Services,THE TOURING CONSORTIUM LTD,0,1000,Artist Payments
2017-01,Neighbourhood Services & Resources,Community Services,TICA,3091535,720,Employee Training Course Costs
2017-01,Neighbourhood Services & Resources,Community Services,TRAPEZE,0,1302.44,Employee Training Course Costs
2017-01,Neighbourhood Services & Resources,Community Services,TRAPEZE,3090038,3549.74,Employee Training Course Costs
2017-01,Neighbourhood Services & Resources,Community Services,ULTIMATE DISCO (CARL DOUTHWAITE),0,1250,Production Costs
2017-01,Neighbourhood Services & Resources,Community Services,VAISALA LTD,3085826,9985,Ict Software Support & Maintenance
2017-01,Neighbourhood Services & Resources,Community Services,VOLVO GROUP UK LIMITED,0,518.46,Materials
2017-01,Neighbourhood Services & Resources,Legal & Procurement,CANON (UK) LIMITED,3089870,19790.35,Ict Hardware Purchase
2017-01,Neighbourhood Services & Resources,Legal & Procurement,CAWTHORNE PSYCHOLOGICAL SERVICES LTD,0,2303.1,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Legal & Procurement,CYGNET LAW,0,4514.8,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Legal & Procurement,CYGNET LAW,0,1431.9,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Legal & Procurement,DE-POEL,0,1363.06,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Legal & Procurement,DE-POEL,0,1121.97,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Legal & Procurement,DR STEPHANIE HILL,0,1309.5,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Legal & Procurement,DR STEPHANIE HILL,0,761.25,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Legal & Procurement,IKEN BUSINESS LTD,0,1032.39,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Legal & Procurement,MRS ELAINE AVERIS,0,675,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Legal & Procurement,XMA LIMITED,3090609,544.92,Ict Hardware Purchase
2017-01,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",CORPTEL,3091141,1057.92,Ict Hardware Purchase
2017-01,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",NORTHGATE PUBLIC SERVICES (UK) LTD,3078848,538.2,Other Supplies & Services
2017-01,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,1467.85,Postages
2017-01,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,1229.68,Postages
2017-01,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",ROYAL MAIL NORTH EAST,0,1183.93,Postages
2017-01,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,3090943,1460.67,Postages
2017-01,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,1673.21,Postages
2017-01,Neighbourhood Services & Resources,"Customer Services, Admin & Democratic",WHISTL UK LIMITED,0,1285.87,Postages
2017-01,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,0,578.28,Postages
2017-01,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3090615,640,Stationery
2017-01,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3091168,675.67,Postages
2017-01,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3091168,1386.64,Postages
2017-01,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3091168,675.67,Postages
2017-01,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3091168,1386.64,Postages
2017-01,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,0,578.28,Postages
2017-01,Neighbourhood Services & Resources,Housing General Fund,CRITIQOM LIMITED,3090615,640,Stationery
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,839.36,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1018.24,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1135.2,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1018.24,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,519.85,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1020.46,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1017.5,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,997.6,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1073.28,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,550.4,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,543.52,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1018.24,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,DE-POEL,0,1018.24,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Housing General Fund,EXPERIAN LTD,3090757,613,Ict Software Support & Maintenance
2017-01,Neighbourhood Services & Resources,Housing General Fund,NORTHGATE PUBLIC SERVICES (UK) LTD,3090996,500,Ict Hardware Support & Maintenance
2017-01,Neighbourhood Services & Resources,Housing General Fund,NORTHGATE PUBLIC SERVICES (UK) LTD,3090995,1000,Ict Hardware Support & Maintenance
2017-01,Neighbourhood Services & Resources,Housing General Fund,NORTHGATE PUBLIC SERVICES (UK) LTD,3090995,1000,Ict Hardware Support & Maintenance
2017-01,Neighbourhood Services & Resources,Housing General Fund,NORTHGATE PUBLIC SERVICES (UK) LTD,3090996,500,Ict Hardware Support & Maintenance
2017-01,Neighbourhood Services & Resources,Housing General Fund,NORTHGATE PUBLIC SERVICES (UK) LTD,3082478,1800,Ict Hardware Support & Maintenance
2017-01,Neighbourhood Services & Resources,Housing General Fund,NORTHGATE PUBLIC SERVICES (UK) LTD,3090587,1500,Ict Hardware Support & Maintenance
2017-01,Neighbourhood Services & Resources,Housing General Fund,NORTHGATE PUBLIC SERVICES (UK) LTD,3091857,2581,Professional Fees & Consultancy
2017-01,Neighbourhood Services & Resources,Housing General Fund,VICTORIA SOLUTIONS LTD (T/A VICTORIA FORMS),3091072,6750,Ict Hardware Support & Maintenance
2017-01,Neighbourhood Services & Resources,Housing General Fund,VICTORIA SOLUTIONS LTD (T/A VICTORIA FORMS),3091072,6750,Ict Software Support & Maintenance
2017-01,Neighbourhood Services & Resources,Building Services,A S CROCKER (PLASTERERS) LIMITED,3082779,21883.84,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,A S CROCKER (PLASTERERS) LIMITED,3076805,11198.64,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090226,1045.5,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090225,1003,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090226,1045.5,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090225,1003,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090225,1003,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090225,1105,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090225,1007.25,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090226,1045.5,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090224,1194.25,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090226,630,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090226,1045.5,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090226,1054,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090224,1096.5,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090225,1003,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090224,1092.25,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090224,1096.5,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090224,1096.5,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3091730,833,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090224,1096.5,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090224,1156,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ALL EVENTS SECURITY,3090224,1096.5,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,APEC ENVIRONMENTAL,3089487,620,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ARNET LTD,3088338,1600,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ARNET LTD,3088338,1760,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,ARNET LTD,3088338,2720,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,B C STEWART LTD,3076862,28312.68,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BAILEYS BLINDS,3085597,767.9,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BARCLAY ROOFING LTD,3076844,34591.32,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BISHOP AUCKLAND GLAZING CO LTD,3082652,15619.5,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BISHOP AUCKLAND GLAZING CO LTD,3076807,13258.34,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BISHOP AUCKLAND GLAZING CO LTD,3076807,16044.61,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BISHOP AUCKLAND GLAZING CO LTD,3076807,18868.64,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BISHOP AUCKLAND GLAZING CO LTD,3076807,18868.64,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BISHOP AUCKLAND GLAZING CO LTD,3076807,18868.64,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BISHOP AUCKLAND GLAZING CO LTD,3076807,2171.02,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BLAKLEY ELECTRICS,3090062,505.1,Materials
2017-01,Neighbourhood Services & Resources,Building Services,BLAKLEY ELECTRICS,3090062,2400.1,Materials
2017-01,Neighbourhood Services & Resources,Building Services,BLAKLEY ELECTRICS,3090062,528.92,Materials
2017-01,Neighbourhood Services & Resources,Building Services,BRICKWORK DIRECT LIMITED,3078437,10222.37,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BRICKWORK DIRECT LIMITED,3085702,12660.45,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BUILDROUTE LIMITED,3085988,12593.67,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BUILDROUTE LIMITED,3085988,9421.1,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BUILDROUTE LIMITED,3085988,7670.68,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BUILDROUTE LIMITED,3091069,2200,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BUILDROUTE LIMITED,3091069,2200,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BUILDROUTE LIMITED,3091069,2200,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,BUILDROUTE LIMITED,3085988,5756.31,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3090063,714.64,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3089798,817.81,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3089797,706.69,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3089924,1328.63,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3079989,1217.48,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3087567,551.39,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3087922,571.48,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3087924,600.1,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3087578,560.18,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3087885,503.29,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3081117,1375.83,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3090018,1689.68,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3081175,1196.95,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3081200,1134.25,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3087927,523.95,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3088830,1082.22,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3089602,569.96,Materials
2017-01,Neighbourhood Services & Resources,Building Services,CROSSLING LTD,3081113,1390.77,Materials
2017-01,Neighbourhood Services & Resources,Building Services,D STEWART SCAFFOLDING LTD,3087080,1600,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,DARLINGTON SCAFFOLDING LTD,3089738,1800,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,DARLINGTON SCAFFOLDING LTD,3083620,11283,Direct Charges - Contractors
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,818.07,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,866.63,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,669.33,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,608.28,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,1062.6,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,664.89,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,664.89,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,594.75,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,709.82,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,641.95,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,664.89,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,515.7,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,636.03,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,817.7,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,634.92,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,634.92,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,634.92,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,634.92,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,606.8,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,639.6,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,606.8,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,1063.02,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,692.64,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,594.32,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,852.15,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,668.22,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,692.64,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,692.64,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,924.44,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,684.76,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,692.64,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,668.22,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,692.64,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,699.66,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,552.24,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,600.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,1240.19,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,692.64,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,817.7,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,606.8,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,852.15,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,767.55,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,692.64,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,634.92,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,634.92,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,606.8,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,538.35,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,606.8,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,692.64,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,631.4,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,823.68,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,798.38,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,823.68,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,646,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,823.68,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,692.64,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,699.66,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,699.66,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,817.7,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,852.15,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,668.22,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,823.68,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,663.78,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,677.35,Agency Staff Costs - Non Teaching
2017-01,Neighbourhood Services & Resources,Building Services,DE-POEL,0,1063.02,Agency Staff Costs - Non Teaching
