Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-07,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081341,1060.64,Cyclical - Intruder Alarms
2016-07,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082269,4179.31,Cyclical - Maint Gates & Doors
2016-07,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3084004,956.65,Repairs - Door Entry System
2016-07,Economic Growth,Regulatory Services,ARNET LTD,3083642,1946,Repairs - Building Fabric
2016-07,Economic Growth,Regulatory Services,BT OPENREACH,0,1007.82,Other Supplies & Services
2016-07,Economic Growth,Regulatory Services,CARPETTIME LIMITED,3084145,656.9,Repairs - Building Fabric
2016-07,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,8281.64,Gas
2016-07,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,2791.86,Gas
2016-07,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1630.21,Gas
2016-07,Economic Growth,Regulatory Services,DARLINGTON SCAFFOLDING LTD,3081741,1100,Repairs - Asbestos Removal
2016-07,Economic Growth,Regulatory Services,DARLINGTON SCAFFOLDING LTD,3082653,784,Repairs - Building Fabric
2016-07,Economic Growth,Regulatory Services,DISCLOSURE & BARRING SERVICE,3084607,704,DBS Checks
2016-07,Economic Growth,Regulatory Services,DURHAM COUNTY COUNCIL,3082527,1572.88,Cyclical-Lift Maintenance
2016-07,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3082053,1298.62,Equipment
2016-07,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3084488,4929,Equipment
2016-07,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3084489,3200,Equipment
2016-07,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3083700,2138.48,Equipment
2016-07,Economic Growth,Regulatory Services,EVERYTHING EVERYWHERE LIMITED,3083883,774,Voice Telephone Equipment
2016-07,Economic Growth,Regulatory Services,GEORGE BOYD ARCHITECTURAL IRONMONGERY,3081765,1400,Repairs - Building Fabric
2016-07,Economic Growth,Regulatory Services,INITIAL WASHROOM HYGIENE,3082658,3808.82,Hygiene Services
2016-07,Economic Growth,Regulatory Services,MAXI FILTRATION LTD,3083446,996.33,Other Consumables
2016-07,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,571.14,Water Charges
2016-07,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,2098.04,Water Charges
2016-07,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,3675.61,Water Charges
2016-07,Economic Growth,Regulatory Services,NPOWER,0,700,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1095.67,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,19399.93,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1116,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,595.4,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1179.45,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,14519.62,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,532.99,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1763.75,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1927.63,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,626.13,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1627.04,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1062.95,Electricity
2016-07,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,939.56,Electricity
2016-07,Economic Growth,Regulatory Services,OTIS PLC,0,2569.24,Repairs - Lifts
2016-07,Economic Growth,Regulatory Services,PATRIOT SYSTEMS,3084241,803.44,Equipment
2016-07,Economic Growth,Regulatory Services,RENNYCO LTD,3082215,1521.26,Repairs - Building Fabric
2016-07,Economic Growth,Regulatory Services,ROVIN ENVIRONMENTAL (NORTH EAST) LTD,3083310,2528,Repairs - Asbestos Removal
2016-07,Economic Growth,Regulatory Services,ROVIN ENVIRONMENTAL (NORTH EAST) LTD,3083871,946,Repairs - Asbestos Removal
2016-07,Economic Growth,Regulatory Services,SCHOTT REMOVALS TRANSPORT LTD,3084913,1170.4,Storage Costs
2016-07,Economic Growth,Regulatory Services,SCHOTT REMOVALS TRANSPORT LTD,3083973,1170.4,Storage Costs
2016-07,Economic Growth,Regulatory Services,STEVE HORNER ENVIRONMENTAL SERVICES,3084590,840,Pest Control
2016-07,Economic Growth,Regulatory Services,STEVE HORNER ENVIRONMENTAL SERVICES,3083795,560,Pest Control
2016-07,Economic Growth,Regulatory Services,T P S BOILER SPARES,3083013,1124.5,Repairs - Mechanical
2016-07,Economic Growth,Regulatory Services,THE BSS GROUP PLC,3076339,5238,Repairs - Mechanical
2016-07,Economic Growth,Regulatory Services,WPS UNITED KINGDOM LTD,3083118,698,Repairs - Door Entry System
2016-07,Economic Growth,Regulatory Services,XMA LIMITED,3084379,533.26,Ict Hardware Purchase
2016-07,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3081858,756.32,Materials
2016-07,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3081858,925.8,Materials
2016-07,Economic Growth,Transport & Capital Projects,BEAVER84,3083873,1163,Materials
2016-07,Economic Growth,Transport & Capital Projects,CARBON REDUCTION TECHNOLOGY LIMITED,3077248,6740,Materials
2016-07,Economic Growth,Transport & Capital Projects,CLEAR  CHANNEL UK LTD,3082854,1206.79,Building Repairs And Maintenance
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,983.15,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,884.84,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,547.5,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,547.5,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,518.5,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,556.63,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,541.38,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,507.06,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,510.88,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,678.63,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,678.63,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,510.88,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,678.63,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,510.88,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,510.88,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,567.81,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,778.11,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,715.02,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,788.63,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,620.39,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,778.11,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,603.57,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,630.9,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,510.35,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,640.1,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,830.4,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,596.85,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,DKS ARCHITECTS,3084077,1500,Consultancy Fees
2016-07,Economic Growth,Transport & Capital Projects,EXTERION MEDIA (UK) LIMITED,3083266,6470,Marketing & Advertising
2016-07,Economic Growth,Transport & Capital Projects,F G M DECORATORS,3082109,3550,Routine Maintenance
2016-07,Economic Growth,Transport & Capital Projects,F G M DECORATORS,3084238,576,Routine Maintenance
2016-07,Economic Growth,Transport & Capital Projects,HARTLEPOOL BOROUGH COUNCIL,3075747,1926.63,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,HARTLEPOOL BOROUGH COUNCIL,3075747,7167.94,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3082636,862.54,Agency Staff Costs - Non Teaching
2016-07,Economic Growth,Transport & Capital Projects,ITHICA FILMS,3066098,1750,Marketing & Advertising
2016-07,Economic Growth,Transport & Capital Projects,JOHN WADE (HAULAGE) LTD,3084460,720,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,JOHN WADE (HAULAGE) LTD,3084460,2070,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,JOHN WADE (HAULAGE) LTD,3084460,765,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,LANDSCAPE SOLUTIONS (NORTH EAST) LTD,3083634,2153.69,Ground Maintenance
2016-07,Economic Growth,Transport & Capital Projects,LEEMING ASSOCIATES LTD,3083927,500,Consultancy Fees
2016-07,Economic Growth,Transport & Capital Projects,LEEMING ASSOCIATES LTD,3083928,600,Consultancy Fees
2016-07,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3081079,6710.34,Materials
2016-07,Economic Growth,Transport & Capital Projects,MILES MACADAM LTD,3082852,59992,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3078076,2893.4,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084011,4011.31,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084011,1612.86,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084011,1772.12,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3079134,1984.28,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084031,695.92,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3083034,1120.41,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3083034,720.12,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3083479,567,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3079134,2734.76,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084011,697.5,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084011,697.5,Materials
2016-07,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084011,2520.2,Materials
2016-07,Economic Growth,Transport & Capital Projects,MPH INSPECTION SERVICES LTD,3082727,1064,Routine Maintenance
2016-07,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3082062,1044.4,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,0,1044.4,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3083884,986.54,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,MS ONLINE,3084041,880,Ict Software Support & Maintenance
2016-07,Economic Growth,Transport & Capital Projects,NPOWER,0,40970.37,Electricity
2016-07,Economic Growth,Transport & Capital Projects,NPOWER,0,1400,Electricity
2016-07,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,554.75,Electricity
2016-07,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,645.6,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,2878.9,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,3632.4,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,PROTEUS EQUIPMENT LTD,3083177,940.76,Materials
2016-07,Economic Growth,Transport & Capital Projects,SIMMON SIGNS,3082603,716.18,Materials
2016-07,Economic Growth,Transport & Capital Projects,SIMMON SIGNS,3082604,683.26,Materials
2016-07,Economic Growth,Transport & Capital Projects,SIMMON SIGNS,3082862,716.18,Materials
2016-07,Economic Growth,Transport & Capital Projects,SPACE ARCHITECTURE (EUROPE) LTD,3084083,1937.05,Consultancy Fees
2016-07,Economic Growth,Transport & Capital Projects,SPACE ARCHITECTURE (EUROPE) LTD,3084084,2332.36,Consultancy Fees
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,626.6,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,576,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,576,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,795.6,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,530.4,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,573.3,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,632.4,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,1054,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,632.4,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,511.2,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,1212,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,808,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,795.6,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3082109,530.4,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,549.9,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,725.4,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,573.3,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,695.2,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,609.9,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081944,670,Waste Management
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,626.6,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,725.4,Direct Charges - Contractors
2016-07,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,1004.7,Materials
2016-07,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,1784.6,Materials
2016-07,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,2391.72,Materials
2016-07,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,1978.18,Materials
2016-07,Economic Growth,Transport & Capital Projects,TARMAC LTD,3077406,1681.47,Materials
2016-07,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,1195.63,Materials
2016-07,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,597.72,Materials
2016-07,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,2005.94,Materials
2016-07,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,604.24,Materials
2016-07,Economic Growth,Transport & Capital Projects,TARMAC LTD,3078902,1203.21,Materials
