Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,2379.13,Electricity
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1813.97,Electricity
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,10666.05,Electricity
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,868.56,Electricity
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1851.5,Electricity
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1855.24,Electricity
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,932.45,Electricity
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,3681.76,Electricity
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,708.69,Electricity
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1055.62,Electricity
2016-12,Economic Growth,Regulatory Services,NPOWER NORTHERN LTD,0,700,Electricity
2016-12,Economic Growth,Regulatory Services,NSL LIMITED,3083412,3232.02,Security Services
2016-12,Economic Growth,Regulatory Services,PAY BY PHONE,3079576,974.75,Ict Software Support & Maintenance
2016-12,Economic Growth,Regulatory Services,PAY BY PHONE,3079576,1059.82,Ict Software Support & Maintenance
2016-12,Economic Growth,Regulatory Services,ROVIN ENVIRONMENTAL (NORTH EAST) LTD,3088887,1940,Repairs - Asbestos Removal
2016-12,Economic Growth,Regulatory Services,SCHOTT REMOVALS TRANSPORT LTD,3090673,1170.4,Storage Costs
2016-12,Economic Growth,Regulatory Services,STEVE HORNER ENVIRONMENTAL SERVICES,3090544,640,Pest Control
2016-12,Economic Growth,Regulatory Services,TESGL LIMITED,3089372,608,Alterations & Improvements - Electrical
2016-12,Economic Growth,Regulatory Services,THE ENERGY SOLUTIONS GROUP,3085373,916.75,Cyclical - Electrical Installation Test
2016-12,Economic Growth,Regulatory Services,TT ELECMECH LIMITED,3086316,907.59,Repairs - Mechanical
2016-12,Economic Growth,Regulatory Services,UPNORTH ENGINEERING SERVICES LTD,3090607,1873.83,Equipment
2016-12,Economic Growth,Transport & Capital Projects,ACCESS HIRE NATIONWIDE LTD,3083791,1264.29,Plant Hire
2016-12,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3088032,529.68,Materials
2016-12,Economic Growth,Transport & Capital Projects,AT WAGGOTT HAULAGE,3081946,7659,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,BGP CONSULTING LIMITED,3087854,1900.7,Consultancy Fees
2016-12,Economic Growth,Transport & Capital Projects,BGP CONSULTING LIMITED,3090333,510,Consultancy Fees
2016-12,Economic Growth,Transport & Capital Projects,BIKE STOP DARLINGTON LTD,3085832,3400,Professional Fees & Consultancy
2016-12,Economic Growth,Transport & Capital Projects,BYTES SOFTWARE SERVICES,3090230,1355.07,Ict Software Purchase
2016-12,Economic Growth,Transport & Capital Projects,DAVID FRANCE,3090075,1278,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,DEERNESS FENCING & LANDSCAPING LTD,3086806,1915.01,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,DEERNESS FENCING & LANDSCAPING LTD,3086255,2904.05,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,647.48,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,538.35,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,505.73,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.77,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,EXTERIOR LIGHTING SOLUTIONS LTD,3088401,7906.27,Materials
2016-12,Economic Growth,Transport & Capital Projects,EXTERIOR LIGHTING SOLUTIONS LTD,3087543,1938.09,Materials
2016-12,Economic Growth,Transport & Capital Projects,EXTERIOR LIGHTING SOLUTIONS LTD,3087542,3037.33,Materials
2016-12,Economic Growth,Transport & Capital Projects,HALL CONSTRUCTION SERVICES,3088459,78845.01,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,HANSON CONTRACTING,3088917,98655.09,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3087544,935.51,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3087544,916.84,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3087544,975.66,Agency Staff Costs - Non Teaching
2016-12,Economic Growth,Transport & Capital Projects,HUSQVARNA CONSTRUCTION PRODUCTS UK,3089082,20040.92,Materials
2016-12,Economic Growth,Transport & Capital Projects,LANDSCAPE SOLUTIONS (NORTH EAST) LTD,3085002,3491.95,Ground Maintenance
2016-12,Economic Growth,Transport & Capital Projects,LAPWING,3089709,869.2,Materials
2016-12,Economic Growth,Transport & Capital Projects,LAPWING,3089897,3570,Materials
2016-12,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082333,37084.78,Materials
2016-12,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088404,2626.08,Materials
2016-12,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3090077,2022.24,Materials
2016-12,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3089248,592.5,Materials
2016-12,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3089248,1680,Materials
2016-12,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088045,1454,Materials
2016-12,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3090077,552.57,Materials
2016-12,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3089500,1030,Materials
2016-12,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3089248,610.16,Materials
2016-12,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3089763,1430.67,Materials
2016-12,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088909,1815,Materials
2016-12,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3088114,824.02,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NEWSQUEST MEDIA GROUP,3089251,795.74,Traffic Management
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3088529,722,Building Repairs And Maintenance
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085359,2402.37,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085350,7617.13,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085357,6294.52,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085356,5983.01,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085356,3357.29,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3090407,533.61,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,0,533.61,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,0,533.86,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085358,4803.74,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085358,1067.72,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085355,3090.36,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084534,1067.47,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3086756,1023.77,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085355,5604.78,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085354,1334.15,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NORTHUMBRIAN ROADS LTD,3089463,8229,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,NPOWER,0,747.27,Electricity
2016-12,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,747.27,Electricity
2016-12,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,755.57,Electricity
2016-12,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,758.53,Electricity
2016-12,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,835.06,Electricity
2016-12,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,699.55,Electricity
2016-12,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,580.55,Electricity
2016-12,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,583.25,Electricity
2016-12,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN LTD,0,33872.55,Electricity
2016-12,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN LTD,0,1400,Electricity
2016-12,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN LTD,0,647.28,Electricity
2016-12,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,1046.52,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,3297.11,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,728.33,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,RENNYCO LTD,3088407,595,Materials
2016-12,Economic Growth,Transport & Capital Projects,RENNYCO LTD,3089352,1330,Materials
2016-12,Economic Growth,Transport & Capital Projects,RENNYCO LTD,3089652,2550,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,RENNYCO LTD,3088911,3487.5,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,SCHMUCK WHORLTON LTD,3088514,1178,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,SIMMON SIGNS,3089339,687.84,Materials
2016-12,Economic Growth,Transport & Capital Projects,SIMMON SIGNS,3088856,918.1,Materials
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,514.8,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,587.6,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,549.9,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,514.8,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3090567,880,Materials
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,607.2,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,573.3,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,655.2,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081944,500,Waste Management
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,549.9,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,549.9,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,1090.6,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,666.4,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,609.9,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,669.9,Direct Charges - Contractors
2016-12,Economic Growth,Transport & Capital Projects,TARMAC LTD,3087673,654.88,Materials
2016-12,Economic Growth,Transport & Capital Projects,TOP PRINT,3089048,675,Marketing & Advertising
2016-12,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,515.46,Materials
2016-12,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,1418.31,Materials
2016-12,Economic Growth,Transport & Capital Projects,WERNICK HIRE LTD,3071447,535.75,Equipment
2016-12,Economic Growth,Transport & Capital Projects,YESSS ELECTRICAL,3089504,1360,Materials
2016-12,Economic Growth,Joint Levies & Boards,ENVIRONMENT AGENCY,0,25236,Contributions/Donations
2016-12,Neighbourhood Services & Resources,AD - Finance,MORGAN KAI LIMITED,3090586,3852.37,Ict Software Support & Maintenance
2016-12,Neighbourhood Services & Resources,AD - Finance,SECURICOR CASH SERVICES LTD,0,708.53,Security Services
2016-12,Neighbourhood Services & Resources,AD - Finance,THE COPYRIGHT LICENSING AGENCY LTD,0,4094.31,Professional Fees & Consultancy
2016-12,Neighbourhood Services & Resources,AD - ICT,BT OPENREACH,0,2143.43,Telephone Costs
2016-12,Neighbourhood Services & Resources,AD - ICT,BT TELEPHONE PAYMENT CENTRE,0,2143.43,Telephone Costs
2016-12,Neighbourhood Services & Resources,AD - ICT,DAISY COMMUNICATIONS LTD,0,8280.09,Telephone Costs
2016-12,Neighbourhood Services & Resources,AD - ICT,DAISY COMMUNICATIONS LTD,0,7500,Telephone Costs
2016-12,Neighbourhood Services & Resources,AD - ICT,VIRGIN MEDIA BUSINESS LIMITED,0,4062.89,Telephone Costs
2016-12,Neighbourhood Services & Resources,AD - Human Resources,DISCLOSURE & BARRING SERVICE,0,1152,DBS Checks
2016-12,Neighbourhood Services & Resources,AD - Human Resources,MEDACS HEALTHCARE PLC,3089388,900,Employee Related Health Schemes
2016-12,Neighbourhood Services & Resources,AD - Human Resources,MEDACS HEALTHCARE PLC,3082221,7038.85,Professional Fees & Consultancy
2016-12,Neighbourhood Services & Resources,AD - Human Resources,NORTH EAST REGIONAL EMPLOYERS ORG,0,1608,DBS Checks
2016-12,Neighbourhood Services & Resources,AD - Human Resources,TEESSIDE UNIVERSITY STUDENT FEES,0,2250,Employee Training Course Costs
2016-12,Neighbourhood Services & Resources,Community Services,ACORN DAIRY,0,657.36,Catering Provisions
2016-12,Neighbourhood Services & Resources,Community Services,ACORN DAIRY,0,528.58,Catering Provisions
2016-12,Neighbourhood Services & Resources,Community Services,AIR PRODUCTS PLC,3080471,736.01,Chemicals
2016-12,Neighbourhood Services & Resources,Community Services,AIR PRODUCTS PLC,3080471,611.16,Chemicals
2016-12,Neighbourhood Services & Resources,Community Services,ALEX EDWARDS,3090133,3500,Other Supplies & Services
2016-12,Neighbourhood Services & Resources,Community Services,ALL EVENTS SECURITY,0,648,Other Supplies & Services
2016-12,Neighbourhood Services & Resources,Community Services,ARGOS BUSINESS SOLUTIONS,3089732,604.87,Other Supplies & Services
2016-12,Neighbourhood Services & Resources,Community Services,BRAKES BROS LTD,0,976.8,Catering Provisions
2016-12,Neighbourhood Services & Resources,Community Services,BRAKES BROS LTD,0,976.8,Catering Provisions
2016-12,Neighbourhood Services & Resources,Community Services,BRENNTAG UK & IRELAND,3089789,2662.04,Chemicals
2016-12,Neighbourhood Services & Resources,Community Services,BUNZL CATERING SUPPLIES,0,1041.02,Production Costs
2016-12,Neighbourhood Services & Resources,Community Services,BUNZL CLEANING & HYGIENE SUPPLIES,3088182,947.07,Other Consumables
2016-12,Neighbourhood Services & Resources,Community Services,BUNZL CLEANING & HYGIENE SUPPLIES,3089206,915.47,Other Consumables
2016-12,Neighbourhood Services & Resources,Community Services,BUNZL CLEANING & HYGIENE SUPPLIES,0,642.58,Cleaning Materials & Consumables
2016-12,Neighbourhood Services & Resources,Community Services,CAGES LTD,0,540.49,Materials
2016-12,Neighbourhood Services & Resources,Community Services,CARRS BILLINGTON AGRICULTURE,0,2210.88,Materials
2016-12,Neighbourhood Services & Resources,Community Services,CARRS BILLINGTON AGRICULTURE,0,1068,Materials
2016-12,Neighbourhood Services & Resources,Community Services,CARRS BILLINGTON AGRICULTURE,0,522.55,Materials
2016-12,Neighbourhood Services & Resources,Community Services,CEDREC INFORMATION SYSTEMS,3089213,545,Ict Software Support & Maintenance
2016-12,Neighbourhood Services & Resources,Community Services,CHATFIELDS TYNE TEES,0,532,Materials
2016-12,Neighbourhood Services & Resources,Community Services,CHATFIELDS TYNE TEES,0,529.17,Materials
2016-12,Neighbourhood Services & Resources,Community Services,CHATFIELDS TYNE TEES,0,508.34,Materials
2016-12,Neighbourhood Services & Resources,Community Services,CHATFIELDS TYNE TEES,0,695.62,Materials
2016-12,Neighbourhood Services & Resources,Community Services,CHEEKY CHOPS FACE PAINTING,3081424,600,Professional Fees & Consultancy
2016-12,Neighbourhood Services & Resources,Community Services,COCA-COLA EUROPEAN PARTNERS GREAT BRITAIN LIMITED,0,904.8,Bar Provisions For Resale
2016-12,Neighbourhood Services & Resources,Community Services,COCA-COLA EUROPEAN PARTNERS GREAT BRITAIN LIMITED,0,540.08,Bar Provisions For Resale
2016-12,Neighbourhood Services & Resources,Community Services,DE-POEL,0,615,Agency Staff Costs - Non Teaching
2016-12,Neighbourhood Services & Resources,Community Services,DE-POEL,0,606.8,Agency Staff Costs - Non Teaching
2016-12,Neighbourhood Services & Resources,Community Services,DE-POEL,0,606.8,Agency Staff Costs - Non Teaching
2016-12,Neighbourhood Services & Resources,Community Services,DISTINCT DARLINGTON LIMITED,0,2800.03,Other Supplies & Services
2016-12,Neighbourhood Services & Resources,Community Services,DMP ARENA TRADING LIMITED,0,900,Agency Staff Costs - Non Teaching
2016-12,Neighbourhood Services & Resources,Community Services,DURHAM COUNTY COUNCIL,0,1097.77,Agency Staff Costs - Non Teaching
2016-12,Neighbourhood Services & Resources,Community Services,EASBY FLOORING LTD,3088804,1762.17,Equipment
2016-12,Neighbourhood Services & Resources,Community Services,EEMITS COMMUNICATIONS LTD,3089518,7209,Ict Hardware Purchase
2016-12,Neighbourhood Services & Resources,Community Services,EGBERT H TAYLOR & COMPANY LIMITED,3088221,1541.58,Litter Bins
2016-12,Neighbourhood Services & Resources,Community Services,FREEMAN CATERING BUTCHERS,0,846,Catering Provisions
2016-12,Neighbourhood Services & Resources,Community Services,FREEMAN CATERING BUTCHERS,0,762,Catering Provisions
2016-12,Neighbourhood Services & Resources,Community Services,G & A SECURITY,0,1183.88,Other Supplies & Services
2016-12,Neighbourhood Services & Resources,Community Services,GREENLAY (GRASS MACHINERY) LTD,0,829.67,Equipment
2016-12,Neighbourhood Services & Resources,Community Services,HS ATEC,0,518.4,Materials
2016-12,Neighbourhood Services & Resources,Community Services,HUMMERSKNOTT ACTIVE LTD,3089583,667,Hospitality & Room Hire
2016-12,Neighbourhood Services & Resources,Community Services,INNERGLASS LTD,0,1045.76,Equipment
2016-12,Neighbourhood Services & Resources,Community Services,JAMES FLETCHER,0,5978.7,Production Costs
2016-12,Neighbourhood Services & Resources,Community Services,JCS ONLINE RESOURCES LTD,0,1625,Books
2016-12,Neighbourhood Services & Resources,Community Services,JOES BAR AND KITCHEN,0,550,Hospitality & Room Hire
2016-12,Neighbourhood Services & Resources,Community Services,LANDMARK TRADING LTD,3089641,902.25,Ppe Clothing & Equipment
2016-12,Neighbourhood Services & Resources,Community Services,LEYBOURNE URWIN LTD,3085814,3780,Other Supplies & Services
2016-12,Neighbourhood Services & Resources,Community Services,LWC TEESSIDE,0,3259.51,Bar Provisions For Resale
2016-12,Neighbourhood Services & Resources,Community Services,LWC TEESSIDE,0,700.42,Bar Provisions For Resale
2016-12,Neighbourhood Services & Resources,Community Services,LWC TEESSIDE,0,1411.03,Bar Provisions For Resale
2016-12,Neighbourhood Services & Resources,Community Services,MAGNA LARGE PRINT BOOKS,0,3173.69,Books
2016-12,Neighbourhood Services & Resources,Community Services,MAGNA LARGE PRINT BOOKS,0,2590.27,Books
2016-12,Neighbourhood Services & Resources,Community Services,MAGNA LARGE PRINT BOOKS,0,3090.6,Books
2016-12,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,1020.45,Bar Provisions For Resale
2016-12,Neighbourhood Services & Resources,Community Services,MATTHEW CLARK WHOLESALE LTD,0,883.06,Bar Provisions For Resale
2016-12,Neighbourhood Services & Resources,Community Services,MT PRINT,3089642,669,Marketing & Advertising
2016-12,Neighbourhood Services & Resources,Community Services,NE SECURITY LTD,3089693,608.12,Security Services
2016-12,Neighbourhood Services & Resources,Community Services,NORTH EAST TRUCK & VAN LTD,0,2588.41,Materials
2016-12,Neighbourhood Services & Resources,Community Services,NORTH EAST TRUCK & VAN LTD,0,615.07,Materials
2016-12,Neighbourhood Services & Resources,Community Services,NORTH TEES & HARTLEPOOL NHS F TRUST,3080492,550.56,Chemicals
2016-12,Neighbourhood Services & Resources,Community Services,NORTHERN MUNICIPAL SPARES LIMITED (PROBRUSH),3089845,826.47,Sweeper Brushes
2016-12,Neighbourhood Services & Resources,Community Services,NORTHUMBRIAN WATER,0,1185.65,Water Charges
2016-12,Neighbourhood Services & Resources,Community Services,NPOWER NORTHERN FINANCE,0,650.25,Electricity
2016-12,Neighbourhood Services & Resources,Community Services,OIL NRG LTD,3089062,16184.29,Vehicle Fuel
