Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-05,Economic Growth,Regulatory Services,GUARDIAN ELECTRICAL COMPLIANCE LIMITED,3079128,6583.5,Cyclical - Electrical Installation Test
2016-05,Economic Growth,Regulatory Services,GUARDIAN ELECTRICAL COMPLIANCE LIMITED,3081057,900,Cyclical - Electrical Installation Test
2016-05,Economic Growth,Regulatory Services,INITIAL WASHROOM HYGIENE,3066619,4011.11,Hygiene Services
2016-05,Economic Growth,Regulatory Services,LIBERTY SERVICES,3077146,1630,Stationery
2016-05,Economic Growth,Regulatory Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3080418,682,Repairs - Building Fabric
2016-05,Economic Growth,Regulatory Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3077135,4726,Repairs - Building Fabric
2016-05,Economic Growth,Regulatory Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3077321,6246.8,Repairs - Building Fabric
2016-05,Economic Growth,Regulatory Services,MOGO UK,3080623,1548,Equipment
2016-05,Economic Growth,Regulatory Services,NE SECURITY LTD,3072259,986.16,Security Services
2016-05,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,1185.43,Water Charges
2016-05,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,821.56,Water Charges
2016-05,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,2914.07,Water Charges
2016-05,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,1258.29,Water Charges
2016-05,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,3189.72,Water Charges
2016-05,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,2092.97,Water Charges
2016-05,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,1344.3,Water Charges
2016-05,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,3987.17,Water Charges
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,737.67,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1059.45,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,972.34,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1751.75,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,3202.77,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,929.65,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,10779.23,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,621.72,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,20300.45,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1418.08,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1267.38,Electricity
2016-05,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1874.96,Electricity
2016-05,Economic Growth,Regulatory Services,NSL LIMITED,3066092,3271.86,Security Services
2016-05,Economic Growth,Regulatory Services,NSL LIMITED,3066092,3202.14,Security Services
2016-05,Economic Growth,Regulatory Services,PATROL,3081567,1591.2,Other Supplies & Services
2016-05,Economic Growth,Regulatory Services,PAY BY PHONE,3079576,935.62,Ict Software Support & Maintenance
2016-05,Economic Growth,Regulatory Services,PAY BY PHONE,3069513,932.62,Ict Software Support & Maintenance
2016-05,Economic Growth,Regulatory Services,PORTABLE APPLIANCE SAFETY SERVICES,3074125,1241.9,Equipment
2016-05,Economic Growth,Regulatory Services,PRINCIPEA CONSULTING LTD,3081939,668.75,Other Supplies & Services
2016-05,Economic Growth,Regulatory Services,REDCAR & CLEVELAND BOROUGH COUNCIL,3078405,1323,Professional Networks
2016-05,Economic Growth,Regulatory Services,ROVIN ENVIRONMENTAL (NORTH EAST) LTD,3081717,3983,Repairs - Asbestos Removal
2016-05,Economic Growth,Regulatory Services,RUSSELL TELECOM LTD,3082204,616,Equipment
2016-05,Economic Growth,Regulatory Services,SCHOTT REMOVALS TRANSPORT LTD,3082802,1463,Equipment
2016-05,Economic Growth,Regulatory Services,SCHOTT REMOVALS TRANSPORT LTD,3081781,1170.4,Equipment
2016-05,Economic Growth,Regulatory Services,T P S BOILER SPARES,3081268,563.08,Repairs - Mechanical
2016-05,Economic Growth,Regulatory Services,TESGL LIMITED,3079465,4803.5,Repairs - Electrical
2016-05,Economic Growth,Regulatory Services,WATER COOLERS DIRECT,3079489,3591.6,Water Coolers
2016-05,Economic Growth,Regulatory Services,WESTWOOD TIMBER & FENCING,3082007,515,Ground Maintenance
2016-05,Economic Growth,Regulatory Services,WORK PLATFORM LTD,3080421,590,Cyclical-Lift Maintenance
2016-05,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3079606,770.88,Materials
2016-05,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3079606,2964,Materials
2016-05,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3081858,1185.6,Materials
2016-05,Economic Growth,Transport & Capital Projects,AT WAGGOTT HAULAGE,3081946,6408,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,AT WAGGOTT HAULAGE,3074959,7450.5,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,BAKER MALLETT LLP,3080335,795.5,Consultancy Fees
2016-05,Economic Growth,Transport & Capital Projects,CHARLES WAGGOTT HAULAGE,3066652,1064,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,CHARLES WAGGOTT HAULAGE,3066652,1210,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,Colas Ltd,3078082,20040.45,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,551.15,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,505.85,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,904.55,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,749.98,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,618.3,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,520.2,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,589.29,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,781.5,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,739.82,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,574.18,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,574.18,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,661.39,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,614.78,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,GROUNDFORCE VP PLC,3079386,1306.1,Plant Hire
2016-05,Economic Growth,Transport & Capital Projects,GROUNDFORCE VP PLC,3078136,2052.98,Equipment
2016-05,Economic Growth,Transport & Capital Projects,HARTLEPOOL BOROUGH COUNCIL,3075747,16135.63,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,HARTLEPOOL BOROUGH COUNCIL,3075747,7117.88,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,HARTLEPOOL BOROUGH COUNCIL,3075747,4241.29,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,HARTLEPOOL BOROUGH COUNCIL,3075747,6502.42,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3080040,980.18,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3080040,1065.31,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3080040,1060.5,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3080040,612.83,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3080040,761.3,Agency Staff Costs - Non Teaching
2016-05,Economic Growth,Transport & Capital Projects,HIGHWAYS TRAINING ASSOCIATES LIMITED,3082107,1265,Employee Training Course Costs
2016-05,Economic Growth,Transport & Capital Projects,JEWSON LTD,3081534,805.12,Materials
2016-05,Economic Growth,Transport & Capital Projects,JEWSON LTD,3081534,568.32,Materials
2016-05,Economic Growth,Transport & Capital Projects,JOHN WADE (HAULAGE) LTD,3082713,1507.5,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,KEYLINE BUILDERS MERCHANTS,3080389,5020,Materials
2016-05,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3072551,50612.43,Materials
2016-05,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3072551,66424.4,Materials
2016-05,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3078712,811.83,Materials
2016-05,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3077592,2213.86,Materials
2016-05,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3072551,60398.96,Materials
2016-05,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3065905,546,Plant Hire
2016-05,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3065905,546,Plant Hire
2016-05,Economic Growth,Transport & Capital Projects,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3078903,2200,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3075921,924.06,Materials
2016-05,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3075921,552.59,Materials
2016-05,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3080405,1650.48,Materials
2016-05,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3080405,1385.24,Materials
2016-05,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3075921,598.06,Materials
2016-05,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3075921,975.46,Materials
2016-05,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3080301,1500.6,Materials
2016-05,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3080405,4262,Materials
2016-05,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3075921,684.76,Materials
2016-05,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3080406,6282.87,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3080406,1871,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3077588,1960.25,Routine Maintenance
2016-05,Economic Growth,Transport & Capital Projects,NORTHUMBRIAN WATER,0,615.76,Water Charges
2016-05,Economic Growth,Transport & Capital Projects,NPOWER LIMITED,0,1336.8,Electricity
2016-05,Economic Growth,Transport & Capital Projects,NPOWER LIMITED,0,48706.74,Electricity
2016-05,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,648.04,Electricity
2016-05,Economic Growth,Transport & Capital Projects,PINKNEY BUILDING CONTARCTORS LTD (GRANTS),3076940,3440,Vehicle Hire
2016-05,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3065907,819.94,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3065907,6191.09,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3065907,784.69,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3065907,1058.3,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3065907,522.57,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,1039.89,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,954.99,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,RENNYCO LTD,3079668,750,Materials
2016-05,Economic Growth,Transport & Capital Projects,ROSEHILL POLYMERS LIMITED,3079323,1019,Materials
2016-05,Economic Growth,Transport & Capital Projects,ROSEHILL POLYMERS LIMITED,3080459,4010,Materials
2016-05,Economic Growth,Transport & Capital Projects,SPACE ARCHITECTURE (EUROPE) LTD,3081315,1298.43,Consultancy Fees
2016-05,Economic Growth,Transport & Capital Projects,SPACE ARCHITECTURE (EUROPE) LTD,3080798,712.5,Consultancy Fees
2016-05,Economic Growth,Transport & Capital Projects,STAR DARLINGTON,3079577,1700,Marketing & Advertising
2016-05,Economic Growth,Transport & Capital Projects,STAR DARLINGTON,3079584,2500,Marketing & Advertising
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,682.3,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,576,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,763.5,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,651,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,632.4,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,795.6,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,898.4,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,561.6,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,823,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,544,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,576,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,768,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,512,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,0,682.3,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,600,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,795.6,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,540,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3067934,595,Waste Management
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3067934,1095,Waste Management
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3067934,870,Waste Management
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,753.3,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,530.4,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081943,795.6,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3067934,580,Waste Management
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3067934,1370,Waste Management
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,1280,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,768,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,1280,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,768,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,728.5,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,611,Direct Charges - Contractors
2016-05,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,530.4,Direct Charges - Contractors
