Date,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-04,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,880.27,Electricity
2016-04,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,1008.18,Electricity
2016-04,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,11322.19,Electricity
2016-04,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,22641.8,Electricity
2016-04,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,2406.63,Electricity
2016-04,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,3241.39,Electricity
2016-04,Economic Growth,Regulatory Services,NPOWER NORTHERN LTD,0,700,Electricity
2016-04,Economic Growth,Regulatory Services,ROYAL INST OF CHARTERED SURVEYORS BOOKS,0,509,Memberships
2016-04,Economic Growth,Regulatory Services,SCHOTT REMOVALS TRANSPORT LTD,3080293,1170.4,Equipment
2016-04,Economic Growth,Regulatory Services,T P S BOILER SPARES,3079282,594.23,Repairs - Mechanical
2016-04,Economic Growth,Regulatory Services,WPS UNITED KINGDOM LTD,3076453,2765,Stationery
2016-04,Economic Growth,Regulatory Services,YESSS ELECTRICAL,3080074,968.26,Repairs - Emergency Lighting
2016-04,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3079606,2074.8,Materials
2016-04,Economic Growth,Transport & Capital Projects,BAKER MALLETT LLP,3079780,1247,Consultancy Fees
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,562.68,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,516.25,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,536.05,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,740.48,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,511.92,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,511.92,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.68,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,708.56,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,511.92,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,511.92,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,647.5,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.68,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,526.88,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,590.96,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,504.75,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,761.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,761.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,761.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,761.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,889.72,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,821.28,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,761.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,898.28,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,761.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,735.73,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,513.3,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,504.75,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,513.3,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,761.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,633.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,513.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,864.48,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,566.25,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,528.5,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,721.35,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,536.05,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,824.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,652.65,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,829.54,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,590.3,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,997.69,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,771.08,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,DE-POEL,0,904.55,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3079783,1063.05,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3079783,1048.91,Agency Staff Costs - Non Teaching
2016-04,Economic Growth,Transport & Capital Projects,JOBLING PURSER,3080141,629.31,Materials
2016-04,Economic Growth,Transport & Capital Projects,KIELY BROS,3070212,62504.01,Carriageway Works
2016-04,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3072551,53237.6,Materials
2016-04,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3076645,11937.46,Materials
2016-04,Economic Growth,Transport & Capital Projects,MARSHALLS STREET FURNITURE,3079456,1067.52,Materials
2016-04,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3065905,546,Plant Hire
2016-04,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3065905,546,Plant Hire
2016-04,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3080133,855,Materials
2016-04,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3080341,1173,Signage
2016-04,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3080341,3579.88,Signage
2016-04,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,1270.77,Electricity
2016-04,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,669.49,Electricity
2016-04,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,738.29,Electricity
2016-04,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,1200.8,Electricity
2016-04,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,798.29,Electricity
2016-04,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,621.32,Electricity
2016-04,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN LTD,0,45010.44,Electricity
2016-04,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN LTD,0,1400,Electricity
2016-04,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN LTD,0,1200.8,Electricity
2016-04,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN LTD,0,2778.36,Electricity
2016-04,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3065907,522.7,Direct Charges - Contractors
2016-04,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3065907,2187.16,Direct Charges - Contractors
2016-04,Economic Growth,Transport & Capital Projects,SMITH CREATIVE COMMUNICATIONS LIMITED,3080321,2500,Marketing & Advertising
2016-04,Economic Growth,Transport & Capital Projects,SMITH CREATIVE COMMUNICATIONS LIMITED,3080323,5000,Marketing & Advertising
2016-04,Economic Growth,Transport & Capital Projects,SYMOLOGY LTD,0,24818.17,Statutory Testing
2016-04,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,0,652.8,Direct Charges - Contractors
2016-04,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,652.8,Direct Charges - Contractors
2016-04,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,672,Direct Charges - Contractors
2016-04,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,652.8,Direct Charges - Contractors
2016-04,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,1152,Direct Charges - Contractors
2016-04,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3079137,768,Direct Charges - Contractors
