Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2014-12-01,54435.00,Housing Revenue Account,Manchester Working Ltd,,
2014-12-01,20000.00,Manchester Leisure,Access Sport CIO,,
2014-12-01,17687.07,Hospitality + Trading Services,Peter Ashley Limited,,
2014-12-01,11748.35,Housing Revenue Account,Manchester Working Ltd,,
2014-12-01,6915.05,Chief Executives,Sanctuary Social Care,,
2014-12-01,5500.00,Chief Executives,IRISH DIASPORA FOUNDATION,,
2014-12-01,5182.76,Childrens Services,Sanctuary Social Care,,
2014-12-01,4539.12,Adult Social Care,Sanctuary Social Care,,
2014-12-01,4265.00,Hospitality + Trading Services,URS Infrastructure & Environment,,
2014-12-01,3927.00,Adult Social Care,Sanctuary Social Care,,
2014-12-01,3558.80,Adult Social Care,Sanctuary Social Care,,
2014-12-01,3020.85,Childrens Services,Sanctuary Social Care,,
2014-12-01,2029.00,Hospitality + Trading Services,Peter Ashley Limited,,
2014-12-01,2000.00,Childrens Services,Abney Garsden Mcdonald,,
2014-12-01,1724.00,Manchester Leisure,Egan Reid Stationery Co Ltd,,
2014-12-01,1203.50,Hospitality + Trading Services,R & M Developments Ltd,,
2014-12-01,1203.50,Hospitality + Trading Services,R & M Developments Ltd,,
2014-12-01,1022.34,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,898.10,Adult Social Care,Sanctuary Social Care,,
2014-12-01,827.07,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,767.03,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2014-12-01,738.00,Childrens Services,HLF Berry Solicitors,,
2014-12-01,722.10,Hospitality + Trading Services,R & M Developments Ltd,,
2014-12-01,693.04,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,651.93,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,651.93,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,651.93,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,651.93,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,651.93,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,650.00,Childrens Services,Redacted Personal Information,,
2014-12-01,648.86,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2014-12-01,625.20,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,593.68,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,590.44,Adult Social Care,Sanctuary Social Care,,
2014-12-01,529.02,Adult Social Care,The Furnishing Service Ltd,,
2014-12-01,528.00,Childrens Services,Manchester Creche,,
2014-12-01,518.30,Childrens Services,Redacted Personal Information,,
2014-12-01,514.68,Childrens Services,Stockport Psychology Services,,
2014-12-01,502.59,Adult Social Care,Manchester Working Ltd,,
2014-12-01,1095.00,Childrens Services,Fresh Start Independence Project,,
2014-12-01,1657.35,Childrens Services,Fresh Start Independence Project,,
2014-12-01,1657.35,Childrens Services,Fresh Start Independence Project,,
2014-12-02,518000.00,Manchester Leisure,Wythenshawe Forum Trust Ltd,,
2014-12-02,95162.56,Childrens Services,Manchester Federation,,
2014-12-02,40214.60,Hospitality + Trading Services,Manchester Van Hire Ltd,,
2014-12-02,27893.04,Manchester Leisure,Manchester Working Ltd,,
2014-12-02,26932.80,Childrens Services,Meade Hill School,,
2014-12-02,22140.00,Hospitality + Trading Services,Specialist Vehicle rental,,
2014-12-02,20000.00,Childrens Services,Abney Garsden Mcdonald,,
2014-12-02,17986.53,Childrens Services,4CT Limited,,
2014-12-02,17955.20,Childrens Services,Southern Cross School,,
2014-12-02,17955.20,Childrens Services,Southern Cross School,,
