Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2013-10-01,103426.27,Corporate Services,Oldham Borough Council,,
2013-10-01,1372.50,Childrens Services,Willow Park Housing Trust,,
2013-10-01,2534.84,Adult Social Care,Willow Park Housing Trust,,
2013-10-01,1106.80,Hospitality + Trading Services,Aggregate Industries T/A Kennedy As,,
2013-10-01,2481.88,Regeneration Finance,BT PLC,,
2013-10-01,5217.00,Adult Social Care,Experian  Ltd,,
2013-10-01,2699.80,Adult Social Care,Panztel (Uk) Limited,,
2013-10-01,3000.00,Manchester Leisure,Moss Side Millennium Powerhouse Ltd,,
2013-10-01,1757.50,Hospitality + Trading Services,Deloitte & Touche Llp,,
2013-10-01,103426.27,Corporate Services,Tameside Metropolitan Bouough,,
2013-10-01,103426.27,Corporate Services,Bury M.B.C.,,
2013-10-01,103426.27,Corporate Services,Wigan Metropolitan Borough Council,,
2013-10-01,103426.27,Corporate Services,Rochdale Mbc,,
2013-10-01,103426.27,Corporate Services,Stockport Metropolitan Borough Coun,,
2013-10-01,103426.27,Corporate Services,Bolton Mbc,,
2013-10-01,1165.00,Environment and Operations,Staffordshire County Council,,
2013-10-01,12919.44,Adult Social Care,Northwards Housing Limited,,
2013-10-01,9990.03,Adult Social Care,Northwards Housing Limited,,
2013-10-01,8562.89,Adult Social Care,Northwards Housing Limited,,
2013-10-01,6159.27,Adult Social Care,Northwards Housing Limited,,
2013-10-01,4596.35,Adult Social Care,Northwards Housing Limited,,
2013-10-01,2253.39,Adult Social Care,Northwards Housing Limited,,
2013-10-01,1727.60,Adult Social Care,Northwards Housing Limited,,
2013-10-01,103426.27,Corporate Services,Salford City Council,,
2013-10-01,103426.27,Corporate Services,Trafford M B C,,
2013-10-01,33675.29,Corporate Services,Manchester Working Ltd,,
2013-10-01,68168.46,Childrens Services,Manchester Working Ltd,,
2013-10-01,1364.31,Childrens Services,Anson Cabin Project,,
2013-10-01,1364.31,Childrens Services,Anson Cabin Project,,
2013-10-01,14371.00,Childrens Services,GB Building Solutions Ltd,,
2013-10-01,801.15,Adult Social Care,Routes Healthcare Ltd,,
2013-10-01,771.08,Adult Social Care,Routes Healthcare Ltd,,
2013-10-01,275803.38,Hospitality + Trading Services,Savills (UK) Ltd,,
2013-10-01,897.95,Childrens Services,Wrixon Care,,
2013-10-01,852.24,Environment and Operations,Proactive Personnel Ltd,,
2013-10-01,1191.32,Chief Executives,Proactive Personnel Ltd,,
2013-10-01,2800.00,Childrens Services,Inclusive Choice,,
2013-10-01,4215.38,Childrens Services,Heartwood Outreach Services Ltd,,
2013-10-01,1727.14,Childrens Services,Heartwood Outreach Services Ltd,,
2013-10-01,4215.11,Childrens Services,Heartwood Outreach Services Ltd,,
2013-10-01,1727.14,Childrens Services,Heartwood Outreach Services Ltd,,
