Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2016-04-01,545.70,Manchester Leisure,Redacted Personal Information,,
2016-04-01,1900.00,Manchester Leisure,Arboricultural Services Treework,,
2016-04-01,2227.94,Hospitality + Trading Services,Hays Personnel,,
2016-04-01,565.60,Hospitality + Trading Services,Ecomix Concrete Ltd,,
2016-04-01,623.10,Hospitality + Trading Services,R & M Developments Ltd,,
2016-04-01,797.30,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-04-01,599.48,Hospitality + Trading Services,G4S Cash Solutions (Uk) Ltd,,
2016-04-01,599.48,Hospitality + Trading Services,G4S Cash Solutions (Uk) Ltd,,
2016-04-01,1939.76,Hospitality + Trading Services,Marshalls Mono Ltd,,
2016-04-01,1911.00,Hospitality + Trading Services,Kloeckner Metals UK,,
2016-04-01,4103.48,Environment and Operations,Howarth Timber,,
2016-04-01,10050.00,Adult Social Care,Cais Ltd,,
2016-04-01,4889.00,Adult Social Care,Adactus Housing Group Ltd,,
2016-04-01,2780.00,Adult Social Care,Adactus Housing Group Ltd,,
2016-04-01,16716.42,Adult Social Care,Alexandra Lodge Care Centre,,
2016-04-01,6174.30,Adult Social Care,Alexandra Lodge Care Centre,,
2016-04-01,1757.64,Adult Social Care,Alexandra Lodge Care Centre,,
2016-04-01,1646.48,Adult Social Care,Alexandra Lodge Care Centre,,
2016-04-01,1646.48,Adult Social Care,Alexandra Lodge Care Centre,,
2016-04-01,6988.16,Adult Social Care,Alexandra Lodge Care Centre,,
2016-04-01,2960.00,Adult Social Care,Ultimate Healthcare,,
2016-04-01,1200.00,Adult Social Care,Ultimate Healthcare,,
2016-04-01,586.25,Adult Social Care,Alexandra Lodge Care Centre,,
2016-04-01,20819.48,Housing Revenue Account,Manchester Working Ltd,,
2016-04-01,1500.00,Chief Executives,Hays Personnel,,
2016-04-01,2025.00,Chief Executives,Hays Personnel,,
2016-04-01,1437.50,Chief Executives,Hays Personnel,,
2016-04-01,1377.88,Regeneration Finance,Hays Personnel,,
2016-04-01,611.85,Regeneration Finance,Alliance Disposables Ltd,,
2016-04-01,2205.00,Insurance Fund,Redacted Personal Information,,
2016-04-04,7000.00,Manchester Leisure,Manchester Rugby Union,,
2016-04-04,4500.00,Manchester Leisure,Manchester Rugby Union,,
2016-04-04,3650.00,Manchester Leisure,Manchester Rugby Union,,
2016-04-04,1550.00,Manchester Leisure,Manchester Rugby Union,,
2016-04-04,1550.00,Manchester Leisure,Manchester Rugby Union,,
2016-04-04,1000.00,Manchester Leisure,Arboricultural Services Treework,,
2016-04-04,20268.05,Manchester Leisure,Egan Reid Stationery Co Ltd,,
2016-04-04,1080.00,Manchester Leisure,Cocklestorm Fencing  Ltd,,
2016-04-04,890.00,Manchester Leisure,T.I.S. Limited,,
2016-04-04,960.00,Manchester Leisure,Tim Garbutt Events Ltd,,
2016-04-04,3280.00,Manchester Leisure,The Modern Caterer (Manchester) Ltd,,
2016-04-04,1900.00,Manchester Leisure,Together Dementia Support,,
2016-04-04,5000.00,Manchester Leisure,IPA,,
2016-04-04,3600.00,Manchester Leisure,Brantwood Trust,,
2016-04-04,547.00,Manchester Leisure,Creightons Chocolaterie,,
2016-04-04,1720.00,Libraries and Theatres,Crosby'S,,
2016-04-04,1720.00,Libraries and Theatres,Crosby'S,,
2016-04-04,1420.00,Libraries and Theatres,Crosby'S,,
2016-04-04,1062.50,Libraries and Theatres,Crosby'S,,
2016-04-04,990.00,Libraries and Theatres,Crosby'S,,
2016-04-04,500.00,Libraries and Theatres,Crosby'S,,
2016-04-04,5670.00,Hospitality + Trading Services,APTSL,,
2016-04-04,6570.00,Hospitality + Trading Services,Tents & Events Ltd,,
2016-04-04,3200.00,Hospitality + Trading Services,Northern Marking Limited,,
2016-04-04,1672.40,Hospitality + Trading Services,Northern Marking Limited,,
2016-04-04,795.60,Hospitality + Trading Services,Northern Marking Limited,,
2016-04-04,748.32,Hospitality + Trading Services,Northern Marking Limited,,
2016-04-04,630.00,Hospitality + Trading Services,Northern Marking Limited,,
2016-04-04,657.96,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-04-04,617.20,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-04-04,533.36,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-04-04,526.97,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-04-04,506.46,Hospitality + Trading Services,Brake Bros Foodservice Ltd,,
2016-04-04,551.30,Hospitality + Trading Services,G4S Cash Solutions (Uk) Ltd,,
2016-04-04,536.53,Hospitality + Trading Services,G4S Cash Solutions (Uk) Ltd,,
2016-04-04,27730.80,Environment and Operations,Enterprise Manchester DOMESTIC,,
2016-04-04,12850.00,Environment and Operations,Enterprise Manchester DOMESTIC,,
2016-04-04,750.00,Environment and Operations,GAYDIO Community Interest Company,,
2016-04-04,700.00,Adult Social Care,Safe Choice Training Ltd,,
2016-04-04,5564.75,Adult Social Care,Diocese of Salford,,
2016-04-04,932.93,Adult Social Care,The Big Life Company,,
2016-04-04,932.93,Adult Social Care,The Big Life Company,,
2016-04-04,3130.59,Adult Social Care,The Manchester College,,
2016-04-04,2285.21,Adult Social Care,Chancellors Hotel & Conf Centre,,
2016-04-04,908.50,Adult Social Care,Greater Manchester Police Sports &,,
2016-04-04,5075.00,Adult Social Care,School Transport Solutions,,
2016-04-04,5222.00,Adult Social Care,School Transport Solutions,,
2016-04-04,5458.00,Adult Social Care,School Transport Solutions,,
2016-04-04,5988.00,Adult Social Care,School Transport Solutions,,
2016-04-04,1095.00,Adult Social Care,Redacted Personal Information,,
2016-04-04,1500.00,Adult Social Care,The Victoria Hotel,,
2016-04-04,18000.00,Adult Social Care,Manchester Carers Forum,,
2016-04-04,1143.12,Adult Social Care,Ayres Waters Family Lawyers,,
2016-04-04,4438.92,Adult Social Care,Bt Featurenet Payment Centre,,
2016-04-04,2465.16,Adult Social Care,Bt Featurenet Payment Centre,,
2016-04-04,7500.00,Adult Social Care,Sharp Young And Pearce Solicitors,,
2016-04-04,1383.33,Adult Social Care,Manchester Deaf Centre Ltd,,
2016-04-04,1383.33,Adult Social Care,Manchester Deaf Centre Ltd,,
2016-04-04,1269.00,Adult Social Care,Funeral Prtnrs t/a Michael Kennedy,,
2016-04-04,1048.00,Adult Social Care,Funeral Prtnrs t/a Michael Kennedy,,
2016-04-04,3973.20,Adult Social Care,Rochdale MBC,,
2016-04-04,1765.34,Adult Social Care,Sefton Council,,
2016-04-04,555.00,Adult Social Care,NHS Supply Chain,,
2016-04-04,75261.50,Adult Social Care,The Big Life Company,,
2016-04-04,600.00,Adult Social Care,Just Psychology,,
2016-04-04,600.00,Adult Social Care,Just Psychology,,
2016-04-04,519.00,Adult Social Care,TiddlyWinks Creche Provisions,,
2016-04-04,525.00,Adult Social Care,Lorraine Mccann,,
2016-04-04,2130.00,Adult Social Care,Invacare Limited,,
2016-04-04,986.98,Corporate Services,Compass Group UK,,
2016-04-04,7350.00,Corporate Services,Compliance365,,
2016-04-04,13708.62,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,11582.76,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,10926.97,Housing General Fund,Pollock Lifts Ltd,,
2016-04-04,9570.59,Housing General Fund,Pollock Lifts Ltd,,
2016-04-04,6641.16,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,5644.67,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,5322.99,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,5216.59,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,5009.28,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,4922.44,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,4785.41,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,4670.00,Housing General Fund,Thyssenkrupp Encasa,,
2016-04-04,4404.33,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,4186.00,Housing General Fund,Stannah Lift Services Ltd,,
2016-04-04,4179.63,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,4131.97,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,4099.81,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,3775.00,Housing General Fund,Stannah Lift Services Ltd,,
2016-04-04,3331.06,Housing General Fund,Stannah Lift Services Ltd,,
2016-04-04,2620.98,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,2073.30,Housing General Fund,Chiltern Invadex Ltd,,
2016-04-04,1405.24,Housing General Fund,Stannah Lift Services Ltd,,
2016-04-04,1257.70,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,1257.00,Housing General Fund,Stannah Lift Services Ltd,,
2016-04-04,1013.65,Housing General Fund,Kier Services Ltd - Maint West,,
2016-04-04,4137.40,Housing Revenue Account,Cheshire Peaks & Plains,,
2016-04-04,10804.00,Housing Revenue Account,The Guinness Partnership Ltd,,
2016-04-04,676.84,Housing Revenue Account,Northwards Housing Limited,,
2016-04-04,7949.99,Housing Revenue Account,Northwards Housing Limited,,
2016-04-04,7498.55,Housing Revenue Account,SIG Roofing Supplies,,
2016-04-04,5789.30,Housing Revenue Account,SIG Roofing Supplies,,
2016-04-04,4615.00,Housing Revenue Account,Northwards Housing Limited,,
2016-04-04,4346.98,Housing Revenue Account,Wrekin Windows,,
2016-04-04,3876.82,Housing Revenue Account,SIG Roofing Supplies,,
2016-04-04,3728.02,Housing Revenue Account,Wrekin Windows,,
2016-04-04,2513.20,Housing Revenue Account,SIG Roofing Supplies,,
2016-04-04,1463.99,Housing Revenue Account,SIG Roofing Supplies,,
2016-04-04,1285.71,Housing Revenue Account,SIG Roofing Supplies,,
2016-04-04,1220.00,Housing Revenue Account,Northwards Housing Limited,,
2016-04-04,966.96,Housing Revenue Account,Wrekin Windows,,
2016-04-04,848.00,Housing Revenue Account,Wrekin Windows,,
2016-04-04,568.45,Housing Revenue Account,SIG Roofing Supplies,,
2016-04-04,7498.55,Housing Revenue Account,SIG Roofing Supplies,,
2016-04-04,1194.00,Chief Executives,Academy Class,,
2016-04-04,7897.00,Chief Executives,Egan Reid Stationery Co Ltd,,
2016-04-04,1630.00,Chief Executives,Browns CTP Ltd,,
2016-04-04,767.00,Chief Executives,Wallace Printers Ltd,,
2016-04-04,666.90,Chief Executives,Stockport Psychology Services,,
2016-04-04,1222.40,Chief Executives,Royal Mail Group Plc,,
2016-04-04,2286.38,Chief Executives,The Co-operative Business Telecoms,,
2016-04-04,80432.51,Chief Executives,EE / Orange,,
2016-04-04,144842.36,Chief Executives,Softcat,,
2016-04-04,1956.24,Chief Executives,Computerland Uk Ltd,,
2016-04-04,750.00,Chief Executives,GMCA,,
2016-04-04,750.00,Chief Executives,GMCA,,
2016-04-04,750.00,Chief Executives,GMCA,,
2016-04-04,1749.84,Chief Executives,Local Government Association,,
2016-04-04,10000.00,Regeneration Finance,Wythenshawe Forum Trust Ltd,,
2016-04-04,7000.00,Regeneration Finance,Friends of Cringle Park and Field,,
2016-04-04,1680.00,Regeneration Finance,Rainbow Surprise,,
2016-04-04,1470.00,Regeneration Finance,4CT Limited,,
2016-04-04,4446.39,Regeneration Finance,VIP-System Ltd,,
2016-04-04,45914.50,Regeneration Finance,Pinsent Masons LLP,,
