Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2016-10-03,18546.16,Manchester Leisure,University Of Manchester,,
2016-10-03,4095.00,Manchester Leisure,Hays Personnel,,
2016-10-03,4095.00,Manchester Leisure,Hays Personnel,,
2016-10-03,4095.00,Manchester Leisure,Hays Personnel,,
2016-10-03,3685.50,Manchester Leisure,Hays Personnel,,
2016-10-03,1074149.75,Manchester Leisure,GMWDA (LEVY),,
2016-10-03,772.08,Hospitality + Trading Services,Search Consultancy Ltd,,
2016-10-03,835.89,Hospitality + Trading Services,Banner Group Ltd,,
2016-10-03,8100.00,Adult Social Care,HCL Social Care,,
2016-10-03,2012.50,Adult Social Care,HCL Social Care,,
2016-10-03,600.09,Adult Social Care,Network Ventures Ltd T/A Topcare,,
2016-10-03,967.75,Adult Social Care,Randstad Care,,
2016-10-03,737.80,Adult Social Care,Hays Personnel,,
2016-10-03,737.80,Adult Social Care,Hays Personnel,,
2016-10-03,659.16,Adult Social Care,Hays Personnel,,
2016-10-03,596.77,Adult Social Care,Hays Personnel,,
2016-10-03,725.81,Adult Social Care,PULSE,,
2016-10-03,967.75,Adult Social Care,Liquid Personnel Ltd,,
2016-10-03,967.75,Adult Social Care,Liquid Personnel Ltd,,
2016-10-03,4436.50,Adult Social Care,Kids in bloom Children Nursery,,
2016-10-03,594.00,Adult Social Care,Longsight (Aisha) Nursery,,
2016-10-03,30135.75,Adult Social Care,Creative Support Ltd,,
2016-10-03,23847.21,Adult Social Care,David Lewis Organisation,,
2016-10-03,20028.28,Adult Social Care,David Lewis Organisation,,
2016-10-03,16770.16,Adult Social Care,David Lewis Organisation,,
2016-10-03,600.00,Adult Social Care,The Factory Youth Zone,,
2016-10-03,6919.00,Adult Social Care,Hulme Hall Grammar School,,
2016-10-03,940.00,Adult Social Care,Sidhil Ltd,,
2016-10-03,3494.00,Adult Social Care,AECOM Limited,,
2016-10-03,2261.00,Adult Social Care,AECOM Limited,,
2016-10-03,1055.39,Adult Social Care,Search Consultancy Ltd,,
2016-10-03,3500.00,Adult Social Care,Liquid Personnel Ltd,,
2016-10-03,1400.00,Adult Social Care,Liquid Personnel Ltd,,
2016-10-03,12395.50,Adult Social Care,EC Safeguarding Consultancy Ltd,,
2016-10-03,38062.50,Adult Social Care,Manchester Action On Street Health,,
