Body,Body Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-06-01,75365,43032170 COSTA COFFEE,17.50,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Services,72204421
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-04,74319,43035580 COSTA COFFEE,7.15,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-18,74864,43035580 COSTA COFFEE,6.00,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-16,74771,43036255 COSTA COFFEE,12.00,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-08,74446,43036255 COSTA COFFEE,6.35,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-17,74815,43036255 COSTA COFFEE,6.70,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Miscellaneous Expenses,72724821
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-19,74901,A ONE TOOL & FIXING LT,300.81,Glass/Paint/Wallpaper Store,Building Materials,Economy and Environment-Housing Services,Equipment Furniture And Materials,52164020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-23,75021,A ONE TOOL & FIXING LT,28.78,Glass/Paint/Wallpaper Store,Building Materials,Economy and Environment-Housing Services,Equipment Furniture And Materials,52164020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-29,74167,AINLEY TOP,15.23,Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Services,72214421
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-20,74920,AINLEY TOP,16.38,Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Catering Clothing And Uniforms,72214200
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-02,74248,ALDI,18.67,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-03,74284,ALDI,28.77,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-06,74393,ALDI,6.07,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-10,74541,ALDI,12.37,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-10,74542,ALDI,17.33,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-10,74543,ALDI,13.27,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,68MA4800
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-10,74544,ALDI,13.47,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-11,74591,ALDI,18.74,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-17,74822,ALDI,3.42,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-21,74931,ALDI,28.30,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-31,73114,ALDI,42.38,Grocery Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Catering Clothing And Uniforms,72244260
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-27,72967,ALDI,22.96,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-27,72968,ALDI,30.93,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-01,73163,ALDI,5.23,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-04,73285,ALDI,11.22,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-04,73286,ALDI,3.47,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-05,73334,ALDI,1.51,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-23,73942,ALDI,7.82,Grocery Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Catering Clothing And Uniforms,72244200
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-02,74243,ALDI,77.08,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,683H4826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-27,72950,ALDI,33.07,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,683H4826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-10,73500,ALDI,7.26,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,683H4826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-19,73812,ALLPAY LTD,36.88,Charitable/Soc Service Orgs,Clubs/Associations/Organisations,"Adults, Health and Social Care-Adult Health & Social Care",Equipment Furniture And Materials,46564000
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-05-08,74513,ALTOVA GMBH XML SPY,1175.88,Computer Software Stores,Computer Equipment & Services,Deputy Chief Executive-ICT Services,Communications And Computers,2A314545
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-15,73865,AMAZON UK RETAIL AMAZON.C,14.36,Misc Speciality Retail,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Printing Stationery And General Office Expenses,68T44303
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-28,72993,AMAZON UK RETAIL AMAZON.C,20.83,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-28,72994,AMAZON UK RETAIL AMAZON.C,67.03,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-28,72995,AMAZON UK RETAIL AMAZON.C,13.74,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-28,72996,AMAZON UK RETAIL AMAZON.C,27.61,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-30,73087,AMAZON UK RETAIL AMAZON.C,29.99,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-03-31,73088,AMAZON UK RETAIL AMAZON.C,34.71,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-10,73542,AMAZON UK RETAIL AMAZON.C,26.29,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-10,73543,AMAZON UK RETAIL AMAZON.C,11.43,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-19,73799,AMAZON UK RETAIL AMAZON.C,8.99,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-19,73800,AMAZON UK RETAIL AMAZON.C,30.19,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-23,73980,AMAZON UK RETAIL AMAZON.C,103.96,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-26,74101,AMAZON UK RETAIL AMAZON.C,30.97,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2017-04-26,74102,AMAZON UK RETAIL AMAZON.C,13.95,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
