Body,Organistion Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-05,140878,43024700 Costa Coffee,6.20,Fast Food Restaurants,Restaurants And Bars,Children and Young People's Services-Childrens Care Services,Miscellaneous Expenses,72534855
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-05,140890,43024700 Costa Coffee,3.25,Fast Food Restaurants,Restaurants And Bars,Children and Young People's Services-Childrens Care Services,Miscellaneous Expenses,72534855
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-18,141457,Aldi 15 779,5.96,Grocery Stores,General Retail And Wholesale,Communities & Service Support (obsolete)-Community Safety & Support,Catering Clothing And Uniforms,04744215
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-18,141460,Aldi 15 779,8.94,Grocery Stores,General Retail And Wholesale,Communities & Service Support (obsolete)-Community Safety & Support,Catering Clothing And Uniforms,04744215
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-01,140711,Allpay *together Housing,97.52,Charitable/Soc Service Orgs,Clubs/Associations/Organisations,Children and Young People's Services-Childrens Care Services,Transfer Payments - Social Services Clients,72536101
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-21,141617,Amazon Prime,6.66,Continuity/Subscription Mercht,Mail Order / Direct Selling,Communities & Service Support (obsolete)-Museums & Arts,Expenses,12414679
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-06-08,139420,Amazon.Co.Uk,73.32,Other Direct Marketers,Mail Order / Direct Selling,Chief Executive's Office (obsolete)-Public Health,Equipment Furniture And Materials,44004010
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-07,140934,Amazon.Co.Uk,18.33,Other Direct Marketers,Mail Order / Direct Selling,Communities & Service Support (obsolete)-Museums & Arts,Equipment Furniture And Materials,12404021
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-07,140945,Amazon.Co.Uk,14.46,Other Direct Marketers,Mail Order / Direct Selling,Communities & Service Support (obsolete)-Museums & Arts,Printing Stationery And General Office Expenses,12404302
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-12,141156,Amazon.Co.Uk,54.15,Other Direct Marketers,Mail Order / Direct Selling,Communities & Service Support (obsolete)-Customer Services and Communications,Printing Stationery And General Office Expenses,10514300
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-25,141757,Amazon.Co.Uk,54.15,Other Direct Marketers,Mail Order / Direct Selling,Communities & Service Support (obsolete)-Customer Services and Communications,Printing Stationery And General Office Expenses,10514300
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-07-20,141553,Amazon.Co.Uk,16.67,Other Direct Marketers,Mail Order / Direct Selling,Deputy Chief Executive (obsolete)-ICT Services,Printing Stationery And General Office Expenses,2A294300
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-06-14,139663,Amazon.Co.Uk,79.16,Other Direct Marketers,Mail Order / Direct Selling,Communities & Service Support (obsolete)-Customer Services and Communications,Services,10294417
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-06-22,140256,Amazon.Co.Uk,29.12,Other Direct Marketers,Mail Order / Direct Selling,Communities & Service Support (obsolete)-Customer Services and Communications,Services,10294417
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2022-04-22,137849,Amazon.Co.Uk,180.85,Other Direct Marketers,Mail Order / Direct Selling,Communities & Service Support (obsolete)-Customer Services and Communications,Services,10294417
