Body,Body Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-11-10,68012,3 TIER CAKES,10.00,Bakeries,Catering And Catering Supplies,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-08-30,65239,3B-IT LTD,240.00,Computers/Peripherals/Software,Computer Equipment & Services,Deputy Chief Executive-ICT Services,Communications And Computers,2A294530
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-05,66644,43036255 COSTA COFFEE,2.91,Fast Food Restaurants,Restaurants And Bars,Children and Young People-Childrens Care Services,Services,72244421
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-04,66597,A ONE TOOL & FIXING LT,53.15,Glass/Paint/Wallpaper Store,Building Materials,"Adults, Health and Social Care-Adult Health & Social Care",Equipment Furniture And Materials,46584020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-02,65379,A ONE TOOL & FIXING LT,10.60,Glass/Paint/Wallpaper Store,Building Materials,"Adults, Health and Social Care-Adult Health & Social Care",Equipment Furniture And Materials,46584020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-11-11,68034,ABERDEEN SHIPROW,19.80,Auto Parking Lots/Garages,Travel,"Adults, Health and Social Care-Adult Health & Social Care",Expenses,88064600
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-27,66341,ABLE GROUP UK,408.00,Business Services - Default,Miscellaneous Industrial/Commercial Supplies,"Adults, Health and Social Care-Adult Health & Social Care",Services,88024429
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-11-02,67676,ABODE MANCHESTER,124.17,Hotels/Motels/Resorts,Hotels And Accommodation,"Adults, Health and Social Care-Adult Health & Social Care",Expenses,88394611
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-11-02,67677,ABODE MANCHESTER,175.00,Hotels/Motels/Resorts,Hotels And Accommodation,"Adults, Health and Social Care-Adult Health & Social Care",Expenses,88394611
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-11-03,67730,ABODE MANCHESTER,124.17,Hotels/Motels/Resorts,Hotels And Accommodation,"Adults, Health and Social Care-Adult Health & Social Care",Expenses,88394611
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-11-04,67802,ABODE MANCHESTER,124.17,Hotels/Motels/Resorts,Hotels And Accommodation,"Adults, Health and Social Care-Adult Health & Social Care",Expenses,88394611
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-11-04,67803,ABODE MANCHESTER,124.17,Hotels/Motels/Resorts,Hotels And Accommodation,"Adults, Health and Social Care-Adult Health & Social Care",Expenses,88394611
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-08-31,65250,ACTIVITYBOOKERCOM,637.50,Sport/Recreational Camps,Leisure Activities,Children and Young People-Schools and Children's Services - Non-School,Miscellaneous Expenses,686P4826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-20,67213,ADOBE SYSTEMS SOFTWARE,149.99,Computer Software Stores,Computer Equipment & Services,Communities & Service Support-Customer Services and Communications,Services,10404450
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-11,66901,ALAMY.COM LIMITED,17.99,Art Dealers & Galleries,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Miscellaneous Expenses,08294800
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-11,66902,ALAMY.COM LIMITED,14.39,Art Dealers & Galleries,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Miscellaneous Expenses,08294800
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-11,66903,ALAMY.COM LIMITED,14.39,Art Dealers & Galleries,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Miscellaneous Expenses,08294800
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-28,66373,ALDI,42.71,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-28,66374,ALDI,17.10,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-28,66375,ALDI,9.53,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-04,66604,ALDI,4.97,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-04,66605,ALDI,10.37,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-05,66650,ALDI,4.42,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-10,66834,ALDI,11.77,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-10,66835,ALDI,9.92,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-10,66836,ALDI,28.05,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-19,67180,ALDI,15.06,Grocery Stores,General Retail And Wholesale,Children and Young People-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68L64017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-28,67544,ALDI,24.36,Grocery Stores,General Retail And Wholesale,Children and Young People-Childrens Care Services,Equipment Furniture And Materials,72244000
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-29,66415,ALDI,4.16,Grocery Stores,General Retail And Wholesale,"Adults, Health and Social Care-Adult Health & Social Care",Equipment Furniture And Materials,46584020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-11-17,68233,ALEXANDERS APPLIANCES,642.00,Household Appliance Stores,General Retail And Wholesale,"Adults, Health and Social Care-Adult Health & Social Care",Equipment Furniture And Materials,46034020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-08-31,65258,ALISTAIR BROMHEAD LTD,135.00,Schools - Default,Training And Educational,Deputy Chief Executive-Human Resources,Equipment Furniture And Materials,86014020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-11,66926,ALLPAY MOTO (CALLPAY/IVR,116.96,Charitable/Soc Service Orgs,Clubs/Associations/Organisations,Economy and Environment-Housing Services,Miscellaneous Expenses,52074852
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-23,66174,AMAZON UK RETAIL AMAZON.C,15.05,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Sport & Leisure Management DSO,Equipment Furniture And Materials,92554000
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-06,65493,AMAZON UK RETAIL AMAZON.C,4.57,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Recreation & Support,Equipment Furniture And Materials,06114020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-23,67281,AMAZON UK RETAIL AMAZON.C,54.69,Misc Speciality Retail,General Retail And Wholesale,"Adults, Health and Social Care-Adult Health & Social Care",Expenses,88051601
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-29,66515,AMAZON UK RETAIL AMAZON.C,50.00,Misc Speciality Retail,General Retail And Wholesale,"Adults, Health and Social Care-Adult Health & Social Care",Expenses,88101603
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-08-28,65178,AMAZON UK RETAIL AMAZON.C,22.45,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-02,65358,AMAZON UK RETAIL AMAZON.C,9.62,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-08,65541,AMAZON UK RETAIL AMAZON.C,0.30,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-08,65542,AMAZON UK RETAIL AMAZON.C,15.19,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-08,65543,AMAZON UK RETAIL AMAZON.C,12.58,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-08,65544,AMAZON UK RETAIL AMAZON.C,56.05,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials (Cont),08154129
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-13,65696,AMAZON UK RETAIL AMAZON.C,13.48,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-13,65697,AMAZON UK RETAIL AMAZON.C,16.99,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-13,65736,AMAZON UK RETAIL AMAZON.C,30.47,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-22,66180,AMAZON UK RETAIL AMAZON.C,113.64,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-22,66181,AMAZON UK RETAIL AMAZON.C,34.35,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-27,66292,AMAZON UK RETAIL AMAZON.C,7.99,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-09-28,66351,AMAZON UK RETAIL AMAZON.C,49.04,Misc Speciality Retail,General Retail And Wholesale,Children and Young People-Childrens Care Services,Expenses,72301615
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-02,66453,AMAZON UK RETAIL AMAZON.C,31.46,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-02,66454,AMAZON UK RETAIL AMAZON.C,9.99,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials (Cont),08154129
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-06,66674,AMAZON UK RETAIL AMAZON.C,35.96,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-06,66675,AMAZON UK RETAIL AMAZON.C,24.57,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-06,66676,AMAZON UK RETAIL AMAZON.C,11.64,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-11,66869,AMAZON UK RETAIL AMAZON.C,4.23,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2016-10-14,67008,AMAZON UK RETAIL AMAZON.C,26.97,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
