Body,Organistion Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-12-02,120481,ADOBE ACROPRO SUBS,75.84,Computer Software Stores,Computer Equipment & Services,Children and Young People's Services-Schools and Children's Services - Non-School,Miscellaneous Expenses,68764826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-12-05,120581,ADOBE ACROPRO SUBS,-75.84,Computer Software Stores,Computer Equipment & Services,Children and Young People's Services-Schools and Children's Services - Non-School,Miscellaneous Expenses,68764826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-12-09,120681,ALDI 15 779,8.05,Grocery Stores,General Retail And Wholesale,Children and Young People's Services-Childrens Care Services,Catering Clothing And Uniforms,72244200
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-11-05,119710,ALLPAY *YORKSHIRE HOUSING,159.00,Charitable/Soc Service Orgs,Clubs/Associations/Organisations,Economy and Environment (obsolete)-Housing Services,Rent And Rates,52072324
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-07-29,117000,AMAZON.CO.UK*KW4CU5DV5 AM,99.99,Misc Speciality Retail,General Retail And Wholesale,Economy and Environment (obsolete)-Corporate Asset and Facilities Management,Miscellaneous Expenses,54014800
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-01-06,121354,AMAZON.CO.UK*MJ1991DV4 AM,9.32,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Green Space and Street Scene,Equipment Furniture And Materials,90554020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-01-05,121322,AMAZON.CO.UK*MJ2EF68B4 AM,50.13,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Green Space and Street Scene,Equipment Furniture And Materials,90554020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-09-21,118533,AMAZON.CO.UK*ML2JB5N05 AM,20.36,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-12-22,121100,AMAZON.CO.UK*MS0ZN8YH4 AM,19.32,Misc Speciality Retail,General Retail And Wholesale,Children and Young People's Services-Schools and Children's Services - Non-School,Equipment Furniture And Materials,68MA4018
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-12-21,121094,AMAZON.CO.UK*MS1PL2WQ4 AM,7.99,Misc Speciality Retail,General Retail And Wholesale,Children and Young People's Services-Childrens Care Services,Services,72244427
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-12-11,120811,AMAZON.CO.UK*MS5AI0AP4 AM,21.42,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Community Safety & Support,Equipment Furniture And Materials,04764020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-01-19,121743,AMAZON.CO.UK*MV8M95E64 AM,124.17,Misc Speciality Retail,General Retail And Wholesale,Adult Services and Wellbeing-Adult Health & Social Care,Equipment Furniture And Materials,88514000WG
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-11-24,120268,AMAZON.CO.UK*MY8N76JV4 AM,235.50,Misc Speciality Retail,General Retail And Wholesale,Deputy Chief Executive (obsolete)-ICT Services,National Insurance,2A900215
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-09-27,118632,AMAZON.CO.UK*O32OI7ES5 AM,48.15,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Libraries Info & Tourism,Equipment Furniture And Materials,08154017
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-09-10,118277,AMAZON.CO.UK*SW6LN10H5 AM,180.65,Misc Speciality Retail,General Retail And Wholesale,Economy and Environment (obsolete)-Highways and Engineering Services,Catering Clothing And Uniforms,56114250
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-01-08,121440,AMZ*Amazon.co.uk,-21.22,Other Direct Marketers,Mail Order / Direct Selling,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Government Grants,60329099
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-07-27,116949,AMZ*SINZOE,-26.67,Misc Speciality Retail,General Retail And Wholesale,Children and Young People's Services-Schools and Children's Services - Non-School,Miscellaneous Expenses,685A4826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-12-16,120932,AMZN Mktp UK*MS47U98Z4,33.24,Book Stores,Books And Periodicals,Communities & Service Support (obsolete)-Customer Services and Communications,Communications And Computers,10514530
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-08-11,117358,AMZNMKTPLACE AMAZON.CO.UK,91.53,Misc Speciality Retail,General Retail And Wholesale,Chief Executive's Office (obsolete)-Public Health,Miscellaneous Expenses,44084800
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2020-07-22,116823,AMZNMKTPLACE AMAZON.CO.UK,26.67,Misc Speciality Retail,General Retail And Wholesale,Children and Young People's Services-Schools and Children's Services - Non-School,Miscellaneous Expenses,685A4826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2021-01-21,121755,AMZNMKTPLACE AMAZON.CO.UK,11.98,Misc Speciality Retail,General Retail And Wholesale,Children and Young People's Services-Childrens Care Services,Services,72244427
