Body,Organistion Name,Transaction Date,Transaction number,Supplier Name,Net Amount,Merchant Category,Merchant Category Group,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-02,103528,A ONE TOOL & FIXING LT,26.30,Glass/Paint/Wallpaper Store,Building Materials,Communities & Service Support (obsolete)-Recreation & Support,Equipment Furniture And Materials,06104020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-04-09,100457,ALDI 15 779,8.41,Grocery Stores,General Retail And Wholesale,Children and Young People's Services-Childrens Care Services,Catering Clothing And Uniforms,72154200
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-06-08,102665,ALDI 15 779,7.59,Grocery Stores,General Retail And Wholesale,Children and Young People's Services-Childrens Care Services,Catering Clothing And Uniforms,72154200
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-04-15,100689,ALDI 15 779,88.02,Grocery Stores,General Retail And Wholesale,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,Miscellaneous Expenses,92574826
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-08,103760,ALDI 15 779,25.79,Grocery Stores,General Retail And Wholesale,Chief Executive's Office (obsolete)-Public Health,Miscellaneous Expenses,44134800
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-06-12,102814,ALDI 15 779,50.55,Grocery Stores,General Retail And Wholesale,Children and Young People's Services-Childrens Care Services,Catering Clothing And Uniforms,72244200
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-06-13,102877,ALDI 15 779,33.76,Grocery Stores,General Retail And Wholesale,Children and Young People's Services-Childrens Care Services,Catering Clothing And Uniforms,72244200
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-03,103580,AMAZON PRIME*M66PI0254 AM,7.99,Continuity/Subscription Mercht,Mail Order / Direct Selling,Communities & Service Support (obsolete)-Recreation & Support,Grants And Subscriptions,06114709
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-11,104008,AMAZON.CO.UK*M616U4YF4 AM,14.14,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Recreation & Support,Equipment Furniture And Materials,06114020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-12,104013,AMAZON.CO.UK*M634U4WX4 AM,9.17,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Recreation & Support,Equipment Furniture And Materials,06114020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-11,103961,AMAZON.CO.UK*M63YL6WR4 AM,30.78,Misc Speciality Retail,General Retail And Wholesale,Children and Young People's Services-Children and Young People's Serv - Central Depts.,Government Grants,60329099
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-12,104012,AMAZON.CO.UK*M64WC2YQ4 AM,21.67,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Recreation & Support,Equipment Furniture And Materials,06114020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-11,104009,AMAZON.CO.UK*M64X84WD4 AM,9.17,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Recreation & Support,Equipment Furniture And Materials,06114020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-11,104007,AMAZON.CO.UK*M67OA5WS4 AM,41.67,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Recreation & Support,Equipment Furniture And Materials,06114020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-12,104010,AMAZON.CO.UK*M688I4WX4 AM,8.22,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Recreation & Support,Equipment Furniture And Materials,06114020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-12,104014,AMAZON.CO.UK*M694Y7WH4 AM,21.67,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Recreation & Support,Equipment Furniture And Materials,06114020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-12,104011,AMAZON.CO.UK*M69XN0WD4 AM,17.38,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Recreation & Support,Equipment Furniture And Materials,06114020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-24,104579,AMAZON.CO.UK*MH6QA7E14 AM,166.40,Misc Speciality Retail,General Retail And Wholesale,Chief Executive's Office (obsolete)-Public Health,Equipment Furniture And Materials,44004010
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-05-30,102354,AMF BOWLING,12.83,Member Clubs/Sport/Rec/Golf,Leisure Activities,Children and Young People's Services-Childrens Care Services,Services,72154421
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-04-30,101146,AMZN Mktp UK*MN4XN7OR4,1.65,Book Stores,Books And Periodicals,Children and Young People's Services-Childrens Care Services,Services,72154422
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-04-30,101147,AMZN Mktp UK*MN5OW5FO4,14.33,Book Stores,Books And Periodicals,Children and Young People's Services-Childrens Care Services,Services,72154422
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-06-28,103446,AMZNMKTPLACE AMAZON.CO.UK,18.00,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Museums & Arts,Expenses,12414644
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-03,103585,AMZNMKTPLACE AMAZON.CO.UK,13.27,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Museums & Arts,Equipment Furniture And Materials,12394020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-06-06,102613,AMZNMKTPLACE AMAZON.CO.UK,24.97,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Sport & Leisure Management DSO,Equipment Furniture And Materials,92564020
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2019-07-12,104004,AMZNMKTPLACE AMAZON.CO.UK,13.31,Misc Speciality Retail,General Retail And Wholesale,Communities & Service Support (obsolete)-Recreation & Support,Equipment Furniture And Materials,06104020
