,,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Economic Growth,Economic Initiative,APSE PUBLICATIONS,3094493,2000.00,Memberships
INSERTED DETAIL,,Economic Growth,Economic Initiative,CIVICA,0,2965.12,Ict Software Support & Maintenance
INSERTED DETAIL,,Economic Growth,Economic Initiative,DARLINGTON RUGBY FOOTBALL CLUB LTD,3093540,3750.00,Hospitality & Room Hire
INSERTED DETAIL,,Economic Growth,Economic Initiative,DISTINCT DARLINGTON LIMITED,3093575,1441.03,Other Establishments
INSERTED DETAIL,,Economic Growth,Economic Initiative,FOURSQUARE INNOVATIONS LTD,3092471,611,Employee Training Course Costs
INSERTED DETAIL,,Economic Growth,Economic Initiative,IDOX SOFTWARE LTD,3093866,950,Ict Software Support & Maintenance
INSERTED DETAIL,,Economic Growth,Economic Initiative,NORTH EAST BUSINESS & INNOVATION CENTRE LTD,3094408,22914.40,Other Supplies & Services
INSERTED DETAIL,,Economic Growth,Economic Initiative,TEES VALLEY RURAL COMMUNITY COUNCIL,3094561,20837.50,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Economic Initiative,TEES VALLEY WILDLIFE TRUST,3093727,5300.00,Memberships
INSERTED DETAIL,,Economic Growth,Regulatory Services,AEL ELECTRICAL,0,4290.00,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Regulatory Services,AIRCON REFRIGERATION LTD,3081299,760,Cyclical - Air Handling
INSERTED DETAIL,,Economic Growth,Regulatory Services,AIRCON REFRIGERATION LTD,3081295,510,Cyclical - Air Handling
INSERTED DETAIL,,Economic Growth,Regulatory Services,ARNET LTD,3092478,2800.00,Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,ARNET LTD,3092477,695,Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,ARNET LTD,0,1600.00,Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,ARNET LTD,0,1521.00,Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,ARNET LTD,0,2340.00,Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,AYCLIFFE FABRICATIONS LTD,3090890,655,Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,BEMROSE BOOTH LTD,3092495,1500.00,Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,COMBINED POWER (SOUTH) LTD,0,2419.67,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,16037.31,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1663.59,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1494.05,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,988.28,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,4287.57,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,541.16,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,5585.34,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1525.95,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1455.20,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1765.47,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,696.5,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1742.03,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,824.77,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,3063.20,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1406.63,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1255.65,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,2957.33,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,2726.13,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,3118.82,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,4551.62,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,13992.77,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,1249.84,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,967.61,Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CROSSLING LTD,3091882,2295.70,Repairs - Mechanical
INSERTED DETAIL,,Economic Growth,Regulatory Services,CSL DUALCOM LIMITED,3093203,1260.00,Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,CSL DUALCOM LIMITED,3094381,540,Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,DISCLOSURE & BARRING SERVICE,3093643,660,DBS Checks
INSERTED DETAIL,,Economic Growth,Regulatory Services,DURHAM COUNTY COUNCIL,0,35671.00,Materials
INSERTED DETAIL,,Economic Growth,Regulatory Services,DURHAM COUNTY COUNCIL,3093992,1000.00,Other Supplies & Services
INSERTED DETAIL,,Economic Growth,Regulatory Services,DURHAM COUNTY COUNCIL,3092480,1371.59,Repairs - Lifts
INSERTED DETAIL,,Economic Growth,Regulatory Services,DURHAM COUNTY COUNCIL,3093318,1174.14,Repairs - Lifts
INSERTED DETAIL,,Economic Growth,Regulatory Services,EASBY FLOORING LTD,3092178,1898.52,Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,EASBY FLOORING LTD,3092717,1460.67,Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,EATON ELECTRICAL SYSTEMS LTD,3091098,1150.47,Repairs - Emergency Lighting
INSERTED DETAIL,,Economic Growth,Regulatory Services,ELCO HEATING SOLUTIONS LTD,3091943,1545.30,Repairs - Mechanical
INSERTED DETAIL,,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3093995,695.17,Repairs - Fire Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3093062,5400.00,Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,EMIZON NETWORKS LIMITED,3093358,1239.90,Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,EMIZON NETWORKS LIMITED,3093357,631.96,Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,ENERGY METERING LTD,3093830,2600.00,Materials
INSERTED DETAIL,,Economic Growth,Regulatory Services,GOLDSHIELD ELECTRONIC SECURITY LTD,3092732,695,Repairs - Door Entry System
INSERTED DETAIL,,Economic Growth,Regulatory Services,IDOX SOFTWARE LTD,3093987,4500.00,Ict Software Purchase
INSERTED DETAIL,,Economic Growth,Regulatory Services,INTEGRATED UTILITY SERVICES,3089692,609.54,Cyclical - Electrical Installation Test
INSERTED DETAIL,,Economic Growth,Regulatory Services,JBA CONSULTING,0,3000.00,Consultancy Fees
