Payment Date,Amount,Benificiary Name,Organisational Unit
2017-07-31,14258.33,DARLINGTON CREDIT UNION LIMITED,Balance Sheet
2017-08-31,14303.33,DARLINGTON CREDIT UNION LIMITED,Balance Sheet
2017-08-17,12437.13,KIDDIVOUCHERS LTD,Balance Sheet
2017-08-31,3772.46,NHS PENSIONS,Balance Sheet
2017-07-31,3772.46,NHS PENSIONS,Balance Sheet
2017-04-28,564.02,NORTHERN POWERGRID (NORTHEAST) LTD,Balance Sheet
2017-08-31,20818.34,PRUDENTIAL LOCAL GOVERNMENT,Balance Sheet
2017-07-31,18730.84,PRUDENTIAL LOCAL GOVERNMENT,Balance Sheet
2017-07-31,1690.86,STANDARD LIFE,Balance Sheet
2017-08-31,1690.86,STANDARD LIFE,Balance Sheet
2017-08-31,1652.34,THE DARLINGTON LABOUR GROUP,Balance Sheet
2017-07-31,1652.34,THE DARLINGTON LABOUR GROUP,Balance Sheet
2017-07-31,6995.16,UNISON L04007,Balance Sheet
2017-08-31,6952.38,UNISON L04007,Balance Sheet
2017-08-31,603.56,UNITE,Balance Sheet
2017-07-31,603.56,UNITE,Balance Sheet
2017-06-01,9189.68,ZURICH INSURANCE COMPANY,Balance Sheet
2017-07-31,1200.00,BGP CONSULTING LIMITED,CHILDREN'S SERVICES
2017-08-02,547,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-08-02,502.84,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-08-02,4185.00,HES GROUP UK LTD,COMMISSIONING
2017-08-30,8140.00,MDS BUILDING & ROOFING CONTRACTOR,COMMISSIONING
2017-08-17,5241.95,MDS BUILDING & ROOFING CONTRACTOR,COMMISSIONING
2017-06-27,2975.00,MEDeQUIP,COMMISSIONING
2017-08-02,2675.00,PEART FENCING,COMMISSIONING
2017-08-02,1942.62,STANNAH LIFT SERVICES LTD,COMMISSIONING
2017-08-02,2375.00,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2017-08-17,4420.59,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2017-08-14,2162.92,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2017-07-06,10178.57,BRISTOL STREET MOTORS NISSAN,ECONOMIC GROWTH
2017-07-24,82611.00,NORTH EAST TRUCK & VAN LTD,ECONOMIC GROWTH
2017-07-06,10178.57,VAUXHALL NEWCASTLE,ECONOMIC GROWTH
2017-07-28,750,DWF LLP,ECONOMIC GROWTH
2017-07-28,750,DWF LLP,ECONOMIC GROWTH
2017-07-31,1187.50,IDPARTNERSHIP NORTHERN,ECONOMIC GROWTH
2017-07-13,3477.72,NORTHERN ARCHAEOLOGICAL ASSOCIATES LTD,ECONOMIC GROWTH
2017-07-31,1873.00,SAJ TRANSPORT CONSULTANTS LTD,ECONOMIC GROWTH
2017-07-25,1280.00,THE GATE COMPANY,ECONOMIC GROWTH
2017-07-25,750,ARCHAEO-ENVIRONMENT LTD,ECONOMIC GROWTH
2017-07-11,1983.50,WILLMOTT DIXON CONSTRUCTION LTD,ECONOMIC GROWTH
2017-07-13,1400.00,BOND DICKINSON,ECONOMIC GROWTH
2017-06-28,2200.00,EVERSHEDS SUTHERLAND (INTERNATIONAL) LLP,ECONOMIC GROWTH
2017-07-31,3350.00,BGP CONSULTING LIMITED,ECONOMIC GROWTH
2017-06-14,748,CA TRAFFIC,ECONOMIC GROWTH
