,,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3088042,1587.96,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3086472,2328.32,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3086472,2054.40,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3086472,958.72,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3088042,1804.50,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,AT WAGGOTT HAULAGE,3081946,5045.75,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BGP CONSULTING LIMITED,3088279,753.17,Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BIKE STOP DARLINGTON LTD,3085832,3400.00,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BLUMILK,3088733,1400.00,Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BLUMILK,3088767,760,Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,CHARLES WAGGOTT HAULAGE,3081947,2286.00,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,CHARLES WAGGOTT HAULAGE,3081947,838,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,CHARLES WAGGOTT HAULAGE,3081947,1074.00,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,CIPFA BUSINESS LIMITED,0,1445.00,Statutory Testing
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,677.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,677.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,677.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,677.74,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,563.51,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,EXTERIOR LIGHTING SOLUTIONS LTD,3087481,5917.60,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,F G M DECORATORS,3087602,760,Routine Maintenance
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,F G M DECORATORS,3088832,1329.00,Routine Maintenance
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,F G M DECORATORS,3088832,886,Routine Maintenance
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,HALL CONSTRUCTION SERVICES,3080769,33330.30,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,JEWSON LTD,3088044,596.34,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,JOBLING PURSER,3087556,742.9,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,K C PLANT HIRE,3084982,770,Equipment
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,LOVE TO RIDE,3084563,8760.00,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082333,42921.67,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3082333,43530.30,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3084337,3880.40,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MALLATITE LIMITED,3087484,1571.88,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,0,572,Plant Hire
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3081935,546,Plant Hire
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3081935,546,Plant Hire
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MECHPLANT NORTH EAST LTD,3081935,556,Plant Hire
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088770,683.88,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088811,500,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3082581,734.16,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088811,500,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088045,614.32,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3089248,1590.40,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3087667,680.66,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088045,587.68,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3087667,1635.25,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3087667,1259.20,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3088045,2815.40,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3087667,794.24,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3086914,968,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3086914,1982.27,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3085778,1862.47,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3085778,698,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3086463,809.5,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3087258,1079.48,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3086354,1548.49,Carriageway Works
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3086354,590,Carriageway Works
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3089550,1049.30,Signage
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MRC ROADS LIMITED,3086635,768.34,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MULTIHOG UK LTD,3088613,967.91,Equipment
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN GAS NETWORKS LIMITED,3090080,777.24,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084499,2668.05,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084499,2134.44,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084532,1067.22,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084498,3201.66,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084535,5069.42,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084498,1823.93,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084531,2936.23,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084533,2402.37,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084497,1868.51,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084496,3201.66,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084534,533.61,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3085359,3579.89,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084497,1067.22,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084532,9265.13,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084498,8084.47,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084499,2668.05,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084535,2134.44,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084497,2645.16,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHERN POWERGRID (NORTHEAST) LTD,3084530,7693.39,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NORTHUMBRIAN WATER,0,641.13,Water Charges
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER,0,1717.90,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER,0,1400.00,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER,0,35893.00,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,831.52,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,NPOWER NORTHERN FINANCE,0,1994.27,Electricity
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,PINKNEY BUILDING CONTARCTORS LTD (GRANTS),3086717,2064.00,Vehicle Hire
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,1358.18,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,3745.07,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,1893.23,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,802.82,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,PREMIER TRAFFIC MANAGEMENT,3081938,1236.46,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,RENNYCO LTD,3087221,585,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,S & I STRUCTURES,3088409,762,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,SCHMUCK WHORLTON LTD,3087260,665,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),3083339,1080.55,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),3086361,28702.92,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,SIMMON SIGNS,3087103,702.84,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,SMITH CREATIVE COMMUNICATIONS LIMITED,3088794,9400.00,Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,876,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,504,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3088649,1280.00,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3081944,1000.00,Waste Management
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,1129.60,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,606.4,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,655.2,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,916.2,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,551.8,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,789.9,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,543.9,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,609.9,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,655.2,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,549.9,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,514.8,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,871.8,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,515.2,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,655.2,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,514.8,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,655.2,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3088649,720,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,609.9,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,573.3,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,706.8,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,573.3,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,655.2,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,550.4,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,T M WARD (DARLINGTON) LTD,3086465,666.3,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3086218,667.76,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3088797,1837.81,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3086726,2145.54,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3087673,1526.23,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3085210,27102.17,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3087673,1083.47,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3087673,654,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3089444,1063.69,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TARMAC LTD,3089355,860.26,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3081941,950,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3081941,1550.00,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,3081941,9450.00,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TOWNSCAPE PRODUCTS LIMITED,3087069,749.38,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,1401.60,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,4388.76,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,TYNEDALE ROADSTONE LIMITED,3088652,7205.10,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,WERNICK HIRE LTD,3071447,553.55,Equipment
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,WM MORRISON (D'TON) ENTERPRISE TRUST,3089224,991.7,Rent Of Facilities
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,WM SMITH & SONS (BARNARD CASTLE) LTD,3087747,1144.29,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,YOTTA DCL,3082967,3835.56,Statutory Testing
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,ZENITH,3086749,990,Employee Training Course Costs
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,ERNST & YOUNG LLP,3085879,26197.00,Professional Fees & Consultancy
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,LG FUTURES,3088706,950,Subscriptions
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - Finance,SECURICOR CASH SERVICES LTD,0,708.53,Security Services
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - ICT,DAISY COMMUNICATIONS LTD,0,7470.20,Telephone Costs
INSERTED DETAIL,,Neighbourhood Services & Resources,AD - ICT,VIRGIN MEDIA BUSINESS LIMITED,0,3944.23,Telephone Costs
