Payment Date,Amount,Benificiary Name,Organisational Unit
2017-06-21,10675.00,HALFORDS,Balance Sheet
2017-09-21,13127.44,KIDDIVOUCHERS LTD,Balance Sheet
2017-07-26,2147.60,OVE ARUP AND PARTNERS LIMITED,Balance Sheet
2017-08-31,5256.03,ZURICH INSURANCE COMPANY,Balance Sheet
2017-08-31,5440.00,ALBANY OFFICE FURNITURE SOLUTIONS,CHILDREN'S SERVICES
2017-06-15,925,APEC ENVIRONMENTAL,CHILDREN'S SERVICES
2017-05-28,1500.00,DKS ARCHITECTS,CHILDREN'S SERVICES
2017-07-25,4130.00,DTA CONSULTING ENGINEERS LLP,CHILDREN'S SERVICES
2017-08-29,1752.50,DTA CONSULTING ENGINEERS LLP,CHILDREN'S SERVICES
2017-09-27,10496.00,ABACUS HEALTHCARE,COMMISSIONING
2017-09-27,1030.68,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-09-05,658.5,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-09-27,1846.60,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-09-27,2350.00,HES GROUP UK LTD,COMMISSIONING
2017-09-27,3725.00,HES GROUP UK LTD,COMMISSIONING
2017-09-27,4741.00,HES GROUP UK LTD,COMMISSIONING
2017-09-21,3755.00,HES GROUP UK LTD,COMMISSIONING
2017-09-21,3707.00,HES GROUP UK LTD,COMMISSIONING
2017-09-27,22805.00,JOHN RYAN BUILDING SERVICES LIMITED,COMMISSIONING
2017-09-27,3138.00,LOCKWISE LTD,COMMISSIONING
2017-09-06,1110.00,PEART FENCING,COMMISSIONING
2017-09-05,4412.00,PEART FENCING,COMMISSIONING
2017-09-05,5280.00,STANNAH LIFT SERVICES LTD,COMMISSIONING
2017-09-05,3781.73,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2017-09-06,1065.00,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2017-09-11,9500.00,BARKER AND STONEHOUSE,ECONOMIC GROWTH
2017-09-08,5853.75,GREENLAY (GRASS MACHINERY) LTD,ECONOMIC GROWTH
2017-09-12,14600.00,LLOYD LTD,ECONOMIC GROWTH
2017-09-14,22444.00,S JENNINGS LTD,ECONOMIC GROWTH
2017-07-14,17805.00,S JENNINGS LTD,ECONOMIC GROWTH
2017-06-08,72264.40,T C HARRISON JCB,ECONOMIC GROWTH
2017-07-31,3600.00,BGP CONSULTING LIMITED,ECONOMIC GROWTH
2017-06-30,4000.00,IDPARTNERSHIP NORTHERN,ECONOMIC GROWTH
2017-08-18,727.43,MIDDLESBROUGH BOROUGH COUNCIL,ECONOMIC GROWTH
2017-08-31,4600.20,SAJ TRANSPORT CONSULTANTS LTD,ECONOMIC GROWTH
2017-08-30,2950.00,GVA,ECONOMIC GROWTH
2017-06-30,3000.00,BGP CONSULTING LIMITED,ECONOMIC GROWTH
2017-07-31,3000.00,BGP CONSULTING LIMITED,ECONOMIC GROWTH
2017-05-31,5000.00,BGP CONSULTING LIMITED,ECONOMIC GROWTH
2017-05-10,825,FLEURETS (LEISURE PROPERTY SPECIALISTS),ECONOMIC GROWTH
2017-09-06,2400.95,ARRIVA NORTH EAST LIMITED,ECONOMIC GROWTH
2017-07-27,2400.95,ARRIVA NORTH EAST LIMITED,ECONOMIC GROWTH
2017-09-13,2625.00,CA TRAFFIC,ECONOMIC GROWTH
2017-08-31,610,CA TRAFFIC,ECONOMIC GROWTH
2017-09-02,1575.00,FINDLAY SURVEYS,ECONOMIC GROWTH
2017-08-31,1439.80,LANES FOR DRAINS,ECONOMIC GROWTH
2017-07-31,746.87,MRC ROADS LIMITED,ECONOMIC GROWTH
2017-08-21,1420.78,WM SMITH & SONS (BARNARD CASTLE) LTD,ECONOMIC GROWTH
2017-08-17,2800.00,AY-PE LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-09-12,7052.40,MAG LAUNDRY EQUIPMENT,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-24,8697.00,RATSTAND,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-16,7240.00,SIS (UK) LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-09-07,597.42,STRUCTURAL & CIVIL CONSULTANTS LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-09-05,6292.27,THEATRESEARCH LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-09-07,60436.28,WILLMOTT DIXON CONSTRUCTION LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-09-07,808218.09,WILLMOTT DIXON CONSTRUCTION LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-09-01,1000.00,BLOOM PROCUREMENT SERVICES LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-09-01,600,BLOOM PROCUREMENT SERVICES LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-11,1000.00,BLOOM PROCUREMENT SERVICES LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-18,3767.05,KEEPMOAT REGENERATION LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-09,1383.44,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-09,547.27,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-16,2728.58,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-16,2153.24,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-09-06,1125.63,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-15,544.76,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-15,1629.82,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-15,2153.24,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-09-04,532.54,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-09-04,4518.52,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-29,1852.00,PEART FENCING,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-31,1236.00,SCHOTT REMOVALS TRANSPORT LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-08-25,2296.00,SCHOTT REMOVALS TRANSPORT LTD,NEIGHBOURHOOD SERVICES & RESOURCES
