Payment Date,Amount,Benificiary Name,Organisational Unit
2018-09-04,14884.47,DARLINGTON CREDIT UNION LIMITED,Balance Sheet
2018-09-20,12339.37,KIDDIVOUCHERS LTD,Balance Sheet
2018-09-04,3772.46,NHS PENSIONS,Balance Sheet
2018-09-04,21328.89,PRUDENTIAL LOCAL GOVERNMENT,Balance Sheet
2018-09-04,1790.86,STANDARD LIFE,Balance Sheet
2018-09-04,1781.08,THE DARLINGTON LABOUR GROUP,Balance Sheet
2018-09-04,6441.72,UNISON L04007,Balance Sheet
2018-09-04,549.57,UNITE,Balance Sheet
2018-07-31,1000.00,ZURICH MANAGEMENT SERVICES LIMITED,Balance Sheet
2018-09-04,49385.17,ZURICH MUNICPAL,Balance Sheet
2018-09-03,1857.37,186 PROPERTY SOLUTIONS,CHILDREN'S SERVICES
2018-07-30,930,B & A DESIGN AND MANUFACTURE LTD,CHILDREN'S SERVICES
2018-07-30,930,B & A DESIGN AND MANUFACTURE LTD,CHILDREN'S SERVICES
2018-07-30,1125.00,B & A DESIGN AND MANUFACTURE LTD,CHILDREN'S SERVICES
2018-07-30,525,B & A DESIGN AND MANUFACTURE LTD,CHILDREN'S SERVICES
2018-07-30,1125.00,B & A DESIGN AND MANUFACTURE LTD,CHILDREN'S SERVICES
2018-07-30,525,B & A DESIGN AND MANUFACTURE LTD,CHILDREN'S SERVICES
2018-07-30,1125.00,B & A DESIGN AND MANUFACTURE LTD,CHILDREN'S SERVICES
2018-07-30,535.5,B & A DESIGN AND MANUFACTURE LTD,CHILDREN'S SERVICES
2018-07-30,1125.00,B & A DESIGN AND MANUFACTURE LTD,CHILDREN'S SERVICES
2018-07-30,575.4,B & A DESIGN AND MANUFACTURE LTD,CHILDREN'S SERVICES
2018-08-16,700,DTA CONSULTING ENGINEERS LLP,CHILDREN'S SERVICES
2018-09-04,4481.45,EDIT LEARNING LTD,CHILDREN'S SERVICES
2018-09-27,599.35,DURHAM COUNTY COUNCIL,COMMISSIONING
2018-09-03,3064.42,SUNTER LTD,COMMISSIONING
2018-09-03,3532.84,SUNTER LTD,COMMISSIONING
2018-09-03,3873.75,SUNTER LTD,COMMISSIONING
2018-09-03,5686.45,SUNTER LTD,COMMISSIONING
2018-09-03,4738.90,SUNTER LTD,COMMISSIONING
2018-09-03,945,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2018-09-03,1372.27,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2018-09-03,1342.00,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2018-09-27,2315.92,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2018-09-27,2585.47,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2018-09-27,1300.47,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2018-08-07,885.98,INSIGHT DIRECT (UK) LTD,ECONOMIC GROWTH
2018-08-18,2540.00,G & A SECURITY,ECONOMIC GROWTH
2018-09-18,2230.97,GROUND IMPROVEMENTS LTD,ECONOMIC GROWTH
2018-08-16,11112.50,GROUND IMPROVEMENTS LTD,ECONOMIC GROWTH
2018-09-14,4939.87,GROUND IMPROVEMENTS LTD,ECONOMIC GROWTH
2018-08-29,1750.00,CUSHMAN & WAKEFIELD,ECONOMIC GROWTH
2018-09-12,50302.60,WILLMOTT DIXON CONSTRUCTION LTD,ECONOMIC GROWTH
2018-08-14,8673.24,BT TELEPHONE PAYMENT CENTRE,ECONOMIC GROWTH
2018-08-31,95391.41,ESH CONSTRUCTION LIMITED,ECONOMIC GROWTH
2018-07-31,7447.44,ESH CONSTRUCTION LIMITED,ECONOMIC GROWTH
2018-08-16,3154.50,MIDDLESBROUGH BOROUGH COUNCIL,ECONOMIC GROWTH
2018-08-09,2300.00,NATIONWIDE DATA COLLECTION,ECONOMIC GROWTH
2018-08-07,525.6,NEWSQUEST MEDIA GROUP,ECONOMIC GROWTH
2018-08-09,525.6,NEWSQUEST MEDIA GROUP,ECONOMIC GROWTH
2018-08-23,525.6,NEWSQUEST MEDIA GROUP,ECONOMIC GROWTH
2018-08-30,1412.00,NORTHERN POWERGRID LIMITED,ECONOMIC GROWTH
2018-08-14,1229.00,WS ATKINS (SERVICES) LTD,ECONOMIC GROWTH
2018-08-14,7536.00,WS ATKINS (SERVICES) LTD,ECONOMIC GROWTH
2018-08-14,20054.00,WS ATKINS (SERVICES) LTD,ECONOMIC GROWTH
2018-08-26,532.16,B & Q PLC,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-02,2250.00,BARRETT ENVIRONMENTAL,NEIGHBOURHOOD SERVICES & RESOURCES
2018-06-21,1565.00,GOLDSHIELD SECURUS LIMITED,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-24,2093.00,LOCKWISE LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-14,583.1,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-14,1363.00,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-14,4041.30,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-14,1169.43,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-15,2327.87,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-21,835.63,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-21,522.69,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-30,583.1,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-30,1471.77,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-08-17,1730.00,SCHOTT REMOVALS TRANSPORT LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-09-10,1437.36,ADULT PLACEMENT SERVICES T/A AVALON,Children and Adults Services
2018-09-05,2352.00,AGE UK DARLINGTON,Children and Adults Services
2018-09-24,8496.00,ALEXANDRA PARK (AUTISM CARE) UK LTD,Children and Adults Services
2018-08-10,2709.25,ALZHEIMERS SOCIETY,Children and Adults Services
2018-08-10,10458.00,ALZHEIMERS SOCIETY,Children and Adults Services
2018-08-10,2709.25,ALZHEIMERS SOCIETY,Children and Adults Services
2018-08-10,10458.00,ALZHEIMERS SOCIETY,Children and Adults Services
2018-09-24,3219.12,ANNE CHARLTON LODGE,Children and Adults Services
2018-09-24,3825.00,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2018-09-24,4200.00,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2018-09-24,525,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2018-09-24,3450.00,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2018-09-24,39300.00,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2018-09-24,1200.00,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2018-09-05,1537.76,ASPIRATIONS CARE,Children and Adults Services
2018-09-10,2822.08,BARNARDO'S,Children and Adults Services
2018-09-07,1391.52,BARNARDO'S,Children and Adults Services
2018-09-24,2279.00,BEACONSFIELD COURT CARE HOME,Children and Adults Services
2018-09-10,3540.32,BROADACRES HOUSING ASSOC. LTD,Children and Adults Services
2018-09-05,3674.99,BROADACRES HOUSING ASSOC. LTD,Children and Adults Services
2018-09-05,1525.14,BROADACRES HOUSING ASSOC. LTD,Children and Adults Services
2018-09-24,2037.84,BROOKFIELDS CARE HOME (SSL HEALTHCARE),Children and Adults Services
2018-07-30,740,BUTTERWICK LIMITED,Children and Adults Services
2018-07-30,555,BUTTERWICK LIMITED,Children and Adults Services
2018-07-30,740,BUTTERWICK LIMITED,Children and Adults Services
