Payment Date,Amount,Benificiary Name,Organisational Unit
2017-04-07,5868.00,BISHOPTON PARISH COUNCIL,Balance Sheet
2017-04-01,9630.00,FORE CONSULTING LTD,Balance Sheet
2017-04-07,16772.00,HEIGHINGTON PARISH COUNCIL 31068210,Balance Sheet
2017-04-07,3500.00,HIGH CONISCLIFFE PARISH COUNCIL,Balance Sheet
2017-04-07,53000.00,HURWORTH P. C. (GRANT),Balance Sheet
2017-04-13,14741.37,KIDDIVOUCHERS LTD,Balance Sheet
2017-04-07,10390.00,LOW CONISCLIFFE & MERRYBENT PARISH COUN,Balance Sheet
2017-04-07,45182.00,MIDDLETON ST GEORGE PARISH COUNCIL,Balance Sheet
2017-04-07,3774.00,NEASHAM PARISH COUNCIL,Balance Sheet
2017-03-08,556.73,NORTHERN POWERGRID (NORTHEAST) LTD,Balance Sheet
2017-03-31,26352.08,OVE ARUP AND PARTNERS LIMITED,Balance Sheet
2017-04-07,1512.00,PIERCEBRIDGE PARISH COUNCIL (GRANT),Balance Sheet
2017-04-07,10875.00,SADBERGE PARISH COUNCIL,Balance Sheet
2017-03-29,85050.00,THE RYDAL ACADEMY,Balance Sheet
2017-04-07,5427.00,WHESSOE PARISH COUNCIL,Balance Sheet
2017-03-31,12266.00,ZURICH INSURANCE COMPANY,Balance Sheet
2017-04-15,1402.00,DISTINCT DARLINGTON LIMITED,Bidra
2017-03-29,10000.00,EASTBOURNE PRE-SCHOOL,CHILDREN'S SERVICES
2017-04-12,1190.54,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-04-12,2491.80,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-04-12,2730.82,GHENT BUILDING CONTRACTORS,COMMISSIONING
2017-04-12,3475.78,HES GROUP UK LTD,COMMISSIONING
2017-04-21,7200.00,MDS BUILDING & ROOFING CONTRACTOR,COMMISSIONING
2017-04-21,1522.00,PEART FENCING,COMMISSIONING
2017-04-12,1556.00,PEART FENCING,COMMISSIONING
2017-04-12,12724.25,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2017-04-25,1070.00,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2017-03-31,29830.50,CARRS BILLINGTON AGRICULTURE,ECONOMIC GROWTH
2017-03-31,2850.00,BGP CONSULTING LIMITED,ECONOMIC GROWTH
2017-03-31,780,JH PARTNERS,ECONOMIC GROWTH
2017-04-09,3035.00,TEP,ECONOMIC GROWTH
2017-04-11,1671.01,VIRGIN MEDIA BUSINESS LIMITED,ECONOMIC GROWTH
2017-03-30,829.91,WSP UK LTD,ECONOMIC GROWTH
2017-04-03,1428.00,ALL EVENTS SECURITY,ECONOMIC GROWTH
2017-04-10,1632.00,ALL EVENTS SECURITY,ECONOMIC GROWTH
2017-04-03,768.62,BGP CONSULTING LIMITED,ECONOMIC GROWTH
2017-03-31,6741.09,BGP CONSULTING LIMITED,ECONOMIC GROWTH
2017-04-05,945,REED BUSINESS INFORMATION LTD,ECONOMIC GROWTH
2017-03-31,21970.42,WHARTON CONSTRUCTION LIMITED,ECONOMIC GROWTH
2017-03-31,94672.66,WHARTON CONSTRUCTION LIMITED,ECONOMIC GROWTH
2017-03-20,2400.95,ARRIVA NORTH EAST LIMITED,ECONOMIC GROWTH
2017-03-25,843.97,MRC ROADS LIMITED,ECONOMIC GROWTH
2017-03-25,2688.50,MRC ROADS LIMITED,ECONOMIC GROWTH
2017-03-25,1230.00,MRC ROADS LIMITED,ECONOMIC GROWTH
2017-03-25,514,MRC ROADS LIMITED,ECONOMIC GROWTH
2017-04-04,533.61,NORTHERN POWERGRID (NORTHEAST) LTD,ECONOMIC GROWTH
2017-03-27,995.7,STRUCTURAL & CIVIL CONSULTANTS LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-03-31,6292.27,THEATRESEARCH LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-04,748863.99,WILLMOTT DIXON CONSTRUCTION LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-04,327624.05,WILLMOTT DIXON CONSTRUCTION LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-13,500,BLOOM PROCUREMENT SERVICES LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-13,500,BLOOM PROCUREMENT SERVICES LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-03-23,2517.45,CONTRACT FLOORING SERVICES (NE) LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-03-31,500,DESCO,NEIGHBOURHOOD SERVICES & RESOURCES
2017-03-31,1785.00,GOLDSHIELD SECURUS LIMITED,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-07,967.96,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-05,1531.15,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-19,1846.22,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-18,549.66,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-18,821.54,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-18,543.27,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-03-31,856,SCHOTT REMOVALS TRANSPORT LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-04-22,686.8,ADULT PLACEMENT SERVICES T/A AVALON,Children and Adults Services
2017-04-22,2981.72,ADULT PLACEMENT SERVICES T/A AVALON,Children and Adults Services
2017-04-24,1877.50,AGE UK DARLINGTON,Children and Adults Services
2017-04-24,533.5,AGE UK DARLINGTON,Children and Adults Services
2017-04-07,1160.80,AKARI CARE LTD,Children and Adults Services
