Payment Date,Amount,Benificiary Name,Organisational Unit
2017-06-01,14513.33,DARLINGTON CREDIT UNION LIMITED,Balance Sheet
2017-06-01,535.79,EQUITABLE LIFE ASSURANCE SOCIETY,Balance Sheet
2017-06-13,14269.67,KIDDIVOUCHERS LTD,Balance Sheet
2017-06-28,4553.64,MIDDLETON ST GEORGE PARISH COUNCIL,Balance Sheet
2017-06-01,3772.46,NHS PENSIONS,Balance Sheet
2017-05-15,533.61,NORTHERN POWERGRID (NORTHEAST) LTD,Balance Sheet
2017-06-01,15154.40,PRUDENTIAL LOCAL GOVERNMENT,Balance Sheet
2017-06-01,1190.86,STANDARD LIFE,Balance Sheet
2017-06-01,7054.86,UNISON L04007,Balance Sheet
2017-06-01,630.84,UNITE,Balance Sheet
2017-06-14,5000.00,ZURICH INSURANCE COMPANY,Balance Sheet
2017-04-28,4777.32,KIER CONSTRUCTION,CHILDREN'S SERVICES
2017-06-02,1286.28,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-06-02,750.6,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-06-29,624.6,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-06-29,592.19,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-06-29,713.69,DURHAM COUNTY COUNCIL,COMMISSIONING
2017-06-29,3901.00,HES GROUP UK LTD,COMMISSIONING
2017-06-29,4317.00,HES GROUP UK LTD,COMMISSIONING
2017-06-29,2385.00,HES GROUP UK LTD,COMMISSIONING
2017-06-29,3821.00,HES GROUP UK LTD,COMMISSIONING
2017-06-02,8492.48,MDS BUILDING & ROOFING CONTRACTOR,COMMISSIONING
2017-06-29,2543.00,PEART FENCING,COMMISSIONING
2017-06-29,5062.68,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2017-06-29,3047.83,THYSSENKRUPP ENCASA LIMITED,COMMISSIONING
2017-03-14,17492.00,FORKTRUCK SOLUTIONS LTD,ECONOMIC GROWTH
2017-05-09,13486.00,LLOYD LTD,ECONOMIC GROWTH
2017-05-31,780,JH PARTNERS,ECONOMIC GROWTH
2017-05-31,6585.00,THE GATE COMPANY,ECONOMIC GROWTH
2017-05-24,2400.95,ARRIVA NORTH EAST LIMITED,ECONOMIC GROWTH
2017-05-19,610,CA TRAFFIC,ECONOMIC GROWTH
2017-06-12,500,CLEVELAND CABLE COMPANY LIMITED,ECONOMIC GROWTH
2017-05-10,3300.00,IAN FARMER ASSOCIATES,ECONOMIC GROWTH
2017-05-11,13575.00,JMP CONSULTANTS LTD,ECONOMIC GROWTH
