,,Darlington Borough Council - Analysis of Transactions Over £500,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
columns,,text description,text servdesc,apar_name,order_id,amount,accdesc
,,Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Economic Growth,Economic Initiative,COMMERCIAL PROPERTY MONTHLY,3084446,848,Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Economic Initiative,CUNDALL JOHNSTON & PARTNERS LLP,3075709,790,Professional Fees & Consultancy
INSERTED DETAIL,,Economic Growth,Economic Initiative,DISTINCT DARLINGTON LIMITED,3084729,"3,692.78",Other Establishments
INSERTED DETAIL,,Economic Growth,Economic Initiative,WYG ENGINEERING LTD,3085368,"11,336.03",Consultancy Fees
INSERTED DETAIL,,Economic Growth,Economic Initiative,XMA LIMITED,3084379,533.26,Ict Hardware Purchase
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082267,582.24,Cctv Monitoring Charge
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081351,771.38,Cyclical - Intruder Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082256,"1,071.57",Cctv Monitoring Charge
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081340,"1,205.63",Cyclical - Intruder Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082264,"1,531.76",Cyclical - Intruder Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082265,"1,047.46",Cyclical - Fire Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081353,"1,914.20",Cyclical - Intruder Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082266,"1,757.27",Cyclical - Fire Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081342,"1,105.74",Cyclical - Intruder Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082270,"1,266.09",Cyclical - Fire Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081374,"1,428.93",Cyclical - Intruder Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082255,843.33,Cyclical - Fire Fighting Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082271,789.42,Cyclical - Fire Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081377,996.3,Cyclical - Intruder Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081347,861.25,Cyclical - Intruder Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081350,641.94,Cyclical - Intruder Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082253,910.24,Cyclical - Fire Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082252,"1,386.25",Cyclical - Maint Gates & Doors
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082261,830.81,Cyclical - Fire Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3081341,"1,060.64",Cyclical - Intruder Alarms
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3082269,"4,179.31",Cyclical - Maint Gates & Doors
INSERTED DETAIL,,Economic Growth,Regulatory Services,ADT FIRE & SECURITY PLC,3084004,956.65,Repairs - Door Entry System
INSERTED DETAIL,,Economic Growth,Regulatory Services,ARNET LTD,3083642,"1,946.00",Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,BT OPENREACH,0,"1,007.82",Other Supplies & Services
INSERTED DETAIL,,Economic Growth,Regulatory Services,CARPETTIME LIMITED,3084145,656.9,Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,"8,281.64",Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,"2,791.86",Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,CORONA ENERGY LTD,0,"1,630.21",Gas
INSERTED DETAIL,,Economic Growth,Regulatory Services,DARLINGTON SCAFFOLDING LTD,3081741,"1,100.00",Repairs - Asbestos Removal
INSERTED DETAIL,,Economic Growth,Regulatory Services,DARLINGTON SCAFFOLDING LTD,3082653,784,Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,DISCLOSURE & BARRING SERVICE,3084607,704,DBS Checks
INSERTED DETAIL,,Economic Growth,Regulatory Services,DURHAM COUNTY COUNCIL,3082527,"1,572.88",Cyclical-Lift Maintenance
INSERTED DETAIL,,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3082053,"1,298.62",Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3084488,"4,929.00",Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3084489,"3,200.00",Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,ELECTRONIC SECURITY SOLUTIONS LTD,3083700,"2,138.48",Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,EVERYTHING EVERYWHERE LIMITED,3083883,774,Voice Telephone Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,GEORGE BOYD ARCHITECTURAL IRONMONGERY,3081765,"1,400.00",Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,INITIAL WASHROOM HYGIENE,3082658,"3,808.82",Hygiene Services
INSERTED DETAIL,,Economic Growth,Regulatory Services,MAXI FILTRATION LTD,3083446,996.33,Other Consumables
INSERTED DETAIL,,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,571.14,Water Charges
INSERTED DETAIL,,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,"2,098.04",Water Charges
INSERTED DETAIL,,Economic Growth,Regulatory Services,NORTHUMBRIAN WATER,0,"3,675.61",Water Charges
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER,0,700,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,"1,095.67",Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,"19,399.93",Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,"1,116.00",Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,595.4,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,"1,179.45",Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,"14,519.62",Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,532.99,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,"1,763.75",Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,"1,927.63",Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,626.13,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,"1,627.04",Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,"1,062.95",Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,NPOWER NORTHERN FINANCE,0,939.56,Electricity
INSERTED DETAIL,,Economic Growth,Regulatory Services,OTIS PLC,0,"2,569.24",Repairs - Lifts
INSERTED DETAIL,,Economic Growth,Regulatory Services,PATRIOT SYSTEMS,3084241,803.44,Equipment
INSERTED DETAIL,,Economic Growth,Regulatory Services,RENNYCO LTD,3082215,"1,521.26",Repairs - Building Fabric
INSERTED DETAIL,,Economic Growth,Regulatory Services,ROVIN ENVIRONMENTAL (NORTH EAST) LTD,3083310,"2,528.00",Repairs - Asbestos Removal
INSERTED DETAIL,,Economic Growth,Regulatory Services,ROVIN ENVIRONMENTAL (NORTH EAST) LTD,3083871,946,Repairs - Asbestos Removal
INSERTED DETAIL,,Economic Growth,Regulatory Services,SCHOTT REMOVALS TRANSPORT LTD,3084913,"1,170.40",Storage Costs
INSERTED DETAIL,,Economic Growth,Regulatory Services,SCHOTT REMOVALS TRANSPORT LTD,3083973,"1,170.40",Storage Costs
INSERTED DETAIL,,Economic Growth,Regulatory Services,STEVE HORNER ENVIRONMENTAL SERVICES,3084590,840,Pest Control
INSERTED DETAIL,,Economic Growth,Regulatory Services,STEVE HORNER ENVIRONMENTAL SERVICES,3083795,560,Pest Control
INSERTED DETAIL,,Economic Growth,Regulatory Services,T P S BOILER SPARES,3083013,"1,124.50",Repairs - Mechanical
INSERTED DETAIL,,Economic Growth,Regulatory Services,THE BSS GROUP PLC,3076339,"5,238.00",Repairs - Mechanical
INSERTED DETAIL,,Economic Growth,Regulatory Services,WPS UNITED KINGDOM LTD,3083118,698,Repairs - Door Entry System
INSERTED DETAIL,,Economic Growth,Regulatory Services,XMA LIMITED,3084379,533.26,Ict Hardware Purchase
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3081858,756.32,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,AGGREGATE INDUSTRIES UK LTD,3081858,925.8,Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,BEAVER84,3083873,"1,163.00",Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,CARBON REDUCTION TECHNOLOGY LIMITED,3077248,"6,740.00",Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,CLEAR  CHANNEL UK LTD,3082854,"1,206.79",Building Repairs And Maintenance
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,983.15,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,884.84,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,547.5,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,547.5,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,518.5,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,556.63,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,541.38,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,507.06,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,510.88,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,540.2,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,678.63,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,678.63,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,510.88,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,678.63,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,510.88,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,510.88,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,567.81,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,778.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,715.02,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,788.63,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,620.39,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,778.11,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,564.25,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,603.57,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,910.47,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,630.9,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,510.35,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,640.1,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,830.4,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,596.85,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,757.02,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,DKS ARCHITECTS,3084077,"1,500.00",Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,EXTERION MEDIA (UK) LIMITED,3083266,"6,470.00",Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,F G M DECORATORS,3082109,"3,550.00",Routine Maintenance
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,F G M DECORATORS,3084238,576,Routine Maintenance
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,HARTLEPOOL BOROUGH COUNCIL,3075747,"1,926.63",Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,HARTLEPOOL BOROUGH COUNCIL,3075747,"7,167.94",Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,HAYS SPECIALIST SERVICES,3082636,862.54,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,ITHICA FILMS,3066098,"1,750.00",Marketing & Advertising
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,JOHN WADE (HAULAGE) LTD,3084460,720,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,JOHN WADE (HAULAGE) LTD,3084460,"2,070.00",Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,JOHN WADE (HAULAGE) LTD,3084460,765,Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,LANDSCAPE SOLUTIONS (NORTH EAST) LTD,3083634,"2,153.69",Ground Maintenance
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,LEEMING ASSOCIATES LTD,3083927,500,Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,LEEMING ASSOCIATES LTD,3083928,600,Consultancy Fees
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MACLEAN ELECTRICAL,3081079,"6,710.34",Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MILES MACADAM LTD,3082852,"59,992.00",Direct Charges - Contractors
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3078076,"2,893.40",Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084011,"4,011.31",Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084011,"1,612.86",Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084011,"1,772.12",Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3079134,"1,984.28",Materials
INSERTED DETAIL,,Economic Growth,Transport & Capital Projects,MKM BUILDING SUPPLIES (HULL) LTD,3084031,695.92,Materials
