Payment Date,Amount,Benificiary Name,Organisational Unit
2018-06-01,14129.47,DARLINGTON CREDIT UNION LIMITED,Balance Sheet
2018-06-12,12579.07,KIDDIVOUCHERS LTD,Balance Sheet
2018-05-31,613.67,MUNICIPAL MUTUAL INSURANCE LIMITED,Balance Sheet
2018-06-01,3772.46,NHS PENSIONS,Balance Sheet
2018-06-01,23478.28,PRUDENTIAL LOCAL GOVERNMENT,Balance Sheet
2018-06-01,1790.86,STANDARD LIFE,Balance Sheet
2018-06-01,6512.58,UNISON L04007,Balance Sheet
2018-06-01,550,UNITE,Balance Sheet
2018-05-31,2251.00,ZURICH INSURANCE COMPANY,Balance Sheet
2018-04-30,512.5,DTA CONSULTING ENGINEERS LLP,CHILDREN'S SERVICES
2018-05-14,840,ELECTRONIC SECURITY SOLUTIONS LTD,CHILDREN'S SERVICES
2018-05-30,3200.00,LIQUID LOGIC,COMMISSIONING
2018-06-26,1499.00,DURHAM COUNTY COUNCIL,COMMISSIONING
2018-06-26,3177.00,HES GROUP UK LTD,COMMISSIONING
2018-06-26,18700.00,STANNAH LIFT SERVICES LTD,COMMISSIONING
2018-05-09,24995.48,GREENLAY (GRASS MACHINERY) LTD,ECONOMIC GROWTH
2018-05-31,3140.00,NATURAL ENGLAND,ECONOMIC GROWTH
2018-05-14,179017.90,OVE ARUP AND PARTNERS LIMITED,ECONOMIC GROWTH
2018-06-13,46593.28,WILLMOTT DIXON CONSTRUCTION LTD,ECONOMIC GROWTH
2018-03-07,15000.00,TEES RIVERS CHARITABLE TRUST,ECONOMIC GROWTH
2018-06-26,110664.58,ESH CONSTRUCTION LIMITED,ECONOMIC GROWTH
2018-04-30,14025.00,LANES FOR DRAINS,ECONOMIC GROWTH
2018-05-15,556.73,NORTHERN POWERGRID (NORTHEAST) LTD,ECONOMIC GROWTH
2018-05-15,556.73,NORTHERN POWERGRID (NORTHEAST) LTD,ECONOMIC GROWTH
2018-06-05,12000.00,NORTHUMBRIAN WATER,ECONOMIC GROWTH
2018-05-18,19740.00,WS ATKINS (SERVICES) LTD,ECONOMIC GROWTH
2018-05-31,8113.40,CISILION LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-05-31,3640.00,GREEN ESTATE LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-05-28,1410.00,KOMPAN LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-05-08,585.54,B & Q PLC,NEIGHBOURHOOD SERVICES & RESOURCES
2018-06-20,1880.01,BT TELEPHONE PAYMENT CENTRE,NEIGHBOURHOOD SERVICES & RESOURCES
2018-05-31,575,ENTERPRISE FLEX E RENT,NEIGHBOURHOOD SERVICES & RESOURCES
2018-03-29,4002.50,GEO ENVIRONMENTAL ENGINEERING,NEIGHBOURHOOD SERVICES & RESOURCES
2018-01-19,579.69,GOLDSHIELD SECURUS LIMITED,NEIGHBOURHOOD SERVICES & RESOURCES
2018-06-06,1154.74,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-05-21,554.91,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-05-21,826.76,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-05-15,1111.04,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-06-04,638,NORTHUMBRIAN WATER,NEIGHBOURHOOD SERVICES & RESOURCES
2018-05-30,2142.00,SCHOTT REMOVALS TRANSPORT LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-05-30,1376.00,SCHOTT REMOVALS TRANSPORT LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-04-30,1268.00,SCHOTT REMOVALS TRANSPORT LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2018-05-14,1015.00,AAPNA SERVICES LTD,Children and Adults Services
2018-05-22,793.8,AAPNA SERVICES LTD,Children and Adults Services
2018-06-18,1437.36,ADULT PLACEMENT SERVICES T/A AVALON,Children and Adults Services
2018-06-04,8496.00,ALEXANDRA PARK (AUTISM CARE) UK LTD,Children and Adults Services
2018-06-04,2754.84,ANNE CHARLTON LODGE,Children and Adults Services
2018-06-04,4200.00,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2018-06-04,504,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2018-06-04,41625.00,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2018-06-04,3375.00,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2018-06-08,2673.24,ASCOT CARE AGENCY LTD,Children and Adults Services
2018-06-08,1922.20,ASCOT CARE AGENCY LTD,Children and Adults Services
2018-06-18,3293.70,ASPIRATIONS CARE,Children and Adults Services
2018-06-18,4810.36,BARNARDO'S,Children and Adults Services
2018-06-04,2139.24,BEACONSFIELD COURT CARE HOME,Children and Adults Services
