Payment Date,Amount,Benificiary Name,Organisational Unit
2017-07-03,14538.33,DARLINGTON CREDIT UNION LIMITED,Balance Sheet
2017-07-03,535.79,EQUITABLE LIFE ASSURANCE SOCIETY,Balance Sheet
2017-07-12,14071.27,KIDDIVOUCHERS LTD,Balance Sheet
2017-07-03,3772.46,NHS PENSIONS,Balance Sheet
2017-07-03,16453.88,PRUDENTIAL LOCAL GOVERNMENT,Balance Sheet
2017-07-13,506,SEWELL & CARR,Balance Sheet
2017-07-03,1190.86,STANDARD LIFE,Balance Sheet
2017-07-03,1652.34,THE DARLINGTON LABOUR GROUP,Balance Sheet
2017-07-03,7052.87,UNISON L04007,Balance Sheet
2017-07-03,617.2,UNITE,Balance Sheet
2017-05-30,6000.00,ZURICH INSURANCE COMPANY,Balance Sheet
2017-07-06,2000.00,ZURICH INSURANCE COMPANY,Balance Sheet
2017-05-31,5570.65,ZURICH INSURANCE COMPANY,Balance Sheet
2017-06-30,2950.00,DESCO,CHILDREN'S SERVICES
2017-06-30,80000.00,ST GEORGES CHURCH OF ENGLAND ACADEMY,CHILDREN'S SERVICES
2017-07-26,564,CUMMINGS ARCHITECTS LTD,COMMISSIONING
2017-07-07,9600.00,NORTH EAST TRUCK & VAN LTD,ECONOMIC GROWTH
2017-06-30,10178.57,VAUXHALL NEWCASTLE,ECONOMIC GROWTH
2017-06-08,2226.67,WILLMOTT DIXON CONSTRUCTION LTD,ECONOMIC GROWTH
2017-07-20,1012.00,BOND DICKINSON,ECONOMIC GROWTH
2017-02-22,2755.00,BOND DICKINSON,ECONOMIC GROWTH
2016-12-19,2200.00,NATURAL ENGLAND,ECONOMIC GROWTH
2017-06-21,2323.50,ARRIVA NORTH EAST LIMITED,ECONOMIC GROWTH
2017-06-27,2000.00,ARRIVA NORTH EAST LIMITED,ECONOMIC GROWTH
2017-07-18,975,IMPROVE RISK & VALUE LTD,ECONOMIC GROWTH
2017-06-19,3850.00,JMP CONSULTANTS LTD,ECONOMIC GROWTH
2017-07-03,920.66,NORTHERN POWERGRID (NORTHEAST) LTD,ECONOMIC GROWTH
2017-06-23,920.66,NORTHERN POWERGRID (NORTHEAST) LTD,ECONOMIC GROWTH
2017-06-23,1414.92,NORTHERN POWERGRID (NORTHEAST) LTD,ECONOMIC GROWTH
2017-06-13,16230.00,WS ATKINS (SERVICES) LTD,ECONOMIC GROWTH
2017-07-07,32460.00,WS ATKINS (SERVICES) LTD,ECONOMIC GROWTH
2017-07-07,2285.00,WS ATKINS (SERVICES) LTD,ECONOMIC GROWTH
2017-06-13,1355.00,WS ATKINS (SERVICES) LTD,ECONOMIC GROWTH
2017-05-31,796.56,STRUCTURAL & CIVIL CONSULTANTS LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-30,7741.89,THEATRE HULLABALOO,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-04,6292.27,THEATRESEARCH LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-11,1122745.45,WILLMOTT DIXON CONSTRUCTION LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-11,138082.71,WILLMOTT DIXON CONSTRUCTION LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-19,900,APEC ENVIRONMENTAL,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-07,665.61,B & Q PLC,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-29,4590.00,BARCLAY ROOFING LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-05,5258.00,BISHOP AUCKLAND GLAZING CO LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-13,4250.00,BLOOM PROCUREMENT SERVICES LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-03,1550.00,BLOOM PROCUREMENT SERVICES LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-03,5400.00,BLOOM PROCUREMENT SERVICES LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-03,1000.00,BLOOM PROCUREMENT SERVICES LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-30,500,DESCO,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-28,1117.86,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-05,982.39,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-05,1086.54,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-20,1753.04,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-20,1257.96,MASTERDOR  LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-05-17,899,NORTHUMBRIAN WATER,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-19,6989.60,OAKES ENERGY SERVICES LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-19,2360.00,PEART FENCING,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-27,858.21,POLAR WINDOWS N E,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-26,524,SCHOTT REMOVALS TRANSPORT LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-27,1294.00,SCHOTT REMOVALS TRANSPORT LTD,NEIGHBOURHOOD SERVICES & RESOURCES
2017-06-13,523,WESTWOOD TIMBER & FENCING,NEIGHBOURHOOD SERVICES & RESOURCES
2017-07-18,686.8,ADULT PLACEMENT SERVICES T/A AVALON,Children and Adults Services
2017-07-18,2981.72,ADULT PLACEMENT SERVICES T/A AVALON,Children and Adults Services
2017-07-11,1681.00,AGE UK DARLINGTON,Children and Adults Services
2017-07-11,582,AGE UK DARLINGTON,Children and Adults Services
2017-07-28,1160.80,AKARI CARE LTD,Children and Adults Services
2017-06-21,740,ALBANY OFFICE FURNITURE SOLUTIONS,Children and Adults Services
2017-07-28,1377.42,ANNE CHARLTON LODGE,Children and Adults Services
2017-07-28,2754.84,ANNE CHARLTON LODGE,Children and Adults Services
2017-07-28,2016.00,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2017-07-28,39312.00,ASCOT CARE (NORTH EAST) LTD,Children and Adults Services
2017-07-12,516,ASCOT CARE AGENCY LTD,Children and Adults Services
2017-07-12,774,ASCOT CARE AGENCY LTD,Children and Adults Services
2017-07-12,6713.16,ASPIRATIONS CARE,Children and Adults Services
2017-06-26,579.8,BARNARDOS,Children and Adults Services
2017-07-28,2125.76,BARRINGTON LODGE,Children and Adults Services
2017-07-28,2139.24,BEACONSFIELD COURT CARE HOME,Children and Adults Services
2017-07-28,2600.00,BRADFIELD RESIDENTIAL HOME,Children and Adults Services
2017-07-12,6087.24,BROADACRES HOUSING ASSOC. LTD,Children and Adults Services
2017-07-12,3756.24,BROADACRES HOUSING ASSOC. LTD,Children and Adults Services
2017-07-18,3540.32,BROADACRES HOUSING ASSOC. LTD,Children and Adults Services
2017-07-12,1591.74,BROADACRES HOUSING ASSOC. LTD,Children and Adults Services
2017-07-28,2037.84,BROOKFIELDS CARE HOME (SSL HEALTHCARE),Children and Adults Services
2017-06-30,740,BUTTERWICK LIMITED,Children and Adults Services
2017-06-30,740,BUTTERWICK LIMITED,Children and Adults Services
2017-06-30,1110.00,BUTTERWICK LIMITED,Children and Adults Services
2017-07-28,3708.00,C/O CARELINE LIFESTYLES LTD,Children and Adults Services
2017-07-14,8490.95,CARE MATTERS,Children and Adults Services
2017-07-14,2282.15,CARE MATTERS,Children and Adults Services
2017-07-14,754,CARE MATTERS,Children and Adults Services
2017-06-29,845.5,CARE-ABILITY,Children and Adults Services
2017-07-17,46008.58,CARELINE HOMECARE,Children and Adults Services
2017-07-17,6187.99,CARELINE HOMECARE,Children and Adults Services
2017-07-17,957,CARELINE HOMECARE,Children and Adults Services
2017-07-17,1809.75,CARELINE HOMECARE,Children and Adults Services
2017-07-17,1800.30,CARELINE HOMECARE,Children and Adults Services
2017-07-17,4753.96,CARELINE HOMECARE,Children and Adults Services
2017-07-17,1603.80,CARELINE HOMECARE,Children and Adults Services
2017-07-28,3018.40,CARELINE LIFESTYLES,Children and Adults Services
2017-07-12,7749.10,CREATIVE SUPPORT LIMITED,Children and Adults Services
2017-07-12,576.29,CREATIVE SUPPORT LIMITED,Children and Adults Services
2017-07-28,2139.24,CROFT HOUSE,Children and Adults Services
2017-07-28,3552.30,DALBY VIEW,Children and Adults Services
2017-07-28,5361.86,DANSHELL HEALTHCARE LIMITED,Children and Adults Services
2017-07-28,20300.00,DANSHELL HEALTHCARE LIMITED,Children and Adults Services
2017-07-10,1250.16,DARLINGTON ASSOCIATION ON DISABILITY LTD,Children and Adults Services
2017-06-30,5828.28,DARLINGTON ASSOCIATION ON DISABILITY LTD,Children and Adults Services
2017-06-30,3092.63,DARLINGTON ASSOCIATION ON DISABILITY LTD,Children and Adults Services
2017-06-26,7130.13,DARLINGTON ASSOCIATION ON DISABILITY LTD,Children and Adults Services
2017-06-26,12580.98,DARLINGTON ASSOCIATION ON DISABILITY LTD,Children and Adults Services
2017-07-04,8750.00,DARLINGTON ASSOCIATION ON DISABILITY LTD,Children and Adults Services
2017-07-04,2376.71,DARLINGTON ASSOCIATION ON DISABILITY LTD,Children and Adults Services
2017-07-04,4193.66,DARLINGTON ASSOCIATION ON DISABILITY LTD,Children and Adults Services
2017-07-04,13076.92,DARLINGTON ASSOCIATION ON DISABILITY LTD,Children and Adults Services
2017-07-10,586.32,DARLINGTON MIND,Children and Adults Services
2017-07-10,5641.02,DARLINGTON MIND,Children and Adults Services
2017-07-12,644.22,DARLINGTON MIND,Children and Adults Services
2017-07-12,6764.32,DARLINGTON MIND,Children and Adults Services
2017-07-02,542.66,DE-POEL,Children and Adults Services
2017-07-02,1148.85,DE-POEL,Children and Adults Services
2017-07-02,1153.29,DE-POEL,Children and Adults Services
2017-07-02,1058.40,DE-POEL,Children and Adults Services
2017-07-02,1077.07,DE-POEL,Children and Adults Services
2017-07-02,1153.29,DE-POEL,Children and Adults Services
2017-07-02,1073.74,DE-POEL,Children and Adults Services
