Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2012-05-09,23287.99,Central Office of Information,ZenithOptimedia UK Ltd,,
2012-05-09,58455.13,Central Office of Information,M4C,,
2012-05-09,33018.91,Central Office of Information,M4C,,
2012-05-09,38444.11,Central Office of Information,M4C,,
2012-05-09,35025.52,Central Office of Information,The Listening Company Ltd,,
2012-05-09,35025.52,Central Office of Information,The Listening Company Ltd,,
2012-05-09,57141.24,Central Office of Information,M4C,,
2012-05-09,83224.32,Central Office of Information,M4C,,
2012-05-09,29078.68,Central Office of Information,M4C,,
2012-05-09,40854.33,Central Office of Information,M4C,,
2012-05-09,66941.53,Central Office of Information,M4C,,
2012-05-09,24723.24,Central Office of Information,M4C,,
2012-05-09,21244.92,Central Office of Information,M4C,,
2012-05-09,35757.32,Central Office of Information,M4C,,
2012-05-09,84009.44,Central Office of Information,M4C,,
2012-05-09,29913.06,Central Office of Information,M4C,,
2012-05-09,51621.52,Central Office of Information,M4C,,
2012-05-09,167077.69,Central Office of Information,M4C,,
2012-05-09,25552.12,Central Office of Information,M4C,,
2012-05-09,62495.31,Central Office of Information,M4C,,
2012-05-09,25003.05,Central Office of Information,M4C,,
2012-05-09,41039.09,Central Office of Information,M4C,,
2012-05-09,156453.81,Central Office of Information,M4C,,
2012-05-09,75660.64,Central Office of Information,M4C,,
2012-05-09,39862.21,Central Office of Information,M4C,,
2012-05-09,114081.71,Central Office of Information,M4C,,
2012-05-09,115329.49,Central Office of Information,M4C,,
2012-05-09,198311.05,Central Office of Information,M4C,,
2012-05-09,29138.85,Central Office of Information,The Listening Company Ltd,,
2012-05-17,29048.19,Central Office of Information,M4C,,
2012-05-17,143204.53,Central Office of Information,M4C,,
2012-05-17,53495,Central Office of Information,M4C,,
2012-05-17,39685.1,Central Office of Information,M4C,,
2012-05-17,48108.53,Central Office of Information,M4C,,
2012-05-17,27758.71,Central Office of Information,M4C,,
2012-05-17,29974.51,Central Office of Information,M4C,,
2012-05-22,56000,Central Office of Information,23 RED Ltd,,
2012-05-22,23587.11,Central Office of Information,M4C,,
2012-05-22,228404.53,Central Office of Information,Howitt Ltd,,
2012-05-22,58503.41,Central Office of Information,Howitt Ltd,,
2012-05-22,96845.96,Central Office of Information,M4C,,
2012-05-22,34357.18,Central Office of Information,Experian Ltd,,
2012-05-23,79968,Central Office of Information,London Borough of Lambeth - Cashiers,,
2012-05-24,22325,Central Office of Information,Howitt Ltd,,
2012-05-24,83994.17,Central Office of Information,The Listening Company Ltd,,
2012-05-24,83430.74,Central Office of Information,The Listening Company Ltd,,
2012-05-24,65000,Central Office of Information,National Audit Office,,
2012-05-24,58369.87,Central Office of Information,M4C,,
2012-05-24,22385.32,Central Office of Information,M4C,,
