Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2011-09-01,1000000.00,Cabinet Office,CATCH22 CHARITY LTD,,
2011-09-01,88842.00,Cabinet Office,NORWICH CITY COMMUNITY SPORTS FOUNDATION,,
2011-09-01,52375.20,Cabinet Office,WIGAN COUNCIL,,
2011-09-01,27540.00,Cabinet Office,ECOVERT FM,,
2011-09-01,39822.17,Government Procurement Service,GLOBAL CROSSING,,
2011-09-01,49141.00,Government Procurement Service,GLOBAL CROSSING,,
2011-09-01,54398.79,Government Procurement Service,GLOBAL CROSSING,,
2011-09-02,951310.46,Cabinet Office,FUJITSU SERVICES,,
2011-09-02,294495.60,Cabinet Office,BIG LOTTERY FUND,,
2011-09-02,240675.00,Cabinet Office,ST ANDREWS PARK NORWICH LTD,,
2011-09-02,68230.00,Cabinet Office,TREASURER TO THE QUEEN,,
2011-09-02,59337.00,Cabinet Office,BIG LOTTERY FUND,,
2011-09-02,46663.90,Cabinet Office,TREASURY SOLICITOR TSOL,,
2011-09-02,39433.50,Cabinet Office,CAPITA RESOURCING LTD,,
2011-09-02,26991.00,Cabinet Office,PARITY SOLUTIONS LTD,,
2011-09-02,27520.00,Government Procurement Service,TREASURY SOLICITORS,,
2011-09-05,35000.00,Cabinet Office,DLA PIPER UK,,
2011-09-06,800000.00,Cabinet Office,COMMUNITY FOUNDATION NETWORK,,
2011-09-06,614740.80,Cabinet Office,LOCALITY,,
2011-09-06,31542.00,Cabinet Office,CORPORATE DOCUMENT SERVICES LTD,,
2011-09-07,138333.33,Cabinet Office,ACEVO,,
2011-09-07,34560.00,Cabinet Office,TNS UK LTD,,
2011-09-08,218859.51,Cabinet Office,ECOVERT FM LTD,,
2011-09-08,288371.80,National School of Government,DE VERE VENUES LTD,,
2011-09-09,460162.56,Cabinet Office,ECOVERT FM LTD,,
2011-09-09,108426.01,Cabinet Office,ECOVERT FM LTD,,
2011-09-09,80000.00,Cabinet Office,ORC INTERNATIONAL LIMITED,,
2011-09-09,51413.00,Cabinet Office,COI CENTRAL OFFICE OF INFORMATION,,
2011-09-09,47894.66,Cabinet Office,PARITY SOLUTIONS LTD,,
2011-09-12,935484.24,Cabinet Office,ECOVERT FM LTD,,
2011-09-12,81164.76,Cabinet Office,ECOVERT FM LTD,,
2011-09-12,58852.00,Cabinet Office,APPOINTMENTS COMMISSION,,
2011-09-12,58514.54,Cabinet Office,ECOVERT FM LTD,,
2011-09-12,50000.00,Cabinet Office,COMMUNITY MATTERS,,
2011-09-12,35774.72,Cabinet Office,ECOVERT FM LTD,,
2011-09-12,28493.86,Cabinet Office,CIMEX MEDIA LTD,,
2011-09-12,41424.90,Government Procurement Service,TREASURY SOLICITORS,,
2011-09-12,26385.00,Government Procurement Service,TREASURY SOLICITORS,,
2011-09-12,38957.39,Government Procurement Service,TREASURY SOLICITORS,,
2011-09-13,303600.00,Cabinet Office,KING STURGE LLP,,
2011-09-13,286505.63,Cabinet Office,COMMUNITY DEVELOPMENT FOUNDATION,,
2011-09-13,216548.40,Cabinet Office,MINISTRY OF DEFENCE,,
2011-09-13,183941.98,Cabinet Office,MINISTRY OF DEFENCE,,
2011-09-13,35106.91,Cabinet Office,ECOVERT FM LTD,,
2011-09-14,330583.40,Cabinet Office,HERBERT SMITH LLP,,
2011-09-15,5738000.00,Cabinet Office,DWP,,
2011-09-15,355369.74,Cabinet Office,WESTMINSTER CITY COUNCIL,,
2011-09-15,110000.00,Cabinet Office,COMMUNITY FOUNDATION NETWORK,,
2011-09-15,30800.00,Cabinet Office,COI CENTRAL OFFICE OF INFORMATION,,
2011-09-15,49950.00,National School of Government,LIVERPOOL JOHN MOORES UNIVERSITY,,
2011-09-16,30941.88,Cabinet Office,DOW JONES,,
2011-09-16,27345.55,Government Procurement Service,GLOBAL CROSSING,,
2011-09-16,38761.43,Government Procurement Service,GLOBAL CROSSING,,
2011-09-19,115000.00,Cabinet Office,NATIONAL ASSOCIATION FOR VOLUNTARYAND COMMUNITY ACTION,,
2011-09-19,60014.40,Cabinet Office,ECOVERT FM LTD,,
2011-09-19,36955.15,Cabinet Office,BRIDGES VENTURES LTD,,
2011-09-21,1808333.33,Cabinet Office,BBC MONITORING,,
2011-09-21,38574.80,Cabinet Office,MITIE MANAGED SERVICES LTD,,
2011-09-21,38155.84,Cabinet Office,COMMUNITIES AND LOCAL GOVERNMENT,,
2011-09-22,290845.50,Cabinet Office,AIRSCAPE LTD,,
2011-09-22,27170.51,Cabinet Office,STERIA LTD,,
2011-09-23,39312.00,Cabinet Office,VERIZON UK LTD,,
