Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2014-11-03,34405.07,CABINET OFFICE,CAPITA RESOURCING LTD,,
2014-11-04,26268.00,CABINET OFFICE,ADVALUS LTD,,
2014-11-04,26754.88,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2014-11-04,50850.00,CABINET OFFICE,THE YOUNG FOUNDATION,,
2014-11-04,58521.00,Crown Commercial Service,SPECIALIST COMPUTER CENTRES PLC,,
2014-11-05,40000.00,CABINET OFFICE,CORNWALL COUNCIL,,
2014-11-05,75000.00,CABINET OFFICE,BRITISH COUNCIL,,
2014-11-05,135622.82,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2014-11-05,235216.13,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2014-11-05,394963.75,CABINET OFFICE,ROYAL MAIL GROUP LTD,,
2014-11-05,498593.90,CABINET OFFICE,FOOD STANDARDS AGENCY,,
2014-11-06,46118.44,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2014-11-06,62876.28,CABINET OFFICE,CAPITA RESOURCING LTD,,
2014-11-06,64109.02,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2014-11-06,127500.00,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2014-11-06,547066.58,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2014-11-06,735806.00,CABINET OFFICE,MYCSP LTD,,
2014-11-06,2613985.79,CABINET OFFICE,HM TREASURY,,
2014-11-07,27206.00,CABINET OFFICE,SCHOOL FOR SOCIAL ENTREPRENEURS,,
2014-11-07,40700.00,Crown Commercial Service,Cofely,,
2014-11-07,43064.00,Crown Commercial Service,IBM,,
2014-11-07,50000.00,CABINET OFFICE,MINISTRY OF JUSTICE,,
2014-11-07,54645.00,Crown Commercial Service,Treasury Solicitors,,
2014-11-07,55921.00,Crown Commercial Service,Treasury Solicitors,,
2014-11-07,65230.00,Crown Commercial Service,Cofely,,
2014-11-07,72535.00,Crown Commercial Service,Treasury Solicitors,,
2014-11-07,94500.00,CABINET OFFICE,NCVO,,
2014-11-07,104585.00,Crown Commercial Service,Treasury Solicitors,,
2014-11-07,330000.00,CABINET OFFICE,NEW ECONOMY,,
2014-11-10,25000.00,CABINET OFFICE,SAID BUSINESS SCHOOL,,
2014-11-10,25222.50,CABINET OFFICE,COLQUHOUN INFORMATION TECHNOLOGY LTD TRADING AS CALBA,,
2014-11-10,26723.04,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2014-11-10,27880.00,CABINET OFFICE,NORTH HIGHLAND LTD,,
2014-11-10,49140.74,CABINET OFFICE,ATKINS LTD,,
2014-11-10,73866.31,CABINET OFFICE,SKYSCAPE CLOUD SERVICES LTD,,
2014-11-10,125285.92,CABINET OFFICE,SHARED SERVICES CONNECTED LTD,,
2014-11-10,247468.79,CABINET OFFICE,VIGLEN LTD,,
2014-11-11,60000.00,CABINET OFFICE,NORFOLK COUNTY COUNCIL,,
2014-11-11,109638.62,CABINET OFFICE,THOUGHTWORKS LTD,,
2014-11-12,25000.00,CABINET OFFICE,SAID BUSINESS SCHOOL,,
2014-11-12,37305.92,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2014-11-12,39069.53,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2014-11-12,40000.00,CABINET OFFICE,SOUTHAMPTON CITY COUNCIL,,
2014-11-12,40000.00,CABINET OFFICE,PLYMOUTH CITY COUNCIL,,
2014-11-12,773846.17,CABINET OFFICE,MISCO COMPUTER SUPPLIES LTD,,
2014-11-13,44976.83,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2014-11-13,50378.28,CABINET OFFICE,CORPORATE DOCUMENT SERVICES LTD,,
2014-11-13,144651.85,CABINET OFFICE,SKYSCAPE CLOUD SERVICES LTD,,
2014-11-13,204289.05,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2014-11-13,252019.50,CABINET OFFICE,CLOUD TECHNOLOGY SOLUTIONS LTD,,
2014-11-14,40000.00,Crown Commercial Service,Bain & Company,,
2014-11-14,42000.00,CABINET OFFICE,CSC COMPUTER SCIENCES LTD,,
2014-11-14,214300.00,CABINET OFFICE,LOCAL GOVERNMENT ASSOCIATION,,
2014-11-14,25422537.00,CABINET OFFICE,NCS TRUST CIC,,
2014-11-17,25438.94,CABINET OFFICE,MISCO COMPUTER SUPPLIES LTD,,
2014-11-17,26223.85,CABINET OFFICE,ACCOR TA EDENRED,,
2014-11-17,28670.00,CABINET OFFICE,WTG TECHNOLOGIES LTD,,
2014-11-17,40000.00,CABINET OFFICE,LONDON BOROUGH OF BARNET,,
2014-11-17,40000.00,CABINET OFFICE,CITY OF YORK COUNCIL,,
2014-11-17,47000.00,CABINET OFFICE,SOCIAL ENTERPRISE COALITION,,
2014-11-17,58419.30,CABINET OFFICE,SLAUGHTER & MAY,,
2014-11-17,83860.00,CABINET OFFICE,VALTECH LTD,,
2014-11-17,1500000.00,CABINET OFFICE,NESTA,,
2014-11-18,29100.78,CABINET OFFICE,HOGG ROBINSON TRAVEL LTD,,
2014-11-18,36865.68,CABINET OFFICE,HOGG ROBINSON TRAVEL LTD,,
2014-11-18,76141.05,CABINET OFFICE,SKYSCAPE CLOUD SERVICES LTD,,
2014-11-18,81707.50,CABINET OFFICE,RKCR Y&R,,
2014-11-18,156049.98,CABINET OFFICE,HOGG ROBINSON TRAVEL LTD,,
2014-11-19,27298.32,CABINET OFFICE,VODAFONE LTD,,
2014-11-19,28814.70,CABINET OFFICE,CAPITA RESOURCING LTD,,
2014-11-19,32486.87,CABINET OFFICE,RICOH UK LTD,,
2014-11-19,41650.00,Crown Commercial Service,BravoSolution UK Ltd,,
2014-11-19,41650.00,Crown Commercial Service,BravoSolution UK Ltd,,
2014-11-19,44007.99,CABINET OFFICE,CAPITA RESOURCING LTD,,
2014-11-19,44378.00,CABINET OFFICE,RKCR Y&R,,
2014-11-19,441750.00,CABINET OFFICE,LOCALITY,,
2014-11-19,500000.00,CABINET OFFICE,UK TRADE & INVESTMENT,,
2014-11-20,25000.00,Crown Commercial Service,Dun & Bradstreet Ltd,,
2014-11-20,40000.00,CABINET OFFICE,KENT COUNTY COUNCIL,,
2014-11-20,40700.00,Crown Commercial Service,Cofely,,
2014-11-20,65230.00,Crown Commercial Service,Cofely,,
2014-11-20,95400.00,Crown Commercial Service,Phoenix Software Ltd,,
2014-11-20,160000.00,Crown Commercial Service,Pricewaterhouse Coopers LLP,,
2014-11-21,33268.62,CABINET OFFICE,CAPITA RESOURCING LTD,,
2014-11-21,36701.20,CABINET OFFICE,CAPITA RESOURCING LTD,,
2014-11-21,40918.76,CABINET OFFICE,CAPITA RESOURCING LTD,,
2014-11-21,44088.00,CABINET OFFICE,EUROPEAN INSTITUTE OF PUBLIC ADMINISTRATION,,
2014-11-21,89904.62,CABINET OFFICE,CAPITA RESOURCING LTD,,
2014-11-21,101500.00,CABINET OFFICE,RKCR Y&R,,
2014-11-21,105301.62,CABINET OFFICE,CAPITA RESOURCING LTD,,
2014-11-21,106947.97,CABINET OFFICE,CAPITA RESOURCING LTD,,
2014-11-24,78883.00,Crown Commercial Service,MISCO COMPUTERS,,
2014-11-24,93429.00,Crown Commercial Service,MISCO COMPUTERS,,
2014-11-24,126676.70,CABINET OFFICE,DLA PIPER UK,,
2014-11-25,26311.41,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2014-11-25,27000.00,CABINET OFFICE,NATIONAL ASSOCIATION OF CLUBS FOR YOUNG PEOPLE,,
2014-11-25,35995.26,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2014-11-25,50000.00,CABINET OFFICE,NATIONAL BIODIVERSITY NETWORK TRUST,,
2014-11-25,58000.00,CABINET OFFICE,THE POLICE REHABILITATION CENTRE,,
2014-11-25,66883.13,CABINET OFFICE,BT,,
2014-11-25,73223.20,CABINET OFFICE,DE LAGE LANDEN LEASING LTD,,
