Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2020-07-02,476244.43,CABINET OFFICE,OLYMPUS KEYMED,,
2020-07-02,2381222.16,CABINET OFFICE,OLYMPUS KEYMED,,
2020-07-16,34176.77,CABINET OFFICE,ACCOR TA EDENRED,,
2020-07-16,677381.38,CABINET OFFICE,SWAGELOK,,
2020-07-16,135476.28,CABINET OFFICE,SWAGELOK,,
2020-07-23,441625.26,CABINET OFFICE,OLYMPUS KEYMED,,
2020-07-23,2208126.32,CABINET OFFICE,OLYMPUS KEYMED,,
2020-07-31,30000.00,CABINET OFFICE,BRITISH-IRISH COUNCIL,,
2020-07-01,69583.50,CABINET OFFICE,APPRILIS,,
2020-07-01,41197.51,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,158802.49,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,57071.63,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,479023.89,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,107458.09,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,89491.84,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,1981667.78,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,343007.47,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,268236.33,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,526820.60,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,36537.76,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,46013.83,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-01,529024.54,CABINET OFFICE,WYG,,
2020-07-01,58488.41,CABINET OFFICE,BRITISH TELECOMMUNICATIONS PLC,,
2020-07-01,80400.00,CABINET OFFICE,YOUGOV PLC,,
2020-07-01,28119.20,CABINET OFFICE,TEXTILE ENTERPRISES LTD,,
2020-07-01,101910.19,CABINET OFFICE,QUALTRICS LLC,,
2020-07-01,262221.77,CABINET OFFICE,MULLEN LOWE LONDON LTD,,
2020-07-02,25666.08,CABINET OFFICE,KAINOS SOFTWARE LTD,,
2020-07-02,31500.00,CABINET OFFICE,MICRO LOGIC,,
2020-07-02,31500.00,CABINET OFFICE,JIGSAW RESEARCH LTD,,
2020-07-02,1066468.00,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2020-07-02,96697.33,CABINET OFFICE,MANNING GOTTLIEB OMD,,
