Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2011-06-01,107888.57,Cabinet Office,CORPORATE DOCUMENT SERVICES LTD,,
2011-06-02,31500.00,Cabinet Office,SERCO LTD,,
2011-06-03,1808333.33,Cabinet Office,BBC MONITORING,,
2011-06-03,115293.28,Cabinet Office,FUJITSU SERVICES,,
2011-06-03,73574.65,Cabinet Office,ECOVERT FM LTD,,
2011-06-03,41667.00,Cabinet Office,UNIPART LOGISTICS LTD,,
2011-06-03,52233.57,Cabinet Office,MITIE MANAGED SERVICES LTD,,
2011-06-03,32760.00,Cabinet Office,VERIZON UK LTD,,
2011-06-06,1200000.00,Cabinet Office,ECOVERT FM LTD,,
2011-06-06,149932.00,Cabinet Office,ECOVERT FM LTD,,
2011-06-06,31928.01,Cabinet Office,ECOVERT FM LTD,,
2011-06-06,31844.53,Cabinet Office,THE CONSULTING INITIATIVE,,
2011-06-06,361657.00,Cabinet Office,THE FOOTBALL LEAGUE COMMUNITY LTD,,
2011-06-06,250000.00,Cabinet Office,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,,
2011-06-06,25941.00,Cabinet Office,VOLUNTEERING ENGLAND,,
2011-06-07,1306383.41,Cabinet Office,WESTMINSTER CITY COUNCIL,,
2011-06-07,1173840.15,Cabinet Office,WESTMINSTER CITY COUNCIL,,
2011-06-07,55242.80,Cabinet Office,TREASURY SOLICITOR TSOL,,
2011-06-07,37086.68,Cabinet Office,ROYAL MAIL GROUP LTD,,
2011-06-07,28585.35,Cabinet Office,CABLE & WIRELESS,,
2011-06-07,27625.48,Cabinet Office,GCDA 6312,,
2011-06-07,26445.00,Cabinet Office,SAFE SSG 6231,,
2011-06-08,5081305.29,Cabinet Office,DWP,,
2011-06-08,475408.51,Cabinet Office,CAPITA SYMONDS LTD,,
2011-06-08,52233.57,Cabinet Office,MITIE MANAGED SERVICES LTD,,
2011-06-08,42500.00,Cabinet Office,CAPITA BUSINESS SERVICES LTD,,
2011-06-09,290845.50,Cabinet Office,AIRSCAPE LTD,,
2011-06-09,83493.61,Cabinet Office,CAPITA RESOURCING LTD,,
2011-06-09,64800.49,Cabinet Office,FUJITSU SERVICES,,
2011-06-09,35193.19,Cabinet Office,WESTMINSTER CITY COUNCIL,,
2011-06-09,56141.95,National School of Government,Ricoh UK Limited,,
2011-06-10,935484.24,Cabinet Office,ECOVERT FM LTD,,
2011-06-10,204690.00,Cabinet Office,TREASURER TO THE QUEEN,,
2011-06-10,81164.76,Cabinet Office,ECOVERT FM LTD,,
2011-06-10,58565.48,Cabinet Office,ECOVERT FM LTD,,
2011-06-10,52775.51,Cabinet Office,ECOVERT FM LTD,,
2011-06-10,35774.72,Cabinet Office,ECOVERT FM LTD,,
2011-06-13,1971514.44,Cabinet Office,FUJITSU SERVICES,,
2011-06-13,93298.88,Cabinet Office,CAPITA RESOURCING LTD,,
2011-06-13,303600.00,Cabinet Office,KING STURGE LLP,,
2011-06-13,39312.00,Cabinet Office,VERIZON UK LTD,,
2011-06-13,44749.87,Buying Solutions,Global Crossing,,
2011-06-14,304136.78,Cabinet Office,WESTMINSTER CITY COUNCIL,,
2011-06-14,102477.82,Cabinet Office,CABLE & WIRELESS PLC,,
2011-06-14,228669.83,National School of Government,De Vere Venues Ltd,,
2011-06-15,315210.22,Cabinet Office,MINISTRY OF DEFENCE,,
2011-06-15,234448.03,Cabinet Office,NB REAL ESTATE,,
2011-06-15,195022.53,Cabinet Office,MINISTRY OF JUSTICE,,
2011-06-15,96517.00,Cabinet Office,RACE ONLINE 2012,,
2011-06-15,37161.33,Cabinet Office,GROUP ENGINEERING SERVICES,,
2011-06-15,29282.84,Cabinet Office,DWP,,
2011-06-15,26595.94,Cabinet Office,MINISTRY OF DEFENCE,,
2011-06-16,84038.40,Cabinet Office,VERIZON UK LTD,,
2011-06-17,757592.00,Cabinet Office,BSB 42 LTD,,
2011-06-17,25200.00,Cabinet Office,FACTIVA LTD,,
2011-06-20,175298.00,Buying Solutions,Cabinet Office Votes,,
2011-06-20,62514.50,Buying Solutions,Cofely,,
2011-06-20,39005.82,Buying Solutions,Cofely,,
2011-06-21,38124.75,Buying Solutions,Global Crossing,,
2011-06-21,39664.95,Cabinet Office,TNT UK LTD,,
2011-06-21,240675.00,Cabinet Office,ST ANDREWS PARK NORWICH LTD,,
2011-06-21,73178.70,Cabinet Office,CAPITA RESOURCING LTD,,
2011-06-21,3455100,Cabinet Office,LEXIS NEXIS BUTTERWORTHS,,
2011-06-21,79518.07,Cabinet Office,PARITY SOLUTIONS LTD,,
2011-06-22,1808333.33,Cabinet Office,BBC MONITORING,,
2011-06-22,28493.86,Cabinet Office,CIMEX MEDIA LTD,,
2011-06-23,36625.00,Cabinet Office,ADVALUS LTD,,
2011-06-23,33800.22,National School of Government,ING Lease (UK) Limited,,
2011-06-23,89937.43,Buying Solutions,Global Crossing,,
