Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2010-05-04,25196.72,CABINET OFFICE,MINISTRY OF DEFENCE,,
2010-05-04,400000.00,CABINET OFFICE,CAPACITY BUILDERS UK LTD,,
2010-05-05,32519.59,CABINET OFFICE,CENTRAL OFFICE OF INFORMATION,,
2010-05-05,34042.56,CABINET OFFICE,NATIONAL SCHOOL OF GOVERNMENT,,
2010-05-05,55979.06,CABINET OFFICE,DLA PIPER UK,,
2010-05-05,200000.00,CABINET OFFICE,YOUTHNET UK,,
2010-05-05,367933.00,CABINET OFFICE,COMMUNITY SERVICE VOLUNTEERS CVS,,
2010-05-06,43116.00,CABINET OFFICE,ECOVERT FM LTD,,
2010-05-06,176419.20,CABINET OFFICE,CABLE & WIRELESS PLC,,
2010-05-06,606000.00,CABINET OFFICE,LONDON FIRE EMERGENCY PLANNING BODY,,
2010-05-06,35745.00,Capacity Builders,Pendle Community Network Limited,,
2010-05-06,31250.00,Capacity Builders,Social Enterprise South East,,
2010-05-07,71255.00,CABINET OFFICE,DELOITTE MCS LTD,,
2010-05-07,40000.00,CABINET OFFICE,CITIZENSHIP FOUNDATION,,
2010-05-07,52533.00,CABINET OFFICE,YOUTH ACTION NETWORK,,
2010-05-07,70033.00,CABINET OFFICE,CITIZENSHIP FOUNDATION,,
2010-05-07,200000.00,CABINET OFFICE,YOUTHNET UK,,
2010-05-07,42240.00,Capacity Builders,Economic Research Services Ltd,,
2010-05-10,27106.32,CABINET OFFICE,TREASURY SOLICITORS DEPARTMENT,,
2010-05-10,140592.21,CABINET OFFICE,ECOVERT FM LTD,,
2010-05-10,37808.14,CABINET OFFICE,ECOVERT FM LTD,,
2010-05-10,35748.64,CABINET OFFICE,ECOVERT FM LTD,,
2010-05-10,138179.85,CABINET OFFICE,ECOVERT FM LTD,,
2010-05-11,38427.67,CABINET OFFICE,ECOVERT FM LTD,,
2010-05-11,40939.66,CABINET OFFICE,MITIE BUSINESS SERVICES LTD,,
2010-05-11,81434.79,CABINET OFFICE,ECOVERT FM LTD,,
2010-05-11,921526.89,CABINET OFFICE,ECOVERT FM LTD,,
2010-05-11,64872.62,CABINET OFFICE,NATIONAL POLICING IMPROVEMENT AGENCY,,
2010-05-11,151774.75,CABINET OFFICE,FUJITSU SERVICES LTD,,
2010-05-11,47674.70,CABINET OFFICE,BRIDGES VENTURES LTD,,
2010-05-11,82625.00,CABINET OFFICE,CITIZENSHIP FOUNDATION,,
2010-05-11,94876.75,CABINET OFFICE,NCVO,,
2010-05-11,175100.00,CABINET OFFICE,TIMEBANK,,
2010-05-11,1172901.45,CABINET OFFICE,FUTUREBUILDERS ENGLAND,,
