Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2016-01-06,53780.00,CABINET OFFICE,GLASGOW CITY COUNCIL,,
2016-01-18,51503.33,CABINET OFFICE,FCO SERVICES,,
2016-01-13,48260.91,CABINET OFFICE,LANARKSHIRE VALUATION JOINT BOARD,,
2016-01-20,663459.60,CABINET OFFICE,FOOD STANDARDS AGENCY,,
2016-01-26,315600.00,CABINET OFFICE,CROWN COMMERCIAL SERVICE,,
2016-01-20,289837.20,CABINET OFFICE,POST OFFICE LTD,,
2016-01-25,239285.03,CABINET OFFICE,PALANTIR TECHNOLOGIES UK LTD,,
2016-01-21,183477.00,CABINET OFFICE,EXPERIAN LTD,,
2016-01-22,107550.00,CABINET OFFICE,EQUAL EXPERTS UK LTD,,
2016-01-13,99284.32,CABINET OFFICE,THOUGHTWORKS LTD,,
2016-01-18,94686.75,CABINET OFFICE,THOUGHTWORKS LTD,,
2016-01-15,90845.91,CABINET OFFICE,CARRENZA LTD,,
2016-01-28,80717.76,CABINET OFFICE,EQUAL EXPERTS UK LTD,,
2016-01-13,72844.62,CABINET OFFICE,SKYSCAPE CLOUD SERVICES LTD,,
2016-01-20,70238.40,CABINET OFFICE,SKYSCAPE CLOUD SERVICES LTD,,
2016-01-22,51850.00,CABINET OFFICE,EQUAL EXPERTS UK LTD,,
2016-01-15,50145.16,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-15,45579.58,CABINET OFFICE,SPECIALIST COMPUTER CENTRES PLC,,
2016-01-06,44208.00,CABINET OFFICE,SYSTEM ASSOCIATES LTD,,
2016-01-28,42780.00,CABINET OFFICE,WTG TECHNOLOGIES LTD,,
2016-01-25,41825.78,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-22,41747.40,CABINET OFFICE,SCROLL,,
2016-01-04,41325.67,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-04,40756.19,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-18,40455.00,CABINET OFFICE,E SYNERGY SOLUTIONS LTD,,
2016-01-15,39816.53,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-27,39525.99,CABINET OFFICE,DIGIDENTITY BV,,
2016-01-15,38165.70,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-08,36455.88,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-04,35840.28,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-25,35762.63,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-25,33305.64,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-15,32861.13,CABINET OFFICE,SKYSCAPE CLOUD SERVICES LTD,,
2016-01-15,32416.06,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-14,30781.92,CABINET OFFICE,TALENT INTERNATIONAL UK LTD,,
2016-01-18,30450.00,CABINET OFFICE,E SYNERGY SOLUTIONS LTD,,
2016-01-28,30450.00,CABINET OFFICE,E SYNERGY SOLUTIONS LTD,,
2016-01-15,28309.44,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-20,26884.16,CABINET OFFICE,DIGIDENTITY BV,,
2016-01-25,25254.26,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-08,25131.62,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2016-01-14,2855305.01,CABINET OFFICE,MYCSP LTD,,
2016-01-13,630000.00,CABINET OFFICE,FUJITSU SERVICES,,
2016-01-12,568379.62,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2016-01-11,530889.47,CABINET OFFICE,HMRC,,
2016-01-06,406688.75,CABINET OFFICE,ROYAL MAIL GROUP LTD,,
2016-01-04,336015.00,CABINET OFFICE,MYCSP LTD,,
2016-01-21,292566.77,CABINET OFFICE,E SYNERGY SOLUTIONS LTD,,
2016-01-22,262293.93,CABINET OFFICE,TELEFONICA UK LTD,,
2016-01-21,253420.98,CABINET OFFICE,DE VERE VENUES GROUP LTD,,
2016-01-22,211660.00,CABINET OFFICE,MYCSP LTD,,
2016-01-07,182106.99,CABINET OFFICE,SHARED SERVICES CONNECTED LTD,,
2016-01-21,122834.25,CABINET OFFICE,HOME OFFICE,,
2016-01-20,98135.39,CABINET OFFICE,ADAPT SERVICES LTD,,
2016-01-21,87068.40,CABINET OFFICE,HOME OFFICE,,
2016-01-21,66189.00,CABINET OFFICE,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,,
2016-01-12,64243.13,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2016-01-21,62097.00,CABINET OFFICE,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,,
2016-01-21,61914.00,CABINET OFFICE,HOME OFFICE,,
2016-01-18,57854.42,CABINET OFFICE,VODAFONE LTD,,
2016-01-22,57294.00,CABINET OFFICE,CLOUD SHERPAS,,
2016-01-20,56885.01,CABINET OFFICE,THE TREASURY SOLICITOR,,
2016-01-19,53641.55,CABINET OFFICE,MISCO,,
2016-01-20,50885.27,CABINET OFFICE,BOUYGUES E&S FM UK LTD,,
2016-01-11,49440.00,CABINET OFFICE,DE VERE VENUES GROUP LTD,,
2016-01-08,48798.62,CABINET OFFICE,MITIE BUSINESS SERVICES LTD,,
2016-01-11,42871.20,CABINET OFFICE,FCO SERVICES,,
2016-01-25,32640.00,CABINET OFFICE,CROWN COMMERCIAL SERVICE,,
2016-01-22,31742.15,CABINET OFFICE,ACCOR TA EDENRED,,
2016-01-22,29559.00,CABINET OFFICE,E SYNERGY SOLUTIONS LTD,,
2016-01-21,26397.00,CABINET OFFICE,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,,
2016-01-13,475395.00,CABINET OFFICE,CAPITA,,
2016-01-18,411500.00,CABINET OFFICE,GOVERNMENT LEGAL DEPARTMENT,,
2016-01-15,372284.91,CABINET OFFICE,MINISTRY OF DEFENCE,,
2016-01-13,132582.00,CABINET OFFICE,RISUAL LTD,,
2016-01-15,82056.00,CABINET OFFICE,THE NATIONAL ARCHIVES 9014,,
2016-01-07,76944.80,CABINET OFFICE,SUREVINE LTD,,
2016-01-04,71603.00,CABINET OFFICE,TREASURER TO THE QUEEN,,
2016-01-18,45950.00,CABINET OFFICE,INDIGOBLUE CONSULTING LTD,,
2016-01-14,40708.81,CABINET OFFICE,SUREVINE LTD,,
2016-01-08,38808.80,CABINET OFFICE,CORPORATE DOCUMENT SERVICES LTD,,
2016-01-08,32879.74,CABINET OFFICE,WORCESTERSHIRE MEDAL SERVICE LTD,,
2016-01-20,5000000.00,CABINET OFFICE,NCS TRUST CIC,,
2016-01-29,586867.25,CABINET OFFICE,MIND,,
2016-01-26,133756.80,CABINET OFFICE,LOCALITY,,
2016-01-29,100000.00,CABINET OFFICE,PEARS FOUNDATION,,
2016-01-29,65000.00,CABINET OFFICE,ITS ALL ABOUT ME SCHEME LLP,,
2016-01-26,25000.00,CABINET OFFICE,BRITISH YOUTH COUNCIL.,,
2016-01-15,66000.00,CABINET OFFICE,KPMG,,
2016-01-04,162500.00,CABINET OFFICE,THE CHEQUERS ESTATE,,
2016-01-04,49015.53,CABINET OFFICE,FOREIGN & COMMONWEALTH OFFICE,,
