Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2011-12-01,25647.30,Cabinet Office,CAPITA RESOURCING LTD,,
2011-12-01,68230.00,Cabinet Office,TREASURER TO THE QUEEN,,
2011-12-01,185545.00,Cabinet Office,YOUNG DEVON,,
2011-12-01,66916.33,Government Procurement Service,Global Crossing,,
2011-12-01,38204.07,Government Procurement Service,Insight Direct Ltd,,
2011-12-01,37357.04,Government Procurement Service,Specialist Computer Centres plc,,
2011-12-02,89125.92,Cabinet Office,CAPITA RESOURCING LTD,,
2011-12-02,42000.00,Cabinet Office,CAPITA RESOURCING LTD,,
2011-12-02,91420.00,Cabinet Office,FIELD FISHER WATERHOUSE,,
2011-12-05,1300000.00,Cabinet Office,NESTA,,
2011-12-05,219560.00,Cabinet Office,SAFE IN TEES VALLEY,,
2011-12-05,174196.54,Cabinet Office,NATIONAL CENTRE FOR SOCIAL RESEARCH,,
2011-12-05,101864.00,Cabinet Office,THE LINCOLNSHIRE & RUTLAND EBP,,
2011-12-05,44900.00,Cabinet Office,JEWISH LADS & GIRLS BRIGADE,,
2011-12-06,38043.86,Cabinet Office,CIMEX MEDIA LTD,,
2011-12-06,26198.04,Cabinet Office,RETHINK RECRUITMENT SOLUTIONS LTD,,
2011-12-06,28573.02,Cabinet Office,EXPOTEL,,
2011-12-06,89311.43,Government Procurement Service,Global Crossing,,
2011-12-06,38450.15,Government Procurement Service,Global Crossing,,
2011-12-07,175000.00,Cabinet Office,YOUTHNET UK,,
2011-12-07,58997.00,Cabinet Office,BIG LOTTERY FUND,,
2011-12-08,60000.00,Cabinet Office,ECOVERT FM LTD,,
2011-12-08,35012.00,Cabinet Office,YOUR CONSORTIUM LTD,,
2011-12-08,47500.00,Government Procurement Service,Global Crossing,,
2011-12-09,86592.34,Cabinet Office,ECOVERT FM LTD,,
2011-12-09,81010.80,Cabinet Office,ECOVERT FM LTD,,
2011-12-09,54848.59,Cabinet Office,ECOVERT FM LTD,,
2011-12-09,100000.00,Cabinet Office,BT GLOBAL SERVICES.,,
2011-12-12,26991.00,Cabinet Office,PARITY SOLUTIONS LTD,,
2011-12-12,81164.76,Cabinet Office,ECOVERT FM LTD,,
2011-12-13,92083.00,Cabinet Office,BOLTON LADS & GIRLS CLUB,,
2011-12-13,87500.00,Cabinet Office,NCVO,,
2011-12-13,80250.00,Cabinet Office,COMMUNITY DEVELOPMENT FOUNDATION,,
2011-12-13,28171.30,Cabinet Office,ECOVERT FM LTD,,
2011-12-13,137205.66,National School of Government,De Vere Venues Ltd,,
2011-12-13,30828.00,Government Procurement Service,Cofely,,
2011-12-14,303600.00,Cabinet Office,KING STURGE LLP,,
2011-12-14,180780.00,Cabinet Office,NATIONAL YOUTH AGENCY,,
2011-12-14,35134.00,Cabinet Office,YOUNG LIVES,,
2011-12-15,358579.20,Cabinet Office,HERBERT SMITH LLP,,
2011-12-15,29100.00,Cabinet Office,INSTITUTE FOR GOVERNMENT,,
2011-12-15,43468.36,Cabinet Office,RICOH UK LTD,,
2011-12-15,45132.00,Cabinet Office,FCO SERVICES,,
2011-12-15,51810.61,Cabinet Office,CAPITA RESOURCING LTD,,
2011-12-15,45000.00,Cabinet Office,DLA PIPER UK,,
2011-12-15,125000.00,Cabinet Office,COMMUNITY FOUNDATION NETWORK,,
2011-12-15,25353.24,Cabinet Office,NATIONAL SCHOOL OF GOVERNMENT,,
2011-12-15,119130.60,Cabinet Office,SECURITY SERVICES GROUP,,
2011-12-15,110363.22,Government Procurement Service,Cabinet Office Votes,,
2011-12-16,48911.10,Cabinet Office,MITIE MANAGED SERVICES LTD,,
2011-12-16,121225.00,Cabinet Office,SPORTTRAIN WALES LTD,,
2011-12-16,42602.00,Cabinet Office,GREATER LONDON LIEUTENANCY,,
2011-12-16,36307.50,Cabinet Office,WEST MIDLANDS LIEUTENANCY,,
2011-12-16,33133.50,Cabinet Office,GREATER MANCHESTER LIEUTENANCY,,
2011-12-16,30246.00,Cabinet Office,MERSEYSIDE LIEUTENANCY,,
2011-12-16,28582.50,Cabinet Office,LORD LIEUTENANT OF WEST YORKSHIRE,,
2011-12-19,35003.25,Cabinet Office,RETHINK RECRUITMENT SOLUTIONS LTD,,
2011-12-19,55000.00,Cabinet Office,STREETSMART,,
2011-12-19,100867.80,Government Procurement Service,Global Crossing,,
2011-12-20,916349.76,Cabinet Office,ECOVERT FM LTD,,
2011-12-20,57317.68,Cabinet Office,ECOVERT FM LTD,,
2011-12-20,152123.50,Cabinet Office,BT GLOBAL SERVICES.,,
2011-12-20,220200.00,Cabinet Office,ELECTORAL COMMISSION,,
2011-12-20,600000.00,Government Procurement Service,Dun & Bradstreet Ltd,,
2011-12-21,267935.00,Government Procurement Service,Siemens,,
2011-12-21,170960.00,Government Procurement Service,Siemens,,
2011-12-21,178430.00,Government Procurement Service,Siemens,,
2011-12-21,110210.00,Government Procurement Service,Siemens,,
2011-12-21,25300.00,Government Procurement Service,Siemens,,
2011-12-21,31980.00,Government Procurement Service,Siemens,,
2011-12-21,31235.00,Government Procurement Service,Siemens,,
2011-12-21,29200.00,Government Procurement Service,Siemens,,
2011-12-21,27685.00,Government Procurement Service,Siemens,,
2011-12-21,85805.00,Government Procurement Service,Siemens,,
2011-12-21,73960.00,Government Procurement Service,Siemens,,
2011-12-21,39235.00,Government Procurement Service,Siemens,,
2011-12-21,45945.00,Government Procurement Service,Siemens,,
2011-12-21,99105.00,Government Procurement Service,Siemens,,
2011-12-21,34450.00,Government Procurement Service,Siemens,,
2011-12-22,80951.62,Cabinet Office,PARITY SOLUTIONS LTD,,
2011-12-22,255000.00,Cabinet Office,NB REAL ESTATE,,
2011-12-22,193184.00,Cabinet Office,SOCIAL INVESTMENT BUSINESS,,
2011-12-22,35774.72,Cabinet Office,ECOVERT FM LTD,,
2011-12-22,39005.82,Government Procurement Service,Cofely,,
2011-12-22,62514.50,Government Procurement Service,Cofely,,
2011-12-22,53257.18,Government Procurement Service,Cofely,,
2011-12-22,39005.82,Government Procurement Service,Cofely,,
2011-12-22,62514.50,Government Procurement Service,Cofely,,
2011-12-22,41782.02,Government Procurement Service,Cofely,,
2011-12-23,99349.19,Cabinet Office,TREASURY SOLICITOR TSOL,,
2011-12-23,3799417.00,Cabinet Office,SOCIAL INVESTMENT BUSINESS,,
2011-12-23,62724.12,Cabinet Office,ECOVERT FM LTD,,
2011-12-28,28566.00,Cabinet Office,CAPITA RESOURCING LTD,,
2011-12-28,28915.41,Cabinet Office,STERIA LTD,,
2011-12-28,1808333.33,Cabinet Office,BBC MONITORING,,
2011-12-28,127836.00,Cabinet Office,NEW COLLEGE NOTTINGHAM,,
2011-12-28,42058.00,Cabinet Office,LUTON CULTURE,,
2011-12-28,39618.00,Cabinet Office,CATCH22 CHARITY LTD,,
2011-12-28,28954.00,Cabinet Office,GROUNDWORK UK,,
2011-12-29,55551.51,Cabinet Office,CAPITA RESOURCING LTD,,
2011-12-29,68230.00,Cabinet Office,TREASURER TO THE QUEEN,,
2011-12-29,110287.20,Cabinet Office,MERIDIO LTD,,
