Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2019-04-27,34383.44,Track,1st Inrail Ltd,,
2019-04-27,49117.97,Land & Property Acquisitions (incl. Business Consultancy),23red Ltd,,
2019-04-27,26670.50,Land & Property Acquisitions (incl. Business Consultancy),23red Ltd,,
2019-04-27,67430.74,Plant and Tools,A D Modular Ltd,,
2019-04-27,26213.64,Buildings,A G Flooring Ltd,,
2019-04-27,50973.06,Buildings,A J Paveley & Co,,
2019-04-27,42996.94,Buildings,A J Paveley & Co,,
2019-04-27,47850.00,Buildings,A R Cook & Son (Plant Hire) Ltd,,
2019-04-10,1299199.61,Electrification and Fixed Plant,ABB Ltd,,
2019-04-27,37500.00,Telecoms,ABB Ltd,,
2019-04-27,286408.08,General Civils,AECOM Infrastructure & Environment UK Ltd,,
2019-04-12,48777.17,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,26621.36,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,64747.98,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,44184.34,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,58678.44,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,44403.59,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,75435.11,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-23,26718.92,Track,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,30947.75,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,27659.61,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,70462.28,General Civils,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,67141.53,General Civils,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,31481.43,Land & Property Acquisitions (incl. Business Consultancy),AECOM Infrastructure & Environment UK Ltd,,
2019-04-23,69885.00,Track,AECOM Infrastructure & Environment UK Ltd,,
2019-04-18,46008.00,Track,AECOM Infrastructure & Environment UK Ltd,,
2019-04-17,468337.90,Track,AECOM Infrastructure & Environment UK Ltd,,
2019-04-23,102200.41,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-23,69885.00,Track,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,43650.00,General Civils,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,36101.16,General Civils,AECOM Infrastructure & Environment UK Ltd,,
2019-04-18,58631.00,Track,AECOM Infrastructure & Environment UK Ltd,,
2019-04-17,443402.53,Track,AECOM Infrastructure & Environment UK Ltd,,
2019-04-18,107693.00,Track,AECOM Infrastructure & Environment UK Ltd,,
2019-04-17,133058.01,Track,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,26708.56,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,27068.20,Professional Services Direct,AECOM Infrastructure & Environment UK Ltd,,
2019-04-27,34526.10,General Civils,AECOM Ltd,,
2019-04-27,562102.68,General Civils,AECOM Ltd,,
2019-04-27,30003.04,General Civils,AECOM Ltd,,
2019-04-27,63028.47,General Civils,AECOM Ltd,,
2019-04-17,183260.83,General Civils,AECOM Ltd,,
2019-04-27,32590.00,Electrification and Fixed Plant,AEG Power Solutions Ltd,,
2019-04-27,41252.48,Electrification and Fixed Plant,AEG Power Solutions Ltd,,
2019-04-27,461503.41,Electrification and Fixed Plant,AM1 Projects Ltd,,
2019-04-27,36626.34,Electrification and Fixed Plant,AM1 Projects Ltd,,
2019-04-27,72799.63,Electrification and Fixed Plant,AM1 Projects Ltd,,
2019-04-27,40051.97,Electrification and Fixed Plant,AM1 Projects Ltd,,
2019-04-27,31623.26,Professional Services Direct,AMCL Systems Engineering Ltd t/a Vertex Systems Engineering,,
2019-04-27,197393.40,Facilities - Soft Services,APCOA Parking (UK) Ltd,,
2019-04-27,207927.82,Regulatory Charges,ASRA Construction Services Ltd (ACSL),,
2019-04-27,222163.12,HR and Training,AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare,,
2019-04-27,37663.75,Security Solutions,Aaron Rail Ltd,,
2019-04-27,559754.45,Regulatory Charges,Abellio East Anglia Ltd t/a Greater Anglia,,
2019-04-27,110000.00,Regulatory Charges,Abellio East Anglia Ltd t/a Greater Anglia,,
2019-04-27,110000.00,Regulatory Charges,Abellio East Anglia Ltd t/a Greater Anglia,,
2019-04-27,104854.79,Regulatory Charges,Abellio East Anglia Ltd t/a Greater Anglia,,
2019-04-27,80219.18,Regulatory Charges,Abellio East Anglia Ltd t/a Greater Anglia,,
2019-04-27,275000.00,Regulatory Charges,Abellio East Anglia Ltd t/a Greater Anglia,,
