Payment Date,Amount,Benificiary Name,Organisational Unit
2014-11-28,25.00,CITB,Housing Revenue Account
2014-11-28,37.49,ARGOS,Cultural & Related Services
2014-11-28,58.33,ARGOS,Cultural & Related Services
2014-11-28,14.99,ARGOS,Capital
2014-11-28,75.78,ARGOS,Children's & Education Services
2014-11-28,113.77,ARGOS,Children's & Education Services
2014-11-28,19.99,ARGOS,Adult Social Care
2014-11-28,590.77,ARGOS,Children's & Education Services
2014-11-28,81.60,WICKES LTD,Children's & Education Services
2014-11-28,19.99,WICKES LTD,Environmental & Regulatory Services
2014-11-28,224.71,TRAINLINE.COM LTD,Children's & Education Services
2014-11-28,108.89,TRAINLINE.COM LTD,Children's & Education Services
2014-11-28,32.89,TRAINLINE.COM LTD,Children's & Education Services
2014-11-28,72.67,TRAINLINE.COM LTD,Children's & Education Services
2014-11-28,2000.00,VOSA,Unallocated
2014-11-28,145.00,PANDORA BOOKS,Children's & Education Services
2014-11-28,33.33,GRAINGER GAMES,Children's & Education Services
2014-11-28,19.64,ARCO LIMITED,Cultural & Related Services
2014-11-28,11.00,POST OFFICE LTD,Children's & Education Services
2014-11-28,5.33,POST OFFICE LTD,Housing Revenue Account
2014-11-28,9.98,TRADE UK T/A SCREWFIX DIRECT,Children's & Education Services
2014-11-28,38.26,TRADE UK T/A SCREWFIX DIRECT,Environmental & Regulatory Services
2014-11-28,51.58,TRADE UK T/A SCREWFIX DIRECT,Cultural & Related Services
2014-11-28,19.15,ASDA STORES LIMITED,Adult Social Care
2014-11-28,14.01,ASDA STORES LIMITED,Adult Social Care
2014-11-28,14.00,ASDA STORES LIMITED,Adult Social Care
2014-11-28,7.50,ASDA STORES LIMITED,Adult Social Care
2014-11-28,7.32,ASDA STORES LIMITED,Adult Social Care
2014-11-28,2.18,ASDA STORES LIMITED,Adult Social Care
2014-11-28,1.02,ASDA STORES LIMITED,Adult Social Care
2014-11-28,1.67,ASDA STORES LIMITED,Adult Social Care
2014-11-28,44.14,ASDA STORES LIMITED,Adult Social Care
2014-11-28,26.73,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,8.80,ASDA STORES LIMITED,Cultural & Related Services
2014-11-28,7.46,ASDA STORES LIMITED,Cultural & Related Services
2014-11-28,5.00,ASDA STORES LIMITED,Cultural & Related Services
2014-11-28,4.84,ASDA STORES LIMITED,Cultural & Related Services
2014-11-28,3.00,ASDA STORES LIMITED,Cultural & Related Services
2014-11-28,56.76,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,65.26,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,9.34,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,23.55,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,1.50,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,11.89,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,5.00,ASDA STORES LIMITED,Cultural & Related Services
2014-11-28,5.00,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,36.67,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,51.82,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,71.64,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,77.85,ASDA STORES LIMITED,Children's & Education Services
2014-11-28,2.46,ASDA STORES LIMITED,Cultural & Related Services
2014-11-28,11.81,ASDA STORES LIMITED,Cultural & Related Services
2014-11-28,3.75,ASDA STORES LIMITED,Cultural & Related Services
2014-11-28,1.25,ASDA STORES LIMITED,Cultural & Related Services
2014-11-28,2.50,ASDA STORES LIMITED,Cultural & Related Services
