Payment Date,Amount,Benificiary Name,Organisational Unit
2016-02-29,60.83,HOBBY CRAFT,Children's & Education Services
2016-02-29,1.67,HOBBY CRAFT,Children's & Education Services
2016-02-29,420.83,TRAVELODGE,Adult Social Care
2016-02-29,1211.20,CITY ELECTRICAL FACTORS LTD,Children's & Education Services
2016-02-29,1059.80,CITY ELECTRICAL FACTORS LTD,Children's & Education Services
2016-02-29,423.92,CITY ELECTRICAL FACTORS LTD,Children's & Education Services
2016-02-29,136.70,CITY ELECTRICAL FACTORS LTD,Children's & Education Services
2016-02-29,74.54,CITY ELECTRICAL FACTORS LTD,Children's & Education Services
2016-02-29,136.70,CITY ELECTRICAL FACTORS LTD,Children's & Education Services
2016-02-29,184.71,CITY ELECTRICAL FACTORS LTD,Children's & Education Services
2016-02-29,423.92,CITY ELECTRICAL FACTORS LTD,Children's & Education Services
2016-02-29,1059.80,CITY ELECTRICAL FACTORS LTD,Children's & Education Services
2016-02-29,1211.20,CITY ELECTRICAL FACTORS LTD,Children's & Education Services
2016-02-29,5.00,MARKS & SPENCER PLC,Central Services
2016-02-29,3.80,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,3.80,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,9.42,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,10.89,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,14.40,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,21.78,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,21.96,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,29.68,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,34.56,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,4.16,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,10.89,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,14.13,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,14.84,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,16.34,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,17.28,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,55.60,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,116.89,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,1.90,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,7.13,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,9.42,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,10.89,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,11.15,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,21.96,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,7.88,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,10.89,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,14.40,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,16.34,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,20.63,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,21.96,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,44.52,THOMAS OWEN AND SONS LTD,Children's & Education Services
2016-02-29,75.97,THOMAS OWEN AND SONS LTD,Children's & Education Services
