Payment Date,Amount,Benificiary Name,Organisational Unit
2016-05-31,95.00,NOF ENERGY LTD,Planning Services
2016-05-31,134.98,HIGH STREET BED STORES,Adult Social Care
2016-05-31,165.00,MAG SUBCRIPTIONS,Children's & Education Services
2016-05-31,34.97,TK MAXX,Children's & Education Services
2016-05-31,158.46,JOHNSTONES DECORATING,Environmental & Regulatory Services
2016-05-31,358.80,QUANTUM JOBS,Children's & Education Services
2016-05-31,140.00,CONNEXTION 2 LTD,Housing Revenue Account
2016-05-31,243.00,THRIVE INTERNET,Cultural & Related Services
2016-05-31,37.08,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,57.54,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,62.37,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,83.00,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,91.22,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,91.22,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,91.22,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,91.22,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,91.52,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,100.17,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,124.88,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,125.04,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,207.74,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,230.45,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,231.35,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,239.20,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,251.69,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,265.82,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,302.47,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,310.62,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,328.40,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,357.32,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,357.74,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,357.94,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,360.61,ON A ROLL SANDWICH COMPANY,Children's & Education Services
2016-05-31,361.62,ON A ROLL SANDWICH COMPANY,Children's & Education Services
