Benificiary Name,Payment Date,Amount,Organisational Unit,Organisational Unit
BRIGHT SPARKS CHILDCARE CASTLEFORD,2014-07-15,5616.3,Children and Young People,Childcare & Early Years
BUTTERFLYS DAY NURSERY,2014-07-15,5879.41,Children and Young People,Childcare & Early Years
CASTLE CHILDRENS CENTRE,2014-07-15,5257.4,Children and Young People,Childcare & Early Years
CHILDCARE @ ST SWITHUNS,2014-07-15,5085.23,Children and Young People,Childcare & Early Years
CHILDCARE AT ST GEORGES,2014-07-15,6625.1,Children and Young People,Childcare & Early Years
CHILDCARE AT SUNBEAM,2014-07-15,6998.55,Children and Young People,Childcare & Early Years
CRIGGLESTONE DAY CARE LIMITED,2014-07-15,4898.5,Children and Young People,Childcare & Early Years
DETAILS REDACTED,2014-07-15,1382.25,Children and Young People,Looked After Children
DETAILS REDACTED,2014-07-15,873,Children and Young People,Childcare & Early Years
DETAILS REDACTED,2014-07-15,1527.75,Children and Young People,Childcare & Early Years
DETAILS REDACTED,2014-07-15,756.6,Children and Young People,Childcare & Early Years
DETAILS REDACTED,2014-07-15,911.8,Children and Young People,Childcare & Early Years
DETAILS REDACTED,2014-07-15,523.8,Children and Young People,Childcare & Early Years
DETAILS REDACTED,2014-07-15,1173.7,Children and Young People,Childcare & Early Years
DETAILS REDACTED,2014-07-15,1067,Children and Young People,Childcare & Early Years
DETAILS REDACTED,2014-07-15,504.4,Children and Young People,Childcare & Early Years
DETAILS REDACTED,2014-07-15,600.19,Children and Young People,Childcare & Early Years
DETAILS REDACTED,2014-07-15,509.25,Children and Young People,Childcare & Early Years
EARLY BIRDS DAYCARE,2014-07-15,4745.73,Children and Young People,Childcare & Early Years
FIRST STEPS NURSERY,2014-07-15,873,Children and Young People,Childcare & Early Years
FUTURE EINSTEINS DAY NURSERY,2014-07-15,654.75,Children and Young People,Childcare & Early Years
HAPPY DAYS CHILDRENS CENTRE,2014-07-15,2982.75,Children and Young People,Childcare & Early Years
HAPPY DAYS NURSERY,2014-07-15,1382.25,Children and Young People,Childcare & Early Years
HILLSIDE PRIVATE DAY NURSERY,2014-07-15,3016.7,Children and Young People,Childcare & Early Years
INGLEBROOK SCHOOL,2014-07-15,800.25,Children and Young People,Education & Careers
JC´S CHILDMINDING SERVICES,2014-07-15,873,Children and Young People,Childcare & Early Years
JSCK LTD T/A OAKHILL DAY NURSERY,2014-07-18,1443,Children and Young People,Childcare & Early Years
JUST LEARNING NURSERY,2014-07-15,3031.25,Children and Young People,Childcare & Early Years
KARENS CHILDCARE,2014-07-15,543.2,Children and Young People,Childcare & Early Years
KINSLEY AND FITZWILLIAM LEARNING & COMMUNITY CENTRE,2014-08-14,1576.75,Children and Young People,Education & Careers
KIRKHAMGATE PRE-SCHOOL,2014-07-15,523.8,Children and Young People,Childcare & Early Years
LITTLE ACORNS NURSERY,2014-07-15,7207.1,Children and Young People,Childcare & Early Years
LITTLE GRUFFALOS DAY NURSERY,2014-07-15,1813.9,Children and Young People,Childcare & Early Years
LITTLE LEARNERS PRE SCHOOL,2014-07-15,1475.61,Children and Young People,Childcare & Early Years
LITTLE STARS NURSERY,2014-07-15,3836.35,Children and Young People,Childcare & Early Years
LITTLE STARS NURSERY UK LTD,2014-09-26,660.8,Children and Young People,Childcare & Early Years
LITTLE STARS NURSERY UK LTD,2014-07-15,12154.1,Children and Young People,Childcare & Early Years
LITTLE STARS PRE SCHOOL,2014-07-15,1033.05,Children and Young People,Childcare & Early Years
NEW LIFE PRE SCHOOL,2014-07-15,2051.55,Children and Young People,Childcare & Early Years
NOAHS ARK CHILDCARE,2014-07-15,4036.41,Children and Young People,Childcare & Early Years
OUTWOOD PRE SCHOOL,2014-07-15,1716.9,Children and Young People,Childcare & Early Years
POMFRET WOODLAND COMMUNITY NURSERY,2014-07-15,6513.55,Children and Young People,Childcare & Early Years
RAINBOW CHILDCARE,2014-07-15,4486.25,Children and Young People,Childcare & Early Years
RED ROOFS CHILDRENS CENTRE DAY NURSERY,2014-07-15,6654.2,Children and Young People,Childcare & Early Years
REMLAT VENTURES LTD T/A FUN 4 TOTS NURSERIES,2014-07-15,2146.12,Children and Young People,Childcare & Early Years
ROOKS NEST PRE SCHOOL,2014-07-15,1455,Children and Young People,Childcare & Early Years
SAFE N SOUND DAY NURSERY,2014-07-15,3331.95,Children and Young People,Childcare & Early Years
SILKWOOD PRIVATE DAY NURSERY & CRECHE,2014-07-15,5863.65,Children and Young People,Childcare & Early Years
ST JOHNS PRE SCHOOL,2014-07-15,1003.95,Children and Young People,Childcare & Early Years
ST LUKES NURSERY,2014-07-15,7250.75,Children and Young People,Childcare & Early Years
ST LUKES NURSERY,2014-07-15,3666.6,Children and Young People,Childcare & Early Years
ST PETERS & ST PAULS PRE SCHOOL,2014-07-15,5252.22,Children and Young People,Childcare & Early Years
STANLEY DAY NURSERY,2014-07-15,3108.85,Children and Young People,Childcare & Early Years
STEPPING STONES @ STANLEY ST PETERS,2014-07-15,3710.25,Children and Young People,Childcare & Early Years
STEPPING STONES DAY NURSERY,2014-07-15,1256.15,Children and Young People,Childcare & Early Years
SUNSHINE KIDS PRE SCHOOL,2014-07-15,1040.32,Children and Young People,Childcare & Early Years
T2´S CHILDCARE LTD,2014-07-15,2880.9,Children and Young People,Childcare & Early Years
THE BRIDGE PRE SCHOOL,2014-07-15,742.05,Children and Young People,Childcare & Early Years
TOY BOX PRIVATE NURSERY,2014-07-15,8342,Children and Young People,Childcare & Early Years
TRINITY PRE-SCHOOL,2014-07-15,1482.15,Children and Young People,Childcare & Early Years
UNICORN NURSERY,2014-07-15,6402,Children and Young People,Childcare & Early Years
WEST WAKEFIELD METHODIST CHURCH,2014-08-07,676.5,n/a,n/a
KINSLEY AND FITZWILLIAM LEARNING & COMMUNITY CENTRE,2014-07-03,2091,Children and Young People,Education & Careers
CAREMARK (WAKEFIELD),2014-09-30,565.5,Adult Services,to be classified
CJS PLAYCARE,2014-07-28,653.2,Children and Young People,Childcare & Early Years
HILLSIDE PRIVATE DAY NURSERY,2014-07-16,2337.5,Children and Young People,Childcare & Early Years
JDK LIMITED,2014-07-16,621.92,Adult Services,to be classified
JDK LIMITED,2014-07-16,851.76,Adult Services,to be classified
JDK LIMITED,2014-07-11,851.76,Adult Services,to be classified
JDK LIMITED,2014-08-19,811.2,Adult Services,to be classified
KARENS CHILDCARE,2014-07-16,738.15,Children and Young People,Childcare & Early Years
KARENS CHILDCARE,2014-09-02,808.45,Children and Young People,Childcare & Early Years
LOLLIPOPZ CHILDCARE,2014-08-05,573,Children and Young People,Childcare & Early Years
STEPPING STONES @ STANLEY ST PETERS,2014-09-26,770.6,Children and Young People,Childcare & Early Years
TOY BOX PRIVATE NURSERY,2014-08-27,820,Children and Young People,Childcare & Early Years
TOYBOX PRIVATE DAY NURSERY,2014-07-18,856.4,Children and Young People,Childcare & Early Years
TOYBOX PRIVATE DAY NURSERY,2014-07-28,656,Children and Young People,Childcare & Early Years
HORSLEY TOWNSEND ARCHITECTS LTD,2014-07-17,864.3,Property & Asset Management,Architects
MCP ENVIRONMENTAL SERVICES LLP,2014-09-29,24260.54,Property & Asset Management,Asbestos Services
NPS NORTH EAST LTD,2014-09-29,3820.17,Property & Asset Management,Architects
SUSTRANS LTD,2014-09-01,1000,Adult Services,to be classified
THE HEPWORTH WAKEFIELD,2014-08-15,1250,"Economic Growth, Culture & Sport",Museums & Culture
DETAILS REDACTED,2014-08-06,3239.7,Professional Services,Medical
DETAILS REDACTED,2014-07-31,6124.2,Professional Services,Medical
DETAILS REDACTED,2014-08-06,1125,Professional Services,Medical
DETAILS REDACTED,2014-09-26,3999.5,Professional Services,Medical
NPS NORTH EAST LTD,2014-08-13,1500,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-07-01,658.44,Property & Asset Management,Architects
NPS NORTH EAST LTD,2014-07-01,8960,Property & Asset Management,Architects
NEP ENERGY SERVICES LTD,2014-08-20,9229,Property & Asset Management,Utilities - Sustainable Energy
NEP ENERGY SERVICES LTD,2014-08-26,9064,Property & Asset Management,Utilities - Sustainable Energy
NEP ENERGY SERVICES LTD,2014-08-26,9229,Property & Asset Management,Utilities - Sustainable Energy
NEP ENERGY SERVICES LTD,2014-08-07,11047,Property & Asset Management,Utilities - Sustainable Energy
FCC RECYCLING UK LTD,2014-08-13,740.65,Environment,Waste Disposal
FCC RECYCLING UK LTD,2014-07-14,7491.91,Environment,Waste Disposal
FCC RECYCLING UK LTD,2014-07-21,832.51,Environment,Waste Disposal
FCC RECYCLING UK LTD,2014-08-06,8097.24,Environment,Waste Disposal
FCC RECYCLING UK LTD,2014-09-04,4078.31,Environment,Waste Disposal
PHS GROUP PLC,2014-07-03,665,Property & Asset Management,Hygiene
RENTOKIL PEST CONTROL,2014-09-22,2105.6,Environment,Environmental Health - Pest Control
JBA CONSULTING,2014-09-12,58794,Highways,Highways Schemes
PETER DUFFY LTD T/A DRAINS AID,2014-08-08,650,Highways,Highways Schemes
PETER DUFFY LTD T/A DRAINS AID,2014-08-08,6706.57,Highways,Highways Schemes
PETER KITE ASSOCIATES,2014-07-16,2191.8,Highways,Highways Schemes
THE CONSERVATION VOLUNTEERS,2014-07-10,1900,Adult Services,to be classified
WILDSCAPES LTD,2014-08-06,700,Professional Services,Consultancy
WILDSCAPES LTD,2014-08-08,552.54,Professional Services,Consultancy
AWARD SCHEME LTD,2014-08-01,830,n/a,n/a
LLOYDS BANK COMMERCIAL,2014-10-01,662.01,n/a,n/a
BRAMHOPE SCOUT CAMP SITE,2014-08-05,2165,"Economic Growth, Culture & Sport",Events
EASYJET,2014-07-16,2400.68,n/a,n/a
ENABLING MOTORCROSS,2014-08-22,800,Transport,Other Transport Services
FRIARWOOD LANE SERVICES,2014-07-11,720,n/a,n/a
HQ ARTS LTD,2014-08-13,13400,Children and Young People,Youth Organisation & Centres
NEXT GENERATION WAKEFIELD CIC,2014-07-01,5250,Adult Services,to be classified
NEXT GENERATION WAKEFIELD CIC,2014-09-03,5250,Adult Services,to be classified
PRODUCTION LIGHT & SOUND LTD,2014-07-22,1027.7,Professional Services,Other Professional Services
RACEWAY KARTING,2014-08-19,750,"Economic Growth, Culture & Sport",Events
REVERSE THE CYCLE,2014-09-30,2000,"Economic Growth, Culture & Sport",Sport
ROSS TRAVEL,2014-07-11,900,n/a,n/a
SESKU ACADEMY,2014-08-04,1968,Business Services,Training
THE YOUTH ASSOCIATION,2014-07-07,5250,Children and Young People,Youth Organisation & Centres
THE YOUTH ASSOCIATION,2014-07-30,10500,Children and Young People,Youth Organisation & Centres
BRITISH GAS BUSINESS,2014-09-10,597.4,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2014-09-23,511.14,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2014-09-23,696.8,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2014-09-23,873.6,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2014-09-24,569.98,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2014-09-23,769.67,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2014-09-23,655.67,Property & Asset Management,Utilities - Gas
BRITISH GAS BUSINESS,2014-09-23,789.37,Property & Asset Management,Utilities - Gas
NPOWER LTD,2014-08-18,652.63,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-17,1309.12,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-14,1250.5,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-26,674.61,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-17,1315.17,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-21,2536.79,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-11,2799.05,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,2664.07,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-01,1059.82,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-26,832.58,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1365.53,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-11,813.08,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-27,1227.57,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-27,542.32,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1846.94,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-08,621.81,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-09,966.73,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-02,514.73,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-25,844.22,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-25,545.18,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-22,1803.64,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-01,589,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-04,1475.54,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-24,1271.35,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-19,569.67,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1244.62,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-23,511.02,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-28,1296.32,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-27,1181.82,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-29,1011.42,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-22,107694.45,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-14,107637.36,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-30,121438.58,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-28,524.46,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-12,613.21,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-19,4192.58,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-19,4332.33,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-19,4332.33,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-03,621.58,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-07,3945.58,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-29,5769.74,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-09,954.59,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-01,506.01,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-01,788.53,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-27,521.49,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-27,2897.13,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-27,2063.07,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-23,1029.17,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-23,682.41,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-15,1828.35,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-24,3185.03,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-15,2976.89,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-19,2958.76,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-06,2969.13,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-04,2016.61,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-25,1879.98,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-02,1955.33,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-18,1307.9,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-18,1894.11,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-18,1453.98,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-18,1804.71,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,1326.21,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,1805.18,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-21,2138.9,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-15,2066.65,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,2053.9,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-21,1948.06,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-14,1921.63,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-22,1803.3,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-21,5795.89,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-15,6249.99,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,5925.42,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-21,4035.52,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-14,4551.16,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,4352.36,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-27,884.62,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-04,826.85,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-26,877.13,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-21,1555.93,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-15,1515.27,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,1438.52,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-23,1304.26,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-06,712.74,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-01,2044.27,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-22,806.59,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-20,826.61,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,819.46,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-05,1197.51,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,766.67,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-13,1590.45,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-04,509.63,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-06,1792.32,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-11,2465.23,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-05,2917.68,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-29,3293.38,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-07,1684.1,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1913.51,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-29,1254.18,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-25,2462.58,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-04,1778.83,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-29,1704.05,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-05,1840.53,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-29,654.99,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-01,743.09,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-26,849.92,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-30,1388.21,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-28,1564.16,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-26,1333.82,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-22,622.59,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-22,1848.04,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-22,1807.99,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-22,1828,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1100.75,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1112.93,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1125.21,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-29,1357.24,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-29,3360.72,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-29,763.39,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-29,1935.08,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-29,2410.04,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-22,1372.82,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1171.03,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-30,1220.96,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-28,503.85,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-21,1381.93,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-15,1414.05,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,1336.85,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1321.92,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1654.17,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-25,1444.13,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-25,1340.51,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,2025.03,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-28,679.28,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-28,623.03,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,621.73,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-25,622.83,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-28,676.74,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-28,1055.55,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-24,827.73,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-17,14089.75,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-14,15962.92,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-17,13746.81,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-17,6212.65,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-14,6231.21,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,6269.92,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-17,1568.59,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-14,1520.3,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,1240.53,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-02,768.86,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-26,2389.42,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-01,1395.5,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-27,2064.7,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-01,2325.98,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-26,2442.12,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,505.32,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-25,543.8,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-02,541.57,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-28,935.86,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,993.99,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,759.62,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-05,1037.44,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-25,531.47,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-25,931.3,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-21,2435.15,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-15,2471.05,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-18,2466.94,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-17,9129.79,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-14,9335.28,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-19,8816.2,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-26,2359.96,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-17,2659.94,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-08-14,2851.69,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-09-17,2712.28,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2014-07-17,941.54,Property & Asset Management,Utilities - Electricity
