Benificiary Name,Payment Date,Amount,Organisational Unit,Organisational Unit
HANDICARE ACCESSIBILITY LTD,2018-07-09,1880.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2018-07-04,1937.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2018-09-27,1964.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2018-07-04,2022.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2018-09-03,2145.00,Adult Services,Sub Category To Be Classified
THYSSENKRUPP HOME SOLUTIONS,2018-08-31,2180.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2018-08-20,2227.00,Adult Services,Sub Category To Be Classified
HANDICARE ACCESSIBILITY LTD,2018-09-12,2375.00,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2018-07-23,2519.61,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2018-09-17,3103.34,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2018-07-23,3262.67,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2018-08-20,3756.25,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2018-07-03,4234.47,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS LIMITED,2018-07-26,4388.00,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2018-09-17,4791.07,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2018-08-20,5426.17,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS LIMITED,2018-07-26,6726.50,Adult Services,Sub Category To Be Classified
DIRECT FABRICATIONS (YORKSHIRE) LTD,2018-09-06,8313.00,Property & Regeneration,PFM - Non Contract - Miscellaneous
NEXUS PLANNING LTD,2018-09-18,4400.00,Professional Services,Consultancy
POLICE AND CRIME COMISSIONER FOR WEST YORKSHIRE,2018-09-28,8080.00,n/a,Sub Category Not Applicable
INTEGRATE FAMILIES LIMITED,2018-08-06,500.00,Children and Young People,Looked After Children - Fostering & Adoption
INTEGRATE FAMILIES LIMITED,2018-09-11,600.00,Children and Young People,Looked After Children - Fostering & Adoption
INTEGRATE FAMILIES LIMITED,2018-08-22,600.00,Children and Young People,Looked After Children - Fostering & Adoption
INTEGRATE FAMILIES LIMITED,2018-08-22,600.00,Children and Young People,Looked After Children - Fostering & Adoption
REFLECTIVE MINDS LTD,2018-09-24,716.00,Adult Services,Sub Category To Be Classified
INTEGRATE FAMILIES LIMITED,2018-07-03,736.75,Children and Young People,Looked After Children - Fostering & Adoption
INTEGRATE FAMILIES LIMITED,2018-07-03,882.50,Children and Young People,Looked After Children - Fostering & Adoption
CHRYSALIS ASSOCIATES LTD,2018-08-22,1790.00,Children and Young People,Looked After Children - Fostering & Adoption
SHEFFIELD TEACHING HOSPITALS NHS,2018-07-26,524.00,Public Health,Health Authorities and Hospitals
THE SHEFFIELD TEACHING HOSPITALS NHS TRUST,2018-09-27,627.00,Public Health,Health Authorities and Hospitals
DONCASTER AND BASSETLAW TEACHING FT,2018-08-30,880.00,Public Health,Health Authorities and Hospitals
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2018-08-24,1039.00,Public Health,Health Authorities and Hospitals
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2018-08-03,1366.64,Public Health,Health Authorities and Hospitals
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2018-08-03,1563.00,Public Health,Health Authorities and Hospitals
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2018-07-30,1604.10,Public Health,Health Authorities and Hospitals
DONCASTER AND BASSETLAW TEACHING FT,2018-08-30,2162.00,Public Health,Health Authorities and Hospitals
DONCASTER AND BASSETLAW TEACHING FT,2018-08-30,2293.00,Public Health,Health Authorities and Hospitals
LOCALA COMMUNITY PARTNERSHIPS CIC,2018-09-27,2583.00,Public Health,Sexual Health
LOCALA COMMUNITY PARTNERSHIPS CIC,2018-08-22,3478.00,Public Health,Sexual Health
LOCALA COMMUNITY PARTNERSHIPS CIC,2018-07-19,3599.00,Public Health,Sexual Health
HEALTHWATCH WAKEFIELD,2018-07-05,4166.67,Public Health,Health & Wellbeing
HEALTHWATCH WAKEFIELD,2018-08-20,4166.67,Public Health,Health & Wellbeing
SPECTRUM COMMUNITY HEALTH CIC,2018-09-14,7820.91,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2018-08-20,7820.91,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2018-08-10,7820.91,Public Health,Sexual Health
CONEXUS HEALTHCARE LTD,2018-08-23,12500.00,Public Health,Health Authorities and Hospitals
CONEXUS HEALTHCARE LTD,2018-08-01,12500.00,Public Health,Health Authorities and Hospitals
NOVA WAKEFIELD DISTRICT LIMITED,2018-07-19,15000.00,Public Health,Health & Wellbeing
HEALTHWATCH WAKEFIELD,2018-07-05,18105.83,Public Health,Health & Wellbeing
HEALTHWATCH WAKEFIELD,2018-08-20,18105.83,Public Health,Health & Wellbeing
WAKEFIELD DISTRICT CITIZENS ADVICE BUREAU,2018-09-14,23512.50,Business Services,Financial Advice
WAKEFIELD DISTRICT CITIZENS ADVICE BUREAU,2018-08-20,23512.50,Business Services,Financial Advice
WAKEFIELD DISTRICT CITIZENS ADVICE BUREAU,2018-08-10,23512.50,Business Services,Financial Advice
NOVA WAKEFIELD DISTRICT LIMITED,2018-08-10,36005.91,Public Health,Health & Wellbeing
NOVA WAKEFIELD DISTRICT LIMITED,2018-08-20,36005.91,Public Health,Health & Wellbeing
NOVA WAKEFIELD DISTRICT LIMITED,2018-09-14,36005.91,Public Health,Health & Wellbeing
YORKSHIRE MESMAC,2018-08-20,39202.50,Public Health,Sexual Health
FAMILIES AND BABIES,2018-09-14,52491.00,Public Health,Health & Wellbeing
"CGL (CHANGE, GROW, LIVE)",2018-08-20,59039.50,Public Health,Substance Misuse
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2018-09-14,71666.66,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2018-08-10,71666.66,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2018-08-20,71666.66,Public Health,Health Authorities and Hospitals
NOVA WAKEFIELD DISTRICT LIMITED,2018-07-23,135000.00,Public Health,Health & Wellbeing
SPECTRUM COMMUNITY HEALTH CIC,2018-07-09,207176.41,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2018-08-30,207176.41,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2018-09-13,207176.41,Public Health,Sexual Health
TURNING POINT SERVICES LTD,2018-08-23,315528.92,Public Health,Substance Misuse
TURNING POINT SERVICES LTD,2018-08-06,315528.92,Public Health,Substance Misuse
TURNING POINT SERVICES LTD,2018-09-11,315528.92,Public Health,Substance Misuse
MOVE AHEAD WAKEFIELD LTD,2018-09-13,566.00,Adult Services,Sub Category To Be Classified
MOVE AHEAD WAKEFIELD LTD,2018-08-20,566.00,Adult Services,Sub Category To Be Classified
MOVE AHEAD WAKEFIELD LTD,2018-08-08,566.00,Adult Services,Sub Category To Be Classified
WAKEFIELD DISTRICT SIGHT AID,2018-09-13,743.83,Adult Services,Sub Category To Be Classified
WAKEFIELD DISTRICT SIGHT AID,2018-08-20,743.83,Adult Services,Sub Category To Be Classified
WAKEFIELD DISTRICT SIGHT AID,2018-08-08,743.83,Adult Services,Sub Category To Be Classified
MHA PONTEFRACT LIVE AT HOME SCHEME,2018-08-08,1359.00,Adult Services,Sub Category To Be Classified
MHA PONTEFRACT LIVE AT HOME SCHEME,2018-08-20,1359.00,Adult Services,Sub Category To Be Classified
MHA PONTEFRACT LIVE AT HOME SCHEME,2018-09-13,1359.00,Adult Services,Sub Category To Be Classified
HORTICARE,2018-08-20,4086.50,Environment,Parks and Public Spaces Contractors
HORTICARE,2018-07-06,4086.50,Environment,Parks and Public Spaces Contractors
HORTICARE,2018-09-13,4086.50,Environment,Parks and Public Spaces Contractors
WELL WOMEN CENTRE,2018-08-09,5592.50,Adult Services,Sub Category To Be Classified
WELL WOMEN CENTRE,2018-09-17,5592.50,Adult Services,Sub Category To Be Classified
WELL WOMEN CENTRE,2018-08-20,5593.50,Adult Services,Sub Category To Be Classified
WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,2018-08-08,6240.00,Adult Services,Sub Category To Be Classified
WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,2018-08-20,6240.00,Adult Services,Sub Category To Be Classified
WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,2018-09-13,6240.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2018-08-20,6245.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2018-09-13,6245.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2018-08-08,6245.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2018-08-20,6290.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2018-09-13,6290.00,Adult Services,Sub Category To Be Classified
AGE UK WAKEFIELD DISTRICT,2018-08-08,6290.00,Adult Services,Sub Category To Be Classified
ALZHEIMERS SOCIETY,2018-09-13,8860.00,Adult Services,Sub Category To Be Classified
ALZHEIMERS SOCIETY,2018-08-20,8860.00,Adult Services,Sub Category To Be Classified
ALZHEIMERS SOCIETY,2018-08-08,8860.00,Adult Services,Sub Category To Be Classified
RICHMOND FELLOWSHIP,2018-09-13,9166.67,Adult Services,Sub Category To Be Classified
ST CATHERINES CHURCH CENTRE,2018-09-13,9190.00,Adult Services,Sub Category To Be Classified
ST CATHERINES CHURCH CENTRE,2018-08-20,9190.00,Adult Services,Sub Category To Be Classified
ST CATHERINES CHURCH CENTRE,2018-07-05,9190.00,Adult Services,Sub Category To Be Classified
PONTEFRACT FAMILY CENTRE,2018-08-20,9660.00,Adult Services,Sub Category To Be Classified
PONTEFRACT FAMILY CENTRE,2018-07-06,9660.00,Adult Services,Sub Category To Be Classified
PONTEFRACT FAMILY CENTRE,2018-09-13,9660.00,Adult Services,Sub Category To Be Classified
TOGETHER HOUSING ASSOCIATION LIMITED,2018-08-20,10416.00,Adult Services,Sub Category To Be Classified
TOGETHER HOUSING ASSOCIATION LIMITED,2018-09-13,10416.00,Adult Services,Sub Category To Be Classified
TOGETHER HOUSING ASSOCIATION LIMITED,2018-08-08,10416.00,Adult Services,Sub Category To Be Classified
THE PENDERELS TRUST LIMITED,2018-09-13,13664.77,Public Health,Health & Wellbeing
THE PENDERELS TRUST LIMITED,2018-08-08,13664.77,Public Health,Health & Wellbeing
THE PENDERELS TRUST LIMITED,2018-08-20,13664.77,Public Health,Health & Wellbeing
ROYAL NATIONAL INSTITUTE OF THE BLIND,2018-09-13,15036.50,Public Health,Health & Wellbeing
ST ANNES COMMUNITY SERVICES,2018-09-27,15497.83,Adult Services,Sub Category To Be Classified
ST ANNES COMMUNITY SERVICES,2018-07-24,15497.83,Adult Services,Sub Category To Be Classified
ST ANNES COMMUNITY SERVICES,2018-07-24,15497.83,Adult Services,Sub Category To Be Classified
ST ANNES COMMUNITY SERVICES,2018-07-24,15497.83,Adult Services,Sub Category To Be Classified
DIAL WAKEFIELD,2018-08-20,17473.00,Adult Services,Sub Category To Be Classified
THE STROKE ASSOCIATION,2018-09-13,20000.00,Public Health,Health & Wellbeing
RICHMOND FELLOWSHIP,2018-07-30,28000.00,Adult Services,Sub Category To Be Classified
RICHMOND FELLOWSHIP,2018-07-18,28000.00,Adult Services,Sub Category To Be Classified
WAKEFIELD & DISTRICT CARERS ASSOCIATION,2018-09-13,30271.65,Adult Services,Sub Category To Be Classified
WAKEFIELD & DISTRICT CARERS ASSOCIATION,2018-07-05,30271.65,Adult Services,Sub Category To Be Classified
WAKEFIELD & DISTRICT CARERS ASSOCIATION,2018-08-20,30271.65,Adult Services,Sub Category To Be Classified
COMMUNITY INTEGRATED CARE,2018-08-09,50164.25,Adult Services,Sub Category To Be Classified
COMMUNITY INTEGRATED CARE,2018-09-13,50164.25,Adult Services,Sub Category To Be Classified
COMMUNITY INTEGRATED CARE,2018-08-20,50164.25,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-07-05,9673.48,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-08-01,9673.48,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-09-26,9673.48,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-08-29,9673.48,Adult Services,Sub Category To Be Classified
RICHMOND FELLOWSHIP,2018-09-26,10969.88,Adult Services,Sub Category To Be Classified
RICHMOND FELLOWSHIP,2018-08-01,10969.88,Adult Services,Sub Category To Be Classified
RICHMOND FELLOWSHIP,2018-07-05,10969.88,Adult Services,Sub Category To Be Classified
RICHMOND FELLOWSHIP,2018-08-29,10969.88,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-07-05,13118.64,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-08-01,13118.64,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-08-29,13118.64,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-09-26,13118.64,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-07-05,30186.28,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-08-01,30186.28,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-09-26,30186.28,Adult Services,Sub Category To Be Classified
THE RIVERSIDE GROUP LTD,2018-08-29,30186.28,Adult Services,Sub Category To Be Classified
TURNING LIVES AROUND LTD,2018-08-29,35644.24,Public Health,Health & Wellbeing
TURNING LIVES AROUND LTD,2018-07-05,35644.24,Public Health,Health & Wellbeing
TURNING LIVES AROUND LTD,2018-09-26,35644.24,Public Health,Health & Wellbeing
TURNING LIVES AROUND LTD,2018-08-01,35644.24,Public Health,Health & Wellbeing
FOUNDATION,2018-08-29,48885.60,Adult Services,Sub Category To Be Classified
FOUNDATION,2018-07-05,48885.60,Adult Services,Sub Category To Be Classified
FOUNDATION,2018-08-01,48885.60,Adult Services,Sub Category To Be Classified
FOUNDATION,2018-09-26,48885.60,Adult Services,Sub Category To Be Classified
MORGARD COURT LTD T/A GARDNERS,2018-08-13,2000.00,Business Services,Advertising - Outdoor
COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2018-07-30,95000.00,Public Health,Health Authorities and Hospitals
JOHNSTON PUBLISHING LIMITED,2018-07-25,694.94,Business Services,Advertising Services
TMP (UK) LTD,2018-07-31,539.67,Business Services,Advertising Services
WEST & NORTH YORKSHIRE CHAMBER OF COMMERCE,2018-08-28,1000.00,Business Services,Training
TMP (UK) LTD,2018-07-12,501.64,Business Services,Advertising Services
TMP (UK) LTD,2018-07-25,611.05,Business Services,Advertising Services
TMP (UK) LTD,2018-09-18,1876.00,Business Services,Advertising Services
T4 MEDIA GROUP,2018-08-07,550.50,Business Services,Advertising Services
FIVE TOWNS MEDIA (YORKSHIRE),2018-08-06,1520.00,Business Services,Advertising Services
CASTLEFORD TIGERS RLFC,2018-09-24,1540.00,Culture & Sport,Sport
T4 MEDIA GROUP,2018-08-07,1838.25,Business Services,Advertising Services
EXTERION MEDIA (UK) LTD,2018-07-13,2597.00,Business Services,Advertising Services
PRIMESIGHT LTD,2018-09-27,2894.08,Business Services,Advertising - Outdoor
CLEAR CHANNEL UK LTD,2018-07-13,2968.00,Business Services,Advertising Services
PRIMESIGHT LTD,2018-09-27,3500.00,Business Services,Advertising - Outdoor
BOLTON COUNCIL,2018-07-24,3850.00,n/a,Sub Category Not Applicable
WHITESPACE PUBLISHERS LTD,2018-09-06,594.00,Business Services,Publications
IMMEDIATE MEDIA COMPANY LTD,2018-08-06,1049.00,Business Services,Advertising Services
TOGETHER FOR MENTAL WELLBEING,2018-09-13,25750.78,Adult Services,Sub Category To Be Classified
TOGETHER FOR MENTAL WELLBEING,2018-08-20,27249.83,Adult Services,Sub Category To Be Classified
TOGETHER FOR MENTAL WELLBEING,2018-08-09,27249.83,Adult Services,Sub Category To Be Classified
OSBORNE RICHARDSON LIMITED,2018-08-23,734.00,Business Services,Agency
OSBORNE RICHARDSON LIMITED,2018-09-12,1009.00,Business Services,Agency
ADOPTION MATTERS,2018-07-13,1667.00,Children and Young People,Looked After Children - Fostering & Adoption
ADOPTION MATTERS,2018-08-22,2580.00,Children and Young People,Looked After Children - Fostering & Adoption
ADOPTION MATTERS,2018-09-14,2580.00,Children and Young People,Looked After Children - Fostering & Adoption
CORAM ADOPTION EAST MIDLANDS,2018-08-15,9000.00,Children and Young People,Looked After Children - Fostering & Adoption
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2018-07-19,700.00,Highways,Highways Schemes
HORWICH LTD,2018-08-01,1010.50,Professional Services,Consultancy
HORWICH LTD,2018-08-01,1139.50,Professional Services,Consultancy
HORWICH LTD,2018-08-06,1204.00,Professional Services,Consultancy
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2018-07-10,1400.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2018-07-19,1400.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2018-08-28,1400.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2018-09-18,1400.00,Highways,Highways Schemes
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2018-08-20,1400.00,Highways,Highways Schemes
HORWICH LTD,2018-09-21,1431.15,Professional Services,Consultancy
KINGFISHER CONSTRUCTION (WAKEFIELD) LTD.,2018-09-05,1434.20,Highways,Highways Schemes
HORWICH LTD,2018-08-28,1440.50,Professional Services,Consultancy
HORWICH LTD,2018-09-05,1570.50,Professional Services,Consultancy
HORWICH LTD,2018-08-30,1720.00,Professional Services,Consultancy
HORWICH LTD,2018-08-01,1849.00,Professional Services,Consultancy
HORWICH LTD,2018-08-28,1956.50,Professional Services,Consultancy
HORWICH LTD,2018-07-06,1979.85,Professional Services,Consultancy
HORWICH LTD,2018-08-10,2021.00,Professional Services,Consultancy
HORWICH LTD,2018-07-06,2021.00,Professional Services,Consultancy
HORWICH LTD,2018-08-28,2064.50,Professional Services,Consultancy
PNA SOCIAL CARE CONSULTANCY LTD,2018-07-13,950.00,Business Services,Agency
PNA SOCIAL CARE CONSULTANCY LTD,2018-09-12,1000.00,Business Services,Agency
PNA SOCIAL CARE CONSULTANCY LTD,2018-08-22,2000.00,Business Services,Agency
PNA SOCIAL CARE CONSULTANCY LTD,2018-07-13,2399.65,Business Services,Agency
PNA SOCIAL CARE CONSULTANCY LTD,2018-07-30,2500.00,Business Services,Agency
PNA SOCIAL CARE CONSULTANCY LTD,2018-07-30,2500.00,Business Services,Agency
PNA SOCIAL CARE CONSULTANCY LTD,2018-07-30,2500.00,Business Services,Agency
PNA SOCIAL CARE CONSULTANCY LTD,2018-08-22,2500.00,Business Services,Agency
PNA SOCIAL CARE CONSULTANCY LTD,2018-07-31,2511.00,Business Services,Agency
PNA SOCIAL CARE CONSULTANCY LTD,2018-09-13,2513.00,Business Services,Agency
HAMPTONS RESOURCING LTD,2018-07-27,2941.20,Business Services,Agency
HAMPTONS RESOURCING LTD,2018-10-01,2941.20,Business Services,Agency
HAMPTONS RESOURCING LTD,2018-07-30,5294.16,Business Services,Agency
PENNA PLC,2018-07-13,11970.00,Professional Services,Consultancy
PENNA PLC,2018-08-22,13860.00,Professional Services,Consultancy
PROTOCOL NATIONAL LIMITED,2018-08-30,572.50,Business Services,Agency
PROTOCOL NATIONAL LIMITED,2018-08-08,2097.88,Business Services,Agency
WORDSMITH UN LIMITED,2018-07-25,2425.22,Business Services,Communications
WORDSMITH UN LIMITED,2018-08-29,3209.85,Business Services,Communications
LEE SNASHFOLD CREMATORIA MANAGEMENT & CONSULTANCY LTD,2018-07-02,1545.00,Professional Services,Consultancy
LEE SNASHFOLD CREMATORIA MANAGEMENT & CONSULTANCY LTD,2018-08-23,1954.50,Professional Services,Consultancy
LEE SNASHFOLD CREMATORIA MANAGEMENT & CONSULTANCY LTD,2018-08-15,1955.00,Professional Services,Consultancy
LEE SNASHFOLD CREMATORIA MANAGEMENT & CONSULTANCY LTD,2018-07-19,1955.25,Professional Services,Consultancy
LEE SNASHFOLD CREMATORIA MANAGEMENT & CONSULTANCY LTD,2018-07-31,1956.00,Professional Services,Consultancy
LEE SNASHFOLD CREMATORIA MANAGEMENT & CONSULTANCY LTD,2018-09-24,1966.50,Professional Services,Consultancy
LEE SNASHFOLD CREMATORIA MANAGEMENT & CONSULTANCY LTD,2018-09-19,1967.00,Professional Services,Consultancy
LEE SNASHFOLD CREMATORIA MANAGEMENT & CONSULTANCY LTD,2018-09-24,1967.50,Professional Services,Consultancy
LEE SNASHFOLD CREMATORIA MANAGEMENT & CONSULTANCY LTD,2018-07-19,1968.50,Professional Services,Consultancy
LEE SNASHFOLD CREMATORIA MANAGEMENT & CONSULTANCY LTD,2018-07-19,1968.50,Professional Services,Consultancy
PAM ALLEN ASSOCIATES LIMITED,2018-09-12,1200.00,Adult Services,Sub Category To Be Classified
