Benificiary Name,Payment Date,Amount,Organisational Unit,Organisational Unit
NORTHERN INSTALLATION SERVICES LTD,2015-10-19,750.00,Adult Services,Sub Category To Be Classified
NORTHERN INSTALLATION SERVICES LTD,2015-11-02,1805.00,Adult Services,Sub Category To Be Classified
NORTHERN INSTALLATION SERVICES LTD,2015-10-05,650.00,Adult Services,Sub Category To Be Classified
PLUMBCARE YORKSHIRE LTD,2015-10-06,977.80,Property & Asset Management,Building Services - Plumbing
POLLOCK LIFTS,2015-11-02,1070.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2015-10-20,1110.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2015-10-23,995.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2015-10-23,1095.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2015-10-12,1075.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2015-11-23,1250.00,Adult Services,Sub Category To Be Classified
TOTAL HYGIENE LTD,2015-10-15,798.00,Adult Services,Sub Category To Be Classified
TYNETEC LTD,2015-11-17,2089.00,ICT,Systems & Software
TYNETEC LTD,2015-12-08,2580.78,ICT,Systems & Software
WESSEX LIFT CO. LIMITED,2015-11-16,2154.26,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2015-11-16,3490.13,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2015-10-08,2122.40,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2015-10-08,2290.37,Adult Services,Sub Category To Be Classified
CHEVIN HOUSING ASSOCIATION,2015-10-22,2400.00,Adult Services,Sub Category To Be Classified
CHEVIN HOUSING ASSOCIATION,2015-10-22,1400.00,Adult Services,Sub Category To Be Classified
DETAILS REDACTED,2015-11-05,520.00,Children and Young People,Looked After Children
U-IN-MIND,2015-10-22,2469.20,Business Services,Occupational Health - Physiotherapists
JOHNSTON PUBLISHING,2015-10-23,1500.00,Business Services,Advertising Services
PRIMESIGHT LTD,2015-10-05,18057.58,Business Services,Advertising - Outdoor
JOHNSTON PUBLISHING,2015-10-06,605.88,Business Services,Advertising Services
JOHNSTON PUBLISHING,2015-10-20,633.42,Business Services,Advertising Services
JOHNSTON PUBLISHING,2015-11-02,1106.16,Business Services,Advertising Services
JOHNSTON PUBLISHING,2015-11-02,2312.88,Business Services,Advertising Services
JOHNSTON PUBLISHING,2015-11-02,1810.08,Business Services,Advertising Services
JOHNSTON PUBLISHING,2015-10-20,5354.00,Business Services,Advertising Services
TMP (UK) LTD,2015-10-27,1151.45,Business Services,Advertising Services
CLOVERLEAF ADVOCACY 2000 LTD,2015-10-28,687.30,Public Health,Health & Wellbeing
TOGETHER,2015-10-28,4712.40,Adult Services,Sub Category To Be Classified
TOGETHER,2015-10-28,14529.90,Adult Services,Sub Category To Be Classified
ADOPTION MATTERS NORTHWEST,2015-10-13,1194.42,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2015-10-13,750.00,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2015-11-10,1194.42,Children and Young People,Looked After Children
ADOPTION MATTERS NORTHWEST,2015-11-10,750.00,Children and Young People,Looked After Children
CALDERDALE M.B.C.,2015-10-13,18000.00,n/a,N/A
CARITAS CARE LIMITED,2015-10-22,14333.00,Business Services,Agency
CORAM,2015-10-13,21022.00,Children and Young People,Childcare & Early Years
LEICESTERSHIRE COUNTY COUNCIL,2015-10-15,18000.00,n/a,N/A
SOUTH TYNESIDE COUNCIL,2015-10-16,13500.00,n/a,N/A
YORKSHIRE ADOPTION AGENCY LTD,2015-11-10,40000.00,Children and Young People,Looked After Children
MATRIX SCM LTD,2015-12-02,809.80,Business Services,Agency
MATRIX SCM LTD,2015-11-25,2818.40,Business Services,Agency
MATRIX SCM LTD,2015-11-25,802.99,Business Services,Agency
MATRIX SCM LTD,2015-12-23,816.60,Business Services,Agency
MATRIX SCM LTD,2015-12-16,802.99,Business Services,Agency
MATRIX SCM LTD,2015-12-16,509.40,Business Services,Agency
MATRIX SCM LTD,2015-12-16,545.35,Business Services,Agency
MATRIX SCM LTD,2015-12-16,695.79,Business Services,Agency
MATRIX SCM LTD,2015-12-16,848.99,Business Services,Agency
MATRIX SCM LTD,2015-12-16,827.42,Business Services,Agency
MATRIX SCM LTD,2015-12-16,1000.34,Business Services,Agency
MATRIX SCM LTD,2015-12-09,2818.40,Business Services,Agency
MATRIX SCM LTD,2015-12-09,2818.40,Business Services,Agency
MATRIX SCM LTD,2015-10-07,695.79,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-14,693.97,Business Services,Agency
MATRIX SCM LTD,2015-10-14,548.28,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-21,802.99,Business Services,Agency
MATRIX SCM LTD,2015-10-28,898.27,Business Services,Agency
MATRIX SCM LTD,2015-11-04,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-11,516.78,Business Services,Agency
MATRIX SCM LTD,2015-11-11,742.46,Business Services,Agency
MATRIX SCM LTD,2015-11-11,921.45,Business Services,Agency
MATRIX SCM LTD,2015-11-11,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-18,1211.29,Business Services,Agency
MATRIX SCM LTD,2015-11-18,2254.72,Business Services,Agency
MATRIX SCM LTD,2015-11-18,531.54,Business Services,Agency
MATRIX SCM LTD,2015-11-18,676.98,Business Services,Agency
MATRIX SCM LTD,2015-11-18,2818.40,Business Services,Agency
MATRIX SCM LTD,2015-12-30,626.06,Business Services,Agency
MATRIX SCM LTD,2015-11-25,626.06,Business Services,Agency
MATRIX SCM LTD,2015-12-23,626.06,Business Services,Agency
MATRIX SCM LTD,2015-12-16,830.21,Business Services,Agency
MATRIX SCM LTD,2015-12-16,626.06,Business Services,Agency
MATRIX SCM LTD,2015-12-09,626.06,Business Services,Agency
MATRIX SCM LTD,2015-10-14,666.00,Business Services,Agency
MATRIX SCM LTD,2015-10-21,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-28,857.43,Business Services,Agency
MATRIX SCM LTD,2015-11-11,830.21,Business Services,Agency
MATRIX SCM LTD,2015-11-11,816.60,Business Services,Agency
MATRIX SCM LTD,2015-12-30,816.60,Business Services,Agency
MATRIX SCM LTD,2015-12-30,1034.36,Business Services,Agency
MATRIX SCM LTD,2015-12-02,1034.36,Business Services,Agency
MATRIX SCM LTD,2015-12-02,626.06,Business Services,Agency
MATRIX SCM LTD,2015-11-25,626.06,Business Services,Agency
MATRIX SCM LTD,2015-11-25,1034.36,Business Services,Agency
MATRIX SCM LTD,2015-11-25,626.06,Business Services,Agency
MATRIX SCM LTD,2015-12-23,612.45,Business Services,Agency
MATRIX SCM LTD,2015-12-23,612.45,Business Services,Agency
MATRIX SCM LTD,2015-12-16,952.70,Business Services,Agency
MATRIX SCM LTD,2015-12-16,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-16,1034.36,Business Services,Agency
MATRIX SCM LTD,2015-12-16,626.06,Business Services,Agency
MATRIX SCM LTD,2015-12-09,626.06,Business Services,Agency
MATRIX SCM LTD,2015-12-09,626.06,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-21,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-21,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-28,694.11,Business Services,Agency
MATRIX SCM LTD,2015-10-28,626.06,Business Services,Agency
MATRIX SCM LTD,2015-10-28,816.60,Business Services,Agency
MATRIX SCM LTD,2015-11-04,1034.36,Business Services,Agency
MATRIX SCM LTD,2015-11-04,694.11,Business Services,Agency
MATRIX SCM LTD,2015-11-04,626.06,Business Services,Agency
MATRIX SCM LTD,2015-11-04,898.26,Business Services,Agency
MATRIX SCM LTD,2015-11-11,626.06,Business Services,Agency
MATRIX SCM LTD,2015-11-11,1034.36,Business Services,Agency
MATRIX SCM LTD,2015-11-18,551.21,Business Services,Agency
MATRIX SCM LTD,2015-11-18,626.06,Business Services,Agency
MATRIX SCM LTD,2015-10-07,567.36,Business Services,Agency
MATRIX SCM LTD,2015-11-04,504.32,Business Services,Agency
MATRIX SCM LTD,2015-12-16,1035.26,Business Services,Agency
MATRIX SCM LTD,2015-12-16,841.34,Business Services,Agency
MATRIX SCM LTD,2015-12-09,1014.28,Business Services,Agency
MATRIX SCM LTD,2015-12-09,941.16,Business Services,Agency
MATRIX SCM LTD,2015-12-23,1021.27,Business Services,Agency
MATRIX SCM LTD,2015-12-23,884.12,Business Services,Agency
MATRIX SCM LTD,2015-11-25,1055.24,Business Services,Agency
MATRIX SCM LTD,2015-11-11,993.53,Business Services,Agency
MATRIX SCM LTD,2015-11-11,1055.24,Business Services,Agency
MATRIX SCM LTD,2015-10-07,971.63,Business Services,Agency
MATRIX SCM LTD,2015-10-07,898.26,Business Services,Agency
MATRIX SCM LTD,2015-10-14,966.31,Business Services,Agency
MATRIX SCM LTD,2015-10-14,816.60,Business Services,Agency
MATRIX SCM LTD,2015-10-14,865.15,Business Services,Agency
MATRIX SCM LTD,2015-10-21,598.84,Business Services,Agency
MATRIX SCM LTD,2015-10-21,843.82,Business Services,Agency
MATRIX SCM LTD,2015-10-21,559.02,Business Services,Agency
MATRIX SCM LTD,2015-10-28,1055.24,Business Services,Agency
MATRIX SCM LTD,2015-10-28,958.32,Business Services,Agency
MATRIX SCM LTD,2015-10-28,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-04,925.48,Business Services,Agency
MATRIX SCM LTD,2015-11-04,865.15,Business Services,Agency
MATRIX SCM LTD,2015-11-04,527.62,Business Services,Agency
MATRIX SCM LTD,2015-12-02,790.44,Business Services,Agency
MATRIX SCM LTD,2015-11-25,797.43,Business Services,Agency
MATRIX SCM LTD,2015-11-18,1035.26,Business Services,Agency
MATRIX SCM LTD,2015-12-30,783.44,Business Services,Agency
MATRIX SCM LTD,2015-12-02,1026.72,Business Services,Agency
MATRIX SCM LTD,2015-12-02,616.05,Business Services,Agency
MATRIX SCM LTD,2015-12-02,616.06,Business Services,Agency
MATRIX SCM LTD,2015-12-02,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-02,945.90,Business Services,Agency
MATRIX SCM LTD,2015-12-30,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-30,837.02,Business Services,Agency
MATRIX SCM LTD,2015-12-30,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-11,598.95,Business Services,Agency
MATRIX SCM LTD,2015-11-11,598.95,Business Services,Agency
MATRIX SCM LTD,2015-11-11,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-11,809.80,Business Services,Agency
MATRIX SCM LTD,2015-11-11,798.60,Business Services,Agency
MATRIX SCM LTD,2015-11-18,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-18,616.05,Business Services,Agency
MATRIX SCM LTD,2015-10-28,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-23,616.06,Business Services,Agency
MATRIX SCM LTD,2015-10-28,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-28,598.95,Business Services,Agency
MATRIX SCM LTD,2015-10-28,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-23,616.05,Business Services,Agency
MATRIX SCM LTD,2015-12-16,616.06,Business Services,Agency
MATRIX SCM LTD,2015-10-07,598.95,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-07,598.95,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1428.54,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1428.54,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1428.54,Business Services,Agency
MATRIX SCM LTD,2015-10-28,1428.54,Business Services,Agency
MATRIX SCM LTD,2015-10-14,898.26,Business Services,Agency
MATRIX SCM LTD,2015-11-04,802.99,Business Services,Agency
MATRIX SCM LTD,2015-11-11,952.70,Business Services,Agency
MATRIX SCM LTD,2015-10-14,802.99,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-23,802.99,Business Services,Agency
MATRIX SCM LTD,2015-12-16,966.31,Business Services,Agency
MATRIX SCM LTD,2015-12-16,898.26,Business Services,Agency
MATRIX SCM LTD,2015-12-09,993.53,Business Services,Agency
MATRIX SCM LTD,2015-10-28,802.99,Business Services,Agency
MATRIX SCM LTD,2015-12-30,816.60,Business Services,Agency
MATRIX SCM LTD,2015-11-25,762.16,Business Services,Agency
MATRIX SCM LTD,2015-11-25,952.70,Business Services,Agency
MATRIX SCM LTD,2015-10-07,830.21,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-04,816.60,Business Services,Agency
MATRIX SCM LTD,2015-10-28,762.16,Business Services,Agency
MATRIX SCM LTD,2015-10-28,804.83,Business Services,Agency
MATRIX SCM LTD,2015-10-21,871.04,Business Services,Agency
MATRIX SCM LTD,2015-10-21,779.29,Business Services,Agency
MATRIX SCM LTD,2015-10-14,792.06,Business Services,Agency
MATRIX SCM LTD,2015-10-28,871.04,Business Services,Agency
MATRIX SCM LTD,2015-11-11,645.14,Business Services,Agency
MATRIX SCM LTD,2015-11-11,792.05,Business Services,Agency
MATRIX SCM LTD,2015-12-16,699.50,Business Services,Agency
MATRIX SCM LTD,2015-10-14,871.04,Business Services,Agency
MATRIX SCM LTD,2015-10-14,871.04,Business Services,Agency
MATRIX SCM LTD,2015-12-09,843.83,Business Services,Agency
MATRIX SCM LTD,2015-12-09,925.48,Business Services,Agency
MATRIX SCM LTD,2015-12-09,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-16,699.50,Business Services,Agency
MATRIX SCM LTD,2015-12-16,898.27,Business Services,Agency
MATRIX SCM LTD,2015-12-16,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-11,871.04,Business Services,Agency
MATRIX SCM LTD,2015-11-11,653.28,Business Services,Agency
MATRIX SCM LTD,2015-11-18,979.92,Business Services,Agency
MATRIX SCM LTD,2015-11-18,699.50,Business Services,Agency
MATRIX SCM LTD,2015-11-18,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-25,699.50,Business Services,Agency
MATRIX SCM LTD,2015-11-25,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-23,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-23,911.87,Business Services,Agency
MATRIX SCM LTD,2015-11-25,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-02,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-30,699.50,Business Services,Agency
MATRIX SCM LTD,2015-12-02,699.50,Business Services,Agency
MATRIX SCM LTD,2015-12-30,653.28,Business Services,Agency
MATRIX SCM LTD,2015-12-30,816.60,Business Services,Agency
MATRIX SCM LTD,2015-11-18,1292.04,Business Services,Agency
MATRIX SCM LTD,2015-11-18,1166.44,Business Services,Agency
MATRIX SCM LTD,2015-11-18,1092.63,Business Services,Agency
MATRIX SCM LTD,2015-12-16,1092.63,Business Services,Agency
MATRIX SCM LTD,2015-12-16,1092.63,Business Services,Agency
MATRIX SCM LTD,2015-12-16,1063.10,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1092.63,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1092.63,Business Services,Agency
MATRIX SCM LTD,2015-12-16,1553.94,Business Services,Agency
MATRIX SCM LTD,2015-12-09,1151.69,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1292.04,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1092.61,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1092.63,Business Services,Agency
MATRIX SCM LTD,2015-11-11,1077.86,Business Services,Agency
MATRIX SCM LTD,2015-11-11,1018.81,Business Services,Agency
MATRIX SCM LTD,2015-11-11,1107.40,Business Services,Agency
MATRIX SCM LTD,2015-11-11,1292.04,Business Services,Agency
MATRIX SCM LTD,2015-11-04,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-04,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-04,1292.04,Business Services,Agency
MATRIX SCM LTD,2015-11-04,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-04,1292.04,Business Services,Agency
MATRIX SCM LTD,2015-11-04,915.45,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1292.04,Business Services,Agency
MATRIX SCM LTD,2015-10-21,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-21,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-21,1166.44,Business Services,Agency
MATRIX SCM LTD,2015-10-28,1092.63,Business Services,Agency
MATRIX SCM LTD,2015-10-28,1292.04,Business Services,Agency
MATRIX SCM LTD,2015-10-28,1166.44,Business Services,Agency
MATRIX SCM LTD,2015-12-30,738.26,Business Services,Agency
MATRIX SCM LTD,2015-12-30,1047.60,Business Services,Agency
MATRIX SCM LTD,2015-12-30,974.51,Business Services,Agency
MATRIX SCM LTD,2015-12-02,1063.10,Business Services,Agency
MATRIX SCM LTD,2015-12-02,612.45,Business Services,Agency
MATRIX SCM LTD,2015-12-02,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-25,1166.44,Business Services,Agency
MATRIX SCM LTD,2015-12-02,1166.44,Business Services,Agency
MATRIX SCM LTD,2015-12-02,1292.04,Business Services,Agency
MATRIX SCM LTD,2015-12-02,1292.04,Business Services,Agency
MATRIX SCM LTD,2015-11-25,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-25,1092.63,Business Services,Agency
MATRIX SCM LTD,2015-12-23,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-23,816.60,Business Services,Agency
MATRIX SCM LTD,2015-12-23,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-23,1122.16,Business Services,Agency
MATRIX SCM LTD,2015-12-23,1222.20,Business Services,Agency
MATRIX SCM LTD,2015-12-23,1063.10,Business Services,Agency
MATRIX SCM LTD,2015-11-25,966.31,Business Services,Agency
MATRIX SCM LTD,2015-12-02,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-10-28,993.54,Business Services,Agency
MATRIX SCM LTD,2015-10-21,1007.15,Business Services,Agency
MATRIX SCM LTD,2015-11-11,925.48,Business Services,Agency
MATRIX SCM LTD,2015-11-11,925.48,Business Services,Agency
MATRIX SCM LTD,2015-10-07,1013.96,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1020.75,Business Services,Agency
MATRIX SCM LTD,2015-12-23,973.12,Business Services,Agency
MATRIX SCM LTD,2015-12-16,952.70,Business Services,Agency
MATRIX SCM LTD,2015-12-09,816.60,Business Services,Agency
MATRIX SCM LTD,2015-11-18,830.21,Business Services,Agency
MATRIX SCM LTD,2015-11-11,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-18,816.60,Business Services,Agency
MATRIX SCM LTD,2015-12-09,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-16,639.67,Business Services,Agency
MATRIX SCM LTD,2015-10-14,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-11-04,816.60,Business Services,Agency
MATRIX SCM LTD,2015-10-21,966.31,Business Services,Agency
MATRIX SCM LTD,2015-12-02,871.04,Business Services,Agency
MATRIX SCM LTD,2015-11-25,1007.14,Business Services,Agency
MATRIX SCM LTD,2015-12-23,1007.14,Business Services,Agency
A & O IT SERVICES,2015-11-11,807.30,Business Services,Agency
ASSET HEALTH SOLUTIONS,2015-10-06,2644.80,Business Services,Agency
ASSET HEALTH SOLUTIONS,2015-10-01,1590.40,Business Services,Agency
ASSET HEALTH SOLUTIONS,2015-11-03,2277.60,Business Services,Agency
CHEVIOT RECRUITMENT,2015-10-26,1149.03,Business Services,Agency
CHEVIOT RECRUITMENT,2015-10-26,564.78,Business Services,Agency
CHEVIOT RECRUITMENT,2015-10-26,584.25,Business Services,Agency
CHEVIOT RECRUITMENT,2015-10-06,584.25,Business Services,Agency
CHEVIOT RECRUITMENT,2015-10-01,584.25,Business Services,Agency
CHEVIOT RECRUITMENT,2015-10-01,584.25,Business Services,Agency
CHEVIOT RECRUITMENT,2015-11-16,584.25,Business Services,Agency
D & A CARTWRIGHT ASOCIATES LTD,2015-10-06,6000.00,Professional Services,Consultancy
D & A CARTWRIGHT ASOCIATES LTD,2015-11-05,3600.00,Professional Services,Consultancy
DEBCOTT LTD,2015-10-01,6000.00,Business Services,Agency
DEBCOTT LTD,2015-10-26,6000.00,Business Services,Agency
DEBCOTT LTD,2015-10-29,6000.00,Business Services,Agency
DEBCOTT LTD,2015-11-10,6000.00,Business Services,Agency
DETAILS REDACTED,2015-10-02,1100.00,Business Services,Agency
DETAILS REDACTED,2015-10-02,1100.00,Business Services,Agency
DETAILS REDACTED,2015-10-02,1100.00,Business Services,Agency
DETAILS REDACTED,2015-10-12,1110.00,Business Services,Agency
DETAILS REDACTED,2015-10-23,1110.00,Business Services,Agency
DETAILS REDACTED,2015-10-23,1110.00,Business Services,Agency
DETAILS REDACTED,2015-10-29,1110.00,Business Services,Agency
HEWITT OCCUPATIONAL SERVICES LTD,2015-11-16,2220.00,Public Health,Doctors
HEWITT OCCUPATIONAL SERVICES LTD,2015-10-01,2006.00,Public Health,Doctors
HEWITT OCCUPATIONAL SERVICES LTD,2015-10-06,1665.00,Public Health,Doctors
MATRIX SCM LTD,2015-10-28,531.00,Business Services,Agency
MATRIX SCM LTD,2015-11-18,540.00,Business Services,Agency
MATRIX SCM LTD,2015-12-02,540.00,Business Services,Agency
MATRIX SCM LTD,2015-11-25,540.00,Business Services,Agency
MATRIX SCM LTD,2015-10-07,540.00,Business Services,Agency
MATRIX SCM LTD,2015-10-14,540.00,Business Services,Agency
MATRIX SCM LTD,2015-10-21,540.00,Business Services,Agency
MATRIX SCM LTD,2015-10-21,652.50,Business Services,Agency
MATRIX SCM LTD,2015-10-14,652.50,Business Services,Agency
MATRIX SCM LTD,2015-10-14,652.50,Business Services,Agency
MATRIX SCM LTD,2015-12-30,1194.30,Business Services,Agency
MATRIX SCM LTD,2015-12-02,2438.37,Business Services,Agency
MATRIX SCM LTD,2015-11-25,2438.37,Business Services,Agency
MATRIX SCM LTD,2015-12-23,2454.96,Business Services,Agency
MATRIX SCM LTD,2015-12-23,2687.19,Business Services,Agency
MATRIX SCM LTD,2015-12-16,2438.37,Business Services,Agency
MATRIX SCM LTD,2015-12-09,2438.38,Business Services,Agency
MATRIX SCM LTD,2015-10-14,2405.19,Business Services,Agency
MATRIX SCM LTD,2015-10-14,2421.78,Business Services,Agency
MATRIX SCM LTD,2015-10-21,2372.02,Business Services,Agency
MATRIX SCM LTD,2015-10-28,2405.19,Business Services,Agency
MATRIX SCM LTD,2015-11-11,1194.30,Business Services,Agency
MATRIX SCM LTD,2015-11-18,2405.19,Business Services,Agency
MATRIX SCM LTD,2015-10-28,655.20,Business Services,Agency
MATRIX SCM LTD,2015-11-04,868.14,Business Services,Agency
MATRIX SCM LTD,2015-11-04,873.60,Business Services,Agency
MATRIX SCM LTD,2015-11-04,622.44,Business Services,Agency
MATRIX SCM LTD,2015-11-04,879.06,Business Services,Agency
MATRIX SCM LTD,2015-11-04,546.00,Business Services,Agency
MATRIX SCM LTD,2015-11-04,873.60,Business Services,Agency
MATRIX SCM LTD,2015-11-11,808.08,Business Services,Agency
MATRIX SCM LTD,2015-11-11,879.06,Business Services,Agency
MATRIX SCM LTD,2015-11-11,677.04,Business Services,Agency
MATRIX SCM LTD,2015-11-11,797.16,Business Services,Agency
MATRIX SCM LTD,2015-11-11,873.60,Business Services,Agency
MATRIX SCM LTD,2015-11-11,917.28,Business Services,Agency
MATRIX SCM LTD,2015-11-18,884.52,Business Services,Agency
MATRIX SCM LTD,2015-11-18,808.08,Business Services,Agency
MATRIX SCM LTD,2015-11-18,960.96,Business Services,Agency
MATRIX SCM LTD,2015-11-18,1004.64,Business Services,Agency
MATRIX SCM LTD,2015-11-18,922.74,Business Services,Agency
