Benificiary Name,Payment Date,Amount,Organisational Unit,Organisational Unit
CROWTHER & SHAW,2015-09-21,977.76,Property & Asset Management,Catering - Food
CROWTHER & SHAW,2015-09-21,1557.75,Property & Asset Management,Catering - Food
CROWTHER & SHAW,2015-09-21,1557.75,Property & Asset Management,Catering - Food
CROWTHER & SHAW,2015-08-04,1567.19,Property & Asset Management,Catering - Food
CROWTHER & SHAW,2015-08-18,1653.32,Property & Asset Management,Catering - Food
CROWTHER & SHAW,2015-09-21,3100.00,Property & Asset Management,Catering - Food
AIRCON REFRIGERATION LTD,2015-07-16,560.00,Property & Asset Management,Building Services - Heating
JOHNSON & STARLEY LTD,2015-07-06,545.19,Property & Asset Management,Building Services - Heating
JOHNSON & STARLEY LTD,2015-07-06,643.49,Property & Asset Management,Building Services - Heating
HYDROSPEC LTD,2015-09-22,840.37,"Economic Growth, Culture & Sport",Sport
HYDROSPEC LTD,2015-09-22,937.22,"Economic Growth, Culture & Sport",Sport
HYDROSPEC LTD,2015-09-21,4420.00,"Economic Growth, Culture & Sport",Sport
ARNOLD BUILDING SERVICES LTD,2015-08-17,1072.00,Property & Asset Management,Building Services - Heating
P & W SITE FIXING LTD,2015-08-26,839.00,Property & Asset Management,Building Services - Metal
BOSA CONTRACTS LTD,2015-08-10,625.00,Property & Asset Management,Building Services - Plumbing
BOSA CONTRACTS LTD,2015-09-08,13769.59,Property & Asset Management,Building Services - Plumbing
NIGHTINGALES WROUGHT IRON,2015-07-01,641.25,Property & Asset Management,Building Services - Architectural Ironmongery
NIGHTINGALES WROUGHT IRON,2015-07-01,785.00,Property & Asset Management,Building Services - Architectural Ironmongery
NIGHTINGALES WROUGHT IRON,2015-07-23,1020.00,Property & Asset Management,Building Services - Architectural Ironmongery
NIGHTINGALES WROUGHT IRON,2015-07-23,1160.00,Property & Asset Management,Building Services - Architectural Ironmongery
NIGHTINGALES WROUGHT IRON,2015-08-04,1440.00,Property & Asset Management,Building Services - Architectural Ironmongery
NIGHTINGALES WROUGHT IRON,2015-07-23,540.00,Property & Asset Management,Building Services - Architectural Ironmongery
NIGHTINGALES WROUGHT IRON,2015-08-03,675.00,Property & Asset Management,Building Services - Architectural Ironmongery
NIGHTINGALES WROUGHT IRON,2015-08-03,675.00,Property & Asset Management,Building Services - Architectural Ironmongery
NIGHTINGALES WROUGHT IRON,2015-07-10,580.00,Property & Asset Management,Building Services - Architectural Ironmongery
NIGHTINGALES WROUGHT IRON,2015-08-19,680.00,Property & Asset Management,Building Services - Architectural Ironmongery
HISTORIC BUILDINGS RESTORATION,2015-07-16,1868.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-09-23,2684.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-09-23,5519.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-09-03,7164.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-09-23,8743.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-07-30,9930.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-08-05,10554.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-08-05,11504.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-09-03,13045.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-07-02,14082.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-09-03,14420.00,Property & Asset Management,Building Services - Misc
HISTORIC BUILDINGS RESTORATION,2015-07-02,31397.90,Property & Asset Management,Building Services - Misc
LAIDLAW IRONMONGERY,2015-09-01,750.00,Property & Asset Management,Building Services - Architectural Ironmongery
LAIDLAW IRONMONGERY,2015-09-01,1700.00,Property & Asset Management,Building Services - Architectural Ironmongery
LAIDLAW IRONMONGERY,2015-08-20,1992.48,Property & Asset Management,Building Services - Architectural Ironmongery
LAIDLAW IRONMONGERY,2015-08-28,16500.00,Property & Asset Management,Building Services - Architectural Ironmongery
A1 RESPONSE,2015-08-07,861.00,Property & Asset Management,Security
A1 RESPONSE,2015-09-28,861.00,Property & Asset Management,Security
A1 RESPONSE,2015-08-07,861.00,Property & Asset Management,Security
A1 RESPONSE,2015-09-28,861.00,Property & Asset Management,Security
A1 RESPONSE,2015-08-17,861.00,Property & Asset Management,Security
A1 RESPONSE,2015-08-07,861.00,Property & Asset Management,Security
A1 RESPONSE,2015-08-17,861.00,Property & Asset Management,Security
A1 RESPONSE,2015-09-28,861.00,Property & Asset Management,Security
A1 RESPONSE,2015-07-21,861.00,Property & Asset Management,Security
A1 RESPONSE,2015-09-28,984.00,Property & Asset Management,Security
A1 RESPONSE,2015-08-17,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-07-13,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-09-28,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-08-07,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-09-28,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-08-17,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-08-07,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-07-13,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-08-07,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-07-21,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-09-28,1722.00,Property & Asset Management,Security
A1 RESPONSE,2015-07-13,3444.00,Property & Asset Management,Security
A1 RESPONSE,2015-07-13,3444.00,Property & Asset Management,Security
ASHLANDS FENCING LTD,2015-08-03,3468.00,Property & Asset Management,Building Services - Fencing
AXIS AUTOMATIC ENTRANCE SYSTEMS LTD,2015-07-23,600.38,Property & Asset Management,Building Services - Misc
DRAINS FIRST LTD,2015-07-01,660.00,Highways,Drainage
DRAINS FIRST LTD,2015-08-20,800.00,Highways,Drainage
TAYLOR FIRE SPRINKLERS LTD,2015-08-03,520.00,Property & Asset Management,Fire Systems / Services / Equipment
TAYLOR FIRE SPRINKLERS LTD,2015-08-03,650.00,Property & Asset Management,Fire Systems / Services / Equipment
TAYLOR FIRE SPRINKLERS LTD,2015-08-03,830.00,Property & Asset Management,Fire Systems / Services / Equipment
TAYLOR FIRE SPRINKLERS LTD,2015-08-03,830.00,Property & Asset Management,Fire Systems / Services / Equipment
TAYLOR FIRE SPRINKLERS LTD,2015-08-03,830.00,Property & Asset Management,Fire Systems / Services / Equipment
TAYLOR FIRE SPRINKLERS LTD,2015-08-03,1165.00,Property & Asset Management,Fire Systems / Services / Equipment
TAYLOR FIRE SPRINKLERS LTD,2015-08-03,1165.00,Property & Asset Management,Fire Systems / Services / Equipment
ENVIROWISE LTD,2015-09-04,855.00,Highways,Drainage
ENVIROWISE LTD,2015-09-01,1395.00,Highways,Drainage
ENVIROWISE LTD,2015-09-01,2520.00,Highways,Drainage
COMPREHENSIVE ASBESTOS REMOVAL LTD,2015-08-17,7349.99,Property & Asset Management,Asbestos Services
PROTEN ENVIRONMENTAL LTD T/A PROTEN SERVICES,2015-09-10,1870.00,Highways,Drainage
PROTEN ENVIRONMENTAL LTD T/A PROTEN SERVICES,2015-07-07,792.00,Highways,Drainage
PROTEN ENVIRONMENTAL LTD T/A PROTEN SERVICES,2015-09-21,4415.00,Highways,Drainage
SIMON CALVERT CONTRACTORS LTD,2015-09-03,12000.00,Property & Asset Management,Building Services - Fencing
SIMON CALVERT CONTRACTORS LTD,2015-08-10,510.00,Property & Asset Management,Building Services - Fencing
SIMON CALVERT CONTRACTORS LTD,2015-07-30,560.00,Property & Asset Management,Building Services - Fencing
SIMON CALVERT CONTRACTORS LTD,2015-09-25,1695.00,Property & Asset Management,Building Services - Fencing
RAINBOW INTERNATIONAL (SHEFFIELD),2015-08-18,5880.00,Property & Asset Management,Cleaning
DOOR SYSTEM INSTALLATIONS LTD,2015-09-01,15200.00,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-09-01,600.00,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-07-22,1149.90,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-09-01,1200.00,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-07-15,1280.00,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-07-03,1680.00,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-09-01,2243.77,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-07-28,2568.50,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-08-04,3200.00,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-08-14,37663.46,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-07-22,2157.70,Property & Asset Management,Building Services - Misc
DEMOLITION CONTRACTING & ENVIRONMENTAL SERV. LTD,2015-08-10,600.00,Property & Asset Management,Building Services - Misc
TVR GROUP HERITAGE & RESTORATION LTD,2015-07-07,1000.00,Property & Asset Management,Building Services - Misc
TVR GROUP HERITAGE & RESTORATION LTD,2015-07-07,1114.00,Property & Asset Management,Building Services - Misc
REACTIVE SERVICES LTD T/A REACTIVE GROUP SE,2015-07-03,2575.00,Environment,Environmental Health - Pest Control
CASTLEFLOORS RESTORATION LTD,2015-08-19,1440.00,Property & Asset Management,Building Services - Flooring
ESSENTIAL HEALTHCARE SOLUTIONS (UK) LTD,2015-09-30,610.00,Adult Services,Sub Category To Be Classified
ESSENTIAL HEALTHCARE SOLUTIONS (UK) LTD,2015-09-30,610.00,Adult Services,Sub Category To Be Classified
RAINBOW INTERNATIONAL (FEATHERSTONE),2015-07-13,750.00,Property & Asset Management,Cleaning
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-09-07,604.00,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-09-07,925.00,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-07-01,1100.00,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-07-20,1588.00,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-09-29,1850.00,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-07-24,2186.00,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-07-24,2349.00,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-08-03,2515.00,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-07-17,8729.00,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-09-03,5886.00,Highways,Highways Schemes
"BRAND ENERGY & INFRASTRUCTURE SERVICES UK, LTD",2015-09-03,7996.00,Highways,Highways Schemes
ACORN WOODWORKING MACHINERY,2015-08-03,850.00,Property & Asset Management,Building Services - Joinery
TOGEL CONTRACTORS LTD,2015-08-13,1372.62,Property & Asset Management,Building Services - Misc
LONGDEN,2015-08-17,1855.34,Property & Asset Management,Building Services - Joinery
LONGDEN,2015-08-17,3891.27,Property & Asset Management,Building Services - Joinery
LONGDEN,2015-08-17,6845.89,Property & Asset Management,Building Services - Joinery
LONGDEN,2015-08-17,8863.14,Property & Asset Management,Building Services - Joinery
LONGDEN,2015-08-17,30914.21,Property & Asset Management,Building Services - Joinery
ROEBUCK AND HOLMES LTD,2015-08-18,3452.00,Property & Asset Management,Furniture
ROEBUCK AND HOLMES LTD,2015-08-18,10652.76,Property & Asset Management,Furniture
EA GROUP UK LTD,2015-09-10,850.00,Property & Asset Management,Building Services - Misc
EA GROUP UK LTD,2015-07-24,2373.25,Property & Asset Management,Building Services - Misc
EA GROUP UK LTD,2015-09-10,2373.25,Property & Asset Management,Building Services - Misc
UK SECURITY SHUTTERS LIMITED,2015-09-29,1875.00,Property & Asset Management,Security
CALDER SECURITY LTD,2015-08-20,7242.00,Property & Asset Management,Security
,2015-07-15,27789.50,,
,2015-08-15,30165.77,,
,2015-09-15,32103.95,,
,2015-07-15,4701.32,,
,2015-08-15,6191.16,,
,2015-09-15,4867.49,,
,2015-07-15,24598.50,,
,2015-08-15,28234.94,,
,2015-09-15,17883.94,,
,2015-07-28,9815.30,,
,2015-08-28,2909.24,,
,2015-09-28,727.23,,
,2015-07-15,13781.41,,
,2015-08-15,12132.87,,
,2015-09-15,10741.23,,
THE LEAVING CARE COMPANY,2015-08-10,1062.86,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-07-06,1328.57,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-07-15,1328.57,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-08-12,1372.86,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-08-12,1372.86,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-09-08,1372.86,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-09-08,1372.86,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-07-20,742.86,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-07-29,800.00,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-08-07,827.40,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-09-14,1000.00,Children and Young People,Looked After Children
RIVERSIDE GROUP LTD,2015-09-21,1528.58,Adult Services,Sub Category To Be Classified
G MAP SERVICES LTD,2015-07-28,2299.00,Children and Young People,Youth Organisation & Centres
THE LEAVING CARE COMPANY,2015-09-08,600.00,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-09-08,750.00,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-08-12,900.00,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-08-12,900.00,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-07-15,1050.00,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-07-06,1050.00,Children and Young People,Looked After Children
THE LEAVING CARE COMPANY,2015-08-10,1500.00,Children and Young People,Looked After Children
MILLS INDEPENDENT LIVING SCHEME,2015-07-09,1330.00,Children and Young People,Looked After Children
CRYSTAL CARE SOLUTIONS LTD,2015-08-07,2813.03,Children and Young People,Looked After Children
CRYSTAL CARE SOLUTIONS LTD,2015-07-07,2813.03,Children and Young People,Looked After Children
CRYSTAL CARE SOLUTIONS LTD,2015-07-07,2813.03,Children and Young People,Looked After Children
CRYSTAL CARE SOLUTIONS LTD,2015-08-07,2813.03,Children and Young People,Looked After Children
CRYSTAL CARE SOLUTIONS LTD,2015-08-07,2813.03,Children and Young People,Looked After Children
CRYSTAL CARE SOLUTIONS LTD,2015-09-14,2813.03,Children and Young People,Looked After Children
CRYSTAL CARE SOLUTIONS LTD,2015-08-07,2813.03,Children and Young People,Looked After Children
CRYSTAL CARE SOLUTIONS LTD,2015-08-07,2813.03,Children and Young People,Looked After Children
CRYSTAL CARE SOLUTIONS LTD,2015-08-24,2813.03,Children and Young People,Looked After Children
CRYSTAL CARE SOLUTIONS LTD,2015-08-24,2813.03,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-08-17,756.50,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-09-17,896.00,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-07-16,1071.00,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-07-29,1352.00,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-09-14,1680.00,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-09-17,1765.00,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-07-20,1882.29,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-08-07,1929.57,Children and Young People,Looked After Children
THE SANCTUARY PROJECT LIMITED,2015-08-21,2561.50,Children and Young People,Looked After Children
DREAMSS,2015-08-24,2678.56,Children and Young People,Looked After Children
DREAMSS,2015-07-29,3214.29,Children and Young People,Looked After Children
DREAMSS,2015-07-29,3321.43,Children and Young People,Looked After Children
G4S CASH SOLUTIONS UK LTD,2015-08-24,2278.38,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,1612.48,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,3883.37,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,4055.70,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,4508.96,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,4585.57,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,4858.87,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,4919.14,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,5101.96,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,5152.95,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,5197.80,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,5235.38,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,5298.12,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,5309.51,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,5366.25,Business Services,Cash Collection
G4S CASH SOLUTIONS UK LTD,2015-08-20,6934.38,Business Services,Cash Collection
BRITISH TELECOM,2015-07-30,777.00,ICT,Telecoms (Telephone)
VODAFONE LTD,2015-07-27,1262.50,ICT,Telecoms -(Mobile)
BRITISH TELECOM,2015-09-18,1272.05,ICT,Telecoms (Telephone)
BRITISH TELECOM,2015-09-18,3330.12,ICT,Telecoms (Telephone)
BRITISH TELECOM,2015-08-17,4043.73,ICT,Telecoms (Telephone)
ECS TELECOMS,2015-09-24,1246.92,ICT,Telecoms (Telephone)
ECS TELECOMS,2015-07-23,1658.14,ICT,Telecoms (Telephone)
ECS TELECOMS,2015-08-27,1830.67,ICT,Telecoms (Telephone)
ECS TELECOMS,2015-09-24,1148.56,ICT,Telecoms (Telephone)
ECS TELECOMS,2015-08-27,1354.83,ICT,Telecoms (Telephone)
ECS TELECOMS,2015-07-23,1496.12,ICT,Telecoms (Telephone)
UNIFY ENTERPRISE COMMUNICATIONS LTD,2015-08-20,13542.72,ICT,Telecoms (Telephone)
YORKSHIRE WATER,2015-07-14,895.82,Property & Asset Management,Utilities - Water
YORKSHIRE WATER,2015-09-01,1740.23,Property & Asset Management,Utilities - Water
YORKSHIRE PURCHASING ORGANISATION,2015-09-22,737.50,YPO,Sub Category To Be Classified
JACKSONS WORKWEAR RENTAL LTD,2015-07-07,627.74,Business Services,Clothing & PPE
JACKSONS WORKWEAR RENTAL LTD,2015-08-07,755.56,Business Services,Clothing & PPE
JACKSONS WORKWEAR RENTAL LTD,2015-09-07,760.00,Business Services,Clothing & PPE
KELTIC LTD,2015-08-21,661.40,Business Services,Clothing & PPE
BUNZL UK T/A NATIONAL SAFETY SUPPLIES,2015-09-30,715.61,Business Services,Clothing & PPE
BUNZL UK T/A NATIONAL SAFETY SUPPLIES,2015-08-25,511.64,Business Services,Clothing & PPE
BUNZL UK T/A NATIONAL SAFETY SUPPLIES,2015-07-06,756.00,Business Services,Clothing & PPE
BUNZL UK T/A NATIONAL SAFETY SUPPLIES,2015-08-10,775.00,Business Services,Clothing & PPE
BUNZL UK T/A NATIONAL SAFETY SUPPLIES,2015-09-23,1320.00,Business Services,Clothing & PPE
BUNZL UK T/A NATIONAL SAFETY SUPPLIES,2015-09-23,2547.50,Business Services,Clothing & PPE
BUNZL UK T/A NATIONAL SAFETY SUPPLIES,2015-07-22,560.75,Business Services,Clothing & PPE
BUNZL UK T/A NATIONAL SAFETY SUPPLIES,2015-09-25,749.29,Business Services,Clothing & PPE
BUNZL UK T/A NATIONAL SAFETY SUPPLIES,2015-08-19,1297.97,Business Services,Clothing & PPE
XMA LTD,2015-07-09,1304.00,ICT,ICT Consumables
CONNEVANS LTD,2015-08-20,4448.70,Children and Young People,Looked After Children
INFORMATION & DATA NETWORK SUPPLIES LTD,2015-09-02,660.00,ICT,ICT Consumables
INFORMATION & DATA NETWORK SUPPLIES LTD,2015-09-01,9249.00,ICT,ICT Consumables
ALAMO BUSINESS SYSTEMS LTD,2015-07-22,4073.85,ICT,Services
ALAMO BUSINESS SYSTEMS LTD,2015-09-02,6667.79,ICT,Services
STONE GROUP,2015-08-20,918.00,ICT,Hardware (ICT)
CAREWORKS LIMITED,2015-07-01,86097.00,ICT,Systems & Software
UNIFY ENTERPRISE COMMUNICATIONS LTD,2015-09-10,8790.00,ICT,Telecoms (Telephone)
DELL CORPORATION LTD (IT),2015-07-17,1405.80,ICT,Hardware (ICT)
TOUCH AV LTD,2015-08-06,7819.00,ICT,Audio Visual
HIGHLANDER COMPUTING SOLUTIONS LTD,2015-08-28,616.08,ICT,Hardware (ICT)
HIGHLANDER COMPUTING SOLUTIONS LTD,2015-07-07,7471.28,ICT,Hardware (ICT)
ICT4COLLABORATION,2015-09-16,2487.92,ICT,Services
VIRGIN MEDIA,2015-09-02,1956.18,ICT,Telecoms (Telephone)
VIRGIN MEDIA,2015-09-30,8298.00,ICT,Telecoms (Telephone)
VIRGIN MEDIA,2015-07-01,14253.75,ICT,Telecoms (Telephone)
VIRGIN MEDIA,2015-09-30,51263.08,ICT,Telecoms (Telephone)
XMA LTD,2015-09-07,576.00,ICT,ICT Consumables
CCS MEDIA LTD,2015-09-23,736.00,ICT,Hardware (ICT)
SPECIALIST COMPUTER CENTRES PLC,2015-08-25,592.00,ICT,Hardware (ICT)
SPECIALIST COMPUTER CENTRES PLC,2015-07-02,592.00,ICT,Hardware (ICT)
SPECIALIST COMPUTER CENTRES PLC,2015-07-24,1296.00,ICT,Hardware (ICT)
SPECIALIST COMPUTER CENTRES PLC,2015-08-13,1296.00,ICT,Hardware (ICT)
SPECIALIST COMPUTER CENTRES PLC,2015-08-04,1684.80,ICT,Hardware (ICT)
NORTHGATE PUBLIC SERVICES (UK) LTD,2015-09-07,80000.00,ICT,Systems & Software
NORTHGATE PUBLIC SERVICES (UK) LTD,2015-08-26,90483.00,ICT,Systems & Software
COMPLETE IT SYSTEMS,2015-07-20,1100.00,ICT,Services
DELL CORPORATION LTD (IT),2015-09-01,10261.80,ICT,Hardware (ICT)
HIGHLANDER COMPUTING SOLUTIONS LTD,2015-07-14,1029.90,ICT,Hardware (ICT)
SHP LIMITED,2015-08-17,980.00,ICT,Telecoms -(Mobile)
SHP LIMITED,2015-09-23,2450.00,ICT,Telecoms -(Mobile)
SPECIALIST COMPUTER CENTRES PLC,2015-09-30,1296.00,ICT,Hardware (ICT)
XMA LTD,2015-09-10,1630.00,ICT,ICT Consumables
XMA LTD,2015-09-07,576.00,ICT,ICT Consumables
SPECIALIST COMPUTER CENTRES PLC,2015-07-21,864.00,ICT,Hardware (ICT)
BRITISH TELECOM,2015-07-27,1380.00,ICT,Telecoms (Telephone)
YORKSHIRE & HUMBERSIDE GRID FOR LEARNING FOUNDATIO,2015-07-31,82577.00,ICT,Telecoms (Network & Data)
VIRGIN MEDIA BUSINESS,2015-07-30,100000.00,ICT,Telecoms (Telephone)
VIRGIN MEDIA BUSINESS,2015-07-15,2231.83,ICT,Telecoms (Telephone)
VIRGIN MEDIA BUSINESS,2015-07-20,6073.82,ICT,Telecoms (Telephone)
UNIFY ENTERPRISE COMMUNICATIONS LTD,2015-08-20,7097.40,ICT,Telecoms (Telephone)
ICT4COLLABORATION,2015-09-10,26000.00,ICT,Services
ICT4COLLABORATION,2015-07-03,82577.00,ICT,Services
CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2015-07-10,2893.84,Public Health,Sexual Health
CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2015-08-12,2893.84,Public Health,Sexual Health
IRON MOUNTAIN (UK) LIMITED,2015-07-09,1646.62,Property & Asset Management,Storage & Removals
IRON MOUNTAIN (UK) LIMITED,2015-09-14,1652.69,Property & Asset Management,Storage & Removals
IRON MOUNTAIN (UK) LIMITED,2015-08-13,1654.56,Property & Asset Management,Storage & Removals
CAREWORKS LIMITED,2015-08-12,48732.00,ICT,Systems & Software
IDOX SOFTWARE LTD,2015-07-01,13260.00,ICT,Systems & Software
IDOX SOFTWARE LTD,2015-07-14,2500.00,ICT,Systems & Software
IDOX SOFTWARE LTD,2015-07-01,17340.00,ICT,Systems & Software
FINALLY SOFTWARE,2015-08-26,12853.00,ICT,Systems & Software
WATERFORD TECHNOLOGIES,2015-07-24,8259.00,ICT,Systems & Software
WATERFORD TECHNOLOGIES,2015-08-07,8675.00,ICT,Systems & Software
SITEMORSE LTD,2015-07-29,1350.00,ICT,Telecoms (Network & Data)
VP BASTION LTD,2015-07-28,775.32,ICT,Audio Visual
IBM,2015-09-28,6120.00,ICT,Hardware (ICT)
CAPITA MANAGED IT SOLUTIONS,2015-09-08,4152.48,ICT,Services
VIRGIN MEDIA,2015-09-28,1060.00,ICT,Telecoms (Telephone)
VIRGIN MEDIA,2015-09-30,16596.00,ICT,Telecoms (Telephone)
CAPITA BUSINESS SERVICES LTD,2015-08-20,35920.19,ICT,Systems & Software
CACI LTD,2015-08-12,5600.00,ICT,Systems & Software
GLOBOCOL LTD,2015-08-13,3812.67,ICT,Systems & Software
ORACLE CORPORATION UK LTD,2015-08-12,3182.31,ICT,Systems & Software
NORTHGATE PUBLIC SERVICES (UK) LTD,2015-09-29,750.00,ICT,Systems & Software
NORTHGATE PUBLIC SERVICES (UK) LTD,2015-09-28,828.15,ICT,Systems & Software
RA INFORMATION SYSTEMS,2015-07-15,5320.00,ICT,Systems & Software
BIBLIOTHECA,2015-07-01,937.35,ICT,Systems & Software
BIBLIOTHECA,2015-08-21,4480.98,ICT,Systems & Software
COVERGOLD LIMITED,2015-08-03,4330.00,ICT,Hardware (ICT)
CACI LTD,2015-07-27,5175.00,ICT,Systems & Software
SOFT OPTIONS (SYSTEMS) LTD,2015-08-11,600.00,ICT,Systems & Software
MI-CASE,2015-07-03,900.00,ICT,Systems & Software
MI-CASE,2015-09-29,900.00,ICT,Systems & Software
RESCOM,2015-08-11,2610.00,ICT,Systems & Software
CONTRACT DATA RESEARCH LTD,2015-09-30,20025.00,ICT,Systems & Software
TRUSTMARQUE SOLUTIONS LTD,2015-07-07,855.36,ICT,Systems & Software
EXPERIAN LTD,2015-07-03,3812.00,Business Services,Information Services
EXPERIAN LTD,2015-08-19,750.00,Business Services,Information Services
MIDLAND HR & PAYROLL SOLUTIONS,2015-07-20,2500.00,ICT,Systems & Software
CIPFA BUSINESS LTD,2015-08-07,6420.00,Professional Services,Memberships & Subscriptions
CAPITA BUSINESS SERVICES LTD,2015-07-20,48995.00,ICT,Systems & Software
CORPORATE COMPUTER SUPPLIES LTD,2015-08-25,1260.00,ICT,Hardware (ICT)
