Benificiary Name,Payment Date,Amount,Organisational Unit,Organisational Unit
NORTHERN INSTALLATION SERVICES LTD,2016-04-14,1250.00,Adult Services,Sub Category To Be Classified
NORTHERN INSTALLATION SERVICES LTD,2016-04-14,650.00,Adult Services,Sub Category To Be Classified
NORTHERN INSTALLATION SERVICES LTD,2016-06-30,700.00,Adult Services,Sub Category To Be Classified
NORTHERN INSTALLATION SERVICES LTD,2016-06-27,740.00,Adult Services,Sub Category To Be Classified
NORTHERN INSTALLATION SERVICES LTD,2016-04-15,750.00,Adult Services,Sub Category To Be Classified
NORTHERN INSTALLATION SERVICES LTD,2016-06-06,735.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2016-04-18,625.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2016-06-27,625.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2016-04-06,865.25,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2016-04-18,625.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2016-04-29,1737.00,Adult Services,Sub Category To Be Classified
POLLOCK LIFTS,2016-04-06,650.00,Adult Services,Sub Category To Be Classified
SAFESPACES CORNHOLME LTD,2016-06-30,2500.00,Adult Services,Sub Category To Be Classified
SAFESPACES CORNHOLME LTD,2016-06-30,2899.00,Adult Services,Sub Category To Be Classified
TYNETEC LTD,2016-04-01,600.00,ICT,Systems & Software
TYNETEC LTD,2016-06-15,4598.80,ICT,Systems & Software
TYNETEC LTD,2016-06-24,1476.40,ICT,Systems & Software
TYNETEC LTD,2016-04-21,5797.13,ICT,Systems & Software
TYNETEC LTD,2016-04-21,1274.56,ICT,Systems & Software
WESSEX LIFT CO. LIMITED,2016-06-08,1392.43,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2016-06-08,3258.60,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2016-05-11,778.88,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2016-05-11,3439.34,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2016-04-12,769.59,Adult Services,Sub Category To Be Classified
WESSEX LIFT CO. LIMITED,2016-04-12,3746.44,Adult Services,Sub Category To Be Classified
YORKSHIRE HOUSING LTD,2016-05-25,2190.50,Adult Services,Sub Category To Be Classified
BACK CARE SOLUTIONS LTD,2016-04-05,1201.60,Property & Asset Management,Furniture
TOGETHER HOUSING ASSOCIATION,2016-04-22,2200.00,Adult Services,Sub Category To Be Classified
TOGETHER HOUSING ASSOCIATION,2016-04-22,2000.00,Adult Services,Sub Category To Be Classified
ADOPTION MATTERS,2016-06-08,751.55,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-06-15,8172.00,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-04-14,654.00,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-05-10,918.00,Children and Young People,Looked After Children
CHRYSALIS ASSOCIATES LTD,2016-04-14,4000.00,Business Services,Occupational Health - Counselling & Advice
CHRYSALIS ASSOCIATES LTD,2016-05-17,3000.00,Business Services,Occupational Health - Counselling & Advice
CHRYSALIS ASSOCIATES LTD,2016-06-17,3000.00,Business Services,Occupational Health - Counselling & Advice
CHRYSALIS ASSOCIATES LTD,2016-04-22,12000.00,Business Services,Occupational Health - Counselling & Advice
INTEGRATE FAMILIES,2016-05-24,2000.00,Adult Services,Sub Category To Be Classified
INTEGRATE FAMILIES,2016-05-24,2000.00,Adult Services,Sub Category To Be Classified
INTEGRATE FAMILIES,2016-05-24,1200.00,Adult Services,Sub Category To Be Classified
INTEGRATE FAMILIES,2016-04-12,584.40,Adult Services,Sub Category To Be Classified
INTEGRATE FAMILIES,2016-04-12,3200.00,Adult Services,Sub Category To Be Classified
INTEGRATE FAMILIES,2016-04-12,1147.20,Adult Services,Sub Category To Be Classified
INTEGRATE FAMILIES,2016-06-17,8145.00,Adult Services,Sub Category To Be Classified
INTEGRATE FAMILIES,2016-06-17,1180.00,Adult Services,Sub Category To Be Classified
PAMELA TOWER ASSOCIATES,2016-04-14,687.50,Business Services,Occupational Health
PLAY THERAPY CENTRAL,2016-05-10,500.00,Children and Young People,Education & Careers
SENSEWISE,2016-06-03,627.00,Business Services,Occupational Health
THE CHILD PSYCHOLOGY SERVICE,2016-04-12,1294.40,Adult Services,Sub Category To Be Classified
THE CHILD PSYCHOLOGY SERVICE,2016-06-03,1298.30,Adult Services,Sub Category To Be Classified
THE CHILD PSYCHOLOGY SERVICE,2016-05-10,1174.70,Adult Services,Sub Category To Be Classified
THERAPY IN PRAXIS LTD,2016-05-06,25823.00,Adult Services,Sub Category To Be Classified
U-IN-MIND,2016-04-14,2375.40,Business Services,Occupational Health - Physiotherapists
UNDERSTANDING CHILDREN,2016-06-24,1995.00,Children and Young People,Childcare & Early Years
ACTION FOR BLIND PEOPLE,2016-05-26,15036.50,Adult Services,Sub Category To Be Classified
AGE CONCERN WAKEFIELD DISTRICT,2016-06-14,6290.00,Adult Services,Sub Category To Be Classified
AGE CONCERN WAKEFIELD DISTRICT,2016-06-14,6245.00,Adult Services,Sub Category To Be Classified
AGE CONCERN WAKEFIELD DISTRICT,2016-05-03,6290.00,Adult Services,Sub Category To Be Classified
AGE CONCERN WAKEFIELD DISTRICT,2016-04-22,6290.00,Adult Services,Sub Category To Be Classified
ALZHEIMERS SOCIETY,2016-04-22,8860.00,Adult Services,Sub Category To Be Classified
ALZHEIMERS SOCIETY,2016-05-03,8860.00,Adult Services,Sub Category To Be Classified
ALZHEIMERS SOCIETY,2016-06-14,8860.00,Adult Services,Sub Category To Be Classified
ARK HOME HEALTHCARE LTD,2016-05-31,21605.18,Adult Services,Sub Category To Be Classified
ARK HOME HEALTHCARE LTD,2016-05-27,32357.92,Adult Services,Sub Category To Be Classified
ARK HOME HEALTHCARE LTD,2016-06-30,33987.84,Adult Services,Sub Category To Be Classified
ARK HOME HEALTHCARE LTD,2016-04-12,32357.92,Adult Services,Sub Category To Be Classified
BEYOND EXISTING,2016-04-07,3764.00,Adult Services,Sub Category To Be Classified
BRITISH RED CROSS SOCIETY,2016-06-08,1028.30,Public Health,Health & Wellbeing
BRITISH RED CROSS SOCIETY,2016-05-04,1028.30,Public Health,Health & Wellbeing
BRITISH RED CROSS SOCIETY,2016-04-05,1028.30,Public Health,Health & Wellbeing
CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2016-05-25,1076.00,Public Health,Health Authorities and Hospitals
CHAPELTHORPE MEDICAL CENTRE,2016-05-04,1012.16,Public Health,Doctors
CHURCH STREET SURGERY,2016-05-04,980.53,Public Health,Doctors
COMMUNITY INTEGRATED CARE,2016-06-15,50164.25,Adult Services,Sub Category To Be Classified
COMMUNITY INTEGRATED CARE,2016-04-25,50164.25,Adult Services,Sub Category To Be Classified
COMMUNITY INTEGRATED CARE,2016-05-03,50164.25,Adult Services,Sub Category To Be Classified
DIAL WAKEFIELD,2016-04-05,17473.00,Adult Services,Sub Category To Be Classified
DIAL WAKEFIELD,2016-06-14,17473.00,Adult Services,Sub Category To Be Classified
DONCASTER & BASSETLAW HOSPITALS NHS FOUND.,2016-05-25,1702.00,Public Health,Health Authorities and Hospitals
DONCASTER & BASSETLAW HOSPITALS NHS FOUND.,2016-04-15,656.93,Public Health,Health Authorities and Hospitals
DONCASTER & BASSETLAW HOSPITALS NHS FOUND.,2016-05-16,1252.73,Public Health,Health Authorities and Hospitals
FAMILIES AND BABIES,2016-04-27,78738.00,Public Health,Health & Wellbeing
FAMILIES AND BABIES,2016-06-16,78738.00,Public Health,Health & Wellbeing
FERRYBRIDGE MEDICAL CENTRE,2016-04-29,1012.16,Public Health,Doctors
GASPED,2016-06-20,17499.99,Public Health,Substance Misuse
GROVE SURGERY,2016-05-04,600.97,Public Health,Doctors
HEALTHWATCH WAKEFIELD,2016-05-17,18105.62,Adult Services,Sub Category To Be Classified
HEALTHWATCH WAKEFIELD,2016-05-17,18105.58,Adult Services,Sub Category To Be Classified
HEALTHWATCH WAKEFIELD,2016-06-14,18105.58,Adult Services,Sub Category To Be Classified
HORTICARE,2016-06-30,4086.50,Environment,Parks and Public Spaces Contractors
LEEDS CITY COUNCIL,2016-05-16,1422.00,n/a,N/A
LEEDS CITY COUNCIL,2016-06-20,3881.00,n/a,N/A
LEEDS CITY COUNCIL,2016-04-15,3828.00,n/a,N/A
LEEDS CITY COUNCIL,2016-04-15,3735.00,n/a,N/A
LEEDS CITY COUNCIL,2016-04-15,4236.00,n/a,N/A
MAYBUSH MEDICAL CENTRE,2016-05-04,759.12,Public Health,Doctors
MIDDLESTOWN MEDICAL CENTRE,2016-05-05,549.34,Public Health,Doctors
NHS WAKEFIELD CCG,2016-05-04,25000.00,Public Health,Health Authorities and Hospitals
OUTWOOD PARK MEDICAL CENTRE,2016-06-01,1296.83,Public Health,Doctors
PENDERELS TRUST,2016-06-06,12429.92,Adult Services,Sub Category To Be Classified
PENDERELS TRUST,2016-04-22,12429.92,Adult Services,Sub Category To Be Classified
PENDERELS TRUST,2016-06-24,12429.92,Adult Services,Sub Category To Be Classified
PINFOLD SURGERY,2016-04-29,1581.50,Public Health,Doctors
PONTEFRACT FAMILY CENTRE,2016-06-30,9660.00,Adult Services,Sub Category To Be Classified
PONTEFRACT FAMILY CENTRE,2016-05-03,9660.00,Adult Services,Sub Category To Be Classified
PONTEFRACT FAMILY CENTRE,2016-05-31,9660.00,Adult Services,Sub Category To Be Classified
PONTEFRACT LIVE AT HOME SCHEME,2016-06-06,1359.08,Public Health,Health & Wellbeing
PONTEFRACT LIVE AT HOME SCHEME,2016-05-06,1359.08,Public Health,Health & Wellbeing
RICHMOND FELLOWSHIP,2016-05-06,50112.50,Adult Services,Sub Category To Be Classified
RICHMOND FELLOWSHIP,2016-05-06,28000.00,Adult Services,Sub Category To Be Classified
SEVACARE (UK) LTD,2016-04-15,34359.20,Adult Services,Sub Category To Be Classified
SEVACARE (UK) LTD,2016-04-15,34173.60,Adult Services,Sub Category To Be Classified
SEVACARE (UK) LTD,2016-04-14,29684.40,Adult Services,Sub Category To Be Classified
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-10,34769.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-10,22211.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-10,9299.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-10,71667.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-10,12871.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-06-01,12284.43,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-06-21,6435.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-06-16,6435.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-06-16,6435.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-06-06,34769.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-06-06,9299.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-06-06,71667.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-06-06,22211.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-06-06,64088.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-12,64088.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-12,9299.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-12,22211.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-25,5371.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-11,64088.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-04,71667.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-05-12,34769.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-04-13,2047.00,Public Health,Health Authorities and Hospitals
SOUTH WEST YORKS PARTNERSHIP NHS FOUNDATION TRUST,2016-06-16,6435.00,Public Health,Health Authorities and Hospitals
SPECTRUM COMMUNITY HEALTH CIC,2016-06-27,207176.40,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2016-05-04,207176.40,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2016-05-16,207176.40,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2016-04-15,9781.00,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2016-05-04,207176.40,Public Health,Sexual Health
SPECTRUM COMMUNITY HEALTH CIC,2016-05-04,23750.00,Public Health,Sexual Health
ST ANNES COMMUNITY SERVICES,2016-05-31,15497.83,Adult Services,Sub Category To Be Classified
ST ANNES COMMUNITY SERVICES,2016-06-01,15497.83,Adult Services,Sub Category To Be Classified
ST CATHERINES PCC,2016-06-28,9190.00,Adult Services,Sub Category To Be Classified
ST CATHERINES PCC,2016-04-29,9190.00,Adult Services,Sub Category To Be Classified
ST CATHERINES PCC,2016-06-02,9190.00,Adult Services,Sub Category To Be Classified
ST THOMAS ROAD SURGERY,2016-06-01,506.18,Public Health,Doctors
THE FRIARWOOD SURGERY,2016-05-04,727.49,Public Health,Doctors
THE GRANGE MEDICAL CENTRE,2016-04-29,2467.14,Public Health,Doctors
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-06-06,17837.36,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-06-06,27329.58,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-06-02,1024.88,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-06-02,4853.13,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-04-01,3124.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-05-04,3573.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-05-04,17837.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-05-04,27329.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-06-06,3573.67,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-06-09,5192.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-05-11,27329.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-05-11,17837.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-05-11,3573.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-04-29,4015.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-04-29,646.00,Public Health,Health Authorities and Hospitals
THE MID YORKSHIRE HOSPITALS NHS TRUST,2016-04-15,4904.00,Public Health,Health Authorities and Hospitals
THE WHITE ROSE SURGERY,2016-06-01,8002.39,Public Health,Doctors
TURNING POINT SERVICES LTD,2016-05-16,337278.94,Public Health,Substance Misuse
TURNING POINT SERVICES LTD,2016-06-09,337278.94,Public Health,Substance Misuse
TURNING POINT SERVICES LTD,2016-04-14,338112.25,Public Health,Substance Misuse
VOICEABILITY,2016-04-25,21756.00,Adult Services,Sub Category To Be Classified
VOICEABILITY,2016-06-15,21756.00,Adult Services,Sub Category To Be Classified
VOICEABILITY,2016-05-04,21756.00,Adult Services,Sub Category To Be Classified
WAKEFIELD & DISTRICT CARERS ASSOCIATION,2016-04-29,30271.65,Adult Services,Sub Category To Be Classified
WAKEFIELD & DISTRICT CARERS ASSOCIATION,2016-06-02,30271.65,Adult Services,Sub Category To Be Classified
WAKEFIELD & DISTRICT CARERS ASSOCIATION,2016-06-28,30271.65,Adult Services,Sub Category To Be Classified
WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,2016-04-22,6271.00,Adult Services,Sub Category To Be Classified
WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,2016-05-03,6240.00,Adult Services,Sub Category To Be Classified
WAKEFIELD CITY & DISTRICT SOCIETY FOR DEAF PEOPLE,2016-06-14,6240.00,Adult Services,Sub Category To Be Classified
WAKEFIELD DISTRICT CITIZENS ADVICE BUREAU,2016-04-13,13200.00,Business Services,Financial Advice
WAKEFIELD DISTRICT SIGHT AID,2016-04-22,743.87,Adult Services,Sub Category To Be Classified
WAKEFIELD DISTRICT SIGHT AID,2016-05-03,743.83,Adult Services,Sub Category To Be Classified
WAKEFIELD DISTRICT SIGHT AID,2016-06-14,743.83,Adult Services,Sub Category To Be Classified
WELL WOMEN CENTRE,2016-05-04,5691.50,Public Health,Sexual Health
WELL WOMEN CENTRE,2016-04-25,5691.50,Public Health,Sexual Health
WELL WOMEN CENTRE,2016-06-15,5691.50,Public Health,Sexual Health
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2016-05-16,612.00,Public Health,Health Authorities and Hospitals
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2016-06-20,578.00,Public Health,Health Authorities and Hospitals
YORKSHIRE MESMAC,2016-05-12,39202.25,Public Health,Sexual Health
EXTERION MEDIA,2016-04-04,880.00,Business Services,Advertising Services
EXTERION MEDIA,2016-05-03,3192.00,Business Services,Advertising Services
FBI DIRECT LTD,2016-04-11,771.03,Business Services,Post
JOHNSTON PUBLISHING,2016-04-15,628.32,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-06-02,771.12,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-05-03,542.64,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-06-27,913.92,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-04-04,522.00,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-05-03,550.60,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-05-18,743.31,Business Services,Advertising Services
JOHNSTON PUBLISHING,2016-05-19,500.00,Business Services,Advertising Services
PRIMESIGHT LTD,2016-04-07,3500.00,Business Services,Advertising - Outdoor
STATEMENT AGENCY LTD,2016-05-19,750.00,ICT,Systems & Software
TMP (UK) LTD,2016-06-15,1201.68,Business Services,Advertising Services
TMP (UK) LTD,2016-06-15,1269.00,Business Services,Advertising Services
TMP (UK) LTD,2016-05-23,1916.50,Business Services,Advertising Services
TMP (UK) LTD,2016-04-11,515.87,Business Services,Advertising Services
TMP (UK) LTD,2016-04-04,1350.90,Business Services,Advertising Services
TMP (UK) LTD,2016-04-25,1023.18,Business Services,Advertising Services
TOGETHER,2016-04-15,25585.27,Adult Services,Sub Category To Be Classified
ACTION FOR CHILDREN,2016-06-29,19800.00,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-05-10,1194.42,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-04-15,750.00,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-04-14,1666.67,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-04-14,750.00,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-06-15,1194.42,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-04-14,1194.42,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-06-15,1666.67,Children and Young People,Looked After Children
ADOPTION MATTERS,2016-06-15,750.00,Children and Young People,Looked After Children
BARNARDOS,2016-04-14,14333.00,Children and Young People,Looked After Children
CALDERDALE M.B.C.,2016-06-14,9000.00,n/a,N/A
CCS ADOPTION,2016-06-16,3583.00,Children and Young People,Looked After Children
DONCASTER CHILDREN´S SERVICES TRUST,2016-04-12,9000.00,n/a,N/A
YORKSHIRE ADOPTION AGENCY LTD,2016-06-14,20000.00,Children and Young People,Looked After Children
BIG FISH LITTLE FISH,2016-06-07,501.75,Business Services,Agency
BIG FISH LITTLE FISH,2016-06-06,1003.50,Business Services,Agency
BIG FISH LITTLE FISH,2016-05-17,501.75,Business Services,Agency
BIG FISH LITTLE FISH,2016-05-17,501.75,Business Services,Agency
MATRIX SCM LTD,2016-05-04,749.62,Business Services,Agency
MATRIX SCM LTD,2016-04-27,749.62,Business Services,Agency
MATRIX SCM LTD,2016-04-06,597.67,Business Services,Agency
MATRIX SCM LTD,2016-04-13,709.10,Business Services,Agency
MATRIX SCM LTD,2016-04-20,617.93,Business Services,Agency
MATRIX SCM LTD,2016-06-22,612.45,Business Services,Agency
MATRIX SCM LTD,2016-05-04,612.45,Business Services,Agency
MATRIX SCM LTD,2016-06-08,802.99,Business Services,Agency
MATRIX SCM LTD,2016-06-01,952.70,Business Services,Agency
MATRIX SCM LTD,2016-06-15,952.70,Business Services,Agency
MATRIX SCM LTD,2016-06-08,643.54,Business Services,Agency
MATRIX SCM LTD,2016-06-01,839.40,Business Services,Agency
MATRIX SCM LTD,2016-06-01,626.06,Business Services,Agency
MATRIX SCM LTD,2016-06-29,1034.36,Business Services,Agency
MATRIX SCM LTD,2016-06-29,643.54,Business Services,Agency
MATRIX SCM LTD,2016-04-06,853.39,Business Services,Agency
MATRIX SCM LTD,2016-04-27,626.06,Business Services,Agency
MATRIX SCM LTD,2016-05-04,725.90,Business Services,Agency
MATRIX SCM LTD,2016-05-04,626.06,Business Services,Agency
MATRIX SCM LTD,2016-05-04,1063.24,Business Services,Agency
MATRIX SCM LTD,2016-05-04,1007.28,Business Services,Agency
MATRIX SCM LTD,2016-04-27,1021.27,Business Services,Agency
MATRIX SCM LTD,2016-04-27,1034.36,Business Services,Agency
MATRIX SCM LTD,2016-04-27,643.54,Business Services,Agency
MATRIX SCM LTD,2016-06-29,612.45,Business Services,Agency
MATRIX SCM LTD,2016-06-29,643.54,Business Services,Agency
MATRIX SCM LTD,2016-06-29,643.54,Business Services,Agency
MATRIX SCM LTD,2016-06-22,639.67,Business Services,Agency
MATRIX SCM LTD,2016-06-22,1063.24,Business Services,Agency
MATRIX SCM LTD,2016-05-25,643.54,Business Services,Agency
MATRIX SCM LTD,2016-05-25,1063.24,Business Services,Agency
MATRIX SCM LTD,2016-05-25,626.06,Business Services,Agency
MATRIX SCM LTD,2016-04-06,802.99,Business Services,Agency
MATRIX SCM LTD,2016-04-13,1063.24,Business Services,Agency
MATRIX SCM LTD,2016-04-13,629.55,Business Services,Agency
MATRIX SCM LTD,2016-05-11,853.39,Business Services,Agency
MATRIX SCM LTD,2016-04-20,1063.24,Business Services,Agency
MATRIX SCM LTD,2016-04-20,643.54,Business Services,Agency
MATRIX SCM LTD,2016-04-20,626.06,Business Services,Agency
MATRIX SCM LTD,2016-05-18,830.21,Business Services,Agency
