Benificiary Name,Payment Date,Amount,Organisational Unit,Organisational Unit
NPOWER YORKSHIRE LTD,2015-01-26,2746.74,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-20,664.13,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-23,787.77,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-26,165831.39,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-27,171307.81,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-27,301990.99,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-27,339838.53,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-15,548.11,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,316509.35,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,501.30,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,250093.31,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-03,974.44,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-02,4330.76,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-02,4330.76,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-19,621.58,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-09,4332.33,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-21,624.42,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-12,1782.13,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,3034.59,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,1841.53,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,1782.13,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,2991.21,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,2991.21,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,2894.72,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,2701.74,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,3901.82,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,1809.90,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,1751.51,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,1809.90,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,1634.73,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,1809.90,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-17,2936.69,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-23,4330.76,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-23,947.82,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,4147.58,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,4189.33,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-23,1251.63,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,633.35,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,1426.15,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,1006.85,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-23,3681.71,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-20,2150.29,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-19,835.60,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-19,666.01,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,814.72,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,1018.06,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-16,3377.26,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-11,3002.17,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-15,3349.45,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-15,3334.51,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-20,3117.62,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-20,2205.29,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-17,2033.31,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,2297.72,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,2130.19,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-12,1576.77,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-12,1831.02,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,1928.57,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,1803.94,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-21,1723.16,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-21,1730.33,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-21,1590.38,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-21,1821.87,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,2299.55,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-12,2260.26,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,2226.83,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,2296.98,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-12,1630.69,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,1822.17,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-21,1686.26,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,1806.96,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,5839.18,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-12,5325.57,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,5493.58,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,5725.66,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-12,4756.91,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,4372.23,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-21,4624.42,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-21,4722.38,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-21,855.26,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-21,879.09,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-24,853.88,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,779.60,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,2704.66,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-12,2726.33,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,3044.99,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,2367.86,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-05,2171.04,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-25,1281.33,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-20,585.87,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-20,646.40,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-20,2305.32,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-16,595.84,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-16,653.71,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-20,620.13,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,749.01,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,986.28,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-15,1573.14,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,1575.17,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,1490.62,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-12,1339.67,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-15,1302.09,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,3363.39,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,1570.61,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,1385.74,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-20,667.53,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,1740.45,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-20,656.84,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-20,695.30,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,538.38,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-08,580.59,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-08,516.42,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,685.03,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-20,1115.94,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,4595.49,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-15,2363.28,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-19,8273.09,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-19,5087.93,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-20,565.27,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,576.07,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,515.00,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-25,594.01,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,625.13,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,629.27,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-20,600.53,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-20,933.01,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,1350.67,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,1024.26,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-16,933.01,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,1055.51,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-13,842.94,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-15,2905.72,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-02-13,2998.43,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-01-14,2674.65,Property & Asset Management,Utilities - Electricity
NPOWER YORKSHIRE LTD,2015-03-12,2645.25,Property & Asset Management,Utilities - Electricity
BRITISH GAS TRADING LTD,2015-02-17,2861.12,Property & Asset Management,Utilities - Gas
POWER DATA ASSOCIATES,2015-02-05,2600.00,Highways,Street Lighting
FORBES SOLICITORS,2015-03-10,21128.50,Professional Services,Legal Services
BERRYMANS LACE MAWER LLP,2015-02-23,634.20,Professional Services,Legal Services
TRAVELERS INSURANCE COMPANY LTD,2015-02-19,10000.00,Business Services,Insurance
TRAVELERS INSURANCE COMPANY LTD,2015-03-23,6335.00,Business Services,Insurance
TRAVELERS INSURANCE COMPANY LTD,2015-01-09,17383.50,Business Services,Insurance
GALLAGHER BASSETT INTERNATIONAL LTD,2015-03-23,10250.00,Business Services,Insurance
GALLAGHER BASSETT INTERNATIONAL LTD,2015-02-19,11368.50,Business Services,Insurance
GALLAGHER BASSETT INTERNATIONAL LTD,2015-01-21,33448.00,Business Services,Insurance
KENNEDYS LAW LLP,2015-03-30,1472.00,Professional Services,Legal Services
DARREN JOHNSON,2015-03-04,600.00,"Economic Growth, Culture & Sport",Events
CITY B GROUP,2015-02-24,2000.00,"Economic Growth, Culture & Sport",Events
THE JOKER ENTERTAINMENT,2015-03-05,2040.00,"Economic Growth, Culture & Sport",Events
THE JOKER ENTERTAINMENT,2015-03-05,999.00,"Economic Growth, Culture & Sport",Events
THE JOKER ENTERTAINMENT,2015-03-05,650.00,"Economic Growth, Culture & Sport",Events
THE JOKER ENTERTAINMENT,2015-01-26,2149.00,"Economic Growth, Culture & Sport",Events
THE JOKER ENTERTAINMENT,2015-01-12,999.00,"Economic Growth, Culture & Sport",Events
CLUSON ENGINEERING LTD,2015-03-16,1651.20,Adult Services,Sub Category To Be Classified
INCREDIBLE EDIBLE WAKEFIELD,2015-03-24,2186.40,Children and Young People,Youth Organisation & Centres
ARTISAN COOKS,2015-03-02,1200.00,"Economic Growth, Culture & Sport",Events
AVIDRIDGE LTD,2015-02-27,4000.00,"Economic Growth, Culture & Sport",Events
NMP LIVE LTD,2015-02-03,3523.00,"Economic Growth, Culture & Sport",Events
G & S SMIRTHWAITE LTD,2015-01-13,636.00,Adult Services,Sub Category To Be Classified
G & S SMIRTHWAITE LTD,2015-03-11,756.00,Adult Services,Sub Category To Be Classified
G & S SMIRTHWAITE LTD,2015-02-05,870.00,Adult Services,Sub Category To Be Classified
NOTTINGHAM REHAB LTD,2015-02-18,1890.00,Adult Services,Sub Category To Be Classified
NOTTINGHAM REHAB LTD,2015-03-02,989.91,Adult Services,Sub Category To Be Classified
NOTTINGHAM REHAB LTD,2015-03-10,531.00,Adult Services,Sub Category To Be Classified
JENX LTD,2015-02-04,1171.00,Adult Services,Sub Category To Be Classified
JENX LTD,2015-02-10,2071.00,Adult Services,Sub Category To Be Classified
JENX LTD,2015-01-27,1955.00,Adult Services,Sub Category To Be Classified
JENX LTD,2015-01-07,1636.00,Adult Services,Sub Category To Be Classified
JLA TOTAL CARE LTD,2015-01-22,1512.00,Property & Asset Management,Building Services - Misc
JLA TOTAL CARE LTD,2015-01-22,3708.00,Property & Asset Management,Building Services - Misc
POLLOCK LIFTS,2015-03-11,2291.40,Adult Services,Sub Category To Be Classified
TURNER SUPPLIES LTD,2015-01-16,686.25,Property & Asset Management,Building Services - Architectural Ironmongery
CITY ELECTRICAL FACTORS LTD,2015-03-25,860.95,Property & Asset Management,Building Services - Electrical
TURNING POINT SERVICES LTD,2015-02-03,5240.00,Adult Services,Sub Category To Be Classified
THE HELPING HAND COMPANY LTD,2015-02-16,6360.25,Adult Services,Sub Category To Be Classified
THE HELPING HAND COMPANY LTD,2015-01-06,2181.85,Adult Services,Sub Category To Be Classified
THE HELPING HAND COMPANY LTD,2015-01-28,726.90,Adult Services,Sub Category To Be Classified
THE HELPING HAND COMPANY LTD,2015-03-13,1200.00,Adult Services,Sub Category To Be Classified
THE HELPING HAND COMPANY LTD,2015-01-27,2938.00,Adult Services,Sub Category To Be Classified
THE HELPING HAND COMPANY LTD,2015-03-11,866.00,Adult Services,Sub Category To Be Classified
THE HELPING HAND COMPANY LTD,2015-02-27,2601.00,Adult Services,Sub Category To Be Classified
THE HELPING HAND COMPANY LTD,2015-02-11,2279.00,Adult Services,Sub Category To Be Classified
JLA LTD,2015-01-29,3882.00,Property & Asset Management,Building Services - Misc
YORKSHIRE PURCHASING ORGANISATION,2015-02-16,1154.60,YPO,Sub Category To Be Classified
UNWIN SAFETY SYSTEMS,2015-02-24,608.07,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-05,550.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-25,3425.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-25,855.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-25,1223.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-25,1009.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-03-02,929.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-21,1890.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-21,1484.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-21,1176.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-21,510.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-03,539.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-19,516.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-03,2275.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-19,511.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-19,1521.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-03-05,2415.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-19,715.26,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-19,1740.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-24,1392.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-03,4415.50,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-12,1750.75,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-12,1750.75,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-12,1750.75,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-12,1750.75,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-12,1072.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-01-05,775.00,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-03-19,1724.22,Adult Services,Sub Category To Be Classified
CLARK & PARTNERS LTD,2015-02-12,4443.80,Adult Services,Sub Category To Be Classified
JAMES LECKEY DESIGN LTD,2015-02-05,1609.00,Adult Services,Sub Category To Be Classified
JAMES LECKEY DESIGN LTD,2015-03-20,2550.00,Adult Services,Sub Category To Be Classified
JAMES LECKEY DESIGN LTD,2015-01-07,1745.00,Adult Services,Sub Category To Be Classified
JAMES LECKEY DESIGN LTD,2015-01-13,2115.00,Adult Services,Sub Category To Be Classified
JAMES LECKEY DESIGN LTD,2015-02-02,2472.00,Adult Services,Sub Category To Be Classified
JAMES LECKEY DESIGN LTD,2015-03-11,1102.00,Adult Services,Sub Category To Be Classified
JAMES LECKEY DESIGN LTD,2015-03-04,1476.00,Adult Services,Sub Category To Be Classified
WICKER MOBILITY SHOP,2015-01-07,724.00,Adult Services,Sub Category To Be Classified
PATTERSON MEDICAL LTD,2015-03-17,510.75,Adult Services,Sub Category To Be Classified
JCM SEATING SOLUTIONS LTD,2015-01-26,2857.02,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-12,1813.08,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-01-05,2435.48,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-01-05,2279.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-01-05,605.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-01-05,1768.08,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-03-23,748.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-01-26,745.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-03,1801.08,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-01-23,1199.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-06,745.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-06,1267.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-06,1766.60,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-06,1865.48,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-06,1044.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-01-23,1845.08,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-01-28,1757.08,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-03-02,1327.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-03-31,1987.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-24,1801.08,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-03-31,1902.59,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-03-31,1798.08,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-03-31,1989.08,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-03-31,1425.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-03-17,955.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-24,1009.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-24,944.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-02-24,1410.00,Adult Services,Sub Category To Be Classified
OTTO BOCK HEALTHCARE PLC,2015-01-23,1512.00,Adult Services,Sub Category To Be Classified
O T STORES,2015-02-02,2519.10,Adult Services,Sub Category To Be Classified
O T STORES,2015-02-27,979.65,Adult Services,Sub Category To Be Classified
SIDHIL LTD,2015-03-11,1092.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-03-11,897.50,Property & Asset Management,First Aid
SIDHIL LTD,2015-03-02,811.60,Property & Asset Management,First Aid
SIDHIL LTD,2015-03-02,10980.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-03-10,897.50,Property & Asset Management,First Aid
SIDHIL LTD,2015-03-10,3400.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-03-10,1750.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-03-10,1350.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-02-06,3500.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-02-06,1077.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-02-06,870.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-01-27,580.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-01-16,1800.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-02-05,16470.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-02-05,580.00,Property & Asset Management,First Aid
SIDHIL LTD,2015-02-05,1750.00,Property & Asset Management,First Aid
R82 UK LTD,2015-03-06,1194.00,Adult Services,Sub Category To Be Classified
R82 UK LTD,2015-01-09,654.00,Adult Services,Sub Category To Be Classified
R82 UK LTD,2015-02-24,2100.00,Adult Services,Sub Category To Be Classified
SMITCARE LTD,2015-02-26,534.68,Adult Services,Sub Category To Be Classified
SMITCARE LTD,2015-03-11,2235.94,Adult Services,Sub Category To Be Classified
SMITCARE LTD,2015-03-11,1054.50,Adult Services,Sub Category To Be Classified
SMITCARE LTD,2015-03-02,2156.28,Adult Services,Sub Category To Be Classified
SMITCARE LTD,2015-03-30,3300.00,Adult Services,Sub Category To Be Classified
SMITCARE LTD,2015-01-27,973.60,Adult Services,Sub Category To Be Classified
SMITCARE LTD,2015-01-23,2109.00,Adult Services,Sub Category To Be Classified
RNIB,2015-01-05,587.25,Adult Services,Sub Category To Be Classified
MANGAR INTERNATIONAL,2015-02-09,1038.21,Adult Services,Sub Category To Be Classified
ROSS AUTO ENGINEERING LTD,2015-03-11,573.43,Adult Services,Sub Category To Be Classified
ROSS AUTO ENGINEERING LTD,2015-01-14,580.19,Adult Services,Sub Category To Be Classified
ROSS AUTO ENGINEERING LTD,2015-02-19,635.99,Adult Services,Sub Category To Be Classified
ROSS AUTO ENGINEERING LTD,2015-02-19,5832.00,Adult Services,Sub Category To Be Classified
ROSS AUTO ENGINEERING LTD,2015-01-16,5040.00,Adult Services,Sub Category To Be Classified
ROSS AUTO ENGINEERING LTD,2015-03-19,6048.00,Adult Services,Sub Category To Be Classified
BES REHAB LTD,2015-02-06,797.00,Adult Services,Sub Category To Be Classified
AAT GB LTD,2015-01-28,614.00,Adult Services,Sub Category To Be Classified
INDEPENDENCE MOBILITY LTD,2015-01-29,682.49,Adult Services,Sub Category To Be Classified
SUNRISE MEDICAL LTD,2015-02-06,1036.00,Adult Services,Sub Category To Be Classified
SUNRISE MEDICAL LTD,2015-02-06,1881.00,Adult Services,Sub Category To Be Classified
TENDERCARE LTD,2015-02-02,1028.00,Adult Services,Sub Category To Be Classified
TENDERCARE LTD,2015-03-31,1405.47,Adult Services,Sub Category To Be Classified
MOUNTWAY LTD,2015-01-27,2856.00,Adult Services,Sub Category To Be Classified
MOUNTWAY LTD,2015-02-19,1651.80,Adult Services,Sub Category To Be Classified
MOUNTWAY LTD,2015-02-20,6750.00,Adult Services,Sub Category To Be Classified
MORRIS & ALEXANDER LTD,2015-02-11,3060.00,Adult Services,Sub Category To Be Classified
MORRIS & ALEXANDER LTD,2015-03-10,3442.80,Adult Services,Sub Category To Be Classified
MORRIS & ALEXANDER LTD,2015-01-28,4529.50,Adult Services,Sub Category To Be Classified
GERALD SIMONDS HEALTHCARE LTD,2015-01-27,534.30,Adult Services,Sub Category To Be Classified
KAROMED LTD,2015-02-23,6880.00,Adult Services,Sub Category To Be Classified
HARVEST HEALTHCARE,2015-03-30,580.00,Property & Asset Management,First Aid
HARVEST HEALTHCARE,2015-03-10,1080.00,Property & Asset Management,First Aid
