Payment Date,Amount,Benificiary Name,Organisational Unit
2018-09-13,200.00,(Aso) Association For The Study Of,Adults and Health
2018-09-21,79.00,A & A Electrical Distributors Ltd,Resources and Housing
2018-08-30,43.32,A & E Squire Ltd,Communities and Environment
2018-09-21,119.00,REDACTED PERSONAL DATA,Children and Families
2018-09-21,446.25,REDACTED PERSONAL DATA,Children and Families
2018-09-07,500.00,A D Todd,City Development
2018-09-19,2142.00,REDACTED PERSONAL DATA,Children and Families
2018-09-21,3748.50,REDACTED PERSONAL DATA,Children and Families
2018-09-21,99457.08,A E Yates Ltd,City Development
2018-09-26,336130.69,A E Yates Ltd,City Development
2018-09-21,1011.50,REDACTED PERSONAL DATA,Children and Families
2018-09-21,520.63,REDACTED PERSONAL DATA,Children and Families
2018-09-21,223.13,REDACTED PERSONAL DATA,Children and Families
2018-09-19,138.80,A Haythornthwaite,Resources and Housing
2018-09-21,223.13,REDACTED PERSONAL DATA,Children and Families
2018-09-21,446.25,REDACTED PERSONAL DATA,Children and Families
2018-09-07,454.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-07,876.50,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-07,59.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,146.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,659.60,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,117.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,265.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,36.50,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,31.03,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,45.94,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,40.50,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,227.80,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,83.75,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,218.70,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,211.95,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,336.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,30.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,157.12,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-14,197.70,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-20,1823.90,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-25,112.47,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-25,28.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-25,475.32,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-25,38.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-28,245.08,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-28,39.42,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-28,191.15,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-28,323.67,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-28,3.72,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-28,22.50,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-28,2100.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-09-10,43.80,A J Promotions,Communities and Environment
2018-09-10,720.00,A J Promotions,Communities and Environment
2018-09-19,101.90,A J Promotions,City Development
2018-09-19,415.00,A J Promotions,Communities and Environment
2018-09-19,345.00,A J Promotions,City Development
2018-09-28,463.60,A J Promotions,City Development
2018-09-14,460.00,A J Wightman,City Development
2018-09-19,535.50,REDACTED PERSONAL DATA,Children and Families
2018-09-21,297.50,REDACTED PERSONAL DATA,Children and Families
2018-09-11,459.37,A Little Something Extra Ltd,Communities and Environment
2018-09-06,63.50,A Musalam,Communities and Environment
2018-09-04,401.25,A Namaki,Communities and Environment
2018-09-13,65.00,A Star Couriers Ltd,Resources and Housing
2018-09-13,92.50,A Star Couriers Ltd,Resources and Housing
2018-09-21,81.25,A Star Couriers Ltd,Resources and Housing
2018-09-18,75.00,A Strniskova,Communities and Environment
2018-09-28,450.00,A T Graphics Limited,City Development
2018-09-19,116.03,REDACTED PERSONAL DATA,Children and Families
2018-09-21,42.50,REDACTED PERSONAL DATA,Children and Families
2018-09-19,267.75,REDACTED PERSONAL DATA,Children and Families
2018-09-21,223.13,REDACTED PERSONAL DATA,Children and Families
2018-09-21,471.75,REDACTED PERSONAL DATA,Children and Families
2018-09-20,8250.00,REDACTED PERSONAL DATA,Insurance
