Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2011-02-23,675.00,Other Education Services Managed By E.L.,A Ash,,
2011-02-25,4360.00,City Development,A C Construction Ltd,,
2011-02-16,675.00,East - North East,A C Pest Control,,
2011-02-07,648.62,East - North East,A D Simpson Ltd,,
2011-02-07,493.75,East - North East,A D Simpson Ltd,,
2011-02-07,468.00,East - North East,A D Simpson Ltd,,
2011-02-07,438.25,East - North East,A D Simpson Ltd,,
2011-02-17,3065.05,East - North East,A D Simpson Ltd,,
2011-02-17,1433.15,East - North East,A D Simpson Ltd,,
2011-02-21,472.20,East - North East,A D Simpson Ltd,,
2011-02-24,593.00,East - North East,A D Simpson Ltd,,
2011-02-18,810.26,Childrens Services,A E Speight,,
2011-02-01,1728.31,City Development,A E Yates Ltd,,
2011-02-01,155094.68,City Development,A E Yates Ltd,,
2011-02-01,824.34,City Development,A E Yates Ltd,,
2011-02-01,942.66,City Development,A E Yates Ltd,,
2011-02-01,1087.20,City Development,A E Yates Ltd,,
2011-02-01,2520.04,City Development,A E Yates Ltd,,
2011-02-01,902.33,City Development,A E Yates Ltd,,
2011-02-03,2136.66,City Development,A E Yates Ltd,,
2011-02-03,2816.87,City Development,A E Yates Ltd,,
2011-02-04,3385.44,City Development,A E Yates Ltd,,
2011-02-04,2637.80,City Development,A E Yates Ltd,,
2011-02-21,3566.88,City Development,A E Yates Ltd,,
2011-02-23,2009.49,City Development,A E Yates Ltd,,
2011-02-04,555.00,Central & Corporate Functions,A J H  Pump Supply & Repair Ltd,,
2011-02-08,876.00,Central & Corporate Functions,A J H  Pump Supply & Repair Ltd,,
2011-02-16,794.00,Central & Corporate Functions,A J H  Pump Supply & Repair Ltd,,
2011-02-16,585.00,Central & Corporate Functions,A J H  Pump Supply & Repair Ltd,,
2011-02-16,982.00,Central & Corporate Functions,A J H  Pump Supply & Repair Ltd,,
2011-02-25,646.00,Central & Corporate Functions,A J H  Pump Supply & Repair Ltd,,
2011-02-25,700.00,Childrens Services,A J Matthews,,
2011-02-10,13000.00,Childrens Services,A Lowrie Care Service Limited,,
2011-02-01,706.35,Central & Corporate Functions,A Mohammed,,
2011-02-01,473.90,Central & Corporate Functions,A Namaki,,
2011-02-09,595.20,City Development,A Y Creative Services,,
2011-02-15,868.00,City Development,A Y Creative Services,,
2011-02-23,472.50,City Development,A Y Creative Services,,
2011-02-16,1775.00,Environment & Neighbourhoods,A Zoom Taxis,,
2011-02-04,1908.31,City Development,Aaztec Associates Ltd,,
2011-02-16,1189.60,Adult Social Care,Abbey Lea Residential Care Home,,
2011-02-16,1174.20,Adult Social Care,Abbeydale Care Home,,
2011-02-18,586.46,Childrens Services,Abc Nursery At Lufc,,
2011-02-21,3488.93,City Development,ABDN,,
2011-02-07,1000.00,City Development,Aberford And District Parish Council,,
2011-02-11,3000.00,City Development,Abi Bliss,,
2011-02-07,4400.00,Environment & Neighbourhoods,Able Bathing & Building Contractors Ltd,,
