Payment Date,Amount,Benificiary Name,Organisational Unit
2013-05-28,600.00,A E & Sheila Hall,Environment & Housing
2013-05-29,898.70,A E Speight,Childrens Services
2013-05-16,500.00,REDACTED PERSONAL DATA,Childrens Services
2013-05-24,1598.00,A J H  Pump Supply & Repair Ltd,Central & Corporate
2013-05-24,3369.00,A J H  Pump Supply & Repair Ltd,Central & Corporate
2013-05-01,919.04,A J Promotions,City Development
2013-05-21,947.52,A J Promotions,Environment & Housing
2013-05-01,1734.15,A J Promotions,Environment & Neighbourhoods
2013-05-07,654.50,A Namaki,Central & Corporate
2013-05-08,1006.92,REDACTED PERSONAL DATA,Adult Social Care
2013-05-16,1300.00,A Walding,Childrens Services
2013-05-08,1384.16,REDACTED PERSONAL DATA,Adult Social Care
2013-05-10,2825.00,Abacus,City Development
2013-05-08,1132.48,Abbey Lea Residential Care Home,Adult Social Care
2013-05-08,1189.72,Abbeydale Care Home,Adult Social Care
2013-05-08,1041.16,Abbeydale Residential Home,Adult Social Care
2013-05-29,640.82,Abc Nursery At Lufc,Childrens Services
2013-05-08,6744.57,Aberford Hall,Adult Social Care
2013-05-08,1948.08,Aberford Hall,Adult Social Care
2013-05-09,1125.00,Abhay Adhikari/Dhyaan Design,Central & Corporate
2013-05-08,2061.84,REDACTED PERSONAL DATA,Social Services Pooled Budgets
2013-05-02,2199.92,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,2220.17,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,2400.42,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,2605.92,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,2642.02,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,2913.73,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,3034.31,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,3137.23,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,3381.32,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,3394.99,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,3522.63,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,3712.43,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,3731.68,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-02,3911.43,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-28,1209.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-28,1500.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-28,2880.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-03,2890.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-10,4150.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-20,4150.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-10,4150.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-20,4150.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-20,4150.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-03,4150.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-28,4150.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-28,4150.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-10,4150.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-28,4460.20,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-28,4460.20,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-10,5817.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-20,8000.00,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-20,6401.67,Able Bathing & Building Contractors Ltd,Environment & Housing
2013-05-03,8878.37,Academic Appointments Ltd,Childrens Services
2013-05-03,9590.86,Academic Appointments Ltd,Childrens Services
2013-05-29,13631.56,Academic Appointments Ltd,Childrens Services
2013-05-15,450.00,Academic Appointments Ltd,Childrens Services
2013-05-24,5573.20,Academic Appointments Ltd,Childrens Services
2013-05-30,5977.52,Academic Appointments Ltd,Childrens Services
2013-05-20,579.25,Accent Foundation,Adult Social Care
2013-05-20,3355.00,Accora,Social Services Pooled Budgets
2013-05-31,504.00,Ace Taxis Wakefield Ltd,Central & Corporate
2013-05-01,864.00,Ace Taxis Wakefield Ltd,Central & Corporate
2013-05-01,14850.02,Ackworth School,Childrens Services
2013-05-31,1270.00,Acme,Central & Corporate
2013-05-31,1710.00,Acme,Central & Corporate
2013-05-31,1760.00,Acme,Central & Corporate
2013-05-31,1710.00,Acme,Central & Corporate
2013-05-02,788.00,Acme,Central & Corporate
2013-05-02,788.00,Acme,Central & Corporate
2013-05-24,3800.00,Acme,Central & Corporate
2013-05-08,1718.12,Acre Green,Adult Social Care
2013-05-08,13978.32,Acre Green,Adult Social Care
2013-05-08,1824.68,Acre Green,Adult Social Care
2013-05-08,15398.91,Acre Green,Adult Social Care
2013-05-08,1632.28,Acre Green,Adult Social Care
2013-05-08,1222.92,Acre Green,Adult Social Care
2013-05-29,887.26,Acre Wood Day Nursery,Childrens Services
2013-05-24,133806.50,Action For Blind People,Adult Social Care
2013-05-02,249288.00,Action For Children,Childrens Services
2013-05-10,4763.08,Action For Children,Childrens Services
2013-05-10,4774.00,Action For Children,Childrens Services
2013-05-10,5026.34,Action For Children,Childrens Services
2013-05-31,4620.00,Action For Children Services Ltd,Childrens Services
2013-05-31,4864.20,Action For Children Services Ltd,Childrens Services
2013-05-21,987.60,Acushnet Europe Limited,Environment & Housing
2013-05-02,6574.75,REDACTED COMMERCIAL CONFIDENTIALITY,Environment & Neighbourhoods
2013-05-29,661.65,Ad3 Envelope Printers Limited,Central & Corporate
2013-05-29,6280.00,Ad3 Envelope Printers Limited,Central & Corporate
2013-05-08,717.28,REDACTED PERSONAL DATA,Adult Social Care
2013-05-08,1570.68,REDACTED PERSONAL DATA,Social Services Pooled Budgets
2013-05-08,444.40,REDACTED PERSONAL DATA,Adult Social Care
2013-05-08,877.20,REDACTED PERSONAL DATA,Adult Social Care
