Payment Date,Amount,Benificiary Name,Organisational Unit
2018-05-03,89.70,A & A Electrical Distributors Ltd,Resources and Housing
2018-05-03,43.49,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2018-05-03,16.93,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2018-05-04,10.80,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2018-05-22,14.53,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2018-05-23,177540.73,A E Yates Ltd,City Development
2018-04-19,86.75,A F Blakemore & Son Ltd,Resources and Housing
2018-05-25,307.50,A J Carter Organ Builder Ltd,City Development
2018-05-01,48.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,145.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,17.80,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,455.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,190.37,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,508.20,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,178.82,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,20.45,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,35.44,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,32.50,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,197.01,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,79.70,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,110.90,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,35.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-01,37.58,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-03,528.75,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-03,284.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-03,110.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-03,2650.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-03,1610.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-03,1548.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,35.50,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,230.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,75.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,182.77,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,123.54,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,125.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,39.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,18.25,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,210.58,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,207.50,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,49.50,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,48.85,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,106.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,219.95,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,267.88,A J H  Pump Supply & Repair Ltd,Resources and Housing
2018-05-04,47.50,A J H  Pump Supply & Repair Ltd,Resources and Housing
