Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2014-08-22,126.98,Central & Corporate,A & A Electrical Distributors Ltd,,
2014-08-22,64.90,Central & Corporate,A & A Electrical Distributors Ltd,,
2014-08-29,150.00,Central & Corporate,A & A Electrical Distributors Ltd,,
2014-08-29,10000.00,Environment & Housing,A & P Crontractors Ltd,,
2014-08-15,550.00,Childrens Services,REDACTED PERSONAL DATA,,
2014-08-20,12.80,Central & Corporate,A Andrews & Sons (Marbles & Tiles),,
2014-08-20,9.11,Central & Corporate,A Andrews & Sons (Marbles & Tiles),,
2014-08-20,38.95,Central & Corporate,A Andrews & Sons (Marbles & Tiles),,
2014-08-20,510.00,Central & Corporate,A Andrews & Sons (Marbles & Tiles),,
2014-08-20,82.50,Central & Corporate,A Andrews & Sons (Marbles & Tiles),,
2014-08-06,9.11,Central & Corporate,A Andrews & Sons (Marbles & Tiles),,
2014-08-01,300.00,City Development,A B Jones,,
2014-08-01,166.30,City Development,A C Entertainment Technologies Ltd,,
2014-08-01,161.47,City Development,A C Entertainment Technologies Ltd,,
2014-08-12,276.90,City Development,A C Entertainment Technologies Ltd,,
2014-08-22,1081.75,City Development,A C Entertainment Technologies Ltd,,
2014-08-28,610.00,Environment & Housing,REDACTED PERSONAL DATA,,
2014-08-07,10.00,Environment & Housing,REDACTED PERSONAL DATA,,
2014-08-08,200.00,City Development,A D Todd,,
2014-08-08,700.00,City Development,A D Todd,,
2014-08-13,300.00,Childrens Services,REDACTED PERSONAL DATA,,
2014-08-21,170.00,Childrens Services,REDACTED PERSONAL DATA,,
2014-08-15,750.00,Childrens Services,A G Webb,,
2014-08-21,19.20,Childrens Services,REDACTED PERSONAL DATA,,
2014-08-21,40.00,Childrens Services,REDACTED PERSONAL DATA,,
2014-08-12,25.00,Central & Corporate,A J Browning,,
2014-08-27,175.00,City Development,REDACTED COMMERCIAL CONFIDENTIALITY,,
2014-08-21,10.70,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-29,66.17,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,295.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,290.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,404.95,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,15.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,352.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,284.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,1033.73,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-29,80.40,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,27.57,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,272.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-29,6060.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-29,4612.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-29,798.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-01,140.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-29,299.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-29,1694.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-11,14.43,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-11,110.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-26,71.45,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-05,142.56,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-05,87.58,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-05,34.70,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-08,330.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-26,787.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,782.00,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,285.54,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,267.61,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,43.44,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,99.65,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,271.02,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,77.01,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,156.04,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,489.50,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,137.45,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-21,33.79,Central & Corporate,A J H  Pump Supply & Repair Ltd,,
2014-08-29,600.12,City Development,A J Promotions,,
2014-08-19,142.02,City Development,A J Promotions,,
2014-08-01,76.50,City Development,A J Promotions,,
2014-08-15,301.74,City Development,A J Promotions,,
