Payment Date,Amount,Benificiary Name,Organisational Unit
2017-11-09,1464.55,A & D-S W Supplies,Resources and Housing
2017-12-21,8000.00,A A Law Solicitors,Insurance
2017-12-08,6.60,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2017-12-15,15.99,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2017-12-15,41.12,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2017-12-15,34.28,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2017-12-19,88.00,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2017-12-19,12.36,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2017-12-19,37.40,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2017-12-28,14.98,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2017-12-28,8.52,A Andrews & Sons (Marbles & Tiles),Resources and Housing
2017-12-06,270.00,A B Jones,Communities and Environment
2017-12-01,424.20,REDACTED PERSONAL DATA,Children and Families
2017-12-29,185.94,A C Entertainment Technologies Ltd,City Development
2017-12-08,705.60,REDACTED PERSONAL DATA,Children and Families
2017-12-22,652.62,A D Golf Management Ltd,Communities and Environment
2017-12-15,100.00,A E Northing,City Development
2017-12-01,2474.50,REDACTED PERSONAL DATA,Children and Families
2017-12-08,2046.24,REDACTED PERSONAL DATA,Children and Families
2017-12-08,222.60,REDACTED PERSONAL DATA,Children and Families
2017-12-01,174.86,A F Blakemore & Son Ltd,Children and Families
2017-12-01,49.50,A F Blakemore & Son Ltd,Adults and Health
2017-12-01,17.99,A F Blakemore & Son Ltd,City Development
2017-12-01,35.40,A F Blakemore & Son Ltd,Adults and Health
2017-12-01,15.13,A F Blakemore & Son Ltd,Adults and Health
2017-12-01,150.11,A F Blakemore & Son Ltd,City Development
2017-12-06,287.63,A F Blakemore & Son Ltd,Communities and Environment
2017-12-06,463.22,A F Blakemore & Son Ltd,Communities and Environment
2017-12-06,463.78,A F Blakemore & Son Ltd,Communities and Environment
2017-12-06,94.70,A F Blakemore & Son Ltd,Communities and Environment
2017-12-06,16.02,A F Blakemore & Son Ltd,Communities and Environment
2017-12-06,391.32,A F Blakemore & Son Ltd,Communities and Environment
2017-12-06,223.79,A F Blakemore & Son Ltd,Communities and Environment
2017-12-06,2.75,A F Blakemore & Son Ltd,Communities and Environment
2017-12-06,484.97,A F Blakemore & Son Ltd,Communities and Environment
2017-12-06,203.06,A F Blakemore & Son Ltd,Communities and Environment
2017-12-07,195.94,A F Blakemore & Son Ltd,City Development
2017-12-07,131.07,A F Blakemore & Son Ltd,City Development
2017-12-07,22.67,A F Blakemore & Son Ltd,Adults and Health
2017-12-07,49.06,A F Blakemore & Son Ltd,Communities and Environment
2017-12-08,48516.65,A F Blakemore & Son Ltd,Resources and Housing
2017-12-08,202.13,A F Blakemore & Son Ltd,City Development
2017-12-08,113.80,A F Blakemore & Son Ltd,City Development
2017-12-08,7.24,A F Blakemore & Son Ltd,City Development
2017-12-08,244.12,A F Blakemore & Son Ltd,City Development
2017-12-08,69.88,A F Blakemore & Son Ltd,Resources and Housing
2017-12-08,41.05,A F Blakemore & Son Ltd,Resources and Housing
2017-12-08,40.24,A F Blakemore & Son Ltd,City Development
2017-12-08,114.86,A F Blakemore & Son Ltd,Resources and Housing
2017-12-08,333.68,A F Blakemore & Son Ltd,City Development
2017-12-08,16.99,A F Blakemore & Son Ltd,City Development
2017-12-08,110.16,A F Blakemore & Son Ltd,Resources and Housing
2017-12-08,414.15,A F Blakemore & Son Ltd,City Development
2017-12-08,106.88,A F Blakemore & Son Ltd,Resources and Housing
2017-12-08,77.07,A F Blakemore & Son Ltd,Resources and Housing
2017-12-08,18.75,A F Blakemore & Son Ltd,Resources and Housing
2017-12-08,601.92,A F Blakemore & Son Ltd,City Development
2017-12-08,554.81,A F Blakemore & Son Ltd,City Development
2017-12-08,26.98,A F Blakemore & Son Ltd,City Development
2017-12-08,98.36,A F Blakemore & Son Ltd,Resources and Housing
2017-12-08,322.14,A F Blakemore & Son Ltd,City Development
2017-12-08,24.28,A F Blakemore & Son Ltd,City Development
2017-12-08,207.33,A F Blakemore & Son Ltd,Communities and Environment
2017-12-08,148.98,A F Blakemore & Son Ltd,Communities and Environment
2017-12-08,202.86,A F Blakemore & Son Ltd,Communities and Environment
2017-12-08,249.11,A F Blakemore & Son Ltd,Resources and Housing
2017-12-08,35.49,A F Blakemore & Son Ltd,Communities and Environment
2017-12-08,77.88,A F Blakemore & Son Ltd,Communities and Environment
2017-12-11,183.32,A F Blakemore & Son Ltd,Communities and Environment
2017-12-12,159.91,A F Blakemore & Son Ltd,Resources and Housing
2017-12-12,7.80,A F Blakemore & Son Ltd,Resources and Housing
2017-12-12,58.22,A F Blakemore & Son Ltd,Resources and Housing
2017-12-12,139.66,A F Blakemore & Son Ltd,Resources and Housing
2017-12-13,125.99,A F Blakemore & Son Ltd,Adults and Health
2017-12-13,57.08,A F Blakemore & Son Ltd,Communities and Environment
2017-12-15,28295.66,A F Blakemore & Son Ltd,Resources and Housing
2017-12-15,177.93,A F Blakemore & Son Ltd,Communities and Environment
2017-12-15,92.08,A F Blakemore & Son Ltd,Communities and Environment
2017-12-15,16.72,A F Blakemore & Son Ltd,Communities and Environment
2017-12-15,236.60,A F Blakemore & Son Ltd,Communities and Environment
2017-12-15,167.76,A F Blakemore & Son Ltd,Communities and Environment
2017-12-15,3.94,A F Blakemore & Son Ltd,City Development
2017-12-15,3.20,A F Blakemore & Son Ltd,City Development
2017-12-19,31.49,A F Blakemore & Son Ltd,Children and Families
2017-12-19,8.99,A F Blakemore & Son Ltd,Communities and Environment
2017-12-19,154.99,A F Blakemore & Son Ltd,Children and Families
2017-12-20,10.49,A F Blakemore & Son Ltd,City Development
2017-12-20,232.01,A F Blakemore & Son Ltd,Communities and Environment
2017-12-20,69.61,A F Blakemore & Son Ltd,Communities and Environment
2017-12-20,149.87,A F Blakemore & Son Ltd,Communities and Environment
2017-12-20,211.70,A F Blakemore & Son Ltd,Communities and Environment
2017-12-20,160.71,A F Blakemore & Son Ltd,Communities and Environment
2017-12-20,103.15,A F Blakemore & Son Ltd,Communities and Environment
2017-12-22,37229.45,A F Blakemore & Son Ltd,Resources and Housing
2017-12-22,193.57,A F Blakemore & Son Ltd,Communities and Environment
2017-12-22,98.52,A F Blakemore & Son Ltd,Communities and Environment
2017-12-27,186.83,A F Blakemore & Son Ltd,Communities and Environment
2017-12-27,62.84,A F Blakemore & Son Ltd,Adults and Health
2017-11-10,4557.15,A F K (Marketing),Communities and Environment
2017-12-01,212.10,REDACTED PERSONAL DATA,Children and Families
2017-12-08,352.80,REDACTED PERSONAL DATA,Children and Families
2017-12-08,89.88,REDACTED PERSONAL DATA,Children and Families
2017-12-08,523.32,REDACTED PERSONAL DATA,Children and Families
2017-12-08,273.84,REDACTED PERSONAL DATA,Children and Families
2017-12-01,893.85,REDACTED PERSONAL DATA,Children and Families
2017-12-28,175.00,REDACTED COMMERCIAL CONFIDENTIALITY,City Development
2017-12-01,738.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2017-12-01,1033.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2017-12-08,11.98,A J H  Pump Supply & Repair Ltd,Resources and Housing
2017-12-08,88.20,A J H  Pump Supply & Repair Ltd,Resources and Housing
2017-12-08,72.93,A J H  Pump Supply & Repair Ltd,Resources and Housing
2017-12-08,70.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2017-12-08,26.65,A J H  Pump Supply & Repair Ltd,Resources and Housing
2017-12-08,19.00,A J H  Pump Supply & Repair Ltd,Resources and Housing
2017-12-08,113.95,A J H  Pump Supply & Repair Ltd,Resources and Housing
2017-12-08,23.90,A J H  Pump Supply & Repair Ltd,Resources and Housing
