Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2019-09-05,14800.00,City Development,A & J Bunton,,
2019-09-18,5400.00,Adults and Health,A & V Transitional Homes,,
2019-09-18,80.00,Resources and Housing,REDACTED PERSONAL DATA,,
2019-09-05,100.00,Resources and Housing,REDACTED PERSONAL DATA,,
2019-09-05,80.00,Resources and Housing,REDACTED PERSONAL DATA,,
2019-09-10,37.54,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2019-09-10,33.86,Resources and Housing,A Andrews & Sons (Marbles & Tiles),,
2019-09-06,225.75,Children and Families,REDACTED PERSONAL DATA,,
2019-09-09,800.00,City Development,REDACTED PERSONAL DATA,,
2019-09-23,100.00,Resources and Housing,REDACTED PERSONAL DATA,,
2019-09-04,273.00,Children and Families,REDACTED PERSONAL DATA,,
2019-09-06,451.50,Children and Families,REDACTED PERSONAL DATA,,
2019-09-19,35.00,Resources and Housing,REDACTED PERSONAL DATA,,
2019-09-02,85820.82,Resources and Housing,A Connolly Limited,,
2019-09-04,3197.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-04,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-04,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-13,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-20,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-27,160.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-27,85.00,Resources and Housing,A Coole Electrical Ltd,,
2019-09-04,2675.40,Children and Families,REDACTED PERSONAL DATA,,
